DATE_COL,SITE_ID,LAT,LON,ECO_TYPE,DOC,NO3.as.N,PO4.as.P,UNIT
2011-01-01,EU_1237,46.7098,15.63399,River/Stream,3.05333,1.350510080499,0.0177941,mg/L
2012-01-01,EU_1237,46.7098,15.63399,River/Stream,2.41333,1.288826422875,0.0223529,mg/L
2011-01-01,EU_1267,55.1114,-7.83766,Lake,10.04,0.040002372,0.01,mg/L
2011-01-01,EU_757,54.95399,-8.33898,Lake,14.2833,0.06467053473531,0.0116667,mg/L
2010-01-01,EU_1275,49.75872,9.51558,River/Stream,2.516,7.440441192,0.13284,mg/L
2011-01-01,EU_1275,49.75872,9.51558,River/Stream,2.06154,7.073499433644,0.127731,mg/L
2012-01-01,EU_1275,49.75872,9.51558,River/Stream,2.45769,6.588850695678,0.147577,mg/L
2010-01-01,EU_1276,47.67529,8.79545,River/Stream,1.52308,0.8962071419322,0.005,mg/L
2011-01-01,EU_1276,47.67529,8.79545,River/Stream,1.51539,0.7346585626695,0.005,mg/L
2012-01-01,EU_1276,47.67529,8.79545,River/Stream,1.44231,0.7769690715339,0.005,mg/L
2010-01-01,EU_1277,47.57099,8.33859,River/Stream,1.86923,1.238533440678,0.012692,mg/L
2011-01-01,EU_1277,47.57099,8.33859,River/Stream,1.67692,1.115456142627,0.012615,mg/L
2012-01-01,EU_1277,47.57099,8.33859,River/Stream,1.57692,1.092374773983,0.008654,mg/L
2010-01-01,EU_1278,47.58644,8.13326,River/Stream,1.80385,1.427004616356,0.013346,mg/L
2011-01-01,EU_1278,47.58644,8.13326,River/Stream,1.65,1.340819505882,0.011038,mg/L
2012-01-01,EU_1278,47.58644,8.13326,River/Stream,1.684,1.196220931695,0.01108,mg/L
2010-01-01,EU_1279,48.92299,8.16898,River/Stream,1.90385,1.607505319413,0.025923,mg/L
2011-01-01,EU_1279,48.92299,8.16898,River/Stream,1.81538,1.530860774661,0.027231000000000002,mg/L
2012-01-01,EU_1279,48.92299,8.16898,River/Stream,1.88,1.350080055,0.02276,mg/L
2010-01-01,EU_1381,48.10187,14.94072,River/Stream,2.09167,1.974287068281,0.0210833,mg/L
2011-01-01,EU_1381,48.10187,14.94072,River/Stream,2.27778,1.710931452219,0.0127778,mg/L
2012-01-01,EU_1381,48.10187,14.94072,River/Stream,2.31111,1.69760066175,0.014,mg/L
2009-01-01,EU_1384,48.38892,15.52308,River/Stream,2.2692,1.829278469781,0.0119583,mg/L
2010-01-01,EU_1384,48.38892,15.52308,River/Stream,2.45833,2.19763031175,0.03125,mg/L
2011-01-01,EU_1384,48.38892,15.52308,River/Stream,2.125,2.158457988969,0.031625,mg/L
2012-01-01,EU_1384,48.38892,15.52308,River/Stream,1.93333,2.0141194302,0.0291,mg/L
2009-01-01,EU_1386,48.36702,15.77878,River/Stream,1.3317,1.664268685281,0.00454167,mg/L
2010-01-01,EU_1386,48.36702,15.77878,River/Stream,1.04167,2.016789588531,0.00916667,mg/L
2011-01-01,EU_1386,48.36702,15.77878,River/Stream,1.175,1.373411438469,0.0065,mg/L
2012-01-01,EU_1386,48.36702,15.77878,River/Stream,1.13333,1.033701294852,0.00666667,mg/L
2009-01-01,EU_1388,48.41189,15.70696,River/Stream,6.14,2.974346368281,0.0122083,mg/L
2010-01-01,EU_1388,48.41189,15.70696,River/Stream,5.44167,3.5052078465,0.03275,mg/L
2009-01-01,EU_1389,48.1439,16.52945,River/Stream,2.4892,2.76766411275,0.0260833,mg/L
2010-01-01,EU_1389,48.1439,16.52945,River/Stream,2.59167,2.968506021969,0.0571667,mg/L
2009-01-01,EU_1392,48.12035,16.60938,River/Stream,1.6867,2.780994903219,0.0095,mg/L
2010-01-01,EU_1392,48.12035,16.60938,River/Stream,1.40833,3.256023070719,0.0248333,mg/L
2011-01-01,EU_1392,48.12035,16.60938,River/Stream,1.95714,3.199279706037,0.018,mg/L
2012-01-01,EU_1392,48.12035,16.60938,River/Stream,1.21429,3.113824638852,0.0249091,mg/L
2009-01-01,EU_1393,48.11661,16.80332,River/Stream,2.1883,1.859280248781,0.011375,mg/L
2010-01-01,EU_1393,48.11661,16.80332,River/Stream,2.18333,2.191799966031,0.0324167,mg/L
2011-01-01,EU_1393,48.11661,16.80332,River/Stream,2.75,2.245963177719,0.0333182,mg/L
2012-01-01,EU_1393,48.11661,16.80332,River/Stream,1.94,1.8091072737,0.0367273,mg/L
2009-01-01,EU_1397,48.40232,15.99301,River/Stream,4.3308,5.93285179725,0.0816667,mg/L
2010-01-01,EU_1397,48.40232,15.99301,River/Stream,3.96667,7.422110105031,0.108917,mg/L
2011-01-01,EU_1397,48.40232,15.99301,River/Stream,3.525,6.942081641031,0.119083,mg/L
2012-01-01,EU_1397,48.40232,15.99301,River/Stream,3.47143,5.313645080469,0.145917,mg/L
2009-01-01,EU_1399,48.16339,16.99035,River/Stream,2.2325,1.889282027781,0.0145,mg/L
2010-01-01,EU_1399,48.16339,16.99035,River/Stream,2.32917,2.304306637281,0.0330938,mg/L
2011-01-01,EU_1399,48.16339,16.99035,River/Stream,2.62857,2.343468959469,0.039325,mg/L
2012-01-01,EU_1399,48.16339,16.99035,River/Stream,2.18667,1.961786327031,0.0337143,mg/L
2009-01-01,EU_1401,48.80483,16.46219,River/Stream,7.3475,4.928622249969,0.0463333,mg/L
2010-01-01,EU_1401,48.80483,16.46219,River/Stream,6.49,6.7133980809,0.0857,mg/L
2011-01-01,EU_1401,48.80483,16.46219,River/Stream,5.975,5.506996545531,0.0821667,mg/L
2012-01-01,EU_1401,48.80483,16.46219,River/Stream,5.47,4.011067842219,0.102273,mg/L
2009-01-01,EU_1403,48.71619,16.88903,River/Stream,6.9725,2.775914601975,0.11525,mg/L
2010-01-01,EU_1403,48.71619,16.88903,River/Stream,5.85833,4.671106980219,0.119917,mg/L
2011-01-01,EU_1403,48.71619,16.88903,River/Stream,5.94,3.327467307111,0.190333,mg/L
2012-01-01,EU_1403,48.71619,16.88903,River/Stream,5.73333,1.8291084597,0.235083,mg/L
2011-01-01,EU_1404,53.6697,10.0927,River/Stream,11.7417,2.543520821841,0.046154,mg/L
2012-01-01,EU_1404,53.6697,10.0927,River/Stream,10.0455,2.230582265685,0.043077,mg/L
2010-01-01,EU_1405,53.5418,9.8819,River/Stream,6.06667,3.50380776348,0.04375,mg/L
2011-01-01,EU_1405,53.5418,9.8819,River/Stream,6.66923,2.995547625441,0.032308,mg/L
2012-01-01,EU_1405,53.5418,9.8819,River/Stream,6.125,2.231312308974,0.041667,mg/L
2009-01-01,EU_1406,48.60164,16.93384,River/Stream,5.5858,2.471396545125,0.0884167,mg/L
2010-01-01,EU_1406,48.60164,16.93384,River/Stream,5,3.561041157219,0.124833,mg/L
2011-01-01,EU_1406,48.60164,16.93384,River/Stream,4.78,3.344368309281,0.113917,mg/L
2012-01-01,EU_1406,48.60164,16.93384,River/Stream,4.51,1.959286178781,0.169818,mg/L
2009-01-01,EU_1408,48.2801,16.91603,River/Stream,5.3971,2.425473822069,0.068875,mg/L
2010-01-01,EU_1408,48.2801,16.91603,River/Stream,5.07083,3.724390843281,0.0854583,mg/L
2011-01-01,EU_1408,48.2801,16.91603,River/Stream,4.8,3.109354373781,0.103417,mg/L
2012-01-01,EU_1408,48.2801,16.91603,River/Stream,4.2,1.947075454728,0.16025,mg/L
2010-01-01,EU_1410,53.3984,10.1796,River/Stream,6.09167,3.67101767844,0.03875,mg/L
2011-01-01,EU_1410,53.3984,10.1796,River/Stream,6.66667,2.774314507095,0.02625,mg/L
2012-01-01,EU_1410,53.3984,10.1796,River/Stream,5.88182,2.01151927602,0.032273,mg/L
2009-01-01,EU_1411,48.60394,16.78833,River/Stream,3.7858,4.7644525152810004,0.0786667,mg/L
2010-01-01,EU_1411,48.60394,16.78833,River/Stream,3.525,6.206198005719,0.10275,mg/L
2011-01-01,EU_1411,48.60394,16.78833,River/Stream,2.9375,6.15786513975,0.114083,mg/L
2012-01-01,EU_1411,48.60394,16.78833,River/Stream,3.34,4.318586076969,0.143833,mg/L
2009-01-01,EU_1414,48.26102,13.03435,River/Stream,1.505,2.000948649219,0.00945833,mg/L
2010-01-01,EU_1414,48.26102,13.03435,River/Stream,1.025,2.195960212719,0.0215833,mg/L
2011-01-01,EU_1414,48.26102,13.03435,River/Stream,2.15556,1.830938568219,0.0205556,mg/L
2012-01-01,EU_1414,48.26102,13.03435,River/Stream,1.4625,1.525920481719,0.021,mg/L
2011-01-01,EU_1416,48.55699,13.43859,River/Stream,1.9875,1.2470739471,0.0225238,mg/L
2012-01-01,EU_1416,48.55699,13.43859,River/Stream,1.46364,1.229242889781,0.0257778,mg/L
2010-01-01,EU_1415,49.6483,6.98697,River/Stream,2.82727,1.320078276,0.02,mg/L
2011-01-01,EU_1415,49.6483,6.98697,River/Stream,2.48333,1.35258020325,0.02,mg/L
2012-01-01,EU_1415,49.6483,6.98697,River/Stream,3.21667,1.338999397956,0.02,mg/L
2010-01-01,EU_1417,49.6361,7.00514,River/Stream,2.7,0.9505113619815,0.02,mg/L
2011-01-01,EU_1417,49.6361,7.00514,River/Stream,2.61667,0.91255411125,0.02,mg/L
2009-01-01,EU_1418,48.34667,13.40754,River/Stream,3.3417,2.385061425756,0.0879167,mg/L
2010-01-01,EU_1418,48.34667,13.40754,River/Stream,2.7,2.80766648475,0.1205,mg/L
2011-01-01,EU_1418,48.34667,13.40754,River/Stream,4.33,2.645986897719,0.13825,mg/L
2012-01-01,EU_1418,48.34667,13.40754,River/Stream,3.93636,2.981846813031,0.1385,mg/L
2010-01-01,EU_1419,49.19693,7.02831,River/Stream,4.39231,2.691699608322,0.146769,mg/L
2011-01-01,EU_1419,49.19693,7.02831,River/Stream,4.22308,2.473996699305,0.166154,mg/L
2012-01-01,EU_1419,49.19693,7.02831,River/Stream,4.07692,2.580463012383,0.166154,mg/L
2009-01-01,EU_1420,48.52066,13.70222,River/Stream,2.505,1.9751171175,0.0289167,mg/L
2010-01-01,EU_1420,48.52066,13.70222,River/Stream,2.55,2.723491493469,0.0382083,mg/L
2011-01-01,EU_1420,48.52066,13.70222,River/Stream,2.62222,2.258463918969,0.0378333,mg/L
2012-01-01,EU_1420,48.52066,13.70222,River/Stream,2.28889,2.114675392815,0.0361667,mg/L
2010-01-01,EU_1422,49.40935,6.64741,River/Stream,4.63846,2.768624169678,0.171462,mg/L
2011-01-01,EU_1422,49.40935,6.64741,River/Stream,4.63846,2.591693678322,0.174615,mg/L
2012-01-01,EU_1422,49.40935,6.64741,River/Stream,4.44615,2.935554068034,0.177692,mg/L
2009-01-01,EU_1423,48.35795,13.9936,River/Stream,4.3442,3.141016251219,0.0644167,mg/L
2010-01-01,EU_1423,48.35795,13.9936,River/Stream,3.75,3.464375425281,0.0821667,mg/L
2011-01-01,EU_1423,48.35795,13.9936,River/Stream,3.46364,4.966654505148,0.0799091,mg/L
2012-01-01,EU_1423,48.35795,13.9936,River/Stream,3.77273,3.753862590852,0.091,mg/L
2009-01-01,EU_1425,48.24742,14.32475,River/Stream,1.9833,1.801936848519,0.0121667,mg/L
2010-01-01,EU_1425,48.24742,14.32475,River/Stream,1.74167,2.0151194895,0.0123125,mg/L
2011-01-01,EU_1425,48.24742,14.32475,River/Stream,1.87143,2.004668869815,0.0198571,mg/L
2012-01-01,EU_1425,48.24742,14.32475,River/Stream,1.6875,1.649327799339,0.0122273,mg/L
2010-01-01,EU_1426,49.34215,6.59291,River/Stream,4.78462,3.373280023644,0.159154,mg/L
2011-01-01,EU_1426,49.34215,6.59291,River/Stream,4.54615,2.762473804983,0.155385,mg/L
2012-01-01,EU_1426,49.34215,6.59291,River/Stream,4.76154,3.748372265295,0.171538,mg/L
2009-01-01,EU_1428,48.08597,13.83805,River/Stream,2.1892,1.530090729,0.00620833,mg/L
2010-01-01,EU_1428,48.08597,13.83805,River/Stream,1.93333,1.62759651075,0.0167708,mg/L
2011-01-01,EU_1428,48.08597,13.83805,River/Stream,2.2,1.837378950111,0.02075,mg/L
2012-01-01,EU_1428,48.08597,13.83805,River/Stream,2.0125,1.574263348281,0.01975,mg/L
2010-01-01,EU_1427,53.145,11.2643,River/Stream,7.85417,1.0550625615,0.041875,mg/L
2009-01-01,EU_1429,48.19949,14.26613,River/Stream,2.1008,4.113573920469,0.03225,mg/L
2010-01-01,EU_1429,48.19949,14.26613,River/Stream,2.03333,4.29775484175,0.0465833,mg/L
2011-01-01,EU_1429,48.19949,14.26613,River/Stream,2.09,4.244801701815,0.0485455,mg/L
2012-01-01,EU_1429,48.19949,14.26613,River/Stream,2.04,3.893560874469,0.0461538,mg/L
2010-01-01,EU_1430,49.13579,7.1822,River/Stream,3.38461,3.214040581305,0.146154,mg/L
2011-01-01,EU_1430,49.13579,7.1822,River/Stream,3.44615,2.995557626034,0.15,mg/L
2012-01-01,EU_1430,49.13579,7.1822,River/Stream,3.33846,2.909252508444,0.152308,mg/L
2009-01-01,EU_1431,48.23985,14.51108,River/Stream,2.3058,2.011789292031,0.0137917,mg/L
2010-01-01,EU_1431,48.23985,14.51108,River/Stream,1.75,3.970235421,0.0225833,mg/L
2011-01-01,EU_1431,48.23985,14.51108,River/Stream,2.2125,2.286285568695,0.03305,mg/L
2012-01-01,EU_1431,48.23985,14.51108,River/Stream,2.24444,2.04762141675,0.0336,mg/L
2009-01-01,EU_1432,48.26595,14.44966,River/Stream,4.4617000000000004,3.51270829125,0.0755,mg/L
2010-01-01,EU_1432,48.26595,14.44966,River/Stream,4.06667,4.378589634969,0.0933333,mg/L
2011-01-01,EU_1432,48.26595,14.44966,River/Stream,3.95556,4.108573623969,0.124833,mg/L
2012-01-01,EU_1432,48.26595,14.44966,River/Stream,4,3.823866741852,0.102,mg/L
2009-01-01,EU_1436,47.28474,12.87638,River/Stream,1.0208,0.3483536561469,0.0095625,mg/L
2010-01-01,EU_1436,47.28474,12.87638,River/Stream,0.598333,0.36652173345,0.00341667,mg/L
2011-01-01,EU_1436,47.28474,12.87638,River/Stream,0.75,0.376272311625,0.0045,mg/L
2012-01-01,EU_1436,47.28474,12.87638,River/Stream,0.81,0.3946904037531,0.004875,mg/L
2009-01-01,EU_1437,47.16323,13.10776,River/Stream,0.65,0.38252268225,0.00460417,mg/L
2010-01-01,EU_1437,47.16323,13.10776,River/Stream,0.384167,0.3626045011719,0.00233333,mg/L
2009-01-01,EU_1439,47.58507,13.17595,River/Stream,1.6125,0.4733610686469,0.0076875,mg/L
2010-01-01,EU_1439,47.58507,13.17595,River/Stream,0.925833,0.5744510629281,0.00229167,mg/L
2011-01-01,EU_1439,47.58507,13.17595,River/Stream,1.5825,0.6027627417111,0.00225,mg/L
2012-01-01,EU_1439,47.58507,13.17595,River/Stream,1.2825,0.5574500548281,0.00383333,mg/L
2009-01-01,EU_1440,47.58084,13.1744,River/Stream,0.9708,0.41752475775,0.0112292,mg/L
2010-01-01,EU_1440,47.58084,13.1744,River/Stream,0.605833,0.4686107869719,0.00433333,mg/L
2011-01-01,EU_1440,47.58084,13.1744,River/Stream,0.891818,0.4522088143926,0.0053,mg/L
2012-01-01,EU_1440,47.58084,13.1744,River/Stream,0.89,0.4911961262031,0.00821429,mg/L
2009-01-01,EU_1442,47.752,13.07933,River/Stream,1.2208,0.5208638853969,0.00991667,mg/L
2010-01-01,EU_1442,47.752,13.07933,River/Stream,1.10833,0.5198638260969,0.004625,mg/L
2011-01-01,EU_1442,47.752,13.07933,River/Stream,1.3725,0.55166871201479994,0.00316667,mg/L
2012-01-01,EU_1442,47.752,13.07933,River/Stream,1.17545,0.5580330894,0.0074375,mg/L
2010-01-01,EU_1446,47.62942,9.5978,River/Stream,3.48462,2.1751289775,0.019731,mg/L
2011-01-01,EU_1446,47.62942,9.5978,River/Stream,4.12308,2.277055021356,0.0345,mg/L
2012-01-01,EU_1446,47.62942,9.5978,River/Stream,3.18461,1.638557160678,0.016692,mg/L
2010-01-01,EU_1447,47.67201,9.53494,River/Stream,6.48461,3.892540813983,0.048385,mg/L
2011-01-01,EU_1447,47.67201,9.53494,River/Stream,5.92308,3.40020162,0.053615,mg/L
2012-01-01,EU_1447,47.67201,9.53494,River/Stream,6.26154,3.361739339322,0.042923,mg/L
2010-01-01,EU_1448,47.6588,9.49639,River/Stream,3.63077,3.669447585339,0.042462,mg/L
2011-01-01,EU_1448,47.6588,9.49639,River/Stream,3.53846,2.930943794661,0.054231,mg/L
2012-01-01,EU_1448,47.6588,9.49639,River/Stream,3.5,3.169417935339,0.043615,mg/L
2012-01-01,EU_1496,57.32242,-7.3297,Lake,8.7355,0.074004388199999993,0.004,mg/L
2012-01-01,EU_1499,56.92936,-4.53599,Lake,4.5901,0.11150661195,0.0045,mg/L
2012-01-01,EU_1501,57.11643,-3.92172,Lake,7.9965,0.18231081039,0.0045,mg/L
2012-01-01,EU_1505,57.16694,-3.70322,Lake,6.2002,0.09770579361,0.0045,mg/L
2012-01-01,EU_1507,57.07874,-2.92544,Lake,5.5414,0.17281024704,0.0051,mg/L
2012-01-01,EU_1513,57.60924,-1.86285,Lake,14.7308,0.91495425357,0.005,mg/L
2012-01-01,EU_1514,56.17034,-4.27187,Lake,6.4412,0.09680574024,0.007,mg/L
2012-01-01,EU_1515,57.7281,-5.09997,Lake,4.3895,0.09560566908,0.0045,mg/L
2012-01-01,EU_1518,56.26692,-4.2856,Lake,4.2387,0.074004388199999993,0.005,mg/L
2012-01-01,EU_1519,57.15167,-4.59878,Lake,5.402,0.10120600116,0.0045,mg/L
2010-01-01,EU_1520,52.55969,10.29454,River/Stream,8.10476,3.813266113272,0.03787,mg/L
2011-01-01,EU_1520,52.55969,10.29454,River/Stream,6.1,2.93767419375,0.02725,mg/L
2012-01-01,EU_1520,52.55969,10.29454,River/Stream,6.89167,2.754333322281,0.029042,mg/L
2012-01-01,EU_1521,56.74865,-5.59782,Lake,3.9855,0.10240607232,0.0045,mg/L
2012-01-01,EU_1523,56.148,-3.33601,Lake,9.7627,0.59523529536,0.006,mg/L
2012-01-01,EU_1524,56.17972,-3.33864,Lake,5.1364,0.70934206149,0.0044,mg/L
2010-01-01,EU_1525,52.54416,10.16753,River/Stream,7.36364,4.108573623969,0.044667,mg/L
2011-01-01,EU_1525,52.54416,10.16753,River/Stream,5.9,3.6752179275,0.043667,mg/L
2012-01-01,EU_1525,52.54416,10.16753,River/Stream,6.49167,3.40020162,0.052917,mg/L
2010-01-01,EU_1526,52.50796,10.05424,River/Stream,7.81667,4.741951181031,0.02,mg/L
2011-01-01,EU_1526,52.50796,10.05424,River/Stream,7.79091,3.554750784222,0.02,mg/L
2012-01-01,EU_1526,52.50796,10.05424,River/Stream,6.64167,3.608543973969,0.02,mg/L
2012-01-01,EU_1527,56.22964,-4.26312,Lake,4.2329,0.08250489225,0.005,mg/L
2010-01-01,EU_1529,51.40599,9.93014,River/Stream,2.13333,7.650453645,0.0875,mg/L
2011-01-01,EU_1529,51.40599,9.93014,River/Stream,2.55,7.80046254,0.117917,mg/L
2012-01-01,EU_1529,51.40599,9.93014,River/Stream,2.15909,7.495894480185,0.128182,mg/L
2010-01-01,EU_1531,51.71352,10.00017,River/Stream,2.075,3.316866678531,0.050833,mg/L
2011-01-01,EU_1531,51.71352,10.00017,River/Stream,2.79167,3.033509876469,0.050833,mg/L
2012-01-01,EU_1531,51.71352,10.00017,River/Stream,1.96364,2.645606875185,0.053636,mg/L
2010-01-01,EU_1537,52.13589,9.76159,River/Stream,3.57083,4.141915601031,0.058333,mg/L
2011-01-01,EU_1537,52.13589,9.76159,River/Stream,3.95,3.586572671148,0.06,mg/L
2012-01-01,EU_1537,52.13589,9.76159,River/Stream,3.6875,3.40020162,0.075833,mg/L
2011-01-01,EU_1541,51.03731,4.07721,River/Stream,8.375,2.74186258281,0.2167,mg/L
2012-01-01,EU_1542,55.5019,-3.15866,Lake,5.1422,0.074004388199999993,0.004,mg/L
2010-01-01,EU_1545,52.24773,9.8286,River/Stream,2.51667,3.933563246469,0.053333,mg/L
2011-01-01,EU_1545,52.24773,9.8286,River/Stream,3.13333,3.808555833969,0.06,mg/L
2012-01-01,EU_1545,52.24773,9.8286,River/Stream,2.775,3.141856301031,0.065,mg/L
2012-01-01,EU_1546,56.65393,-2.7776,Lake,4.81333,2.32083761751,0.0095,mg/L
2010-01-01,EU_1550,52.50964,9.46636,River/Stream,3.6875,4.141915601031,0.059167,mg/L
2011-01-01,EU_1550,52.50964,9.46636,River/Stream,4.20455,3.654766714815,0.062273,mg/L
2012-01-01,EU_1550,52.50964,9.46636,River/Stream,3.80417,3.416872608531,0.078333,mg/L
2012-01-01,EU_1551,56.48109,-5.97737,Lake,2.0823,0.13590805887,0.0045,mg/L
2011-01-01,EU_1555,50.76183,3.8669,River/Stream,7.7583,2.51684924031,0.3183,mg/L
2012-01-01,EU_1556,56.54821,-6.04302,Lake,2.7224,0.12250726425,0.0045,mg/L
2011-01-01,EU_1559,50.8011,3.18859,River/Stream,7.9091,3.04188037281,0.7558,mg/L
2010-01-01,EU_1560,52.92435,9.22471,River/Stream,6.66364,3.187148986728,0.037087,mg/L
2012-01-01,EU_1561,55.79891,-6.41633,Lake,12.1925,0.10190604267,0.004,mg/L
2012-01-01,EU_1567,51.32546,3.2294,River/Stream,15.3083,2.4851473605,0.3935,mg/L
2011-01-01,EU_1560,52.92435,9.22471,River/Stream,5.2375,2.69145959409,0.03225,mg/L
2012-01-01,EU_1560,52.92435,9.22471,River/Stream,5.92083,2.51264899125,0.036,mg/L
2012-01-01,EU_1568,56.21784,-4.67667,Lake,3.4529,0.074004388199999993,0.004,mg/L
2010-01-01,EU_1571,53.00301,8.57217,River/Stream,6.21667,2.8751704875,0.02,mg/L
2011-01-01,EU_1571,53.00301,8.57217,River/Stream,7.3,4.408591413969,0.028583,mg/L
2012-01-01,EU_1571,53.00301,8.57217,River/Stream,5.90833,2.533480226469,0.023417,mg/L
2010-01-01,EU_1574,53.10694,9.14034,River/Stream,12.4727,2.192860028889,0.041364,mg/L
2011-01-01,EU_1574,53.10694,9.14034,River/Stream,10.6667,1.916783658531,0.03875,mg/L
2012-01-01,EU_1574,53.10694,9.14034,River/Stream,10.5667,1.783435751469,0.038333,mg/L
2011-01-01,EU_1575,53.20312,8.82025,River/Stream,19.7,0.8933859746469,0.128167,mg/L
2012-01-01,EU_1575,53.20312,8.82025,River/Stream,18.6727,0.7464082593852,0.101273,mg/L
2010-01-01,EU_1580,53.20889,8.50524,River/Stream,5.65833,3.166857783531,0.0525,mg/L
2011-01-01,EU_1580,53.20889,8.50524,River/Stream,6.45,3.0001779,0.055,mg/L
2012-01-01,EU_1580,53.20889,8.50524,River/Stream,4.925,2.6751586275,0.0625,mg/L
2012-01-01,EU_1581,56.06446,-4.58585,Lake,4.2738,0.10450619685,0.004,mg/L
2012-01-01,EU_1584,51.50255,4.78131,River/Stream,13.7583,4.8252861225,0.2112,mg/L
2010-01-01,EU_1585,50.72864,3.38828,River/Stream,5.5731,4.79208415374,0.319,mg/L
2011-01-01,EU_1585,50.72864,3.38828,River/Stream,5.01925,5.1611373,0.28215,mg/L
2012-01-01,EU_1585,50.72864,3.38828,River/Stream,5.704165,4.8507507,0.27379,mg/L
