"","SITE_ID","ECO_TYPE","LAT","LON"
"399","CBP_WQX-XCF1440","River/Stream",38.1893,-76.4339
"400","CBP_WQX-LE4.2","River/Stream",37.29044,-76.57811
"401","CBP_WQX-XCH7507","River/Stream",38.2903,-76.1548
"402","CBP_WQX-XDN6921","River/Stream",38.44902,-75.13245
"403","CBP_WQX-XBF7254","River/Stream",38.12,-76.41
"404","CBP_WQX-XCE0055","River/Stream",38.16667,-76.575
"405","CBP_WQX-LE3.4","River/Stream",37.63189,-76.44486
"406","CBP_WQX-LE5.3","River/Stream",36.99044,-76.47544
"407","CBP_WQX-ELD01","River/Stream",36.86556,-76.32899
"408","CBP_WQX-LE4.3","River/Stream",37.23392,-76.43094
"409","CBP_WQX-RET4.1","River/Stream",37.52564,-76.86761
"410","CBP_WQX-ELE01","River/Stream",36.84833,-76.29806
"411","CBP_WQX-LE3.1","River/Stream",37.75925,-76.61592
"412","CBP_WQX-LE3.2","River/Stream",37.66914,-76.55047
"413","CBP_WQX-LE4.1","River/Stream",37.41883,-76.69125
"414","CBP_WQX-LXT0200","Channelized Stream",39.16775,-76.85125
"415","CBP_WQX-NWA0016","Channelized Stream",38.95223,-76.96606
"416","CBP_WQX-WCK0001","Channelized Stream",39.48172,-76.34053
"417","CBP_WQX-MKB0016","Channelized Stream",38.21389,-75.67139
"418","CBP_WQX-LE5.4","River/Stream",36.95486,-76.39275
"419","CBP_WQX-MGN0062","Channelized Stream",39.28003,-76.01456
"420","CBP_WQX-EBE1","River/Stream",36.8407,-76.28911
"421","CBP_WQX-302031","Channelized Stream",38.84972,-75.67333
"422","CBP_WQX-TF5.4","River/Stream",37.3124,-77.29133
"423","CBP_WQX-SBE2","River/Stream",36.8134,-76.2903
"424","CBP_WQX-304191","Channelized Stream",38.72917,-75.56139
"425","CSKTRIBE-FHR-FPO7726","River/Stream",47.69517529,-114.16887621
"426","CBP_WQX-1646580","Channelized Stream",38.92955,-77.11692
"427","CBP_WQX-CVA0046","Channelized Stream",39.25475,-77.57636
"428","CBP_WQX-WIL0065","Channelized Stream",39.7185,-78.77097
"429","CBP_WQX-1594440","Channelized Stream",38.95583,-76.69333
"430","CBP_WQX-1578310","Channelized Stream",39.65872,-76.17412
"431","CBP_WQX-TF4.4","River/Stream",37.7228,-77.02566
"432","CSKTRIBE-FHR-FPB1126","River/Stream",47.36753906,-114.57832671
"433","CBP_WQX-1491000","Channelized Stream",38.99722,-75.78611
"434","CBP_WQX-1581752","River/Stream",39.49638,-76.34778
"435","MASSDEP-W1602","Lake",41.81779985,-70.61697112
"436","CBP_WQX-1654000","River/Stream",38.81273,-77.22872
"437","CBP_WQX-LE5.1","River/Stream",37.20297,-76.64833
"438","MASSDEP-W0762","Lake",41.80918339,-70.61753091
"439","CBP_WQX-01581752","Channelized Stream",39.49638,-76.34778
"440","CBP_WQX-SID0015","Channelized Stream",39.64935,-78.34415
"441","CBP_WQX-01646580","River/Stream",38.92955,-77.11692
"442","CBP_WQX-01491000","River/Stream",38.99722,-75.78611
"443","CBP_WQX-1651800","River/Stream",38.90122,-76.94304
"444","CBP_WQX-LIC0042","Channelized Stream",39.67628,-78.04194
"445","CBP_WQX-01654000","Channelized Stream",38.81273,-77.22872
"446","MHA_NATN-GARLK1512DW","Reservoir",48.1409722222,-103.1312777778
"447","MHA_NATN-06337470","River/Stream",47.6,-102.51055556
"448","CBP_WQX-1651770","River/Stream",38.91603,-76.96856
"449","CBP_WQX-TOC0037","Channelized Stream",39.70636,-78.15275
"450","CBP_WQX-01578310","River/Stream",39.65872,-76.17412
"451","CBP_WQX-1648010","River/Stream",38.96035,-77.04217
"452","MHA_NATN-GARNFMORR1","Reservoir",48.108878,-103.716773
"453","CBP_WQX-01594440","River/Stream",38.95583,-76.69333
"454","MHA_NATN-GARLK1390A","Reservoir",47.50752778,-101.42019444
"455","MHA_NATN-06332523","River/Stream",47.9486111111,-102.2152777778
"456","MHA_NATN-GARLK1481DW","Reservoir",47.97763889,-102.56369444
"457","MHA_NATN-06332520","River/Stream",48.05305556,-102.13611111
"458","MHA_NATN-GARLK1412DW","Reservoir",47.51977778,-101.76122222
"459","MHA_NATN-GARLK1445DW","Reservoir",47.71555556,-102.25813889
"460","MHA_NATN-06337480","River/Stream",47.6408333333,-102.5111111111
"461","MHA_NATN-06332515","River/Stream",47.78722222,-102.768056
"462","MHA_NATN-06332770","River/Stream",47.7372222222,-102.1072222222
"463","CSKTRIBE-JCK-JNM0090","River/Stream",47.31289659,-114.29900495
"464","CSKTRIBE-JCK-FNM0003","River/Stream",47.17821961,-114.10177865
"465","CSKTRIBE-LBR-LHS2822","River/Stream",47.60679277,-114.54065068
"466","CSKTRIBE-CRW-CNM0015","River/Stream",47.47095447,-114.27828719
"467","FORTPECK-MoRiv_RK 113.4","River/Stream",48.069571,-105.022393
"468","FORTPECK-MoRiv_RK 143.1","River/Stream",48.073402,-105.222216
"469","CSKTRIBE-CRW-MUD0329","River/Stream",47.50908053,-114.18232476
"470","CSKTRIBE-MSN-MBR0453","River/Stream",47.3696582,-114.2508011
"471","CSKTRIBE-LBR-LNM0046","River/Stream",47.48486312,-114.33583926
"472","FORTPECK-MoRiv_RK 232.2","River/Stream",48.013112,-106.046604
"473","CSKTRIBE-LBR-LCA6017","River/Stream",47.8285405,-114.67932381
"474","CSKTRIBE-FLT-DAY0084","River/Stream",47.86677428,-114.29703322
"475","CSKTRIBE-CRW-SPM0085","River/Stream",47.49468167,-114.12503031
"476","CSKTRIBE-LBR-HSC0785","River/Stream",47.61100598,-114.69138843
"477","CSKTRIBE-CRW-STC0201","River/Stream",47.54365759,-114.14293612
"478","CSKTRIBE-CRW-CAR0731","River/Stream",47.4974402,-114.18199799
"479","MDEQ_REM_WQX-SS-15G","River/Stream",46.0217,-112.79029
"480","FORTPECK-MoRiv_RK210.6","River/Stream",48.027172,-105.882289
"481","MDEQ_REM_WQX-SS-15A","River/Stream",46.0217,-112.78969
"482","CBP_WQX-RET5.1A","River/Stream",37.3123,-76.87672
"483","FORTPECK-MoRiv_RK183.6","River/Stream",48.059764,-105.642476
"484","FORTPECK-PoplR_RK0","River/Stream",48.083538,-105.187289
"485","FORTPECK-MoRiv_RK267.3","River/Stream",48.048845,-106.366362
"486","FORTPECK-MoRiv_RK156.6","River/Stream",48.090073,-105.364855
"487","FORTPECK-MoRiv_RK178.2","River/Stream",48.075361,-105.608986
"488","FORTPECK-MilkR_RK00","River/Stream",48.057222,-106.318809
"489","MDEQ_WQ_WQX-Y17YELSR08","River/Stream",46.2774,-106.4828
"490","MDEQ_WQ_WQX-Y17ARWFC25","River/Stream",46.03609,-106.80441
"491","MDEQ_WQ_WQX-Y12YELSR04","River/Stream",46.14061,-107.58434
"492","MDEQ_WQ_WQX-Y17AREFC60","River/Stream",45.90394,-106.6328
"493","MDEQ_WQ_WQX-Y17YELSR09","River/Stream",46.2658,-106.6924
"494","MDEQ_WQ_WQX-Y04STILR08","River/Stream",45.62115,-109.29034
"495","MDEQ_WQ_WQX-Y02SHLDR50","River/Stream",45.7264,-110.4629
"496","MDEQ_WQ_WQX-Y12YELSR20","River/Stream",46.0755,-107.7226
"497","MDEQ_WQ_WQX-Y17ARWFC03","River/Stream",45.946,-106.83245
"498","MDEQ_WQ_WQX-Y03YELSR26","River/Stream",45.597222,-110.565278
"499","MDEQ_WQ_WQX-Y11BIGH01","River/Stream",46.142222,-107.467222
"500","MDEQ_WQ_WQX-Y17AREFC73","River/Stream",45.87956,-106.62438
"501","MDEQ_WQ_WQX-Y17AREFC06","River/Stream",46.09358,-106.75558
"502","MDEQ_WQ_WQX-Y03BOULR01","River/Stream",45.833889,-109.938056
"503","MDEQ_WQ_WQX-Y12YELSR02","River/Stream",45.87309,-108.3513
"504","MDEQ_WQ_WQX-Y06YELSR02","River/Stream",45.72063,-109.6357
"505","MDEQ_WQ_WQX-Y06YELSR60","River/Stream",45.62017,-109.23498
"506","MDEQ_WQ_WQX-Y06YELSR04","River/Stream",45.6206,-109.2339
"507","MDEQ_WQ_WQX-Y05CFYR999","River/Stream",45.65,-108.714722
"508","MDEQ_WQ_WQX-Y01YELSR90","River/Stream",45.04474,-110.73769
"509","MDEQ_WQ_WQX-Y21PWDRR01","River/Stream",46.74057,-105.42967
"510","MDEQ_WQ_WQX-Y12YELSR03","River/Stream",45.99749,-108.12608
"511","MDEQ_WQ_WQX-Y03YELSR03","River/Stream",45.7442,-110.2324
"512","MDEQ_WQ_WQX-Y23YELLR06","River/Stream",47.75662,-104.05474
"513","MDEQ_WQ_WQX-Y01YELSR03","River/Stream",45.03103,-110.66542
"514","MDEQ_WQ_WQX-Y23YELLR03","River/Stream",46.7763,-105.4067
"515","MDEQ_WQ_WQX-Y03YELSR10","River/Stream",45.057222,-110.753611
"516","MDEQ_WQ_WQX-Y23YELLR55","River/Stream",47.2052,-104.659
"517","MDEQ_WQ_WQX-Y06YSR470","River/Stream",45.736111,-108.530556
"518","MDEQ_WQ_WQX-Y17YELSR30","River/Stream",46.371,-105.934
"519","MDEQ_WQ_WQX-Y17AREFC50","River/Stream",45.91932,-106.64246
"520","MDEQ_WQ_WQX-Y01GARDR01","River/Stream",45.030833,-110.699722
"521","MDEQ_WQ_WQX-Y17ARMLC95","River/Stream",46.10195,-106.7629
"522","MDEQ_WQ_WQX-Y12YELSR97","River/Stream",45.8087,-108.4558
"523","MDEQ_WQ_WQX-Y17AREFC65","River/Stream",45.89012,-106.62317
"524","MDEQ_WQ_WQX-Y06YELSR05","River/Stream",45.65,-108.73297
"525","MDEQ_WQ_WQX-Y17ARMLC15","River/Stream",46.23941,-106.81545
"526","MDEQ_WQ_WQX-Y17YELSR93","River/Stream",46.254,-107.3441
"527","MDEQ_WQ_WQX-Y17ARMLC60","River/Stream",46.1508,-106.79743
"528","MDEQ_WQ_WQX-Y12YELSR90","River/Stream",45.8519,-108.3884
"529","MDEQ_WQ_WQX-Y23YELLR50","River/Stream",47.2797,-104.5256
"530","MDEQ_WQ_WQX-Y06YELSR01","River/Stream",45.6103,-108.8414
"531","MDEQ_WQ_WQX-Y23YELLR01","River/Stream",47.673611,-104.1575
"532","MDEQ_WQ_WQX-Y12YELSR01","River/Stream",45.80958,-108.45826
"533","MDEQ_WQ_WQX-Y03YELSR13","River/Stream",45.111389,-110.793611
"534","MDEQ_WQ_WQX-Y16TONGR02","River/Stream",46.385833,-105.845278
"535","MDEQ_WQ_WQX-Y01YELSR01","River/Stream",45.02994,-110.70121
"536","MDEQ_WQ_WQX-Y06YELSR20","River/Stream",45.69327,-108.64031
"537","MDEQ_WQ_WQX-Y17YELSR85","River/Stream",46.2937,-107.0911
"538","MDEQ_WQ_WQX-M10SHEPC12","River/Stream",46.80419,-111.18297
"539","MDEQ_WQ_WQX-Y06YEGND99","River/Stream",45.795278,-108.471667
"540","FORTPECK-MoRiv_RK 133","River/Stream",48.0944,-105.1692
"541","MDEQ_WQ_WQX-M10SMTHR95","River/Stream",46.54844,-111.00903
"542","MDEQ_WQ_WQX-M10SMTHR05B","River/Stream",47.39994,-111.48016
"543","MDEQ_WQ_WQX-M10SMTHR06","River/Stream",46.80217,-111.18026
"544","MDEQ_WQ_WQX-BKK130","River/Stream",46.828,-111.1924
"545","MDEQ_WQ_WQX-M10SMTHR40","River/Stream",46.97724,-111.28577
"546","MDEQ_WQ_WQX-M10SMTHR01","River/Stream",47.23615,-111.3888
"547","MDEQ_WQ_WQX-M10SMTHR74","River/Stream",46.72802,-111.17576
"548","MDEQ_WQ_WQX-M09MISSR26","River/Stream",46.17368,-111.44572
"549","MDEQ_WQ_WQX-M12MISSR43","River/Stream",47.53405,-111.19879
"550","MDEQ_WQ_WQX-M12DRBNR01","River/Stream",47.198611,-112.093056
"551","MDEQ_WQ_WQX-M06MADNR13","River/Stream",45.9259,-111.5036
"552","MT305B_SECONDARYDATA-LC-4","River/Stream",48.35521,-115.84843
"553","MDEQ_WQ_WQX-M12MISSR10","River/Stream",47.91465,-110.49796
"554","MDEQ_WQ_WQX-M12MISSR13","River/Stream",47.81744,-110.66698
"555","MDEQ_WQ_WQX-M12MISSR08","River/Stream",47.58581,-111.06059
"556","MDEQ_WQ_WQX-M12MISSR12","River/Stream",47.49238,-111.3154
"557","MDEQ_WQ_WQX-M10SHEPC01","River/Stream",46.80718,-111.16107
"558","MDEQ_WQ_WQX-M09LHLNO01","Lake",46.701972,-111.90111
"559","MDEQ_WQ_WQX-M12MISSR07","River/Stream",47.40202,-111.34716
"560","MDEQ_WQ_WQX-M12MISSR47","River/Stream",47.52128,-111.25749
"561","MDEQ_WQ_WQX-M09MISSR21","River/Stream",46.0417,-111.4254
"562","MDEQ_WQ_WQX-M09MISSR10","River/Stream",46.995,-112.01
"563","MDEQ_WQ_WQX-M12MISSR06","River/Stream",47.43039,-111.50091
"564","MDEQ_WQ_WQX-M12MISSR38","River/Stream",47.56662,-111.11597
"565","MDEQ_WQ_WQX-M09MISSR70","River/Stream",46.26614,-111.49271
"566","MDEQ_WQ_WQX-M12MISSR11","River/Stream",47.19972,-111.77513
"567","MDEQ_WQ_WQX-M09MISSR23","River/Stream",47.02077,-112.01475
"568","MDEQ_WQ_WQX-M12MISSR15","River/Stream",47.5083,-111.3094
"569","MDEQ_WQ_WQX-M05GALLR02","River/Stream",45.933117,-111.4922
"570","MDEQ_WQ_WQX-Y01BEARC04","River/Stream",45.03194,-110.66556
"571","MDEQ_WQ_WQX-M13SUNR08","River/Stream",47.49132,-111.32985
"572","MDEQ_WQ_WQX-M12MISSR41","River/Stream",47.55413,-111.14826
"573","NTHRNUTE-DWD","River/Stream",40.10786183,-109.693652
"574","MDEQ_WQ_WQX-M09MISSR18","River/Stream",46.3519,-111.523
"575","MDEQ_WQ_WQX-M09LPPRC09","River/Stream",47.00526,-112.07061
"576","MDEQ_WQ_WQX-M10SMTHR20","River/Stream",47.03213,-111.28632
"577","NTHRNUTE-WMF","River/Stream",40.03862,-109.459512
"578","MDEQ_WQ_WQX-M08JEFFR42","River/Stream",45.89754,-111.59444
"579","MDEQ_WQ_WQX-M12MISSR97","River/Stream",47.0563,-111.96747
"580","MTVOLWQM_WQX-SP-7","River/Stream",48.1392,-114.7127
"581","MDEQ_WQ_WQX-M09MISSR27","River/Stream",46.76517,-111.88947
"582","MT305B_SECONDARYDATA-LC-1","River/Stream",48.30413,-115.86556
"583","MT305B_SECONDARYDATA-LC-2","River/Stream",48.32901,-115.86549
"584","MDEQ_WQ_WQX-M09MISSR07","River/Stream",46.6545,-111.7358
"585","MDEQ_WQ_WQX-M12MISSR75","River/Stream",47.28156,-111.68991
"586","UTEMTN-WC-MR","River/Stream",37.215379,-108.34008
"587","UTEMTN-MR-STL","River/Stream",37.002499,-108.94202
"588","UTEMTN-MR-WC1","River/Stream",37.215363,-108.34028
"589","UTEMTN-MR-WC2","River/Stream",37.214906,-108.34022
"590","UTEMTN-SJ-4C","River/Stream",37.001113,-109.029585
"591","MDEQ_WQ_WQX-M18MARIR08","River/Stream",47.931389,-110.506944
"592","UTEMTN-NW-CRA","River/Stream",37.224972,-108.68907
"593","UTEMTN-ME-UTE","River/Stream",37.338,-108.756
"594","UTEMTN-MR-GS","River/Stream",37.027271,-108.74191
