"","LAT","LON","SITE_ID","ECO_TYPE","DATE_COL","VARIABLE","RESULT","UNIT","TROPHIC_STATE"
"3389",40.14971,-105.8614,"LAGOS_449642","Lake","2011-08-31","TP",0.01,"mg/L","Oligotrophic"
"3390",32.51853,-89.94125,"LAGOS_255758","Lake","2004-12-20","CHLA",0.000974,"mg/L","Eutrophic"
"3391",32.51853,-89.94125,"LAGOS_255758","Lake","2004-12-20","NO3 as N",0.09,"mg/L","Eutrophic"
"3392",32.51853,-89.94125,"LAGOS_255758","Lake","2004-12-20","PO4 as P",0.03,"mg/L","Eutrophic"
"3393",32.51853,-89.94125,"LAGOS_255758","Lake","2004-12-20","NH4 as N",0.1,"mg/L","Eutrophic"
"3394",32.51853,-89.94125,"LAGOS_255758","Lake","2004-12-20","TKN",0.78,"mg/L","Eutrophic"
"3395",32.51853,-89.94125,"LAGOS_255758","Lake","2004-12-20","TP",0.11,"mg/L","Eutrophic"
"3396",38.59432,-75.29099,"LAGOS_142130","Lake","2010-09-14","CHLA",0.0186,"mg/L",NA
"3397",38.59432,-75.29099,"LAGOS_142130","Lake","2010-09-14","NO3 as N",1.57,"mg/L",NA
"3398",38.59432,-75.29099,"LAGOS_142130","Lake","2010-09-14","PO4 as P",0.019,"mg/L",NA
"3399",38.59432,-75.29099,"LAGOS_142130","Lake","2010-09-14","NH4 as N",0.024,"mg/L",NA
"3400",38.59432,-75.29099,"LAGOS_142130","Lake","2010-12-13","CHLA",0.00986,"mg/L",NA
"3401",38.59432,-75.29099,"LAGOS_142130","Lake","2010-12-13","NO3 as N",3.48,"mg/L",NA
"3402",38.59432,-75.29099,"LAGOS_142130","Lake","2010-12-13","PO4 as P",0.016,"mg/L",NA
"3403",38.59432,-75.29099,"LAGOS_142130","Lake","2010-12-13","NH4 as N",0.047,"mg/L",NA
"3404",30.03605,-95.15354,"LAGOS_424032","Lake","2004-09-08","CHLA",0.0225,"mg/L","Eutrophic"
"3405",30.03605,-95.15354,"LAGOS_424032","Lake","2004-09-08","NO3 as N",1.52,"mg/L","Eutrophic"
"3406",30.03605,-95.15354,"LAGOS_424032","Lake","2004-09-08","PO4 as P",0.3261,"mg/L","Eutrophic"
"3407",30.03605,-95.15354,"LAGOS_424032","Lake","2004-09-08","NH4 as N",0.09,"mg/L","Eutrophic"
"3408",30.03605,-95.15354,"LAGOS_424032","Lake","2004-09-08","TKN",1.2,"mg/L","Eutrophic"
"3409",30.03605,-95.15354,"LAGOS_424032","Lake","2004-09-08","TP",0.49,"mg/L","Eutrophic"
"3410",42.43916,-122.01224,"LAGOS_473584","Lake","2007-08-22","NO3 as N",0.008,"mg/L",NA
"3411",42.43916,-122.01224,"LAGOS_473584","Lake","2007-08-22","PO4 as P",0.115,"mg/L",NA
"3412",42.43916,-122.01224,"LAGOS_473584","Lake","2007-08-22","NH4 as N",0.0877445,"mg/L",NA
"3413",38.6718,-75.18588,"LAGOS_142394","Lake","2010-12-13","CHLA",0.00472,"mg/L",NA
"3414",38.6718,-75.18588,"LAGOS_142394","Lake","2010-12-13","NO3 as N",0.836,"mg/L",NA
"3415",38.6718,-75.18588,"LAGOS_142394","Lake","2010-12-13","PO4 as P",0.013,"mg/L",NA
"3416",38.6718,-75.18588,"LAGOS_142394","Lake","2010-12-13","NH4 as N",0.049,"mg/L",NA
"3417",38.59432,-75.29099,"LAGOS_142130","Lake","2010-09-30","CHLA",0.0297,"mg/L",NA
"3418",38.59432,-75.29099,"LAGOS_142130","Lake","2010-09-30","NO3 as N",1.92,"mg/L",NA
"3419",38.59432,-75.29099,"LAGOS_142130","Lake","2010-09-30","PO4 as P",0.015,"mg/L",NA
"3420",38.59432,-75.29099,"LAGOS_142130","Lake","2010-09-30","NH4 as N",0.021,"mg/L",NA
"3421",38.59432,-75.29099,"LAGOS_142130","Lake","2010-05-18","CHLA",0.00746,"mg/L",NA
"3422",38.59432,-75.29099,"LAGOS_142130","Lake","2010-05-18","NO3 as N",3.18,"mg/L",NA
"3423",38.59432,-75.29099,"LAGOS_142130","Lake","2010-05-18","PO4 as P",0.019,"mg/L",NA
"3424",38.59432,-75.29099,"LAGOS_142130","Lake","2010-05-18","NH4 as N",0.064,"mg/L",NA
"3425",38.59432,-75.29099,"LAGOS_142130","Lake","2010-03-30","CHLA",0.00331,"mg/L",NA
"3426",38.59432,-75.29099,"LAGOS_142130","Lake","2010-03-30","NO3 as N",2.94,"mg/L",NA
"3427",38.59432,-75.29099,"LAGOS_142130","Lake","2010-03-30","PO4 as P",0.017,"mg/L",NA
"3428",38.59432,-75.29099,"LAGOS_142130","Lake","2010-03-30","NH4 as N",0.063,"mg/L",NA
"3429",32.51853,-89.94125,"LAGOS_255758","Lake","2006-05-08","CHLA",0.0202,"mg/L","Eutrophic"
"3430",32.51853,-89.94125,"LAGOS_255758","Lake","2006-05-08","NO3 as N",0.74,"mg/L","Eutrophic"
"3431",32.51853,-89.94125,"LAGOS_255758","Lake","2006-05-08","PO4 as P",0.079,"mg/L","Eutrophic"
"3432",32.51853,-89.94125,"LAGOS_255758","Lake","2006-05-08","NH4 as N",0.1,"mg/L","Eutrophic"
"3433",32.51853,-89.94125,"LAGOS_255758","Lake","2006-05-08","TKN",1.07,"mg/L","Eutrophic"
"3434",32.51853,-89.94125,"LAGOS_255758","Lake","2006-05-08","TP",0.15,"mg/L","Eutrophic"
"3435",38.6718,-75.18588,"LAGOS_142394","Lake","2010-08-16","CHLA",0.00694,"mg/L",NA
"3436",38.6718,-75.18588,"LAGOS_142394","Lake","2010-08-16","NO3 as N",0.013,"mg/L",NA
"3437",38.6718,-75.18588,"LAGOS_142394","Lake","2010-08-16","PO4 as P",0.034,"mg/L",NA
"3438",38.6718,-75.18588,"LAGOS_142394","Lake","2010-08-16","NH4 as N",0.02,"mg/L",NA
"3439",38.26722,-104.73164,"LAGOS_376378","Lake","2007-10-16","NO3 as N",0.2259,"mg/L","Mesotrophic"
"3440",38.26722,-104.73164,"LAGOS_376378","Lake","2007-10-16","PO4 as P",0.008,"mg/L","Mesotrophic"
"3441",38.26722,-104.73164,"LAGOS_376378","Lake","2007-10-16","NH4 as N",0.013977,"mg/L","Mesotrophic"
"3442",38.26722,-104.73164,"LAGOS_376378","Lake","2007-10-16","TP",0.024,"mg/L","Mesotrophic"
"3443",38.59432,-75.29099,"LAGOS_142130","Lake","2010-02-03","CHLA",0.00262,"mg/L",NA
"3444",38.59432,-75.29099,"LAGOS_142130","Lake","2010-02-03","NO3 as N",4.31,"mg/L",NA
"3445",38.59432,-75.29099,"LAGOS_142130","Lake","2010-02-03","PO4 as P",0.025,"mg/L",NA
"3446",38.59432,-75.29099,"LAGOS_142130","Lake","2010-02-03","NH4 as N",0.058,"mg/L",NA
"3447",38.59432,-75.29099,"LAGOS_142130","Lake","2007-03-19","CHLA",0.0035,"mg/L",NA
"3448",38.59432,-75.29099,"LAGOS_142130","Lake","2007-03-19","NO3 as N",2.63,"mg/L",NA
"3449",38.59432,-75.29099,"LAGOS_142130","Lake","2007-03-19","PO4 as P",0.013,"mg/L",NA
"3450",38.59432,-75.29099,"LAGOS_142130","Lake","2007-03-19","NH4 as N",0.084,"mg/L",NA
"3451",37.72612,-97.79422,"LAGOS_376907","Lake","2012-07-09","NO3 as N",0.04,"mg/L",NA
"3452",37.72612,-97.79422,"LAGOS_376907","Lake","2012-07-09","PO4 as P",0.103,"mg/L",NA
"3453",37.72612,-97.79422,"LAGOS_376907","Lake","2012-07-09","TKN",0.58,"mg/L",NA
"3454",38.6718,-75.18588,"LAGOS_142394","Lake","2010-05-18","CHLA",0.00598,"mg/L",NA
"3455",38.6718,-75.18588,"LAGOS_142394","Lake","2010-05-18","NO3 as N",0.849,"mg/L",NA
"3456",38.6718,-75.18588,"LAGOS_142394","Lake","2010-05-18","PO4 as P",0.011,"mg/L",NA
"3457",38.6718,-75.18588,"LAGOS_142394","Lake","2010-05-18","NH4 as N",0.038,"mg/L",NA
"3458",38.26722,-104.73164,"LAGOS_376378","Lake","2004-04-27","NO3 as N",0.1459314,"mg/L","Mesotrophic"
"3459",38.26722,-104.73164,"LAGOS_376378","Lake","2004-04-27","PO4 as P",0.003,"mg/L","Mesotrophic"
"3460",38.26722,-104.73164,"LAGOS_376378","Lake","2004-04-27","NH4 as N",0.0753205,"mg/L","Mesotrophic"
"3461",38.26722,-104.73164,"LAGOS_376378","Lake","2004-04-27","TP",0.011,"mg/L","Mesotrophic"
"3462",40.14806,-105.94361,"LAGOS_449845","Lake","2013-01-31","NO3 as N",0.004,"mg/L","Mesotrophic"
"3463",40.14806,-105.94361,"LAGOS_449845","Lake","2013-01-31","PO4 as P",0.001,"mg/L","Mesotrophic"
"3464",40.14806,-105.94361,"LAGOS_449845","Lake","2013-01-31","NH4 as N",0.013977,"mg/L","Mesotrophic"
"3465",40.14806,-105.94361,"LAGOS_449845","Lake","2013-01-31","TKN",0.225,"mg/L","Mesotrophic"
"3466",40.14806,-105.94361,"LAGOS_449845","Lake","2013-01-31","TP",0.013,"mg/L","Mesotrophic"
"3467",38.59432,-75.29099,"LAGOS_142130","Lake","2010-06-16","CHLA",0.0138,"mg/L",NA
"3468",38.59432,-75.29099,"LAGOS_142130","Lake","2010-06-16","NO3 as N",2.69,"mg/L",NA
"3469",38.59432,-75.29099,"LAGOS_142130","Lake","2010-06-16","PO4 as P",0.01,"mg/L",NA
"3470",38.59432,-75.29099,"LAGOS_142130","Lake","2010-06-16","NH4 as N",0.037,"mg/L",NA
"3471",38.6718,-75.18588,"LAGOS_142394","Lake","2007-09-10","CHLA",0.00274,"mg/L",NA
"3472",38.6718,-75.18588,"LAGOS_142394","Lake","2007-09-10","NO3 as N",0.012,"mg/L",NA
"3473",38.6718,-75.18588,"LAGOS_142394","Lake","2007-09-10","PO4 as P",0.024,"mg/L",NA
"3474",34.4392,-93.0347,"LAGOS_292666","Lake","2012-01-04","NO3 as N",0.09,"mg/L","Mesotrophic"
"3475",34.4392,-93.0347,"LAGOS_292666","Lake","2012-01-04","PO4 as P",0.01,"mg/L","Mesotrophic"
"3476",34.4392,-93.0347,"LAGOS_292666","Lake","2012-01-04","TKN",0.221,"mg/L","Mesotrophic"
"3477",34.4392,-93.0347,"LAGOS_292666","Lake","2012-01-04","TP",0.021,"mg/L","Mesotrophic"
"3478",40.14806,-105.94361,"LAGOS_449845","Lake","2008-01-29","NO3 as N",0.013,"mg/L","Oligotrophic"
"3479",40.14806,-105.94361,"LAGOS_449845","Lake","2008-01-29","PO4 as P",0.007,"mg/L","Oligotrophic"
"3480",40.14806,-105.94361,"LAGOS_449845","Lake","2008-01-29","NH4 as N",0.018636,"mg/L","Oligotrophic"
"3481",40.14806,-105.94361,"LAGOS_449845","Lake","2008-01-29","TP",0.009,"mg/L","Oligotrophic"
"3482",35.74167,-79.01917,"LAGOS_156501","Lake","2010-12-10","NO3 as N",0.081,"mg/L","Eutrophic"
"3483",35.74167,-79.01917,"LAGOS_156501","Lake","2010-12-10","PO4 as P",0.0048915,"mg/L","Eutrophic"
"3484",35.74167,-79.01917,"LAGOS_156501","Lake","2010-12-10","NH4 as N",0.09,"mg/L","Eutrophic"
"3485",35.74167,-79.01917,"LAGOS_156501","Lake","2010-12-10","TKN",0.74,"mg/L","Eutrophic"
"3486",35.74167,-79.01917,"LAGOS_156501","Lake","2010-12-10","TP",0.038,"mg/L","Eutrophic"
"3487",37.72612,-97.79422,"LAGOS_376907","Lake","2011-10-04","NO3 as N",0.051,"mg/L",NA
"3488",37.72612,-97.79422,"LAGOS_376907","Lake","2011-10-04","PO4 as P",0.214,"mg/L",NA
"3489",37.72612,-97.79422,"LAGOS_376907","Lake","2011-10-04","TKN",0.67,"mg/L",NA
"3490",33.94954,-87.11081,"LAGOS_247445","Lake","2002-04-16","CHLA",0.00134,"mg/L","Eutrophic"
"3491",33.94954,-87.11081,"LAGOS_247445","Lake","2002-04-16","NO3 as N",0.34,"mg/L","Eutrophic"
"3492",33.94954,-87.11081,"LAGOS_247445","Lake","2002-04-16","PO4 as P",0.004,"mg/L","Eutrophic"
"3493",33.94954,-87.11081,"LAGOS_247445","Lake","2002-04-16","TKN",0.367,"mg/L","Eutrophic"
"3494",33.94954,-87.11081,"LAGOS_247445","Lake","2002-04-16","TP",0.052,"mg/L","Eutrophic"
"3495",40.14971,-105.8614,"LAGOS_449642","Lake","2009-01-28","NO3 as N",0.003,"mg/L","Oligotrophic"
"3496",40.14971,-105.8614,"LAGOS_449642","Lake","2009-01-28","PO4 as P",0.001,"mg/L","Oligotrophic"
"3497",40.14971,-105.8614,"LAGOS_449642","Lake","2009-01-28","NH4 as N",0.002,"mg/L","Oligotrophic"
"3498",40.14971,-105.8614,"LAGOS_449642","Lake","2009-01-28","TKN",0.235,"mg/L","Oligotrophic"
"3499",40.14971,-105.8614,"LAGOS_449642","Lake","2009-01-28","TP",0.01,"mg/L","Oligotrophic"
"3500",38.6718,-75.18588,"LAGOS_142394","Lake","2010-09-14","CHLA",0.00478,"mg/L",NA
"3501",38.6718,-75.18588,"LAGOS_142394","Lake","2010-09-14","NO3 as N",0.013,"mg/L",NA
"3502",38.6718,-75.18588,"LAGOS_142394","Lake","2010-09-14","PO4 as P",0.04,"mg/L",NA
"3503",38.6718,-75.18588,"LAGOS_142394","Lake","2010-09-14","NH4 as N",0.022,"mg/L",NA
"3504",38.26722,-104.73164,"LAGOS_376378","Lake","2014-07-22","NO3 as N",0.14,"mg/L","Mesotrophic"
"3505",38.26722,-104.73164,"LAGOS_376378","Lake","2014-07-22","PO4 as P",0.0133701,"mg/L","Mesotrophic"
"3506",38.26722,-104.73164,"LAGOS_376378","Lake","2014-07-22","TP",0.021,"mg/L","Mesotrophic"
"3507",32.51853,-89.94125,"LAGOS_255758","Lake","2003-06-16","CHLA",0.0135,"mg/L","Eutrophic"
"3508",32.51853,-89.94125,"LAGOS_255758","Lake","2003-06-16","NO3 as N",0.42,"mg/L","Eutrophic"
"3509",32.51853,-89.94125,"LAGOS_255758","Lake","2003-06-16","PO4 as P",0.18,"mg/L","Eutrophic"
"3510",32.51853,-89.94125,"LAGOS_255758","Lake","2003-06-16","NH4 as N",0.1,"mg/L","Eutrophic"
"3511",32.51853,-89.94125,"LAGOS_255758","Lake","2003-06-16","TKN",1.03,"mg/L","Eutrophic"
"3512",32.51853,-89.94125,"LAGOS_255758","Lake","2003-06-16","TP",0.17,"mg/L","Eutrophic"
"3513",36.115,-78.86917,"LAGOS_152959","Lake","2008-10-23","CHLA",0.0099,"mg/L","Eutrophic"
"3514",36.115,-78.86917,"LAGOS_152959","Lake","2008-10-23","NO3 as N",0.0862938,"mg/L","Eutrophic"
"3515",36.115,-78.86917,"LAGOS_152959","Lake","2008-10-23","PO4 as P",0.0052176,"mg/L","Eutrophic"
"3516",36.115,-78.86917,"LAGOS_152959","Lake","2008-10-23","NH4 as N",0.1234635,"mg/L","Eutrophic"
"3517",36.115,-78.86917,"LAGOS_152959","Lake","2008-10-23","TKN",0.69,"mg/L","Eutrophic"
"3518",36.115,-78.86917,"LAGOS_152959","Lake","2008-10-23","TP",0.036,"mg/L","Eutrophic"
"3519",32.51853,-89.94125,"LAGOS_255758","Lake","2005-04-12","CHLA",0.001588,"mg/L","Eutrophic"
"3520",32.51853,-89.94125,"LAGOS_255758","Lake","2005-04-12","NO3 as N",0.07,"mg/L","Eutrophic"
"3521",32.51853,-89.94125,"LAGOS_255758","Lake","2005-04-12","PO4 as P",0.035,"mg/L","Eutrophic"
"3522",32.51853,-89.94125,"LAGOS_255758","Lake","2005-04-12","NH4 as N",0.1,"mg/L","Eutrophic"
"3523",32.51853,-89.94125,"LAGOS_255758","Lake","2005-04-12","TKN",0.92,"mg/L","Eutrophic"
"3524",32.51853,-89.94125,"LAGOS_255758","Lake","2005-04-12","TP",0.09,"mg/L","Eutrophic"
"3525",40.14806,-105.94361,"LAGOS_449845","Lake","2012-09-18","NO3 as N",0.001,"mg/L","Mesotrophic"
"3526",40.14806,-105.94361,"LAGOS_449845","Lake","2012-09-18","PO4 as P",0.0009783,"mg/L","Mesotrophic"
"3527",40.14806,-105.94361,"LAGOS_449845","Lake","2012-09-18","NH4 as N",0.001,"mg/L","Mesotrophic"
"3528",40.14806,-105.94361,"LAGOS_449845","Lake","2012-09-18","TKN",0.223,"mg/L","Mesotrophic"
"3529",40.14806,-105.94361,"LAGOS_449845","Lake","2012-09-18","TP",0.014,"mg/L","Mesotrophic"
"3530",38.6718,-75.18588,"LAGOS_142394","Lake","2010-03-08","NO3 as N",1.6,"mg/L",NA
"3531",38.6718,-75.18588,"LAGOS_142394","Lake","2010-03-08","PO4 as P",0.013,"mg/L",NA
"3532",38.6718,-75.18588,"LAGOS_142394","Lake","2010-03-08","NH4 as N",0.068,"mg/L",NA
"3533",32.51853,-89.94125,"LAGOS_255758","Lake","2005-11-14","CHLA",0.01733,"mg/L","Eutrophic"
"3534",32.51853,-89.94125,"LAGOS_255758","Lake","2005-11-14","NO3 as N",0.02,"mg/L","Eutrophic"
"3535",32.51853,-89.94125,"LAGOS_255758","Lake","2005-11-14","PO4 as P",0.014,"mg/L","Eutrophic"
"3536",32.51853,-89.94125,"LAGOS_255758","Lake","2005-11-14","NH4 as N",0.1,"mg/L","Eutrophic"
"3537",32.51853,-89.94125,"LAGOS_255758","Lake","2005-11-14","TKN",1.14,"mg/L","Eutrophic"
"3538",32.51853,-89.94125,"LAGOS_255758","Lake","2005-11-14","TP",0.08,"mg/L","Eutrophic"
"3539",33.94763,-86.02021,"LAGOS_236201","Lake","2013-07-31","CHLA",0.00623,"mg/L","Eutrophic"
"3540",33.94763,-86.02021,"LAGOS_236201","Lake","2013-07-31","NO3 as N",0.016,"mg/L","Eutrophic"
"3541",33.94763,-86.02021,"LAGOS_236201","Lake","2013-07-31","PO4 as P",0.004,"mg/L","Eutrophic"
"3542",33.94763,-86.02021,"LAGOS_236201","Lake","2013-07-31","TKN",0.825,"mg/L","Eutrophic"
"3543",33.94763,-86.02021,"LAGOS_236201","Lake","2013-07-31","TP",0.047,"mg/L","Eutrophic"
"3544",38.59432,-75.29099,"LAGOS_142130","Lake","2008-10-21","CHLA",0.00229,"mg/L",NA
"3545",38.59432,-75.29099,"LAGOS_142130","Lake","2008-10-21","NO3 as N",2.84,"mg/L",NA
"3546",38.59432,-75.29099,"LAGOS_142130","Lake","2008-10-21","PO4 as P",0.013,"mg/L",NA
"3547",38.59432,-75.29099,"LAGOS_142130","Lake","2008-10-21","NH4 as N",0.02,"mg/L",NA
"3548",38.6718,-75.18588,"LAGOS_142394","Lake","2008-05-20","CHLA",0.00756,"mg/L",NA
"3549",38.6718,-75.18588,"LAGOS_142394","Lake","2008-05-20","NO3 as N",0.399,"mg/L",NA
"3550",38.6718,-75.18588,"LAGOS_142394","Lake","2008-05-20","PO4 as P",0.014,"mg/L",NA
"3551",38.6718,-75.18588,"LAGOS_142394","Lake","2008-05-20","NH4 as N",0.156,"mg/L",NA
"3552",38.59432,-75.29099,"LAGOS_142130","Lake","2013-03-18","CHLA",0.00507,"mg/L",NA
"3553",38.59432,-75.29099,"LAGOS_142130","Lake","2013-03-18","NO3 as N",3.61,"mg/L",NA
"3554",38.59432,-75.29099,"LAGOS_142130","Lake","2013-03-18","PO4 as P",0.01,"mg/L",NA
"3555",38.59432,-75.29099,"LAGOS_142130","Lake","2013-03-18","NH4 as N",0.027,"mg/L",NA
"3556",38.6718,-75.18588,"LAGOS_142394","Lake","2004-05-17","CHLA",0.015,"mg/L",NA
"3557",38.6718,-75.18588,"LAGOS_142394","Lake","2004-05-17","NO3 as N",0.511,"mg/L",NA
"3558",38.6718,-75.18588,"LAGOS_142394","Lake","2004-05-17","PO4 as P",0.003,"mg/L",NA
"3559",38.6718,-75.18588,"LAGOS_142394","Lake","2004-05-17","NH4 as N",0.031,"mg/L",NA
"3560",38.6718,-75.18588,"LAGOS_142394","Lake","2004-05-17","TKN",0.689,"mg/L",NA
"3561",38.6718,-75.18588,"LAGOS_142394","Lake","2007-01-22","CHLA",0.0318,"mg/L",NA
"3562",38.6718,-75.18588,"LAGOS_142394","Lake","2007-01-22","NO3 as N",1.5,"mg/L",NA
"3563",38.6718,-75.18588,"LAGOS_142394","Lake","2007-01-22","PO4 as P",0.004,"mg/L",NA
"3564",38.6718,-75.18588,"LAGOS_142394","Lake","2007-01-22","NH4 as N",0.11,"mg/L",NA
"3565",40.14971,-105.8614,"LAGOS_449642","Lake","2010-03-30","NO3 as N",0.005,"mg/L","Mesotrophic"
"3566",40.14971,-105.8614,"LAGOS_449642","Lake","2010-03-30","PO4 as P",0.001,"mg/L","Mesotrophic"
"3567",40.14971,-105.8614,"LAGOS_449642","Lake","2010-03-30","NH4 as N",0.0023295,"mg/L","Mesotrophic"
"3568",40.14971,-105.8614,"LAGOS_449642","Lake","2010-03-30","TKN",0.232,"mg/L","Mesotrophic"
"3569",40.14971,-105.8614,"LAGOS_449642","Lake","2010-03-30","TP",0.011,"mg/L","Mesotrophic"
"3570",38.26722,-104.73164,"LAGOS_376378","Lake","2009-04-15","NO3 as N",0.244,"mg/L","Oligotrophic"
"3571",38.26722,-104.73164,"LAGOS_376378","Lake","2009-04-15","PO4 as P",0.006,"mg/L","Oligotrophic"
"3572",38.26722,-104.73164,"LAGOS_376378","Lake","2009-04-15","NH4 as N",0.06,"mg/L","Oligotrophic"
"3573",38.26722,-104.73164,"LAGOS_376378","Lake","2009-04-15","TP",0.008,"mg/L","Oligotrophic"
"3574",38.59432,-75.29099,"LAGOS_142130","Lake","2007-09-10","CHLA",0.00498,"mg/L",NA
"3575",38.59432,-75.29099,"LAGOS_142130","Lake","2007-09-10","NO3 as N",1.31,"mg/L",NA
"3576",38.59432,-75.29099,"LAGOS_142130","Lake","2007-09-10","PO4 as P",0.017,"mg/L",NA
"3577",38.6718,-75.18588,"LAGOS_142394","Lake","2010-10-27","CHLA",0.00544,"mg/L",NA
"3578",38.6718,-75.18588,"LAGOS_142394","Lake","2010-10-27","NO3 as N",0.254,"mg/L",NA
"3579",38.6718,-75.18588,"LAGOS_142394","Lake","2010-10-27","PO4 as P",0.014,"mg/L",NA
"3580",40.10842,-105.98236,"LAGOS_449929","Lake","2010-06-10","NO3 as N",0.02,"mg/L","Eutrophic"
"3581",40.10842,-105.98236,"LAGOS_449929","Lake","2010-06-10","PO4 as P",0.0110874,"mg/L","Eutrophic"
"3582",40.10842,-105.98236,"LAGOS_449929","Lake","2010-06-10","NH4 as N",0.001,"mg/L","Eutrophic"
"3583",40.10842,-105.98236,"LAGOS_449929","Lake","2010-06-10","TKN",0.365,"mg/L","Eutrophic"
"3584",40.10842,-105.98236,"LAGOS_449929","Lake","2010-06-10","TP",0.043,"mg/L","Eutrophic"
"3585",30.03605,-95.15354,"LAGOS_424032","Lake","2002-06-05","CHLA",0.0341,"mg/L","Eutrophic"
"3586",30.03605,-95.15354,"LAGOS_424032","Lake","2002-06-05","NO3 as N",0.304965,"mg/L","Eutrophic"
"3587",30.03605,-95.15354,"LAGOS_424032","Lake","2002-06-05","PO4 as P",0.404364,"mg/L","Eutrophic"
"3588",30.03605,-95.15354,"LAGOS_424032","Lake","2002-06-05","NH4 as N",0.041931,"mg/L","Eutrophic"
"3589",30.03605,-95.15354,"LAGOS_424032","Lake","2002-06-05","TKN",1.5,"mg/L","Eutrophic"
"3590",30.03605,-95.15354,"LAGOS_424032","Lake","2002-06-05","TP",0.62,"mg/L","Eutrophic"
"3591",30.03244,-95.12799,"LAGOS_424033","Lake","2004-06-17","CHLA",0.0028,"mg/L","Eutrophic"
"3592",30.03244,-95.12799,"LAGOS_424033","Lake","2004-06-17","NO3 as N",0.0980406,"mg/L","Eutrophic"
"3593",30.03244,-95.12799,"LAGOS_424033","Lake","2004-06-17","PO4 as P",0.0110874,"mg/L","Eutrophic"
"3594",30.03244,-95.12799,"LAGOS_424033","Lake","2004-06-17","TKN",0.77,"mg/L","Eutrophic"
"3595",30.03244,-95.12799,"LAGOS_424033","Lake","2004-06-17","TP",0.097,"mg/L","Eutrophic"
"3596",38.59432,-75.29099,"LAGOS_142130","Lake","2003-03-17","CHLA",0.0095,"mg/L",NA
"3597",38.59432,-75.29099,"LAGOS_142130","Lake","2003-03-17","NO3 as N",3.77,"mg/L",NA
"3598",38.59432,-75.29099,"LAGOS_142130","Lake","2003-03-17","PO4 as P",0.008,"mg/L",NA
"3599",38.59432,-75.29099,"LAGOS_142130","Lake","2003-03-17","NH4 as N",0.051,"mg/L",NA
"3600",38.59432,-75.29099,"LAGOS_142130","Lake","2003-03-17","TKN",0.581,"mg/L",NA
"3601",38.6718,-75.18588,"LAGOS_142394","Lake","2013-09-17","CHLA",0.00478,"mg/L",NA
"3602",38.6718,-75.18588,"LAGOS_142394","Lake","2013-09-17","NO3 as N",0.503,"mg/L",NA
"3603",38.6718,-75.18588,"LAGOS_142394","Lake","2013-09-17","PO4 as P",0.017,"mg/L",NA
"3604",38.6718,-75.18588,"LAGOS_142394","Lake","2013-09-17","NH4 as N",0.025,"mg/L",NA
"3605",38.59432,-75.29099,"LAGOS_142130","Lake","2003-07-21","CHLA",0.0129,"mg/L",NA
"3606",38.59432,-75.29099,"LAGOS_142130","Lake","2003-07-21","NO3 as N",4.12,"mg/L",NA
"3607",38.59432,-75.29099,"LAGOS_142130","Lake","2003-07-21","PO4 as P",0.01,"mg/L",NA
"3608",38.59432,-75.29099,"LAGOS_142130","Lake","2003-07-21","NH4 as N",0.017,"mg/L",NA
"3609",38.59432,-75.29099,"LAGOS_142130","Lake","2003-07-21","TKN",0.695,"mg/L",NA
"3610",33.21139,-87.58344,"LAGOS_248121","Lake","2009-08-11","CHLA",0.00587,"mg/L","Mesotrophic"
"3611",33.21139,-87.58344,"LAGOS_248121","Lake","2009-08-11","NO3 as N",0.181,"mg/L","Mesotrophic"
"3612",33.21139,-87.58344,"LAGOS_248121","Lake","2009-08-11","PO4 as P",0.004,"mg/L","Mesotrophic"
"3613",33.21139,-87.58344,"LAGOS_248121","Lake","2009-08-11","TKN",0.224,"mg/L","Mesotrophic"
"3614",33.21139,-87.58344,"LAGOS_248121","Lake","2009-08-11","TP",0.019,"mg/L","Mesotrophic"
"3615",38.59432,-75.29099,"LAGOS_142130","Lake","2007-05-22","CHLA",0.00315,"mg/L",NA
"3616",38.59432,-75.29099,"LAGOS_142130","Lake","2007-05-22","NO3 as N",3.08,"mg/L",NA
"3617",38.59432,-75.29099,"LAGOS_142130","Lake","2007-05-22","PO4 as P",0.017,"mg/L",NA
"3618",38.59432,-75.29099,"LAGOS_142130","Lake","2007-05-22","NH4 as N",0.039,"mg/L",NA
"3619",40.10842,-105.98236,"LAGOS_449929","Lake","2011-06-27","NO3 as N",0.004,"mg/L","Eutrophic"
"3620",40.10842,-105.98236,"LAGOS_449929","Lake","2011-06-27","PO4 as P",0.006,"mg/L","Eutrophic"
"3621",40.10842,-105.98236,"LAGOS_449929","Lake","2011-06-27","NH4 as N",0.001,"mg/L","Eutrophic"
"3622",40.10842,-105.98236,"LAGOS_449929","Lake","2011-06-27","TKN",0.288,"mg/L","Eutrophic"
"3623",40.10842,-105.98236,"LAGOS_449929","Lake","2011-06-27","TP",0.035,"mg/L","Eutrophic"
"3624",40.24332,-105.81362,"LAGOS_449545","Lake","2013-06-18","NO3 as N",0.041,"mg/L","Mesotrophic"
"3625",40.24332,-105.81362,"LAGOS_449545","Lake","2013-06-18","PO4 as P",0.001,"mg/L","Mesotrophic"
"3626",40.24332,-105.81362,"LAGOS_449545","Lake","2013-06-18","NH4 as N",0.003106,"mg/L","Mesotrophic"
"3627",40.24332,-105.81362,"LAGOS_449545","Lake","2013-06-18","TKN",0.296,"mg/L","Mesotrophic"
