"","SITE_ID","LAT_DD83","LON_DD83","ECO_TYPE"
"1200","NLA_1200",42.3105,-90.4171,"River/Stream"
"1201","NLA_1201",43.1451,-71.186,"River/Stream"
"1202","NLA_1202",36.2385,-91.9078,"River/Stream"
"1203","NLA_1203",42.0506,-110.5351,"River/Stream"
"1204","NLA_1204",48.1473,-107.549,"River/Stream"
"1205","NLA_1205",38.6874,-92.9499,"River/Stream"
"1206","NLA_1206",37.6707,-82.7298,"River/Stream"
"1207","NLA_1207",44.3448,-100.3713,"River/Stream"
"1208","NLA_1208",40.478,-108.9082,"River/Stream"
"1209","NLA_1209",35.8376,-82.6597,"River/Stream"
"1210","NLA_1210",34.7108,-78.4567,"River/Stream"
"1211","NLA_1211",36.762,-78.8714,"River/Stream"
"1212","NLA_1212",30.4958,-82.7065,"River/Stream"
"1213","NLA_1213",30.8834,-88.7736,"River/Stream"
"1214","NLA_1214",33.4249,-86.7756,"River/Stream"
"1215","NLA_1215",29.8921,-91.4446,"River/Stream"
"1216","NLA_1216",31.0176,-91.6903,"River/Stream"
"1217","NLA_1217",32.9561,-109.5318,"River/Stream"
"1218","NLA_1218",30.1049,-83.1188,"River/Stream"
"1219","NLA_1219",32.9939,-86.3619,"River/Stream"
"1220","NLA_1220",31.8822,-110.5567,"River/Stream"
"1221","NLA_1221",41.6527,-110.7466,"River/Stream"
"1222","NLA_1222",32.9323,-86.3625,"River/Stream"
"1223","NLA_1223",34.9289,-93.3607,"River/Stream"
"1224","NLA_1224",33.8736,-111.3058,"River/Stream"
"1225","NLA_1225",34.4766,-79.7324,"River/Stream"
"1226","NLA_1226",39.4471,-93.9286,"River/Stream"
"1227","NLA_1227",39.5975,-93.623,"River/Stream"
"1228","NLA_1228",33.5643,-94.3841,"River/Stream"
"1229","NLA_1229",33.6177,-110.911,"River/Stream"
"1230","NLA_1230",43.2078,-83.2003,"River/Stream"
"1231","NLA_1231",35.2758,-90.2343,"River/Stream"
"1232","NLA_1232",34.5313,-94.7144,"River/Stream"
"1233","NLA_1233",37.9975,-80.862,"River/Stream"
"1234","NLA_1234",37.9837,-91.3578,"River/Stream"
"1235","NLA_1235",45.1173,-91.2755,"River/Stream"
"1236","NLA_1236",33.9,-78.857,"River/Stream"
"1237","NLA_1237",39.9795,-82.3817,"River/Stream"
"1238","NLA_1238",36.7817,-79.8343,"River/Stream"
"1239","NLA_1239",42.4458,-96.0197,"River/Stream"
"1240","NLA_1240",33.7921,-86.1307,"River/Stream"
"1241","NLA_1241",42.9424,-82.4853,"River/Stream"
"1242","NLA_1242",35.3467,-91.3223,"River/Stream"
"1243","NLA_1243",43.6825,-106.34,"River/Stream"
"1244","NLA_1244",47.6167,-112.6811,"River/Stream"
"1245","NLA_1245",37.5779,-81.2885,"River/Stream"
"1246","NLA_1246",38.2401,-91.804,"River/Stream"
"1247","NLA_1247",39.4273,-98.5395,"River/Stream"
"1248","NLA_1248",44.9478,-91.5569,"River/Stream"
"1249","NLA_1249",37.587,-104.8386,"River/Stream"
"1250","NLA_1250",32.8183,-79.982,"River/Stream"
"1251","NLA_1251",30.946,-81.8988,"River/Stream"
"1252","NLA_1252",31.0003,-91.0395,"River/Stream"
"1253","NLA_1253",40.1017,-92.6184,"River/Stream"
"1254","NLA_1254",43.4826,-72.6277,"River/Stream"
"1255","NLA_1255",33.8727,-86.3236,"River/Stream"
"1256","NLA_1256",38.1858,-106.4895,"River/Stream"
"1257","NLA_1257",44.5909,-104.9307,"River/Stream"
"1258","NLA_1258",38.2769,-82.1249,"River/Stream"
"1259","NLA_1259",45.5253,-90.7089,"River/Stream"
"1260","NLA_1260",39.8447,-113.8171,"River/Stream"
"1261","NLA_1261",33.4763,-114.6053,"River/Stream"
"1262","NLA_1262",33.7787,-85.7596,"River/Stream"
"1263","NLA_1263",33.2513,-114.6723,"River/Stream"
"1264","NLA_1264",35.0742,-114.6043,"River/Stream"
"1265","NLA_1265",42.852,-106.1859,"River/Stream"
"1266","NLA_1266",40.3185,-92.863,"River/Stream"
"1267","NLA_1267",42.5253,-115.4908,"River/Stream"
"1268","NLA_1268",43.4976,-92.1901,"River/Stream"
"1269","NLA_1269",39.2076,-75.7485,"River/Stream"
"1270","NLA_1270",34.3527,-91.1054,"River/Stream"
"1271","NLA_1271",34.7446,-113.2494,"River/Stream"
"1272","NLA_1272",46.4897,-86.1095,"River/Stream"
"1273","NLA_1273",42.5896,-97.8722,"River/Stream"
"1274","NLA_1274",36.9513,-95.0354,"River/Stream"
"1275","NLA_1275",41.4019,-106.7382,"River/Stream"
"1276","NLA_1276",39.442,-122.6372,"River/Stream"
"1277","NLA_1277",48.3536,-113.8808,"River/Stream"
"1278","NLA_1278",38.5253,-92.3215,"River/Stream"
"1279","NLA_1279",45.7335,-89.3085,"River/Stream"
"1280","NLA_1280",39.9211,-82.7733,"River/Stream"
"1281","NLA_1281",45.7307,-122.9296,"River/Stream"
"1282","NLA_1282",42.7385,-114.8443,"River/Stream"
"1283","NLA_1283",31.9518,-90.1281,"River/Stream"
"1284","NLA_1284",47.2772,-102.1316,"River/Stream"
"1285","NLA_1285",33.1583,-87.0299,"River/Stream"
"1286","NLA_1286",34.4342,-91.1668,"River/Stream"
"1287","NLA_1287",39.8055,-108.6538,"River/Stream"
"1288","NLA_1288",38.3794,-96.2142,"River/Stream"
"1289","NLA_1289",46.7871,-88.7409,"River/Stream"
"1290","NLA_1290",36.9883,-95.1167,"River/Stream"
"1291","NLA_1291",41.6384,-106.9378,"River/Stream"
"1292","NLA_1292",41.9544,-122.6616,"River/Stream"
"1293","NLA_1293",47.2076,-115.2205,"River/Stream"
"1294","NLA_1294",38.303,-90.6271,"River/Stream"
"1295","NLA_1295",44.4741,-103.2201,"River/Stream"
"1296","NLA_1296",43.9913,-123.6643,"River/Stream"
"1297","NLA_1297",46.2782,-122.9934,"River/Stream"
"1298","NLA_1298",40.8665,-110.9017,"River/Stream"
"1299","NLA_1299",36.5426,-83.7663,"River/Stream"
"1300","NLA_1300",40.5089,-74.4661,"River/Stream"
"1301","NLA_1301",30.7614,-81.9675,"River/Stream"
"1302","NLA_1302",33.1088,-99.442,"River/Stream"
"1303","NLA_1303",43.7152,-72.9235,"River/Stream"
"1304","NLA_1304",31.3511,-90.8496,"River/Stream"
"1305","NLA_1305",33.4128,-86.7519,"River/Stream"
"1306","NLA_1306",42.6615,-114.6627,"River/Stream"
"1307","NLA_1307",33.5563,-92.0226,"River/Stream"
"1308","NLA_1308",38.9019,-75.6476,"River/Stream"
"1309","NLA_1309",38.5155,-96.4548,"River/Stream"
"1310","NLA_1310",46.5323,-89.398,"River/Stream"
"1311","NLA_1311",46.945,-89.1526,"River/Stream"
"1312","NLA_1312",42.9365,-98.8181,"River/Stream"
"1313","NLA_1313",35.3994,-95.7926,"River/Stream"
"1314","NLA_1314",41.9662,-110.0007,"River/Stream"
"1315","NLA_1315",41.3184,-123.0505,"River/Stream"
"1316","NLA_1316",47.0664,-114.7699,"River/Stream"
"1317","NLA_1317",47.7289,-121.4276,"River/Stream"
"1318","NLA_1318",37.8832,-90.5444,"River/Stream"
"1319","NLA_1319",44.8171,-103.6939,"River/Stream"
"1320","NLA_1320",46.2598,-90.6279,"River/Stream"
"1321","NLA_1321",39.7883,-111.1081,"River/Stream"
"1322","NLA_1322",35.7537,-84.3107,"River/Stream"
"1323","NLA_1323",35.0087,-91.8123,"River/Stream"
"1324","NLA_1324",38.7403,-86.7338,"River/Stream"
"1325","NLA_1325",40.8629,-74.1074,"River/Stream"
"1326","NLA_1326",39.7457,-81.8416,"River/Stream"
"1327","NLA_1327",43.1678,-123.6913,"River/Stream"
"1328","NLA_1328",34.5629,-100.6273,"River/Stream"
"1329","NLA_1329",45.1536,-102.5972,"River/Stream"
"1330","NLA_1330",42.5757,-113.6292,"River/Stream"
"1331","NLA_1331",32.6698,-89.4345,"River/Stream"
"1332","NLA_1332",46.7541,-102.3491,"River/Stream"
"1333","NLA_1333",42.7118,-98.155,"River/Stream"
"1334","NLA_1334",42.813,-110.689,"River/Stream"
"1335","NLA_1335",40.077,-121.5625,"River/Stream"
"1336","NLA_1336",46.0946,-89.7252,"River/Stream"
"1337","NLA_1337",46.8116,-89.5988,"River/Stream"
"1338","NLA_1338",44.943,-95.7776,"River/Stream"
"1339","NLA_1339",35.104,-85.3609,"River/Stream"
"1340","NLA_1340",38.5858,-86.8484,"River/Stream"
"1341","NLA_1341",40.9125,-74.1868,"River/Stream"
"1342","NLA_1342",46.229,-123.393,"River/Stream"
"1343","NLA_1343",38.4847,-77.083,"River/Stream"
"1344","NLA_1344",45.4256,-102.3501,"River/Stream"
"1345","NLA_1345",46.2921,-88.9418,"River/Stream"
"1346","NLA_1346",43.5521,-110.8006,"River/Stream"
"1347","NLA_1347",45.9222,-90.0025,"River/Stream"
"1348","NLA_1348",41.4377,-71.7225,"River/Stream"
"1349","NLA_1349",48.049,-95.8083,"River/Stream"
"1350","NLA_1350",35.153,-80.6044,"River/Stream"
"1351","NLA_1351",29.5773,-81.9654,"River/Stream"
"1352","NLA_1352",33.624,-85.4938,"River/Stream"
"1353","NLA_1353",45.6537,-84.9992,"River/Stream"
"1354","NLA_1354",42.8758,-110.0332,"River/Stream"
"1355","NLA_1355",46.0922,-89.2615,"River/Stream"
"1356","NLA_1356",32.7792,-96.5545,"River/Stream"
"1357","NLA_1357",47.2551,-96.2033,"River/Stream"
"1358","NLA_1358",35.1442,-86.3487,"River/Stream"
"1359","NLA_1359",35.9752,-80.3429,"River/Stream"
"1360","NLA_1360",31.2827,-82.649,"River/Stream"
"1361","NLA_1361",36.2183,-91.2702,"River/Stream"
"1362","NLA_1362",42.8095,-86.1701,"River/Stream"
"1363","NLA_1363",36.8609,-113.9534,"River/Stream"
"1364","NLA_1364",42.5625,-109.9336,"River/Stream"
"1365","NLA_1365",31.9566,-94.5871,"River/Stream"
"1366","NLA_1366",35.5001,-88.6377,"River/Stream"
"1367","NLA_1367",30.8159,-83.0166,"River/Stream"
"1368","NLA_1368",32.4915,-89.1519,"River/Stream"
"1369","NLA_1369",32.3079,-90.3289,"River/Stream"
"1370","NLA_1370",36.3596,-92.5907,"River/Stream"
"1371","NLA_1371",32.9686,-87.397,"River/Stream"
"1372","NLA_1372",38.6105,-75.4494,"River/Stream"
"1373","NLA_1373",43.7708,-85.9786,"River/Stream"
"1374","NLA_1374",45.1617,-92.7575,"River/Stream"
"1375","NLA_1375",44.3932,-71.2199,"River/Stream"
"1376","NLA_1376",33.5924,-91.307,"River/Stream"
"1377","NLA_1377",35.2373,-97.5634,"River/Stream"
"1378","NLA_1378",44.479,-109.383,"River/Stream"
"1379","NLA_1379",45.0517,-105.2143,"River/Stream"
"1380","NLA_1380",44.591,-101.449,"River/Stream"
"1381","NLA_1381",45.48,-88.5371,"River/Stream"
"1382","NLA_1382",30.696,-93.8119,"River/Stream"
"1383","NLA_1383",48.7031,-94.3357,"River/Stream"
"1384","NLA_1384",35.9516,-79.5909,"River/Stream"
"1385","NLA_1385",40.4505,-75.0682,"River/Stream"
"1386","NLA_1386",45.3954,-122.1494,"River/Stream"
"1387","NLA_1387",45.8192,-114.7584,"River/Stream"
"1388","NLA_1388",43.7641,-72.6354,"River/Stream"
"1389","NLA_1389",33.2431,-87.5038,"River/Stream"
"1390","NLA_1390",36.2447,-92.8358,"River/Stream"
"1391","NLA_1391",39.872,-95.0272,"River/Stream"
"1392","NLA_1392",44.1428,-86.0134,"River/Stream"
"1393","NLA_1393",44.9773,-93.2407,"River/Stream"
"1394","NLA_1394",34.7237,-97.1628,"River/Stream"
"1395","NLA_1395",44.2645,-107.9009,"River/Stream"
"1396","NLA_1396",45.4685,-108.8446,"River/Stream"
"1397","NLA_1397",38.4694,-82.2788,"River/Stream"
"1398","NLA_1398",43.2411,-99.1872,"River/Stream"
"1399","NLA_1399",38.1624,-77.024,"River/Stream"
"1400","NLA_1400",45.6643,-91.2325,"River/Stream"
"1401","NLA_1401",45.2633,-70.2621,"River/Stream"
"1402","NLA_1402",29.8878,-94.3648,"River/Stream"
"1403","NLA_1403",48.4851,-93.7222,"River/Stream"
"1404","NLA_1404",36.1874,-89.099,"River/Stream"
"1405","NLA_1405",34.535,-78.8234,"River/Stream"
"1406","NLA_1406",35.521,-80.8268,"River/Stream"
"1407","NLA_1407",38.5367,-87.3823,"River/Stream"
"1408","NLA_1408",39.6172,-74.4964,"River/Stream"
"1409","NLA_1409",39.9935,-80.8663,"River/Stream"
"1410","NLA_1410",44.2475,-120.8595,"River/Stream"
"1411","NLA_1411",28.1915,-82.1787,"River/Stream"
"1412","NLA_1412",48.5237,-122.0534,"River/Stream"
"1413","NLA_1413",41.7208,-75.4128,"River/Stream"
"1414","NLA_1414",31.3336,-90.9114,"River/Stream"
"1415","NLA_1415",34.0038,-86.7411,"River/Stream"
"1416","NLA_1416",38.86,-75.5307,"River/Stream"
"1417","NLA_1417",39.7262,-94.9112,"River/Stream"
"1418","NLA_1418",38.5496,-75.7412,"River/Stream"
"1419","NLA_1419",46.987,-92.8115,"River/Stream"
"1420","NLA_1420",42.9111,-71.9957,"River/Stream"
"1421","NLA_1421",34.964,-97.3,"River/Stream"
"1422","NLA_1422",45.6423,-108.795,"River/Stream"
"1423","NLA_1423",48.6814,-121.72,"River/Stream"
"1424","NLA_1424",44.9355,-71.0337,"River/Stream"
"1425","NLA_1425",40.4914,-109.1767,"River/Stream"
"1426","NLA_1426",28.8784,-96.2872,"River/Stream"
"1427","NLA_1427",36.1849,-89.3818,"River/Stream"
"1428","NLA_1428",35.996,-79.4881,"River/Stream"
"1429","NLA_1429",35.596,-77.1828,"River/Stream"
"1430","NLA_1430",38.6428,-87.6144,"River/Stream"
"1431","NLA_1431",39.7668,-74.6774,"River/Stream"
"1432","NLA_1432",39.6317,-81.1929,"River/Stream"
"1433","NLA_1433",44.1412,-119.2912,"River/Stream"
"1434","NLA_1434",38.3482,-77.571,"River/Stream"
"1435","NLA_1435",27.6427,-81.7918,"River/Stream"
"1436","NLA_1436",40.3767,-75.5303,"River/Stream"
"1437","NLA_1437",33.2601,-85.5036,"River/Stream"
"1438","NLA_1438",46.9482,-92.4322,"River/Stream"
"1439","NLA_1439",43.1266,-101.7196,"River/Stream"
"1440","NLA_1440",48.385,-120.2964,"River/Stream"
"1441","NLA_1441",44.6531,-91.1064,"River/Stream"
"1442","NLA_1442",30.4256,-95.125,"River/Stream"
"1443","NLA_1443",47.6579,-91.6025,"River/Stream"
"1444","NLA_1444",35.9454,-78.8451,"River/Stream"
"1445","NLA_1445",40.506,-74.7486,"River/Stream"
"1446","NLA_1446",38.3953,-77.9554,"River/Stream"
"1447","NLA_1447",34.0812,-88.0213,"River/Stream"
"1448","NLA_1448",44.5073,-107.3745,"River/Stream"
"1449","NLA_1449",48.0735,-92.1316,"River/Stream"
"1450","NLA_1450",36.4751,-89.3096,"River/Stream"
"1451","NLA_1451",36.2236,-78.1435,"River/Stream"
"1452","NLA_1452",44.8186,-75.1008,"River/Stream"
"1453","NLA_1453",27.415,-81.1312,"River/Stream"
"1454","NLA_1454",33.8512,-87.8028,"River/Stream"
"1455","NLA_1455",31.8792,-91.5433,"River/Stream"
"1456","NLA_1456",30.4976,-99.4027,"River/Stream"
"1457","NLA_1457",35.6248,-88.699,"River/Stream"
"1458","NLA_1458",27.059,-81.3842,"River/Stream"
"1459","NLA_1459",34.0918,-87.738,"River/Stream"
"1460","NLA_1460",34.695,-90.6459,"River/Stream"
"1461","NLA_1461",42.689,-105.389,"River/Stream"
"1462","NLA_1462",30.6545,-97.9274,"River/Stream"
"1463","NLA_1463",35.351,-89.0288,"River/Stream"
"1464","NLA_1464",26.9365,-81.3262,"River/Stream"
"1465","NLA_1465",45.3315,-115.9499,"River/Stream"
"1466","NLA_1466",30.9779,-91.4795,"River/Stream"
"1467","NLA_1467",44.219,-83.8729,"River/Stream"
"1468","NLA_1468",44.3152,-84.2113,"River/Stream"
"1469","NLA_1469",43.8188,-71.1952,"River/Stream"
"1470","NLA_1470",35.5326,-90.442,"River/Stream"
"1471","NLA_1471",41.6731,-97.6766,"River/Stream"
"1472","NLA_1472",34.2221,-96.7069,"River/Stream"
"1473","NLA_1473",42.8288,-106.3668,"River/Stream"
"1474","NLA_1474",39.4667,-120.9644,"River/Stream"
"1475","NLA_1475",47.7925,-109.2768,"River/Stream"
"1476","NLA_1476",44.2522,-90.7617,"River/Stream"
"1477","NLA_1477",29.6663,-99.5448,"River/Stream"
"1478","NLA_1478",44.5027,-92.918,"River/Stream"
"1479","NLA_1479",35.2106,-88.9237,"River/Stream"
"1480","NLA_1480",44.6161,-75.4062,"River/Stream"
"1481","NLA_1481",40.735,-81.6366,"River/Stream"
"1482","NLA_1482",39.2005,-75.6154,"River/Stream"
"1483","NLA_1483",32.8007,-90.4018,"River/Stream"
"1484","NLA_1484",32.647,-90.3347,"River/Stream"
"1485","NLA_1485",39.952,-105.1684,"River/Stream"
"1486","NLA_1486",46.1349,-115.9599,"River/Stream"
"1487","NLA_1487",45.1619,-115.5764,"River/Stream"
"1488","NLA_1488",38.1261,-98.0781,"River/Stream"
"1489","NLA_1489",31.353,-92.7182,"River/Stream"
"1490","NLA_1490",44.1003,-84.0502,"River/Stream"
"1491","NLA_1491",43.047,-91.7907,"River/Stream"
"1492","NLA_1492",41.3996,-97.1569,"River/Stream"
"1493","NLA_1493",34.2483,-96.7208,"River/Stream"
"1494","NLA_1494",42.1843,-110.4617,"River/Stream"
"1495","NLA_1495",48.5495,-109.3917,"River/Stream"
"1496","NLA_1496",39.399,-78.4384,"River/Stream"
"1497","NLA_1497",43.9055,-96.485,"River/Stream"
"1498","NLA_1498",44.2004,-90.7258,"River/Stream"
"1499","NLA_1499",46.7635,-69.305,"River/Stream"
"1500","NLA_1500",44.4072,-93.6188,"River/Stream"
"1501","NLA_1501",44.4995,-74.8852,"River/Stream"
"1502","NLA_1502",40.7066,-80.7992,"River/Stream"
"1503","NLA_1503",40.3731,-81.2133,"River/Stream"
"1504","NLA_1504",37.8603,-78.2674,"River/Stream"
"1505","NLA_1505",29.9763,-82.2434,"River/Stream"
"1506","NLA_1506",28.7258,-99.8158,"River/Stream"
"1507","NLA_1507",45.3119,-97.8687,"River/Stream"
"1508","NLA_1508",33.1591,-89.965,"River/Stream"
"1509","NLA_1509",46.5042,-68.363,"River/Stream"
"1510","NLA_1510",32.4859,-85.7203,"River/Stream"
"1511","NLA_1511",38.8867,-103.6835,"River/Stream"
"1512","NLA_1512",44.3961,-116.0461,"River/Stream"
"1513","NLA_1513",30.1314,-93.6195,"River/Stream"
"1514","NLA_1514",43.6194,-82.7824,"River/Stream"
"1515","NLA_1515",44.0747,-72.2504,"River/Stream"
"1516","NLA_1516",41.0901,-97.2506,"River/Stream"
"1517","NLA_1517",34.2751,-97.1923,"River/Stream"
"1518","NLA_1518",43.8589,-110.9099,"River/Stream"
"1519","NLA_1519",48.2711,-109.5269,"River/Stream"
"1520","NLA_1520",47.9475,-117.105,"River/Stream"
"1521","NLA_1521",44.5514,-90.6524,"River/Stream"
"1522","NLA_1522",43.8234,-89.1683,"River/Stream"
"1523","NLA_1523",31.9513,-99.9479,"River/Stream"
"1524","NLA_1524",30.4609,-101.8261,"River/Stream"
"1525","NLA_1525",44.2386,-92.4821,"River/Stream"
"1526","NLA_1526",36.385,-90.6134,"River/Stream"
"1527","NLA_1527",37.6437,-78.0461,"River/Stream"
"1528","NLA_1528",28.9504,-100.6494,"River/Stream"
"1529","NLA_1529",46.5697,-101.6614,"River/Stream"
"1530","NLA_1530",38.9039,-77.0562,"River/Stream"
"1531","NLA_1531",45.4052,-98.0589,"River/Stream"
"1532","NLA_1532",33.9137,-88.5311,"River/Stream"
"1533","NLA_1533",32.4333,-84.967,"River/Stream"
"1534","NLA_1534",43.9635,-116.1892,"River/Stream"
"1535","NLA_1535",48.0046,-124.3704,"River/Stream"
"1536","NLA_1536",35.5127,-91.6169,"River/Stream"
"1537","NLA_1537",35.261,-93.0944,"River/Stream"
"1538","NLA_1538",43.9438,-90.9723,"River/Stream"
"1539","NLA_1539",45.8503,-70.0067,"River/Stream"
"1540","NLA_1540",41.5925,-111.1415,"River/Stream"
"1541","NLA_1541",44.5177,-94.0286,"River/Stream"
"1542","NLA_1542",37.4819,-77.5623,"River/Stream"
"1543","NLA_1543",33.1735,-83.8238,"River/Stream"
"1544","NLA_1544",39.5853,-78.2974,"River/Stream"
"1545","NLA_1545",45.7348,-100.6148,"River/Stream"
"1546","NLA_1546",32.9855,-85.325,"River/Stream"
"1547","NLA_1547",31.1989,-87.9035,"River/Stream"
"1548","NLA_1548",44.5291,-109.6635,"River/Stream"
"1549","NLA_1549",33.3049,-100.529,"River/Stream"
"1550","NLA_1550",31.3001,-88.401,"River/Stream"
"1551","NLA_1551",48.5855,-121.3961,"River/Stream"
"1552","NLA_1552",33.483,-97.1761,"River/Stream"
"1553","NLA_1553",32.3097,-84.0575,"River/Stream"
"1554","NLA_1554",33.244,-94.0033,"River/Stream"
"1555","NLA_1555",32.575,-86.9848,"River/Stream"
"1556","NLA_1556",32.143,-83.3811,"River/Stream"
"1557","NLA_1557",46.5271,-120.7843,"River/Stream"
"1558","NLA_1558",47.692,-120.7109,"River/Stream"
"1559","NLA_1559",45.9672,-103.1883,"River/Stream"
"1560","NLA_1560",33.0455,-93.8287,"River/Stream"
"1561","NLA_1561",35.885,-91.3864,"River/Stream"
"1562","NLA_1562",35.3486,-96.997,"River/Stream"
"1563","NLA_1563",44.694,-111.0907,"River/Stream"
"1564","NLA_1564",43.4553,-89.2491,"River/Stream"
"1565","NLA_1565",40.1311,-110.6537,"River/Stream"
"1566","NLA_1566",45.4848,-122.9599,"River/Stream"
"1567","NLA_1567",37.4158,-102.5614,"River/Stream"
"1568","NLA_1568",31.9348,-85.6106,"River/Stream"
"1569","NLA_1569",46.6652,-115.5475,"River/Stream"
"1570","NLA_1570",37.6623,-97.7577,"River/Stream"
"1571","NLA_1571",42.5456,-83.3109,"River/Stream"
"1572","NLA_1572",46.0089,-103.922,"River/Stream"
"1573","NLA_1573",43.0952,-72.835,"River/Stream"
"1574","NLA_1574",35.0588,-91.4439,"River/Stream"
"1575","NLA_1575",35.447,-92.1146,"River/Stream"
"1576","NLA_1576",40.0721,-97.2411,"River/Stream"
"1577","NLA_1577",47.0673,-123.8236,"River/Stream"
"1578","NLA_1578",44.5303,-89.9884,"River/Stream"
"1579","NLA_1579",40.5367,-109.6075,"River/Stream"
"1580","NLA_1580",42.7092,-72.459,"River/Stream"
"1581","NLA_1581",45.2118,-121.8471,"River/Stream"
"1582","NLA_1582",32.5138,-81.6102,"River/Stream"
"1583","NLA_1583",45.8435,-115.8445,"River/Stream"
"1584","NLA_1584",42.5556,-82.9848,"River/Stream"
"1585","NLA_1585",40.1714,-74.4146,"River/Stream"
"1586","NLA_1586",46.529,-103.8016,"River/Stream"
"1587","NLA_1587",43.4511,-94.8672,"River/Stream"
"1588","NLA_1588",40.3574,-98.1304,"River/Stream"
"1589","NLA_1589",44.6487,-121.6449,"River/Stream"
"1590","NLA_1590",46.5378,-122.0414,"River/Stream"
"1591","NLA_1591",46.3596,-105.814,"River/Stream"
"1592","NLA_1592",40.7206,-109.5943,"River/Stream"
"1593","NLA_1593",42.4558,-72.885,"River/Stream"
"1594","NLA_1594",40.8984,-105.3802,"River/Stream"
"1595","NLA_1595",45.4119,-116.2471,"River/Stream"
"1596","NLA_1596",41.3175,-92.5283,"River/Stream"
"1597","NLA_1597",40.2437,-97.5355,"River/Stream"
"1598","NLA_1598",45.3463,-120.939,"River/Stream"
"1599","NLA_1599",46.8678,-104.9952,"River/Stream"
"1600","NLA_1600",47.0515,-122.7213,"River/Stream"
"1601","NLA_1601",44.0158,-101.726,"River/Stream"
"1602","NLA_1602",32.1585,-82.1841,"River/Stream"
"1603","NLA_1603",43.8101,-100.8971,"River/Stream"
"1604","NLA_1604",33.0539,-81.8251,"River/Stream"
"1605","NLA_1605",34.8994,-83.5397,"River/Stream"
"1606","NLA_1606",32.6938,-83.6114,"River/Stream"
"1607","NLA_1607",43.5262,-86.116,"River/Stream"
"1608","NLA_1608",41.6076,-77.5038,"River/Stream"
"1609","NLA_1609",35.3563,-93.4637,"River/Stream"
"1610","NLA_1610",44.168,-122.2497,"River/Stream"
"1611","NLA_1611",44.1796,-88.6366,"River/Stream"
"1612","NLA_1612",44.219,-90.2163,"River/Stream"
"1613","NLA_1613",40.3945,-103.4773,"River/Stream"
"1614","NLA_1614",47.2843,-101.6184,"River/Stream"
"1615","NLA_1615",39.3026,-75.6546,"River/Stream"
"1616","NLA_1616",45.3695,-114.2899,"River/Stream"
"1617","NLA_1617",32.1615,-88.8249,"River/Stream"
"1618","NLA_1618",32.2124,-89.3306,"River/Stream"
"1619","NLA_1619",34.8014,-90.77,"River/Stream"
"1620","NLA_1620",34.774,-90.7442,"River/Stream"
"1621","NLA_1621",34.9996,-94.1061,"River/Stream"
"1622","NLA_1622",41.6074,-91.6708,"River/Stream"
"1623","NLA_1623",43.2936,-122.5403,"River/Stream"
"1624","NLA_1624",47.0543,-110.1638,"River/Stream"
"1625","NLA_1625",45.9413,-103.0026,"River/Stream"
"1626","NLA_1626",45.7952,-102.3503,"River/Stream"
"1627","NLA_1627",45.0165,-90.0058,"River/Stream"
"1628","NLA_1628",40.9413,-102.3414,"River/Stream"
"1629","NLA_1629",41.9226,-77.1292,"River/Stream"
"1630","NLA_1630",40.7569,-82.1164,"River/Stream"
"1631","NLA_1631",36.6135,-80.7113,"River/Stream"
"1632","NLA_1632",30.962,-84.5585,"River/Stream"
"1633","NLA_1633",45.9308,-117.4553,"River/Stream"
"1634","NLA_1634",47.3641,-116.6831,"River/Stream"
"1635","NLA_1635",47.3481,-101.4005,"River/Stream"
"1636","NLA_1636",45.1332,-113.8008,"River/Stream"
"1637","NLA_1637",32.1624,-88.5795,"River/Stream"
"1638","NLA_1638",40.9128,-74.3922,"River/Stream"
"1639","NLA_1639",41.5512,-91.5462,"River/Stream"
"1640","NLA_1640",36.6784,-97.486,"River/Stream"
"1641","NLA_1641",46.988,-111.4106,"River/Stream"
"1642","NLA_1642",35.3895,-94.0915,"River/Stream"
"1643","NLA_1643",39.2671,-93.4094,"River/Stream"
"1644","NLA_1644",45.5168,-104.0119,"River/Stream"
"1645","NLA_1645",45.9093,-103.429,"River/Stream"
"1646","NLA_1646",44.9103,-90.4937,"River/Stream"
"1647","NLA_1647",43.889,-91.3221,"River/Stream"
"1648","NLA_1648",41.7562,-77.1316,"River/Stream"
"1649","NLA_1649",39.3887,-81.9809,"River/Stream"
"1650","NLA_1650",29.4439,-99.994,"River/Stream"
"1651","NLA_1651",44.4243,-114.235,"River/Stream"
"1652","NLA_1652",41.4855,-92.9018,"River/Stream"
"1653","NLA_1653",36.7722,-81.1773,"River/Stream"
"1654","NLA_1654",46.9948,-111.4859,"River/Stream"
"1655","NLA_1655",38.9634,-90.4156,"River/Stream"
"1656","NLA_1656",44.5521,-95.0251,"River/Stream"
"1657","NLA_1657",30.641,-85.6942,"River/Stream"
"1658","NLA_1658",41.7341,-123.9778,"River/Stream"
"1659","NLA_1659",39.1761,-90.7172,"River/Stream"
"1660","NLA_1660",30.7529,-85.2542,"River/Stream"
"1661","NLA_1661",30.929,-87.2758,"River/Stream"
"1662","NLA_1662",46.3341,-94.0182,"River/Stream"
"1663","NLA_1663",30.9487,-87.2298,"River/Stream"
"1664","NLA_1664",30.9698,-86.9936,"River/Stream"
"1665","NLA_1665",40.4767,-91.367,"River/Stream"
"1666","NLA_1666",46.3331,-94.2326,"River/Stream"
"1667","NLA_1667",36.4278,-94.112,"River/Stream"
"1668","NLA_1668",40.4319,-101.6268,"River/Stream"
