"LTER_site","local_site","year","date","time","pH","cond","ANC","acid","alkal","H+","NH4+","Ca++","Mg++","Na+","K+","Cl-","NO3-","SO4--","PO4---","Si","cat_sum","an_sum","chg_bal","TN","TDN","PN","DON","IN","TP","TDP","PP","DOP","IP","d18O","d18O_sdev","dDeut","dD_sdev","D_excess","Trit","T_sdev","TOC","DOC","POC","comments"
"NWT","SADDLE STREAM",2007,2007-07-26,"1355","7.12","20","164.06","NP","NP","0.0758577575029181","0.56737132943519875","120.209580838323","21.388614675880223","51.109622528251663","3.86169505396143","1.4103178856514258","1.3547316421766666","23.7764101368289","u","120.079755038097","190.601459664657","197.212742183355","0.0170475513459634","4.1908515210577795","4.0037981822984712","0.1870533387593083","2.0816952106866058","1.9221029716118654","u","u","u","u","u","-17.642353820781437","8.6466208932803129E-2","NP","8.6855220924626761E-2","12.149165185369242","NP","NP","NP","0.7016","NP",NaN
"NWT","SADDLE STREAM",2007,2007-08-02,"1350","7.24","20.5","168.04","NP","NP","0.0575439937337156","u","122.405189620758","20.895031260282988","52.32755395871213","3.52923124136873","0.98722251995599797","0.46770497170384923","23.6514902937282","u","126.645268105106","193.146417785388","199.214550074856","0.0154656879417971","9.1979552642663869","3.7384965766383234","5.4594586876280635","3.2707916049344741","0.46770497170384923","u","u","u","u","u","-17.364410443529206","2.9256098630750533E-2","NP","0.21231214844588683","10.491202776807285","NP","NP","NP","0.59219999999999995","NP",NaN
"NWT","SADDLE STREAM",2007,2007-08-09,"1325","7.29","21.5","176.34","NP","NP","0.0512861383991364","u","127.345309381238","22.787101020072392","56.19883600553289","4.16858472712393","1.0154288776690266","u","24.900688724735","u","140.59502955209","202.256117602404","210.551117272366","0.0200941237681512","5.5904674191636863","5.2107205837206481","0.37974683544303822","5.2107205837206481","u","u","u","u","u","u","-17.451953928771303","3.5333960219202466E-2","NP","2.4083977451887662E-2","12.68691092642149","NP","NP","NP","0.59099999999999997","NP",NaN
"NWT","SADDLE STREAM",2007,2007-08-16,"1355","7.31","21.5","176.11","NP","NP","0.0489778819368446","u","125.59880239521","22.211253701875616","56.590313965323752","4.39875198199581","0.9026034468169124","u","26.5871066065941","u","146.699850459304","203.599710053411","208.848099926342","0.0127249793693613","3.9610329342386144","4.1031077984107611","u","4.1031077984107611","u","u","u","u","u","u","-17.028552558203899","1.0377542598817393E-2","NP","8.9601510912921817E-2","10.433146715377276","NP","NP","NP","0.55669999999999997","NP",NaN
"NWT","SADDLE STREAM",2007,2007-08-23,"1350","7.21","22.3","184.07","NP","NP","0.0616595001861481","0.36411146094369123","130.988023952096","23.856531753866403","61.549034789341363","4.29645542427497","0.930809804529941","u","28.2527045146031","u","152.854945524461","213.253514319133","221.115816880708","0.0181005011100981","4.6414216053745703","4.5019883341543689","0.13943327122020133","4.1378768732106774","0.36411146094369123","u","u","u","u","u","-17.202278796962975","4.1067130575557151E-2","NP","0.11911896888518517","11.703644962317668","NP","NP","NP","0.57825757575757575","NP",NaN
"NWT","SADDLE STREAM",2007,2007-08-30,"1325","6.86","22","167.21","NP","NP","0.138038426460288","0.97224899512376217","120.159680638723","22.293517604475156","63.419429486119931","4.55219681857706","1.4103178856514258","0.50247381610229391","28.7940238347061","u","153.13519191056","197.91681553646","211.535111969479","0.0332598176200341","5.1662418699622314","3.2864272098352934","1.8798146601269381","1.8117043986092374","1.474722811226056","7.1027313230451347E-2","u","7.1027313230451347E-2","u","u","-17.032278546287397","5.9222718800974683E-2","NP","0.1357306328287104","12.114804181142446","NP","NP","NP","0.60575757575757572","NP",NaN
"NWT","SADDLE STREAM",2007,2007-09-07,"0745","7.15","23.2","202.75","NP","NP","0.0707945784384136","1.4063983664960342","146.906187624751","27.805199078644289","63.98489765026229","3.73382435681039","1.2410797393732547","0.12902206115968254","28.8564837562564","u","155.319269386883","232.976585556789","243.907301655402","0.0229211269068291","5.1193357464641922","4.5062719984007646","0.61306374806342756","2.9708515707450478","1.5354204276557168","u","u","u","u","u","-17.104951284156272","1.0371125560850325E-2","NP","0.10063247463584196","11.561288140619467","NP","NP","NP","0.53234848484848485","NP",NaN
"NWT","SADDLE STREAM",2008,2008-04-22,"1315","6.55","26.5","166.66","NP","NP","0.281838293126445","22.417842889474322","147.205588822355","25.830865416255346","20.49419897605895","39.3586005830904","13.933940710236087","23.417504100482383","33.5201578986817","u","11.3904080324717","237.5316027094","255.588934980361","0.0366184956634702","57.141153876359169","53.521885954578885","3.6192679217802848","7.68653896462218","45.835346989956705","0.42939239362045584","0.24213856783108414","0.18725382578937169","0.24213856783108414","u","-19.82994281357173","5.9401088241101858E-2","NP","0.1982056984402964","11.813580946481324","NP","NP","NP","3.335","NP","NH4+ was checked."
"NWT","SADDLE STREAM",2008,2008-05-06,"1230","6.47","24.2","137.2","NP","NP","0.338844156139202","1.9276489108783652","127.176169491061","30.790028839849953","18.268971456906979","63.9353485755204","29.898739175810224","12.757056297163611","18.5922366481508","0.67798798992703557","23.203375347148","199.126020111052","242.437011430356","0.0980856372149502","31.727815973783976","28.828632011822911","2.8991839619610644","14.143926803780936","14.684705208041976","0.49396267837541158","0.29702330987279651","0.19693936850261506","7.1027313230451333E-2","0.22599599664234518","-18.081813644032678","3.6795303281800876E-2","NP","0.17379657135145804","10.377715133905468","NP","NP","NP","8.4979999999999993","NP","Cl- and K+ were checked."
"NWT","SADDLE STREAM",2008,2008-05-22,"1235","6.43","21.7","124.76","NP","NP","0.371535229097172","u","125.641418355175","34.138673568062778","24.307924272216368","43.5893040058705","13.454432629114601","4.0158116535951187","27.2741657436478","0.67798798992703557","36.0584632913195","170.182398016285","228.048855430422","0.145308679098641","18.574467933203394","18.339937315713193","0.23453061749020065","14.324125662118075","4.0158116535951187","0.40356427971847353","0.380964680054239","2.2599599664234526E-2","0.15496868341189382","0.22599599664234518","-19.901228337632162","2.0538168889903077E-2","NP","0.10982222473257948","12.121200738597253","NP","NP","NP","10.130000000000001","NP",NaN
