"","uid","domainID","siteID","namedLocation","decimalLatitude","decimalLongitude","coordinateUncertainty","additionalCoordUncertainty","elevation","elevationUncertainty","geodeticDatum","altLocation","altLatitude","altLongitude","altCoordinateUncertainty","altGeodeticDatum","collectDate","aquaticSiteType","samplingImpractical","waterChemSamplesCollected","parentSampleID","eventID","samplerType","dissolvedOxygen","dissolvedOxygenSaturation","specificConductance","waterTemp","swcSamplingProtocolVersion","lowerSegmentDepth","upperSegmentDepth","maxDepth","lakeSampleDepth1","lakeSampleDepth2","aCollectedBy","bCollectedBy","remarks","fieldDataQF"
"60","4190a455-7921-4445-872a-b0c228dfffdf","D18","TOOK","TOOK.AOS.inlet",68.625566,-149.59536,1,10,717.3,1,"WGS84",NA,NA,NA,NA,NA,"2020-09-07T17:12Z","lake",NA,"Y","TOOK.IN.20200907","TOOK.20200907","Kemmerer",9.3,86,101.1,8.7,"NEON.DOC.002905vG",NA,NA,3,0.5,NA,"0000-0001-6124-7021","0000-0002-4562-0954",NA,NA
"61","732062b5-5494-4cb4-b991-648050b0ef44","D18","TOOK","TOOK.AOS.buoy.c1",68.630699,-149.611405,10,10,715,10,"WGS84",NA,NA,NA,NA,NA,"2020-09-07T17:44Z","lake",NA,"Y","TOOK.C1.20200907","TOOK.20200907","Kemmerer",8.6,82,102,9.1,"NEON.DOC.002905vG",9.5,0,21,0.5,NA,"0000-0001-6124-7021","0000-0002-4562-0954",NA,NA
"62","75446f62-5914-454d-a54a-90fd8f7aef6f","D18","TOOK","TOOK.AOS.buoy.c2",68.630699,-149.611405,10,10,715,10,"WGS84",NA,NA,NA,NA,NA,"2020-09-07T19:26Z","lake",NA,"Y","TOOK.C2.20200907","TOOK.20200907","Kemmerer",8.5,82,101.6,9.4,"NEON.DOC.002905vG",21,11,21,13.5,18.5,"0000-0002-4562-0954","0000-0001-6124-7021",NA,NA
"63","73404d6d-c4f5-4b62-b32a-2fbeef8df4e9","D18","TOOK","TOOK.AOS.outlet",68.640502,-149.596089,1,10,717,1,"WGS84",NA,NA,NA,NA,NA,"2020-09-07T19:39Z","lake",NA,"Y","TOOK.OT.20200907","TOOK.20200907","Kemmerer",8.6,80,103.3,8.4,"NEON.DOC.002905vG",NA,NA,3.9,0.5,NA,"0000-0001-6124-7021","0000-0002-4562-0954",NA,NA
"64","81817a50-8c86-4b7e-aa74-f9d5c0e1a043","D18","TOOK","TOOK.AOS.buoy.c0",68.630699,-149.611405,10,10,715,10,"WGS84",NA,NA,NA,NA,NA,"2020-09-21T17:28Z","lake",NA,"Y","TOOK.C0.20200921","TOOK.20200921","Kemmerer",10.8,95,105.9,5.8,"NEON.DOC.002905vG",NA,NA,20.9,0.5,NA,"0000-0001-5131-1181","",NA,NA
"65","797699f0-9310-4673-b026-ece319227a6b","D18","TOOK","TOOK.AOS.outlet",68.640502,-149.596089,1,10,717,1,"WGS84",NA,NA,NA,NA,NA,"2020-09-21T17:58Z","lake",NA,"Y","TOOK.OT.20200921","TOOK.20200921","Kemmerer",11,96,107.3,5.2,"NEON.DOC.002905vG",NA,NA,3.6,0.5,NA,"0000-0001-5131-1181","",NA,NA
"66","0d2fd332-01f8-4c79-9089-62849e364c6f","D18","TOOK","TOOK.AOS.inlet",68.625566,-149.59536,1,10,717.3,1,"WGS84",NA,NA,NA,NA,NA,"2020-09-21T18:11Z","lake",NA,"Y","TOOK.IN.20200921","TOOK.20200921","Kemmerer",10.6,90,117.4,4.3,"NEON.DOC.002905vG",NA,NA,4,0.5,NA,"0000-0001-5131-1181","",NA,NA
"67","45eb7cf6-c4c2-4f9f-b76d-23be130785e3","D19","CARI","CARI.AOS.S2",65.15308,-147.501997,1.1,10,225.7,1,"WGS84",NA,NA,NA,NA,NA,"2020-09-15T21:05Z","stream",NA,"Y","CARI.SS.20200915","CARI.20200915","Grab",15,114,78.8,2.8,"NEON.DOC.002905vG",NA,NA,NA,NA,NA,"0000-0001-9124-8148","0000-0001-9124-8148",NA,NA
"68","faddf980-5d69-490f-8b4c-740da1d31b24","D19","CARI","CARI.AOS.S2",65.15308,-147.501997,1.1,10,225.7,1,"WGS84",NA,NA,NA,NA,NA,"2020-09-22T21:40Z","stream",NA,"Y","CARI.SS.20200922","CARI.20200922","Grab",13.9,105,83.2,2,"NEON.DOC.002905vG",NA,NA,NA,NA,NA,"0000-0003-3107-7695","0000-0003-3107-7695",NA,NA
"69","4eadb43e-b216-4868-8d25-8e3e80aac906","D19","CARI","CARI.AOS.S2",65.15308,-147.501997,1.1,10,225.7,1,"WGS84",NA,NA,NA,NA,NA,"2020-09-28T20:06Z","stream",NA,"Y","CARI.SS.20200928","CARI.20200928","Grab",14,105,84.8,1.8,"NEON.DOC.002905vG",NA,NA,NA,NA,NA,"0000-0001-9124-8148","0000-0003-3756-1381",NA,NA
