"SITE_ID","Lat","Lon","DOC_Median","TN_Median","TP_Median","TNtoTP_Median"
"NWCA16-4971",46.99935,-119.7301,3.01,1.47,308,0.488372093
"NWCA16-4988",46.9631,-122.76397,3.83,67.6,6400,17.65013055
"NWCA16-4990",47.83149,-122.16565,4.03,6.68,330,1.657568238
"NWCA16-4992",46.35458,-123.6912,6.51,0.323,46,0.049615975
"NWCA16-4993",47.43784,-118.08043,3.16,3.54,192,1.120253165
"NWCA16-4994",47.18525,-123.55605,10.3,1.4,172,0.13592233
"NWCA16-4996",48.281119,-122.380394,6.25,0.281,264,0.04496
"NWCA16-4997",47.43272,-123.96469,8.92,0.242,52,0.027130045
"NWCA16-4999",46.10962,-89.62185,64.5,1.4,26.8,0.021705426
"NWCA16-5000",46.43468,-92.10107,46.5,1.58,62.6,0.033978495
"NWCA16-5001",46.23844,-92.13215,38.2,2.42,194,0.063350785
"NWCA16-5004",44.04147,-87.83984,42,2.16,287,0.051428571
"NWCA16-5005",46.24015,-92.09974,41.4,1.52,73.6,0.036714976
"NWCA16-5008",45.08565,-91.55713,8.95,2.86,316,0.319553073
"NWCA16-5009",43.44089,-88.77466,11.8,2.42,84.7,0.205084746
"NWCA16-5011",43.93644,-89.1514,17.4,1.24,52.8,0.071264368
"NWCA16-5012",45.11018,-90.02001,6.46,0.635,139,0.098297214
"NWCA16-5013",42.81152,-88.36792,13.4,1.34,224,0.1
"NWCA16-5016",44.87934,-92.43812,10.2,3.91,761,0.383333333
"NWCA16-5020",44.07117,-90.19531,30.4,1.41,23.6,0.046381579
"NWCA16-5024",45.21145,-91.44794,12.1,1.01,111,0.083471074
"NWCA16-5083",38.687175,-79.76947,4.09,0.466,22.5,0.130698994
"NWCA16-5084",39.107155,-81.41782,12.9,0.9845,18.5,0.0784660995
"NWCA16-5085",38.67633,-79.76685,7,31.4,560,4.485714286
"NWCA16-5086",38.62036,-81.97824,15.5,1.23,174,0.079354839
"NWCA16-5087",39.04197,-79.60657,2.56,0.164,20,0.0640625
"NWCA16-5088",37.73276,-81.28158,10.4,0.856,82,0.082307692
"NWCA16-5091",39.06996,-79.42509,5.28,0.964,58,0.182575758
"NWCA16-5102",42.976835,-110.07671,4.205,0.3715,48,0.092737211
"NWCA16-5106",42.98107,-110.11514,14.4,0.367,82,0.025486111
"NWCA16-5114",44.6516,-110.81795,2.24,0.404,318,0.180357143
"NWCA16-5117",42.7679,-110.28349,5.97,0.746,96,0.124958124
"NWCA16-5118",42.58542,-108.78893,9.72,7.42,358,0.763374486
"NWCA16-5125",43.29462,-109.95822,28.1,1.06,46,0.03772242
"NWCA16-5130",44.71768,-110.61592,0.547,0.244,154,0.44606947
"NWCA16-5131",44.6548,-106.99181,7.13,0.721,72,0.10112202
"NWCA16-5134",43.0083,-109.72605,6.72,0.448,54,0.066666667
"NWCA16-5136",41.38375,-106.34804,3.68,0.49,10,0.133152174
"NWCA16-5137",41.157167,-110.424333,11.6,0.961,48,0.082844828
"NWCA16-5142",44.94894,-110.78689,1.24,0.385,24,0.310483871
"NWCA16-5149",42.58724,-109.94209,11.1,1.2,108,0.108108108
"NWCA16-5153",43.37834,-110.8589,2.96,3.64,74,1.22972973
"NWCA16-5155",44.90759,-110.11411,2.1,0.305,112,0.145238095
"NWCA16-5162",43.67237,-109.55238,1.61,0.236,124,0.146583851
"NWCA16-6001",36.817855,-89.09241,4.57,0.912,122.5,0.235574696
"NWCA16-6002",36.697445,-88.05792,3.15,0.3615,35,0.1148804185
"NWCA16-6005",37.01373,-88.5443,6.58,1.11,170,0.168693009
"NWCA16-6008",38.03339,-86.24199,18.7,4.27,308,0.228342246
"NWCA16-6010",37.47908,-84.49692,17.5,0.907,60,0.051828571
"NWCA16-6011",37.13571,-87.56219,2.29,0.715,30,0.312227074
"NWCA16-6015",37.21584,-87.02897,4.06,3.08,156,0.75862069
"NWCA16-6016",37.73527,-87.3652,8.66,3.82,160,0.441108545
"NWCA16-6017",37.04123,-89.08762,14.6,2.41,1350,0.165068493
"NWCA16-6018",36.71606,-88.13209,0.719,0.239,26,0.33240612
"NWCA16-6021",36.83666,-89.11099,7.48,3.95,192,0.528074866
"NWCA16-6022",38.768865,-84.462507,8.28,2.7,107,0.326086957
"NWCA16-6023",37.06282,-88.56095,2.91,0.414,82,0.142268041
"NWCA16-6024",37.53559,-86.54391,10.9,0.45,180,0.041284404
"NWCA16-6026",38.07515,-83.11787,5.69,1.27,85,0.223198594
"NWCA16-6029",36.618,-88.89336,12.4,1.94,620,0.156451613
"NWCA16-6032",37.43108,-86.78474,5.22,0.613,35,0.11743295
"NWCA16-6034",37.16935,-88.21655,5.67,0.184,46,0.032451499
"NWCA16-6035",36.79066,-87.16957,4.44,2.49,80,0.560810811
"NWCA16-6036",37.63251,-87.53156,23.4,1.07,76,0.045726496
"NWCA16-6038",37.02819,-83.99054,6.15,0.562,65,0.091382114
"NWCA16-6040",37.81045,-84.88526,9.46,3.2,248,0.338266385
"NWCA16-6043",37.22815,-87.04592,3.93,1.39,105,0.353689567
"NWCA16-6047",37.24852,-86.95876,10.9,1.24,70,0.113761468
"NWCA16-6054",37.76011,-83.9985,7.54,0.353,36,0.046816976
"NWCA16-6059",37.20834,-87.04833,7.34,1.66,70,0.226158038
"NWCA16-6062",36.94799,-88.56242,15,1.14,176,0.076
"NWCA16-6065",36.8292,-89.11594,7.68,1.7,228,0.221354167
"NWCA16-6071",37.05433,-88.5602,3.78,0.947,118,0.250529101
"NWCA16-6080",37.72691,-87.3774,19.3,8.71,4100,0.451295337
"NWCA16-6082",36.79097,-87.95477,3.52,3.68,135,1.045454545
"NWCA16-6085",36.8375,-89.1076,9.24,0.718,142,0.077705628
"NWCA16-7001",47.199665,-98.787845,29.65,2.26,614,0.0772014495
"NWCA16-7002",47.60204,-100.408825,74.65,3.975,3175,0.054329794
"NWCA16-7003",47.19719,-99.92454,40.2,4.14,248,0.102985075
"NWCA16-7004",46.16893,-102.46536,35.5,3.2,600,0.090140845
"NWCA16-7026",48.80941,-99.72538,41.8,3.18,164,0.076076555
"NWCA16-7027",46.34662,-97.17668,55.9,3.9,224,0.069767442
"NWCA16-7033",47.72691,-98.66379,10.2,0.955,112,0.093627451
"NWCA16-7036",48.35215,-101.04277,26.7,2.4,92,0.08988764
"NWCA16-7038",47.36588,-100.80577,45.9,4.97,590,0.108278867
"NWCA16-7621",36.36824,-109.12379,23.8,1.43,330,0.060084034
"NWCA16-7634",34.76521,-114.51241,11.9,0.841,64,0.070672269
"NWCA16-7650",34.76907,-114.51061,10.6,0.45,110,0.04245283
"NWCA16-7679",34.46672,-111.80073,9.33,1.39,232,0.148981779
"NWCA16-7698",34.76702,-114.50935,10.8,0.56,122,0.051851852
"NWCA16-7826",34.76704,-114.51361,11.8,0.815,52,0.069067797
"NWCA16-R001",40.70921,-111.00916,4.41,0.427,22,0.096825397
"NWCA16-R004",37.75982,-103.51166,28.3,3.45,318,0.121908127
"NWCA16-R005",38.91545,-103.95541,10.3,4.45,725,0.432038835
"NWCA16-R008",38.41496,-104.39353,7.37,1.18,180,0.160108548
"NWCA16-R011",44.20344,-90.58256,45.8,1.32,24,0.028820961
"NWCA16-R012",45.91847,-89.02602,91.4,1.26,90,0.013785558
"NWCA16-R013",45.84216,-89.49048,88,3.39,120,0.038522727
"NWCA16-R014",45.45669,-89.0011,27.8,0.652,66,0.023453237
"NWCA16-R015",47.61835,-91.85747,12.9,1.74,220,0.134883721
"NWCA16-R016",48.51253,-93.18879,109,16,348,0.146788991
"NWCA16-R017",48.25377,-95.06053,35.7,3.79,125,0.106162465
"NWCA16-R018",37.73849,-119.05184,1.39,0.181,126,0.130215827
"NWCA16-R019",37.88316,-119.26007,35.8,3.44,82,0.096089385
"NWCA16-R020",37.76663,-119.76199,14.9,3.21,72,0.215436242
"NWCA16-R021",41.89246,-124.19827,28.8,2.32,120,0.080555556
"NWCA16-R023",36.91419,-84.5492,19.1,25.1,2400,1.314136126
"NWCA16-R025",36.56464,-84.72664,6.96,0.359,30,0.05158046
"NWCA16-R026",39.19382,-78.66914,2.84,0.23,19,0.080985915
"NWCA16-R028",39.00404,-79.67217,11.6,2.03,17,0.175
"NWCA16-R030",42.51571,-100.64115,35.3,2.35,212,0.066572238
"NWCA16-R032",41.95283,-110.66386,9.39,0.697,74,0.074227902
"NWCA16-R034",44.73948,-74.06194,12.4,0.669,38,0.053951613
"NWCA16-R035",36.81888,-96.05522,8.32,0.425,58,0.051081731
"NWCA16-R037",47.11961,-93.88004,53.1,2.46,104,0.046327684
"NWCA16-R038",47.75632,-91.60857,38.3,16,244,0.417754569
"NWCA16-R039",46.38537,-88.7291,38.6,3.72,350,0.096373057
"NWCA16-R042",40.40604,-121.36517,8.98,1.05,124,0.116926503
"NWCA16-R043",48.95726,-99.82643,45.5,0.985,370,0.021648352
"NWCA16-R044",43.52749,-74.55165,8.04,0.418,32,0.05199005
"NWCA16-R045",44.56539,-73.42966,7.88,0.826,32,0.104822335
"NWCA16-R046",40.31297,-105.81145,8.67,0.262,20,0.030219146
"NWCA16-R047",40.10838,-122.01901,1.35,0.202,166,0.14962963
"NWCA16-R048",46.81217,-89.60212,22,0.907,58,0.041227273
"NWCA16-R049",46.48966,-86.10793,10.7,0.886,114,0.082803738
"NWCA16-R050",47.27584,-93.78712,63.6,18.7,274,0.294025157
"NWCA16-R051",46.45362,-110.35032,8.2,0.494,92,0.060243902
"NWCA16-R052",47.83785,-112.57277,6.27,1.04,30,0.165869219
"NWCA16-R053",40.308274,-105.813937,29,0.785,28,0.027068966
"NWCA16-R055",38.1827,-107.38654,2.26,0.541,96,0.239380531
"NWCA16-R057",46.66549,-88.17036,20.1,1.032,48,0.051343284
"NWCA16-R201",42.4925,-88.28455,23.5,1.75,100,0.074468085
"NWCA16-R202",40.56619,-83.61497,19.2,2.8,1100,0.145833333
"NWCA16-R203",40.05904,-83.7939,6.61,2.89,42,0.437216339
"NWCA16-R206",43.65722,-89.37182,6.17,5.54,214,0.897893031
"NWCA16-R207",43.64034,-88.17103,42.1,4.27,1000,0.101425178
"NWCA16-R208",43.66001,-89.36784,36.6,1.84,600,0.050273224
"NWCA16-R209",46.03048,-89.98956,51.9,3.31,58,0.063776493
"NWCA16-R210",46.03796,-89.77555,42.5,1.64,96,0.038588235
"NWCA16-R211",45.87993,-90.68938,32.9,2.19,142,0.06656535
"NWCA16-R212",47.22353,-94.67857,32.9,1.6,132,0.048632219
"NWCA16-R213",47.70531,-94.22402,43.7,1.99,76,0.045537757
"NWCA16-R216",39.16663,-79.34671,16.9,1.3,118,0.076923077
"NWCA16-R218",40.997998,-74.800392,5,0.54,60,0.108
"NWCA16-R220",44.52962,-71.81541,5.56,0.338,32,0.060791367
"NWCA16-R221",44.00571,-73.01074,5.63,0.305,42,0.054174067
"NWCA16-R222",43.36123,-71.77975,7.19,0.89,40,0.123783032
"NWCA16-R223",43.9309,-72.0617,7.78,0.445,19,0.057197943
"NWCA16-R301",44.319717,-68.37985,10,0.646,8,0.0646
"NWCA16-R303",44.23622,-68.32068,40.5,2.28,34,0.056296296
"NWCA16-R304",44.362967,-68.271767,10.6,0.712,17,0.067169811
"NWCA16-R305",44.30421,-68.21351,11.6,0.398,29,0.034310345
"NWCA16-R307",44.048933,-68.616,16.6,0.878,15,0.052891566
"NWCA16-R308",44.2785,-68.369717,16.5,0.625,42,0.037878788
"NWCA16-R309",44.328567,-68.3936,13.2,2.12,70,0.160606061
"NWCA16_MN-0001",45.44564,-92.6521,17.4,1.3,106,0.074712644
"NWCA16_MN-0002",47.11338,-93.84047,42.6,4.09,142,0.09600939
"NWCA16_MN-0003",48.3778,-95.93716,35.5,2.12,80,0.05971831
"NWCA16_MN-0005",45.98877,-94.39574,24.8,1.95,610,0.078629032
"NWCA16_MN-0006",46.72806,-94.87243,22.6,2.25,96,0.099557522
"NWCA16_MN-0007",48.2122,-95.1411,57.7,18.2,550,0.31542461
"NWCA16_MN-0009",45.031347,-92.896471,20.3,15,2750,0.738916256
"NWCA16_MN-0010",48.47591,-94.57716,34.6,1.47,120,0.042485549
"NWCA16_MN-0013",45.38352,-93.12864,25.1,13.1,2350,0.521912351
"NWCA16_MN-0014",48.23936,-93.92759,62.4,1.45,80,0.023237179
"NWCA16_MN-0017",47.50621,-91.44785,46.9,1.96,88,0.041791045
"NWCA16_MN-0018",47.50359,-93.78311,42.3,2.56,98,0.060520095
"NWCA16_MN-0019",48.22606,-96.04156,32.2,3.4,154,0.105590062
"NWCA16_MN-0020",46.30568,-94.983026,17.7,1.87,276,0.105649718
"NWCA16_MN-0021",45.92572,-94.20098,22.2,2.1,236,0.094594595
"NWCA16_MN-0022",46.75785,-93.59102,58.2,3.29,88,0.05652921
"NWCA16_MN-0023",48.44655,-95.32502,38.9,2.13,94,0.054755784
"NWCA16_MN-0026",48.33725,-93.37317,88.3,1.6,58,0.018120045
"NWCA16_MN-1008",45.12942,-93.82387,22.4,1.47,710,0.065625
"NWCA16_MN-1010",48.60061,-94.651995,59.75,3.58,470,0.0728878415
"NWCA16_MN-1014",47.96087,-93.63509,70.4,1.61,162,0.022869318
"NWCA16_MN-1029",47.55232,-95.58587,38.9,9.7,4900,0.249357326
"NWCA16_MN-1034",47.44227,-92.83918,41.5,2,86,0.048192771
"NWCA16_MN-1042",48.4622,-95.14855,49.8,1.55,114,0.031124498
"NWCA16_MN-1047",43.723,-93.35369,28.1,60.2,7550,2.142348754
