"UniqueLakeName","Lat","Lon","DOC_Median","TN_Median","TP_Median","pH"
"L11182",44.2905,-73.98016,NA,0.29,0.006,NA
"L11183",42.81742,-73.39951,NA,0.276,0.009,NA
"L11184",41.93985,-88.17829,NA,NA,0.011,NA
"L11185",43.91696,-74.21621,NA,0.405,0.011,NA
"L11186",43.88038,-73.58624,NA,0.325,0.0055,NA
"L11187",41.45847,-74.45398,NA,0.33,0.0265,NA
"L11188",42.58264,-75.44149,NA,0.29,0.01,NA
"L11189",42.6319,-78.34368,0.0076,1.285,0.1,NA
"L11190",42.18278,-88.32277,NA,NA,0.0576,NA
"L11191",43.20567,-73.42323,0.0038,0.495,0.029,NA
"L11192",42.78741,-76.14978,NA,0.349,0.012,NA
"L11193",43.16161,-74.53785,NA,0.335,0.007,NA
"L11194",42.86652,-75.75589,NA,0.285,0.011,NA
"L11195",42.67751,-76.30244,NA,0.73,0.019,NA
"L11196",42.90133,-75.52389,NA,0.571,0.01,NA
"L11197",41.83299,-87.84052,NA,NA,0.039,NA
"L11198",41.42936,-74.59934,NA,0.351,0.015,NA
"L11199",40.31812,-78.65145,NA,0.62,0.008,NA
"L1120",38.73685,-83.19354,NA,0.501,0.012,NA
"L11200",41.85718,-74.96306,NA,0.29,0.007,NA
"L11201",42.79747,-74.18401,NA,0.71,0.032,NA
"L11202",37.97532,-89.79811,NA,NA,0.057,NA
"L11203",40.03525,-78.63529,NA,1.065,0.053,NA
"L11204",43.88605,-73.69278,0.0026,0.23,0.01,NA
"L11205",42.77869,-77.71255,0.0034,0.1,0.017,NA
"L11206",41.3731,-73.8877,NA,0.45,0.016,NA
"L11207",41.41747,-75.59541,NA,0.2,0.0245,NA
"L11208",37.87608,-89.23026,NA,NA,0.5235,NA
"L11209",41.15236,-75.56774,NA,0.43,0.037,NA
"L11210",41.3186,-75.64598,NA,0.29,0.02,NA
"L11211",44.10611,-73.51093,NA,NA,0.009,NA
"L11212",41.72951,-77.29148,NA,0.45,0.02,NA
"L11213",39.733,-76.95466,NA,1.2,0.013,NA
"L11214",39.7445,-76.99167,NA,2.05,0.02,NA
"L11215",40.27569,-76.3582,NA,0.26,0.034,NA
"L11216",40.26942,-79.01001,NA,0.54,0.008,NA
"L11217",40.93772,-78.55243,NA,1.375,0.0305,NA
"L11218",40.67437,-75.83489,NA,0.61,0.022,NA
"L11219",43.31869,-78.25694,NA,NA,0.079,NA
"L1122",38.7466,-91.03081,NA,0.845,0.056,NA
"L11220",41.41643,-73.76043,NA,NA,0.022,NA
"L11221",43.78863,-74.25968,0.0045,NA,0.0145,NA
"L11222",42.40379,-77.07783,0.0042,NA,0.019,NA
"L11223",40.8033,-76.01972,NA,0.63,0.02,NA
"L11224",41.47824,-73.73171,NA,NA,0.013,NA
"L11225",43.33775,-76.7279,NA,NA,0.0415,NA
"L11226",40.27881,-76.35855,NA,0.91,0.044,NA
"L11227",40.31904,-79.47681,NA,1.19,0.0335,NA
"L11228",41.87789,-76.20335,NA,0.51,0.019,NA
"L11229",43.08913,-73.37426,0.0033,NA,0.013,NA
"L1123",38.74811,-93.58064,NA,0.88,0.05,NA
"L11230",43.85007,-74.88626,NA,NA,0.008,NA
"L11231",41.38148,-73.74013,0.0048,NA,0.0195,NA
"L11232",43.10687,-73.38285,NA,NA,0.009,NA
"L11233",41.48928,-71.87274,NA,0.3,0.012,NA
"L11234",40.34906,-78.11229,NA,1.71,0.008,NA
"L11235",41.85128,-77.51504,NA,1.2,0.03,NA
"L11236",42.04024,-75.63663,NA,NA,0.028,NA
"L11237",41.39798,-75.18631,NA,0.4,0.017,NA
"L11238",43.71338,-73.70535,0.002,0.33,0.005,NA
"L11239",39.91036,-79.37482,NA,0.5,0.027,NA
"L11240",40.32414,-79.47563,NA,1.2,0.047,NA
"L11241",41.56837,-76.66607,NA,0.39,0.0125,NA
"L11242",41.59481,-72.50175,0.004,0.4,0.019,NA
"L11243",41.43317,-75.51819,NA,0.26,0.01,NA
"L11244",43.24833,-76.95793,NA,0.43,0.025,NA
"L11245",40.56963,-78.7748,NA,1.68,0.01,NA
"L11246",41.57974,-72.77296,NA,0.8615,0.107,NA
"L11247",41.39576,-73.84874,NA,NA,0.0175,NA
"L11248",43.10647,-74.37004,NA,NA,0.009,NA
"L11249",40.57368,-76.36282,NA,2.24,0.093,NA
"L1125",38.75202,-93.59979,NA,0.82,0.045,NA
"L11250",42.32921,-77.29283,NA,0.7,0.033,NA
"L11251",41.58642,-74.58894,NA,NA,0.016,NA
"L11252",44.31558,-75.72699,NA,0.31,0.006,NA
"L11253",41.2742,-76.08194,NA,0.44,0.03,NA
"L11254",41.27157,-73.99047,NA,NA,0.016,NA
"L11255",41.68441,-73.47824,NA,0.8085,0.024,NA
"L11256",42.70278,-76.65863,NA,1.3,0.01,NA
"L11257",44.21014,-74.52817,NA,NA,0.005,NA
"L11258",41.96022,-74.84593,NA,0.345,0.0245,NA
"L11259",41.36357,-73.9002,NA,NA,0.031,NA
"L1126",38.75601,-75.21504,0.00483,NA,NA,8.6
"L11260",41.7227,-75.35506,NA,0.41,0.02,NA
"L11261",41.18386,-73.99742,NA,NA,0.071,NA
"L11262",41.60966,-75.33712,NA,1.09,0.0615,NA
"L11263",41.57654,-75.45588,NA,0.26,0.015,NA
"L11264",43.41157,-74.5494,NA,0.395,0.006,NA
"L11265",43.32972,-76.70959,NA,NA,0.031,NA
"L11266",42.35109,-79.32117,0.0043,0.6,0.0225,NA
"L11267",41.76667,-76.58679,NA,0.58,0.019,NA
"L11268",43.67856,-73.85436,0.0029,NA,0.009,NA
"L11269",41.31881,-74.20893,NA,NA,0.02,NA
"L1127",38.75719,-91.07991,NA,0.825,0.02,NA
"L11270",41.41069,-75.60557,NA,0.45,0.026,NA
"L11271",44.15678,-75.04492,0.002,NA,0.005,NA
"L11272",43.20994,-73.46379,NA,0.36,0.01,NA
"L11273",37.82967,-88.90815,NA,NA,0.061,NA
"L11274",40.13653,-80.47031,NA,0.96,0.063,NA
"L11275",44.29474,-74.15896,NA,NA,0.007,NA
"L11276",42.58318,-74.58167,NA,NA,0.02,NA
"L11277",39.98425,-75.57862,NA,1.5,0.081,NA
"L11278",44.48508,-74.72535,NA,NA,0.023,NA
"L11279",42.04561,-75.66548,NA,0.39,0.024,NA
"L1128",38.75763,-91.03216,NA,0.825,0.048,NA
"L11280",41.59054,-75.53406,NA,0.44,0.0205,NA
"L11281",41.89322,-77.16948,NA,0.535,0.025,NA
"L11282",41.74241,-75.27233,NA,0.43,0.019,NA
"L11283",42.1189,-73.55571,0.0031,0.915,0.033,NA
"L11284",39.66582,-88.01723,NA,NA,0.32,NA
"L11285",43.4728,-75.92304,NA,0.39,0.01,NA
"L11286",42.44961,-88.19099,NA,NA,0.021,NA
"L11287",42.36526,-88.07941,NA,NA,0.025,NA
"L11288",42.44401,-88.16025,NA,NA,0.1005,NA
"L11289",42.45357,-88.12992,NA,NA,0.0765,NA
"L1129",38.75778,-94.04241,NA,0.85,0.035,NA
"L11290",42.48769,-88.12747,NA,NA,0.045,NA
"L11291",42.44522,-88.12664,NA,NA,0.072,NA
"L11292",42.4329,-88.1291,NA,NA,0.08,NA
"L11293",42.41162,-88.15917,NA,NA,0.139,NA
"L11294",42.46728,-88.13386,NA,NA,0.1115,NA
"L11295",42.38654,-88.19861,NA,NA,0.139,NA
"L11296",42.48404,-88.1414,NA,NA,0.039,NA
"L11297",39.85205,-88.89469,NA,NA,0.097,NA
"L11298",39.71411,-89.6276,NA,NA,0.28,NA
"L11299",39.49321,-89.26229,NA,NA,0.227,NA
"L1130",38.75947,-97.1629,0.006675,NA,NA,8.1
"L11300",41.42757,-90.82726,NA,NA,0.03,NA
"L11301",38.72715,-88.76171,NA,NA,0.131,NA
"L11302",39.22018,-89.46547,NA,NA,0.241,NA
"L11303",41.88703,-76.71378,NA,0.83,0.026,NA
"L11304",42.69627,-78.03402,NA,0.8,0.032,NA
"L11305",43.26649,-73.91262,NA,0.32,0.007,NA
"L11306",41.56722,-75.7068,NA,0.37,0.029,NA
"L11307",39.2314,-89.59867,NA,NA,0.209,NA
"L11308",39.17402,-89.4715,NA,NA,0.249,NA
"L11309",38.94266,-89.37769,NA,NA,0.312,NA
"L11310",39.42099,-88.43435,NA,NA,0.171,NA
"L11311",39.35654,-88.46877,NA,NA,0.0915,NA
"L11312",38.76546,-88.09899,NA,NA,0.108,NA
"L11313",40.40982,-88.72274,NA,NA,0.056,NA
"L11314",40.1658,-88.80408,NA,NA,0.112,NA
"L11315",40.12136,-88.92349,NA,NA,0.0615,NA
"L11316",40.63427,-89.0358,NA,NA,0.023,NA
"L11317",40.91011,-88.64979,NA,NA,0.017,NA
"L11318",40.50911,-90.73361,NA,NA,0.1515,NA
"L11319",40.45563,-90.79096,NA,NA,0.018,NA
"L1132",38.7637759183673,-94.3403004081633,NA,0.74,0.044,7.9
"L11320",40.42561,-91.15511,NA,NA,0.061,NA
"L11321",39.24261,-89.85208,NA,NA,0.2025,NA
"L11322",39.14641,-89.87768,NA,NA,0.2105,NA
"L11323",40.57089,-89.98422,NA,NA,0.073,NA
"L11324",40.46965,-89.86254,NA,NA,0.041,NA
"L11325",40.3079,-90.46358,NA,NA,0.105,NA
"L11326",38.76398,-88.86373,NA,NA,0.065,NA
"L11327",38.55525,-88.99527,NA,NA,0.087,NA
"L11328",38.54009,-89.08536,NA,NA,0.229,NA
"L11329",38.34766,-89.35952,NA,NA,0.567,NA
"L11330",40.17496,-87.64311,NA,NA,0.091,NA
"L11331",39.63973,-87.70362,NA,NA,0.105,NA
"L11332",39.42976,-87.81122,NA,NA,0.0315,NA
"L11333",41.32454,-89.88545,NA,NA,0.05,NA
"L11334",42.42065,-89.83306,NA,NA,0.092,NA
"L11335",39.88327,-90.94002,NA,NA,0.0106,NA
"L11336",39.67016,-90.19518,NA,NA,0.06005,NA
"L11337",39.6388,-90.75266,NA,NA,0.0995,NA
"L11338",39.60505,-90.01349,NA,NA,0.095,NA
"L11339",37.41165,-88.76796,NA,NA,0.033,NA
"L1134",38.76412,-91.03222,NA,0.4,0.03,NA
"L11340",37.45401,-88.84176,NA,NA,0.041,NA
"L11341",37.419,-88.89084,NA,NA,0.0265,NA
"L11342",38.1066,-89.69914,NA,NA,0.1955,NA
"L11343",38.10421,-89.4044,NA,NA,0.1485,NA
"L11344",38.07294,-89.21998,NA,NA,0.2325,NA
"L11345",37.78012,-89.38158,NA,NA,0.0605,NA
"L11346",37.81242,-89.45608,NA,NA,0.031,NA
"L11347",37.70989,-89.22612,NA,NA,0.04745,NA
"L11348",37.69658,-89.22912,NA,NA,0.0895,NA
"L11349",37.67515,-88.95982,NA,NA,0.12,NA
"L1135",38.76656,-91.02218,NA,1.1,0.1,NA
"L11350",42.34804,-88.97763,NA,NA,0.057,NA
"L11351",41.84532,-89.96581,NA,NA,0.029,NA
"L11352",38.54125,-88.5816,NA,NA,0.306,NA
"L11353",38.35811,-88.59024,NA,NA,0.04,NA
"L11354",38.89357,-89.44044,NA,NA,0.219,NA
"L11355",39.13738,-88.63777,NA,NA,0.033,NA
"L11356",38.91781,-88.28471,NA,NA,0.053,NA
"L11357",38.75948,-88.06031,NA,NA,0.041,NA
"L11358",40.7052,-89.28175,NA,NA,0.105,NA
"L11359",40.64211,-88.92788,NA,NA,0.063,NA
"L1136",38.76699,-91.04916,NA,0.85,0.014,NA
"L11360",41.54874,-74.10358,0.0059,0.8,0.04,NA
"L11361",41.34007,-73.88261,NA,0.415,0.0255,NA
"L11362",39.44393,-89.963,NA,NA,0.0665,NA
"L11363",39.4197,-89.90326,NA,NA,0.0941,NA
"L11364",39.3418,-90.19697,NA,NA,0.056,NA
"L11365",39.1432,-89.85856,NA,NA,0.422,NA
"L11366",39.01757,-89.1422,NA,NA,0.129,NA
"L11367",38.77531,-89.08788,NA,NA,0.092,NA
"L11368",38.64699,-88.94657,NA,NA,0.172,NA
"L11369",39.46693,-88.14621,NA,NA,0.1035,NA
"L1137",38.77125,-77.64556,0.00348,NA,NA,8.4
"L11370",39.63784,-87.68389,NA,NA,0.087,NA
"L11371",42.08772,-73.70821,0.0051,NA,0.019,NA
"L11372",43.40833,-75.18666,NA,NA,0.01,NA
"L11373",41.61768,-73.79731,NA,NA,0.14,NA
"L11374",41.66601,-76.62991,NA,1.105,0.08,NA
"L11375",44.71659,-74.13416,NA,NA,0.012,NA
"L11376",40.0029,-75.85714,NA,2.54,0.02,NA
"L11377",41.25379,-73.95041,NA,NA,0.125,NA
"L11378",41.73656,-77.26147,NA,0.655,0.045,NA
"L11379",43.32303,-73.83237,NA,0.32,0.008,NA
"L1138",38.77637,-105.0044,0.00202,NA,NA,7.48
"L11380",44.34951,-76.11507,NA,NA,0.015,NA
"L11381",41.34604,-75.68237,NA,0.3,0.017,NA
"L11382",41.87878,-77.12895,NA,0.64,0.014,NA
"L11383",41.50613,-72.4049,NA,0.334,NA,NA
"L11384",42.75283,-77.51137,0.0032,NA,0.0225,NA
"L11385",44.32233,-73.97378,NA,0.33,0.004,NA
"L11386",44.66832,-74.29041,NA,0.465,0.018,NA
"L11387",43.36658,-73.7905,NA,0.3,0.012,NA
"L11388",44.29103,-75.77562,NA,0.335,0.008,NA
"L11389",41.31468,-73.85052,NA,0.965,0.0795,NA
"L1139",38.7793557142857,-88.0624642857143,0.00635,NA,0.1155,9.1
"L11390",43.71982,-74.92378,NA,0.375,0.008,NA
"L11391",41.38094,-75.50401,NA,0.56,0.028,NA
"L11392",41.93935,-76.65149,NA,0.47,0.05,NA
"L11393",43.62594,-73.84457,NA,0.23,0.008,NA
"L11394",41.45191,-74.4813,NA,0.3,0.026,NA
"L11395",43.76819,-74.90016,0.0045095,NA,0.0044,NA
"L11396",44.2535,-74.47927,NA,NA,0.0095,NA
"L11397",42.42759,-78.48002,0.00245,0.997,0.0135,NA
"L11398",43.78827,-73.77298,NA,0.2685,0.007,NA
"L11399",44.33463,-75.71455,NA,0.5035,0.016,NA
"L1140",38.77882,-91.0592,NA,0.39,0.011,NA
"L11400",42.39094,-73.89549,NA,1.15,0.079,NA
"L11401",41.20828,-73.81913,NA,0.505,0.047,NA
"L11402",42.37454,-75.64629,NA,0.43,0.012,NA
"L11403",40.0702,-75.72251,NA,0.59,0.012,NA
"L11404",42.47045,-75.87432,NA,0.56,0.018,NA
"L11405",41.3282,-73.74051,NA,0.84,0.111,NA
"L11406",41.96839,-75.83833,NA,0.38,0.017,NA
"L11407",42.40696,-73.41591,NA,0.36,0.008,NA
"L11408",43.13242,-74.49017,0.00295,0.37,0.008,NA
"L11409",42.76052,-75.55785,NA,0.52,0.01,NA
"L1141",38.77993,-92.60088,NA,0.62,0.029,NA
"L11410",43.26002,-73.90563,NA,0.26,0.006,NA
"L11411",44.66924,-74.2739,NA,0.34,0.013,NA
"L11412",42.66261,-73.63477,0.0051,0.474,0.017,NA
"L11413",41.91342,-89.3615,NA,NA,0.0685,NA
"L11414",41.70916,-87.90086,NA,NA,0.134,NA
"L11415",41.62977,-71.97709,NA,NA,NA,NA
"L11416",40.35599,-76.4083,NA,1.25,0.049,NA
"L11417",43.65669,-76.179,NA,NA,0.0395,NA
"L11418",41.4524,-73.77944,NA,NA,0.025,NA
"L11419",40.84116,-76.11184,NA,0.3,0.01,NA
"L1142",38.78744,-91.05837,NA,0.32,0.014,NA
"L11420",44.6988,-74.12519,NA,NA,0.018,NA
"L11421",40.94955,-78.90926,NA,2.7,0.032,NA
"L11422",43.29223,-75.42955,0.0024,NA,0.0135,NA
"L11423",40.48082,-78.71489,NA,0.66,0.02,NA
"L11424",43.26639,-73.92859,NA,NA,0.005,NA
"L11425",44.33345,-74.15322,NA,NA,0.01,NA
"L11426",43.32938,-75.90873,NA,NA,0.01,NA
"L11427",40.24581,-76.47679,NA,0.66,0.051,NA
"L11428",44.50536,-73.87723,NA,NA,0.0055,NA
"L11429",41.06674,-76.28554,NA,NA,NA,NA
"L11430",42.51993,-74.14984,0.00475,NA,0.0355,NA
"L11431",41.61877,-74.56518,NA,NA,0.014,NA
"L11432",40.16436,-78.96309,NA,1.6,0.013,NA
"L11433",42.41302,-75.49927,NA,0.39,0.015,NA
"L11434",42.34786,-77.4781,NA,NA,0.014,NA
"L11435",41.38354,-76.62073,NA,0.29,0.025,NA
"L11436",41.75333,-75.20853,NA,0.59,0.026,NA
"L11437",42.53778,-73.60386,0.00535,NA,0.074,NA
"L11438",41.51331,-75.84893,NA,0.38,0.014,NA
"L11439",40.7881,-73.02117,NA,3.63,0.011,NA
"L1144",38.79133,-105.1064,0.00092,NA,NA,7.68
"L11440",40.38022,-78.88392,NA,0.53,0.01,NA
"L11441",44.27934,-75.77432,NA,0.34,0.006,NA
"L11442",40.35857,-76.45312,NA,3.49,0.049,NA
"L11443",44.42846,-74.26633,NA,0.48,0.013,NA
"L11444",44.72578,-74.28201,NA,NA,0.014,NA
"L11445",41.45829,-73.66493,NA,NA,0.03,NA
"L11446",43.55651,-73.77944,NA,NA,0.009,NA
"L11447",40.60399,-74.08022,NA,NA,0.0755,NA
"L11448",41.97896,-77.19281,NA,0.695,0.0185,NA
"L11449",42.45204,-73.65566,NA,NA,0.035,NA
"L1145",38.79133,-95.97943,0.00469,NA,NA,8.7
"L11450",41.51608,-75.72908,NA,1.045,0.135,NA
"L11451",41.55915,-73.6623,NA,NA,0.015,NA
"L11452",42.14416,-73.59561,0.0055,NA,0.034,NA
"L11453",40.15055,-79.09955,NA,0.51,0.008,NA
"L11454",41.55263,-75.59445,NA,0.54,0.018,NA
"L11455",43.52543,-74.02265,NA,NA,0.008,NA
"L11456",42.61107,-75.00474,NA,NA,0.007,NA
"L11457",40.28059,-78.98862,NA,0.62,0.01,NA
"L11458",41.76189,-76.24934,NA,1.31,0.05,NA
"L11459",41.47284,-73.78132,NA,NA,0.014,NA
"L1146",38.79221,-84.64321,0.00342,NA,NA,8.3
"L11460",41.87283,-75.02706,NA,NA,0.066,NA
"L11461",41.38731,-73.75233,NA,0.497,0.02,NA
"L11462",42.47469,-87.93967,NA,NA,0.013,NA
"L11463",42.24877,-87.96326,NA,NA,0.047,NA
"L11464",42.24426,-87.96268,NA,NA,0.0415,NA
"L11465",42.02749,-88.01273,NA,NA,0.051,NA
"L11466",41.96319,-88.13116,NA,NA,0.009,NA
"L11467",41.8332,-88.17452,NA,NA,0.014,NA
"L11468",41.82841,-88.14338,NA,NA,0.061,NA
"L11469",41.81524,-88.06938,NA,NA,0.1945,NA
"L1147",38.7932,-90.78181,0.00561,NA,NA,7.8
"L11470",41.7144,-87.89027,NA,NA,0.037,NA
"L11471",37.71966,-89.07619,NA,NA,0.276,NA
"L11472",38.13972,-89.72646,NA,NA,0.035,NA
"L11473",39.36903,-90.05387,NA,NA,0.159,NA
"L11474",42.38553,-75.85068,NA,0.33,0.009,NA
"L11475",43.75872,-75.30566,NA,NA,0.0095,NA
"L11476",41.28154,-80.18313,NA,1.13,0.026,NA
"L11477",44.25247,-75.7372,NA,NA,0.027,NA
"L11478",40.38751,-78.8316,NA,0.54,0.01,NA
"L11479",40.42209,-78.68825,NA,1.43,0.047,NA
"L11480",41.41196,-73.20848,NA,0.8945,0.055,NA
"L11481",44.81923,-74.0186,NA,NA,0.008,NA
"L11482",38.69154,-90.09327,NA,NA,0.168,NA
"L11483",38.70081,-89.27563,NA,NA,0.223,NA
"L11484",42.12635,-87.77658,NA,NA,0.03,NA
"L11485",37.41239,-88.65914,NA,NA,0.017,NA
"L11486",37.49044,-88.9214,NA,NA,0.057,NA
"L11487",37.25911,-88.84375,NA,NA,0.109,NA
"L11488",37.36165,-89.1766,NA,NA,0.106,NA
"L11489",38.28152,-89.35066,NA,NA,0.1705,NA
"L1149",38.79925,-90.79683,NA,0.69,0.022,NA
"L11490",37.63179,-89.01498,NA,NA,0.025,NA
"L11491",37.62659,-89.14084,NA,NA,0.018,NA
"L11492",37.62066,-89.08797,NA,NA,0.011,NA
"L11493",39.10346,-89.75648,NA,NA,0.2965,NA
"L11494",39.0866,-89.74165,NA,NA,0.174,NA
"L11495",39.04727,-89.77836,NA,NA,0.033,NA
"L11496",41.98468,-71.60077,NA,0.505,0.018,NA
"L11497",41.42587,-71.63107,NA,0.605,0.019,NA
"L11498",41.45816,-71.49389,NA,0.96,0.012,NA
"L11499",41.51615,-71.77161,NA,0.29,0.0075,NA
"L1150",38.80208,-90.00102,NA,NA,0.064,NA
"L11500",44.34704,-69.64307,0.00692,0.48,0.016,NA
"L11501",46.94847,-68.87781,0.003835,0.204,0.0075,NA
"L11502",45.48768,-69.5044,0.00441,0.1845,0.01,NA
"L11503",44.95607,-69.98989,NA,NA,NA,NA
"L11504",45.27764,-69.25392,0.004345,NA,0.002,NA
"L11505",45.28262,-70.74718,0.0047,NA,0.013,NA
"L11506",45.89027,-69.04494,0.00644,NA,0.008,NA
"L11507",46.28921,-67.8762,0.0035,NA,0.0115,NA
"L11508",44.09983,-69.27341,NA,NA,NA,NA
"L11509",45.71398,-67.78878,0.00375,0.168,0.005,NA
"L1151",38.81448,-86.07571,NA,NA,0.057,NA
"L11510",44.40041,-69.82302,NA,NA,0.023,NA
"L11511",44.85483,-69.36122,0.00676,NA,0.018,NA
"L11512",45.59646,-68.3846,0.0129,NA,0.013,NA
"L11513",45.31827,-68.05484,0.0049,0.317,0.007,NA
"L11514",44.91841,-68.2651,NA,NA,0.004,NA
"L11515",45.281,-67.84334,NA,NA,NA,NA
"L11516",44.3543,-70.64977,0.0033,NA,0.006,NA
"L11517",44.55571,-68.59283,NA,NA,0.01,NA
"L11518",45.46141,-69.74362,NA,NA,0.01,NA
"L11519",45.20358,-69.52416,0.0039,0.235,0.006,NA
"L1152",38.81466,-83.52684,NA,0.756,0.0486,NA
"L11520",46.96117,-68.89065,0.004165,0.163,0.0025,NA
"L11521",44.25419,-69.53183,0.013,NA,0.028,NA
"L11522",45.5928,-70.28984,0.00644,0.243,0.009,NA
"L11523",43.63605,-70.72865,0.00301,0.2275,0.006,NA
"L11524",45.04228,-67.5029,NA,NA,0.005,NA
"L11525",44.00444,-69.59431,0.007,NA,0.021,NA
"L11526",45.00686,-70.13165,NA,NA,0.014,NA
"L11527",46.15654,-69.08248,0.00784,NA,0.0065,NA
"L11528",44.75631,-67.77163,NA,NA,0.0115,NA
"L11529",44.99258,-69.31848,0.0067,NA,0.0275,NA
"L1153",38.81717,-95.54639,0.00583,NA,NA,8.8
"L11530",44.2076,-69.17704,NA,NA,0.011,NA
"L11531",43.8418,-69.86859,0.0037,NA,0.008,NA
"L11532",45.13277,-70.00473,NA,NA,0.028,NA
"L11533",45.58388,-70.40537,NA,NA,0.02,NA
"L11534",43.22004,-70.80702,0.0084,0.5645,0.0275,NA
"L11535",41.78852,-71.46876,NA,0.39,0.017,NA
"L11536",41.91041,-71.65076,NA,0.33,0.012,NA
"L11537",41.44294,-71.71835,NA,0.5,0.016,NA
"L11538",41.62182,-71.71617,NA,NA,NA,NA
"L11539",46.5424,-69.38514,NA,NA,0.007,NA
"L1154",38.8235,-80.61408,0.00174,NA,NA,7.48
"L11540",45.03305,-70.75566,0.00645,NA,0.0095,NA
"L11541",44.57995,-68.70287,0.00409,0.2335,0.0095,NA
"L11542",45.2644,-70.07284,0.00499,NA,0.002,NA
"L11543",46.86493,-68.7008,NA,NA,0.011,NA
"L11544",44.8274,-67.90313,0.00368,0.325,0.008,NA
"L11545",45.82065,-68.87171,NA,NA,0.004,NA
"L11546",44.47816,-70.10412,0.00796,NA,0.0155,NA
"L11547",45.41014,-68.45352,NA,NA,0.017,NA
"L11548",45.07177,-67.38168,0.00435,0.192,0.006,NA
"L11549",45.06191,-69.71076,0.0045,NA,0.0075,NA
"L1155",38.82741,-94.36388,NA,0.87,0.042,NA
"L11550",45.14164,-68.40104,NA,NA,NA,NA
"L11551",44.76528,-67.52453,0.00468,NA,0.006,NA
"L11552",44.31797,-69.00126,NA,NA,0.013,NA
"L11553",45.59131,-69.32193,NA,NA,0.008,NA
"L11554",46.95305,-68.8424,0.00432,0.2415,0.006,NA
"L11555",43.5561,-70.77567,0.005335,NA,0.007,NA
"L11556",44.40599,-70.67718,0.0037,0.164,0.008,NA
"L11557",47.21001,-68.23659,0.00437,0.462,0.013,NA
"L11558",44.17702,-70.77126,NA,NA,0.019,NA
"L11559",43.81251,-69.81561,NA,NA,0.017,NA
"L1156",38.83133,-91.42022,NA,0.39,0.013,NA
"L11560",41.46322,-71.32045,NA,0.63,0.034,NA
"L11561",41.41522,-71.54525,NA,0.17,0.007,NA
"L11562",41.92415,-71.78024,NA,0.29,0.008,NA
"L11563",41.4346,-71.48853,NA,0.51,0.015,NA
"L11564",41.64048,-71.15626,NA,0.45,0.027,NA
"L11565",44.58781,-68.07079,NA,NA,0.004,NA
"L11566",44.82842,-70.88557,0.004325,0.242,0.006,NA
"L11567",45.33495,-69.56104,NA,NA,NA,NA
"L11568",45.97061,-70.24224,NA,NA,0.01,NA
"L11569",45.63558,-70.49223,0.00781,NA,0.009,NA
"L1157",38.83462,-94.74901,0.00465,NA,NA,8.2
"L11570",46.78569,-68.51242,0.0059,NA,0.0115,NA
"L11571",44.73,-70.08388,0.00247,0.154,0.004,NA
"L11572",45.48996,-68.67609,NA,NA,0.011,NA
"L11573",44.5692,-69.95273,0.00632,0.384,0.018,NA
"L11574",44.46674,-70.13258,0.00357,0.238,0.005,NA
"L11575",45.82067,-69.37167,0.00452,NA,0.008,NA
"L11576",44.36899,-69.32856,0.00367,NA,0.006,NA
"L11577",46.3302,-67.87071,NA,NA,0.017,NA
"L11578",45.32067,-68.11178,NA,NA,0.009,NA
"L11579",45.25548,-69.92097,0.002065,0.121,0.005,NA
"L1158",38.8362,-94.39028,NA,0.79,0.041,NA
"L11580",47.05625,-68.36387,0.00516,NA,0.011,NA
"L11581",45.28266,-69.52726,NA,NA,0.005,NA
"L11582",45.40544,-70.29122,NA,NA,NA,NA
"L11583",44.57385,-69.92543,0.00381,0.307,0.007,NA
"L11584",45.92496,-68.79264,0.00479,0.306,0.012,NA
"L11585",45.62316,-69.17609,NA,NA,NA,NA
"L11586",44.66376,-68.57804,NA,NA,0.005,NA
"L11587",45.65679,-68.96296,NA,NA,0.011,NA
"L11588",46.16975,-69.88186,NA,NA,0.027,NA
"L11589",43.1895,-70.76396,0.00882,NA,0.026,NA
"L11590",45.26779,-70.74109,0.0053,NA,0.006,NA
"L11591",44.18977,-69.34164,0.00334,NA,0.011,NA
"L11592",41.46143,-71.31233,NA,1.98,0.154,NA
"L11593",41.8873,-71.55005,NA,0.635,0.0285,NA
"L11594",44.98142,-69.77057,0.0061,NA,0.017,NA
"L11595",46.2958,-68.89054,0.00804,NA,0.012,NA
"L11596",46.65079,-68.03022,0.007085,1.01,0.038,NA
"L11597",44.34499,-69.68469,0.00381,NA,0.009,NA
"L11598",45.21327,-69.55777,NA,NA,0.0075,NA
"L11599",45.75797,-69.19358,NA,NA,0.006,NA
"L1160",38.84793,-93.7811,NA,1.025,0.0475,NA
"L11600",43.84316,-70.43226,NA,NA,NA,NA
"L11601",45.67161,-68.87407,NA,NA,0.008,NA
"L11602",45.44949,-69.45697,0.0071,NA,0.015,NA
"L11603",46.09725,-67.9269,0.00363,0.24,0.0055,NA
"L11604",46.14225,-69.63332,0.008835,NA,0.007,NA
"L11605",47.2132,-68.46719,0.004455,NA,0.017,NA
"L11606",44.38531,-70.24291,0.00437,0.261,0.007,NA
"L11607",44.42335,-70.53062,0.00476,NA,0.009,NA
"L11608",43.68266,-70.69186,NA,NA,0.012,NA
"L11609",45.88158,-69.02571,0.0034,NA,0.0075,NA
"L1161",38.86379,-86.00294,NA,NA,0.039,NA
"L11610",44.26313,-70.83639,NA,NA,0.008,NA
"L11611",43.57491,-70.23215,NA,NA,0.0305,NA
