"SITE_ID","Lat","Lon","DOC_Median","TN_Median","TP_Median"
"NLA06608-0836",35.737081,-109.5195801,15.53,1184,51
"NLA06608-0837",43.3253592,-113.9237405,9.05,1460,109
"NLA06608-0842",44.9825956,-109.5385322,0.79,71,13
"NLA06608-0843",33.2882806,-87.1410494,2.32,196,8
"NLA06608-0846",45.7055829,-89.8912314,9.17,875,39
"NLA06608-0847",40.5282114,-84.496928,7.91,3572,395
"NLA06608-0849",48.0904008,-124.6325273,4.03,189,5
"NLA06608-0850",40.7640087,-111.3907566,3.75,486,19
"NLA06608-0851",45.7732901,-99.6410085,8.84,1104,44
"NLA06608-0856",34.2849049,-97.1711264,4.58,483,31
"NLA06608-0857",36.1765247,-79.7610508,3.38,469,31
"NLA06608-0859",42.7887771,-88.2197921,7.4,913,33
"NLA06608-0860",41.7755557,-91.584579,3.455,4191,227
"NLA06608-0862",46.1395931,-90.2094374,11.28,654,11
"NLA06608-0863",40.5515739,-81.2379527,2.66,446,36
"NLA06608-0864",38.2993371,-102.7554334,11.22,973,11
"NLA06608-0865",28.0262635,-81.9096937,9.63,1489,100
"NLA06608-0868",37.6157872,-87.8583561,7.14,1184,61
"NLA06608-0869",41.4139341,-75.0253588,7.03,479,44
"NLA06608-0870",44.3166864,-122.0463775,0.34,87,43
"NLA06608-0871",45.3918493,-96.0937218,18.51,5378,407
"NLA06608-0872",37.7052385,-97.055929,7.58,1129,276
"NLA06608-0873",34.7875447,-111.2309008,6.39,433,141
"NLA06608-0874",43.4998469,-86.0236327,3.97,3441,29
"NLA06608-0875",42.426005,-84.9395227,8.71,720,16
"NLA06608-0877",33.3933943,-114.7186101,7.27,878,14
"NLA06608-0878",46.4127901,-95.4920248,7.32,630,18
"NLA06608-0880",39.6134945,-102.1976293,9.73,1463,134
"NLA06608-0881",44.6802987,-118.0456408,3.34,513,42
"NLA06608-0885",33.7473298,-117.4401855,5.96,865,1386
"NLA06608-0889",41.2183979,-116.5205894,4.11,404,204
"NLA06608-0890",48.0423761,-90.4120638,9.11,449,8
"NLA06608-0891",41.2273976,-103.8250886,5.61,1137,133
"NLA06608-0893",40.4600301,-81.1628318,2.91,303,14
"NLA06608-0895",34.3602432,-109.3628312,6.17,520,237
"NLA06608-0899",46.6496238,-99.4213905,36.83,4472,495
"NLA06608-0900",38.7232253,-88.7625553,5.89,700,48
"NLA06608-0904",42.3071251,-96.3316497,5.96,1603,135
"NLA06608-0905",39.171602,-119.9011897,2.46,358,12
"NLA06608-0906",43.643345,-110.796597,1.19,111,1
"NLA06608-0913",46.3689519,-69.2277475,11.67,697,10
"NLA06608-0914",44.7665922,-67.6993025,3.57,171,10
"NLA06608-0915",47.5788475,-96.2353185,16.83,1410,102
"NLA06608-0916",38.7913328,-105.1064368,0.92,237,16
"NLA06608-0918",45.6353649,-70.3547825,6.29,244,4
"NLA06608-0921",35.9544319,-78.5780997,6.99,340,7
"NLA06608-0922",44.4668072,-106.7540577,3.4,226,12
"NLA06608-0924",42.5326387,-100.5912717,2.44,14400,447
"NLA06608-0925",36.1120438,-114.4484101,2.71,1160,1
"NLA06608-0926",46.278362,-91.0361196,4.01,252,4
"NLA06608-0927",40.1926207,-109.6839624,7.47,498,18
"NLA06608-0929",46.1796755,-113.2957121,3.43,354,14
"NLA06608-0930",43.5342474,-71.50525,2.84,174,4
"NLA06608-0933",43.9276275,-118.1504274,3.38,775,136
"NLA06608-0934",43.7361272,-122.0382458,0.6,5,1
"NLA06608-0935",44.6510154,-93.4604842,8.43,1198,36
"NLA06608-0938",43.2310607,-86.2884379,5.61,519,34
"NLA06608-0940",41.9574059,-103.5255076,8.39,866,37
"NLA06608-0942",47.0714362,-94.6024727,4.63,306,6
"NLA06608-0943",34.8073112,-84.2659692,1.24,93,5
"NLA06608-0944",48.206536,-108.0879027,7.34,1419,523
"NLA06608-0946",41.8399634,-72.196127,5.32,552,30
"NLA06608-0950",43.1677407,-108.1947009,3.28,234,20
"NLA06608-0955",41.1763129,-105.2328863,4.67,288,10
"NLA06608-0957",39.3013998,-80.5600871,3.79,276,8
"NLA06608-0958",47.5916096,-93.3916489,8.23,511,18
"NLA06608-0961",47.4893946,-116.6865573,2.26,189,11
"NLA06608-0962",41.5181689,-111.7317,1.93,190,6
"NLA06608-0967",43.8008911,-99.2377129,16.89,1998,1016
"NLA06608-0968",42.7317429,-94.9005843,24.21,3553,145
"NLA06608-0970",43.0004446,-109.8706018,2.53,140,3
"NLA06608-0971",40.1169315,-85.2840692,4.19,787,54
"NLA06608-0972",35.5285738,-98.025785,5.47,938,619
"NLA06608-0974",46.4756852,-88.1918862,4.36,101,4
"NLA06608-0979",43.7680287,-103.5206581,7.52,952,68
"NLA06608-0980",37.3956474,-88.6847527,7.54,923,176
"NLA06608-0982",44.4465147,-71.8113302,5.36,248,6
"NLA06608-0984",33.8853612,-94.9395246,6.25,878,115
"NLA06608-0986",31.3004608,-89.434728,3.14,186,7
"NLA06608-0987",41.5778835,-85.6635443,12.8,1800,40
"NLA06608-0989",37.1226973,-77.6360547,6.04,856,56
"NLA06608-0990",46.2366797,-94.3398118,7.29,960,40
"NLA06608-0993",44.1540395,-74.4447578,3.21,551,1
"NLA06608-0994",43.100635,-72.0886159,4.28,214,5
"NLA06608-0996",36.4775135,-104.8975432,6.61,449,9
"NLA06608-0997",43.7347358,-73.1843614,2.64,204,4
"NLA06608-1001",34.3205603,-80.6282663,5.81,416,24
"NLA06608-1002",47.6435577,-109.1837945,17.81,1536,378
"NLA06608-1003",42.0811801,-86.2102903,5.62,524,12
"NLA06608-1005",37.957157,-77.8815881,4.28,425,40
"NLA06608-1006",47.2330995,-100.0594809,26.51,3391,278
"NLA06608-1007",38.934359,-83.7764875,5.45,479,30
"NLA06608-1008",47.8800834,-112.3069538,1.8,86,4
"NLA06608-1010",41.4498596,-73.2891578,2.88,901,38
"NLA06608-1012",40.3920289,-93.8532315,8.47,880,41
"NLA06608-1014",42.581981,-83.8459894,7.65,568,15
"NLA06608-1015",43.1396464,-94.6604902,7.47,1704,77
"NLA06608-1016",35.8734491,-96.5565563,10.75,749,69
"NLA06608-1018",47.6672568,-90.9897002,12.42,1174,36
"NLA06608-1022",47.1364529,-99.0594063,28.58,5003,553
"NLA06608-1024",48.8960231,-99.7139221,24.01,439,19
"NLA06608-1034",42.7449612,-83.3105724,8.91,563,5
"NLA06608-1035",43.3058035,-94.6902385,14.71,4348,160
"NLA06608-1036",39.014845,-95.2899994,5.09,856,94
"NLA06608-1037",40.306501,-74.1372052,3.28,441,25
"NLA06608-1038",47.7628537,-91.6087447,13.3,561,20
"NLA06608-1039",33.2923101,-84.4750231,7.46,1454,81
"NLA06608-1041",47.7286971,-119.5926045,18.41,1878,190
"NLA06608-1044",34.8384064,-87.9467017,2.19,344,54
"NLA06608-1045",42.4935326,-77.1403747,2.65,236,6
"NLA06608-1047",31.1935952,-94.3072733,5.14,285,3
"NLA06608-1052",39.6145697,-99.1824015,10.19,1329,295
"NLA06608-1055",39.9208141,-81.4692824,5.57,1477,88
"NLA06608-1056",38.0883745,-91.4520107,4.47,464,22
"NLA06608-1057",47.2669021,-121.094003,0.92,28,1
"NLA06608-1058",42.3649156,-122.2142097,2.18,171,1
"NLA06608-1059",44.0055158,-88.4158331,7.72,1406,161
"NLA06608-1060",37.6679416,-88.8396827,9.16,2292.5,244.5
"NLA06608-1070",46.0972678,-97.2373177,14.18,1183,774
"NLA06608-1073",45.2293638,-117.2723703,1.22,68,3
"NLA06608-1075",45.3526489,-89.4724038,7.79,406,8
"NLA06608-1083",39.9937406,-104.5793379,6.03,2784,530
"NLA06608-1086",47.3443775,-100.0458254,41.47,3950,92
"NLA06608-1087",35.0563642,-82.3396067,2.68,273,14
"NLA06608-1089",47.9261558,-114.4032969,7.2,293,8
"NLA06608-1091",46.6455476,-99.5662283,26.4,2503,90
"NLA06608-1096",42.8028323,-98.6667271,2.08,665,171
"NLA06608-1100",39.0361826,-94.7692285,3.1,262,8
"NLA06608-1101",41.1692142,-74.4640996,5.53,1713,109
"NLA06608-1102",48.0427271,-91.8024377,4.97,230,4
"NLA06608-1103",40.2092553,-83.1403996,8.17,6469,224
"NLA06608-1107",45.8905697,-99.0392551,63.37,7750,733
"NLA06608-1108",39.3479549,-88.4681896,4.705,1205.5,114
"NLA06608-1111",44.430652,-96.2903006,11.85,1500,193
"NLA06608-1113",35.7984722,-81.2984032,1.93,118,9
"NLA06608-1114",30.4715862,-88.612594,5.07,558,63
"NLA06608-1115",41.6389731,-87.5295974,10.45,1041,19
"NLA06608-1119",40.7577555,-109.6229151,4.99,265,16
"NLA06608-1120",37.1468942,-90.7908663,1.1,165,144
"NLA06608-1122",42.2585591,-71.8917556,4.11,318,9
"NLA06608-1124",36.6037968,-104.6397618,6.5,433,9
"NLA06608-1125",41.9375191,-73.4545047,3.68,315,17
"NLA06608-1129",34.5380785,-111.2044517,4.97,336,12
"NLA06608-1130",42.6164425,-85.2016853,4.8,634,65
"NLA06608-1131",41.6715821,-85.0498935,6.76,504,1
"NLA06608-1134",46.9728502,-95.6552124,9.74,826,24
"NLA06608-1141",34.5506376,-118.1208238,3.23,824,45
"NLA06608-1143",45.7235156,-92.1679386,2.08,768,59
"NLA06608-1145",40.1114616,-75.86457,4.29,724,60
"NLA06608-1147",40.4840638,-104.9010317,4.52,1414,775
"NLA06608-1148",42.1499431,-101.8384538,68.06,6934,242
"NLA06608-1150",48.1652,-92.1073,8.29,500,11
"NLA06608-1151",34.0332132,-109.4367421,4.03,648,129
"NLA06608-1153",48.5777513,-113.9310021,0.96,224,3
"NLA06608-1155",47.074282,-99.6306881,26.14,3069,122
"NLA06608-1162",44.430809,-83.9204875,9.26,541,8
"NLA06608-1163",40.9115267,-86.3383715,10.23,778,11
"NLA06608-1164",35.2054432,-96.5549335,6.74,424,23
"NLA06608-1166",46.0021852,-89.6129861,2.05,197,1
"NLA06608-1167",42.1212185,-84.3230409,3.83,461,5
"NLA06608-1170",41.1883313,-111.3838226,2.61,240,6
"NLA06608-1172",39.2775035,-86.2117997,3.51,241,4
"NLA06608-1174",45.3366714,-70.6674859,6.07,298,4
"NLA06608-1175",45.0015796,-94.3324054,10.58,1328,69
"NLA06608-1177",35.0325194,-79.041777,3.99,328,24
"NLA06608-1179",42.2838303,-88.1238299,15.76,2741,133
"NLA06608-1181",35.8138789,-78.5287955,6,251,9
"NLA06608-1183",40.6787777,-110.7617077,2.19,133,3
"NLA06608-1185",27.8472898,-82.778673,15.41,2869,62
"NLA06608-1189",41.7003467,-74.6761471,4.17,281,9
"NLA06608-1190",44.0879407,-123.3000758,2.07,96,3
"NLA06608-1191",30.0078977,-97.8223278,8.24,984,152
"NLA06608-1195",41.4150635,-86.4738836,7.28,753,26
"NLA06608-1198",46.4191787,-95.840761,6.23,611,9
"NLA06608-1199",39.606337,-84.9674551,4.08,836,44
"NLA06608-1204",34.4459249,-93.1117432,3.35,230,10
"NLA06608-1206",46.0407151,-86.8057196,15.82,834,17
"NLA06608-1207",45.3157828,-92.5643955,3.07,240,11
"NLA06608-1208",38.7594748,-97.162901,6.66,1288.5,165
"NLA06608-1209",41.099211,-75.5218253,5.29,437,22
"NLA06608-1210",47.8647022,-101.5137215,49.03,4184,75
"NLA06608-1217",48.2737569,-117.3323799,5.6,547,64
"NLA06608-1219",47.0508466,-99.4530915,26.7,3794,99
"NLA06608-1220",35.6738501,-88.3194801,2.87,478,31
"NLA06608-1222",41.655485,-70.3351834,2.75,391,12
"NLA06608-1223",43.3751621,-93.4682962,12.85,4053,422
"NLA06608-1224",33.1605873,-96.1040191,5.63,616,23
"NLA06608-1227",40.4902165,-86.0030555,4.39,487,8
"NLA06608-1232",39.2972164,-91.0015215,5.87,483,12
"NLA06608-1236",35.5599271,-105.1611962,5.32,504,52
"NLA06608-1238",44.0428048,-70.5269771,2.6,131,1
"NLA06608-1239",45.2385472,-94.9528958,16.85,3309,117
"NLA06608-1240",34.524199,-96.5030821,8.57,771,141
"NLA06608-1241",36.1183553,-79.319944,5.63,526,34
"NLA06608-1242",43.8079485,-87.9782979,9.14,849,11
"NLA06608-1243",41.4958479,-85.4335164,7.45,949,42
"NLA06608-1244",42.5650997,-100.4927777,21.59,3772,253
"NLA06608-1245",34.933281,-77.102743,15.19,596,25
"NLA06608-1255",45.2900032,-98.7620474,37.6,13825,1326
"NLA06608-1256",38.1254178,-96.3112396,3.41,346,20
"NLA06608-1258",43.1503202,-85.4756389,10.44,712,16
"NLA06608-1259",41.3719689,-106.250251,1.96,129,9
"NLA06608-1261",38.383757,-115.1046656,9.71,1014,32
"NLA06608-1262",46.5671822,-94.3242656,12.96,788,33
"NLA06608-1263",38.7922116,-84.6432059,3.42,453,33
"NLA06608-1266",42.1199818,-119.9976109,10.4,2228,933
"NLA06608-1268",41.4772075,-92.4601956,5.42,990,69
"NLA06608-1269",38.5078507,-121.5362609,5.66,1911,646
"NLA06608-1270",43.3553014,-109.3834683,0.65,223,15
"NLA06608-1271",43.4613315,-95.172784,11.21,3534,604
"NLA06608-1273",40.9354809,-74.2553869,6.11,2297,197
"NLA06608-1274",47.9151514,-90.3423124,5.32,285,4
"NLA06608-1278",48.0189045,-98.8929353,15.55,1965,303
"NLA06608-1279",36.0399035,-106.8487839,9.69,496,40
"NLA06608-1281",48.1350063,-116.1556177,5.06,400,4
"NLA06608-1283",45.8881639,-93.2755908,14.24,1012,68
"NLA06608-1284",36.8232336,-107.4638244,3.38,180,5
"NLA06608-1288",33.7202532,-94.0042947,5.2,619,86
"NLA06608-1292",39.0019373,-95.7860147,3.96,395,17
"NLA06608-1295",33.1585715,-107.2214132,3.69,740,138
"NLA06608-1297",46.6934672,-119.6483226,3.89,1235,17
"NLA06608-1300",35.5035549,-104.225471,4.48,229,5
"NLA06608-1303",44.2311524,-93.5289501,12.08,2338,817
"NLA06608-1312",38.0990976,-91.0598394,3.76,287,5
"NLA06608-1316",36.9215996,-87.4554296,10.5,2606,269
"NLA06608-1319",45.117686,-97.5263965,24.17,4791,241
"NLA06608-1321",39.2945875,-111.2808196,2.53,168,10
"NLA06608-1323",32.755987,-86.3831082,3.12,233,9
"NLA06608-1326",46.7013376,-95.7477164,8.51,854,24
"NLA06608-1329",45.0681281,-116.1697398,2.33,181,9
"NLA06608-1332",36.9862549,-87.2057004,6.49,932,148
"NLA06608-1333",43.4546224,-73.5900746,3.13,166,3
"NLA06608-1334",45.4145452,-84.8037082,3.475,351,7
"NLA06608-1336",36.3872718,-96.8232407,6.51,1136,94
"NLA06608-1338",46.0115595,-109.1798402,43.21,4316,182
"NLA06608-1339",40.2229236,-104.9523623,15.91,3372,184
"NLA06608-1342",47.7425587,-92.0408419,12.86,279,12
"NLA06608-1344",48.3924775,-112.5192316,5.87,419,27
"NLA06608-1346",39.4691994,-79.4991133,2.19,125,3
"NLA06608-1347",47.0693612,-92.0010507,7.68,551,12
"NLA06608-1348",36.5797927,-81.9970148,2.37,396,5
"NLA06608-1349",28.6321433,-81.3553407,8.16,804,30
"NLA06608-1354",45.1817762,-108.1327104,3.51,480,6
"NLA06608-1355",41.2045164,-86.4055439,5.305,523,4.5
"NLA06608-1356",35.5204336,-94.9704606,4.98,416,21
"NLA06608-1358",46.471362,-89.57932,5.78,323.5,9
"NLA06608-1359",40.1885355,-83.9654922,4.53,1166,108
"NLA06608-1360",40.4303194,-101.5543964,4.41,734,60
"NLA06608-1364",35.3713365,-86.3816758,4.08,2072,213
"NLA06608-1365",42.9743017,-76.0688846,2.42,257,13
"NLA06608-1367",44.824534,-96.6148878,22.08,5338,242
"NLA06608-1368",33.7304441,-96.7758031,6.68,1180,110
"NLA06608-1369",36.1583049,-79.8531667,3.57,679,50
"NLA06608-1370",43.704972,-86.4262233,9.67,1063,39
"NLA06608-1372",35.1985871,-98.491308,4.17,878,113
"NLA06608-1375",40.4382121,-82.9790331,5.73,2169,79
"NLA06608-1376",37.9382315,-90.92376,2.69,346,18
"NLA06608-1377",45.8679627,-113.5499319,2.99,101,8
"NLA06608-1380",36.574461,-104.6630512,5.7,524,21
"NLA06608-1383",45.3010786,-95.1180545,12.4,1444,35
"NLA06608-1387",42.1866851,-85.5734717,7.03,994,25
"NLA06608-1389",38.3803876,-75.5966144,3.34,2712.5,68.5
"NLA06608-1390",45.916763,-95.3965508,7.24,553,15
"NLA06608-1391",41.3286788,-81.3860772,8.09,1360,172
"NLA06608-1396",36.0828954,-87.2885577,2.2,255,19
"NLA06608-1397",33.2414503,-116.7467274,15.57,3559,367
"NLA06608-1398",46.4316369,-87.0822826,19.39,624,24
"NLA06608-1401",40.8037356,-77.17856,3.5,494,29
"NLA06608-1403",40.4332788,-105.0337077,5.02,389,7
"NLA06608-1413",28.9161695,-81.738985,14.8,1614,25
"NLA06608-1414",41.9240046,-72.219219,5.08,319,17
"NLA06608-1417",38.3383223,-121.0935467,2.64,251,7
"NLA06608-1420",35.1386532,-96.2306472,8.8,1154,112
"NLA06608-1421",39.5539032,-75.7187945,9.45,1100,41
"NLA06608-1425",47.192047,-122.9725593,9.02,468,22
"NLA06608-1426",43.4522048,-124.2460047,7.87,557,35
"NLA06608-1432",34.5675465,-96.879379,8.17,754,91
"NLA06608-1434",45.1650643,-84.9776048,5.36,458,5
"NLA06608-1435",42.1969208,-88.1034248,7.51,1260,50
"NLA06608-1436",32.0372968,-99.5143887,4.75,478,20
"NLA06608-1439",40.297894,-110.2260262,3.48,273,12
"NLA06608-1445",42.9183539,-118.8521689,31.07,5009,2670
"NLA06608-1446",43.796302,-122.0175362,2.14,228,4
"NLA06608-1447",45.0736385,-93.1265767,7.36,760,13
"NLA06608-1450",43.6199955,-85.2822443,4.65,469,10
"NLA06608-1454",45.849918,-95.7139059,16.43,2341,125
"NLA06608-1455",39.044084,-107.9174634,6.82,429,37
"NLA06608-1460",40.7574735,-93.2387996,7.79,781,22
"NLA06608-1461",37.5993464,-118.7415562,3.42,708,47
"NLA06608-1462",46.5383568,-106.0071156,13.49,1404,450
"NLA06608-1465",40.8735823,-75.5809069,1.73,497,5
"NLA06608-1469",33.2994397,-81.8926761,12.85,576,112
"NLA06608-1473",47.8908523,-116.8933801,2.79,181,8
"NLA06608-1476",39.7485803,-105.0447684,7.57,1891,183
"NLA06608-1481",40.4943852,-121.1629233,1.55,135,3
"NLA06608-1482",30.961131,-83.6556566,9.5,1099,80
"NLA06608-1483",40.0555584,-105.7469295,5.96,274,13
"NLA06608-1484",35.5634426,-93.6379263,1.34,105,11
"NLA06608-1487",42.2159216,-83.5849229,6.22,1071,61
"NLA06608-1488",34.7342892,-99.6953051,12.25,3409,160
"NLA06608-1489",46.9863029,-122.5690307,7.11,721,18
"NLA06608-1492",39.2716668,-85.1902147,5.92,758,41
"NLA06608-1496",33.6693045,-97.5854726,4.36,356,16
"NLA06608-1499",41.2457519,-85.4301129,5.61,483,17
"NLA06608-1504",36.9705509,-90.3531342,4.37,1199,68
"NLA06608-1508",36.4256473,-103.6053539,18.22,1680,313
"NLA06608-1510",47.8211744,-105.0491133,25.67,2440,653
"NLA06608-1511",45.5350499,-98.6152118,12.87,1446,373
"NLA06608-1515",42.4782951,-86.0668418,6.58,845,33
"NLA06608-1517",38.5428163,-77.3967354,3.47,339,14
"NLA06608-1521",42.2331753,-111.8535786,6.56,1351,113
"NLA06608-1524",34.3737044,-98.3393052,6.37,968,157
"NLA06608-1527",43.459134,-94.9477451,9.67,5191,587
"NLA06608-1529",40.6936796,-118.2702746,5.49,649,55
"NLA06608-1532",40.9864121,-90.3967678,4.05,6203,59
"NLA06608-1537",48.1617266,-116.6384102,3.96,138,8
"NLA06608-1538",39.7038049,-78.6519753,3.46,252,1
"NLA06608-1544",42.2701212,-93.6362862,14.74,2228,69
"NLA06608-1556",39.0035645,-87.1833567,3.32,474,19
"NLA06608-1558",44.8790685,-68.2264994,4.4,280,8
"NLA06608-1560",32.7623079,-94.6052304,9.54,852,42
"NLA06608-1561",37.671005,-81.0700081,2.89,263,10
"NLA06608-1562",42.5977303,-110.2208282,2.82,348,16
"NLA06608-1564",35.1688954,-99.0734978,6.04,1159,161
"NLA06608-1568",36.531873,-99.5683601,6.34,760,115
"NLA06608-1569",27.741985,-81.4993316,5.66,978,22
"NLA06608-1572",37.2690553,-87.5228772,3.83,420,26
"NLA06608-1575",45.1845604,-97.7859975,16.71,2503,215
"NLA06608-1576",38.3067683,-93.9527628,5.34,1344,255
"NLA06608-1577",34.1807465,-110.0007541,7.4,484,16
"NLA06608-1578",45.182924,-104.9019583,12.53,1062,110
"NLA06608-1579",41.6884042,-85.0306464,5.94,501,7
"NLA06608-1586",41.6889871,-71.643322,4.76,369,7
"NLA06608-1593",34.5872144,-112.4185161,10.17,746,126
"NLA06608-1595",40.1809249,-105.0386785,5.65,392,18
"NLA06608-1596",41.7527459,-102.414217,114.16,26100,1491
"NLA06608-1600",48.3113235,-109.0848391,9.86,1011,63
"NLA06608-1602",33.5814721,-111.2821257,3.84,474,18
"NLA06608-1608",32.4016942,-93.3870037,13.45,498,64
"NLA06608-1610",45.0862612,-109.7887823,0.65,48,3
"NLA06608-1617",47.5717722,-122.7050326,2.98,239,45
"NLA06608-1623",30.2405212,-96.811485,13.64,1231,134
"NLA06608-1626",43.9294318,-86.4346475,2.37,623,30
"NLA06608-1630",28.5755551,-100.125119,8.13,806,57
"NLA06608-1631",40.7655023,-109.297264,9.37,1209,130
"NLA06608-1633",44.9542065,-112.8818444,3.23,366,19
"NLA06608-1637",41.6951699,-75.1314221,4.46,440,32
"NLA06608-1638",44.3717814,-121.8732089,0.7,50,6
"NLA06608-1640",38.1667527,-92.9659749,5.01,777,90
"NLA06608-1641",35.0198046,-111.4026965,6.51,845,185
"NLA06608-1643",42.4714799,-85.5257029,5.5,488,5
"NLA06608-1652",36.2505711,-87.1919588,2.45,848,99
"NLA06608-1654",46.5740343,-87.460652,6.46,354,6
"NLA06608-1655",45.2748819,-99.2074476,43.59,12241,896
"NLA06608-1668",35.9394268,-83.3650283,2.28,269,18
"NLA06608-1672",32.9449568,-96.4533351,6.64,510,15
"NLA06608-1674",44.5439988,-110.8356239,10.07,1043,35
"NLA06608-1675",40.7073292,-106.4529904,6.26,521,16
"NLA06608-1679",42.2759991,-84.2180407,10.03,366,8
"NLA06608-1684",39.7264869,-86.7140735,3.85,475,35
"NLA06608-1687",44.9287974,-97.2098473,7.23,918,441
"NLA06608-1690",44.6394333,-85.7865216,4.12,317,7
"NLA06608-1695",40.8070508,-110.4052879,1.18,216,19
"NLA06608-1703",44.5683904,-98.129482,10.88,1949,304
"NLA06608-1704",37.6681289,-94.4107345,5.98,749,42
"NLA06608-1706",43.8526781,-84.7721479,5.65,563,6
"NLA06608-1707",41.9088658,-85.8943697,4.6,723,8
"NLA06608-1711",34.4520125,-84.2878312,1.93,190,12
"NLA06608-1715",29.1748811,-100.6327156,4.87,582,27
"NLA06608-1717",37.6623577,-120.2096368,1.37,79,3
"NLA06608-1719",45.6946984,-99.3614482,38.6,8803,441
"NLA06608-1723",41.1263524,-104.6435242,10.81,3516,1537
"NLA06608-1724",40.6317324,-89.7497474,6.61,1282,55
"NLA06608-1733",28.8252964,-81.8367232,17.81,3516,45
"NLA06608-1735",30.8348446,-93.4365481,9.32,679,60
"NLA06608-1736",42.4854139,-94.6303282,7.21,1453,53
"NLA06608-1739",39.9649178,-105.4935103,1.97,157,7
"NLA06608-1740",38.9396061,-93.5934168,5.62,949,67
"NLA06608-1741",38.9884837,-75.5176369,4.82,2156,124
"NLA06608-1742",46.6138166,-88.5757029,3.48,244,7
"NLA06608-1748",39.2710843,-106.3934507,2.82,131,4
"NLA06608-1753",37.5242014,-112.7840699,2.88,267,6
"NLA06608-1755",41.2268021,-85.6500061,6.25,646,30
"NLA06608-1758",47.4572505,-88.0997857,12.03,892,8
"NLA06608-1771",42.3830026,-86.0498602,8.29,603,10
"NLA06608-1775",38.7132817,-84.2755008,5.05,548,74
"NLA06608-1781",38.076824,-122.730427,4.15,789,58
"NLA06608-1782",42.5169137,-83.7958246,6.34,606,32
"NLA06608-1789",40.3538577,-78.6233689,1.71,501,1
"NLA06608-1791",36.0071281,-84.8974387,3.64,401,5
"NLA06608-1793",47.5207301,-116.5643475,1.69,139,9
"NLA06608-1800",32.6701753,-94.0771956,11.69,604,50
"NLA06608-1802",42.724557,-83.0854123,6.03,536,18
"NLA06608-1804",35.5635129,-97.5946966,5.43,699,120
"NLA06608-1808",34.5393737,-92.2737511,11.86,628,48
"NLA06608-1810",41.3756183,-112.0878211,3.24,611,69
"NLA06608-1811",45.8504338,-99.2644085,16.47,1558,27
"NLA06608-1812",35.4130752,-88.0746774,2.44,303,61
"NLA06608-1818",42.9253509,-109.5044313,1.49,90,7
"NLA06608-1821",39.2164175,-76.8537467,5.69,2709,255
"NLA06608-1824",37.3853335,-99.785148,4.35,824,56
"NLA06608-1825",27.9401884,-81.6512677,12.15,839,45
"NLA06608-1835",41.5802833,-84.9230909,6.31,531,16
"NLA06608-1836",42.4071258,-102.4533862,13.93,2766,246
"NLA06608-1839",32.4841859,-83.6507837,2.93,420,20
"NLA06608-1840",38.9459917,-89.3546945,7.03,1361,216
"NLA06608-1851",40.0782396,-105.2232407,3.15,228,23
"NLA06608-1856",48.966064,-109.75936,29.9,3159,1129
"NLA06608-1857",48.2461517,-114.1200149,3.31,198,1
"NLA06608-1861",29.4553133,-81.4955786,11.31,1216,75
"NLA06608-1862",41.9306954,-119.1737894,5.71,1058,520
"NLA06608-1863",31.1038678,-92.4701548,4.77,506,32
"NLA06608-1866",44.7874829,-109.2607748,2.36,232,11
"NLA06608-1867",41.0414955,-85.9790516,25.76,2091,74
"NLA06608-1868",34.9536492,-96.7183024,6.23,676,21
"NLA06608-1871",33.3211137,-85.8149094,1.3,139,5
"NLA06608-1873",47.4879947,-123.2647195,0.76,37,1
"NLA06608-1874",40.955443,-111.4149738,3.62,374,26
"NLA06608-1879",44.5373565,-97.1548708,18.99,4075,328
"NLA06608-1884",41.7916129,-91.5353278,4.01,2334,39
"NLA06608-1893",41.4050068,-117.1542995,5.9,581,302
"NLA06608-1894",44.0266545,-121.7456252,0.59,162,36
"NLA06608-1906",41.8621338,-71.5531782,3.7,368,14
"NLA06608-1908",38.0635657,-86.6622935,2.62,185,10
"NLA06608-1910",45.8733973,-87.8006757,18.15,830,37
"NLA06608-1930",44.1005119,-111.4734759,1.35,178,31
"NLA06608-1936",38.7932018,-90.7818077,5.61,788,89
"NLA06608-1948",42.5334733,-100.645836,26.21,2981,486
"NLA06608-1953",47.0994565,-113.4075253,2.91,226,15
"NLA06608-1958",43.6629763,-122.4216059,0.98,18,10
"NLA06608-1959",45.7426415,-98.2734575,13.84,1494,493
"NLA06608-1960",36.8906821,-95.9526502,4.53,403,108
"NLA06608-1968",48.1339957,-108.1899505,10.49,2076,255
"NLA06608-1975",43.3411448,-95.1264533,5.83,739,18
"NLA06608-1985",47.4486876,-116.7986927,1.28,27,3
"NLA06608-1989",42.2028995,-114.8909997,3.72,658,71
"NLA06608-1992",32.4527502,-96.0612113,9.37,2041,108
"NLA06608-1998",46.60064,-88.1172553,7.51,378,10.5
"NLA06608-2005",42.2973738,-116.1124743,6.14,1398,276
"NLA06608-2007",45.7569901,-97.3201786,12.23,1331,59
"NLA06608-2010",31.1963324,-89.3033561,4.21,494,24
"NLA06608-2027",42.2397974,-105.6303731,8.12,551,49
"NLA06608-2036",41.4383916,-93.5509726,3.48,278,11
"NLA06608-2037",39.5889214,-118.6723206,6.53,1190,175
"NLA06608-2039",43.1041162,-94.8984756,14.6,4691,277
"NLA06608-2049",48.0202525,-115.0345388,4.19,276,5
"NLA06608-2056",41.4695003,-93.9203725,6.92,2082,572
"NLA06608-2072",32.2540409,-95.800768,12.33,1134,78
