"SITE_ID","Lat","Lon","DOC_Median","TN_Median","TP_Median","TNtoTP_Median"
"ORR9-0914",43.77084,-118.049,3.65,478,278,1.71942446
"ORRF-0101",45.93158,-123.1639,2.64,131,80,1.6375
"ORRF-0102",45.27724,-123.7643,1.42,316,45,7.022222222
"ORRF-0104",43.74315,-122.5027,0.83,40,66,0.606060606
"ORRF-0105",43.96473,-122.9824,1.44,130,49,2.653061224
"ORRF-0106",44.1692,-123.1351,0.81,113,60,1.883333333
"ORRF-0107",45.63943,-117.7274,1.64,159,21,7.571428571
"ORRF-0108",44.97614,-118.7488,1.46,63,4,15.75
"ORRF-0109",43.86593,-122.4082,0.43,25,15,1.666666667
"ORRF-0110",44.09827,-118.5869,1.27,55,37,1.486486486
"ORRF-0113",42.8064,-124.3894,0.9,0,6,0
"ORRF-0115",42.72616,-124.2711,0.34,83,0,NA
"ORRF-0116",45.37816,-117.6533,1,1,2,0.5
"ORRF-0118",45.95473,-117.786,0.74,61,24,2.541666667
"ORRF-0119",44.12161,-118.3435,1.49,44,45,0.977777778
"ORRM-1001",45.7653,-117.7599,1.06,125,27,4.62962963
"ORRM-1002",44.73944,-120.3283,2.16,148,62,2.387096774
"ORRM-1003",44.63184,-119.6373,3.18,240,107,2.242990654
"ORRM-1004",42.46828,-124.3453,1.27,178,85,2.094117647
"ORRM-1006",44.82284,-119.85,2.04,144,58,2.482758621
"ORRM-1007",43.65161,-123.9032,1.44,195,53,3.679245283
"ORRM-1008",43.68129,-123.6684,1.32,178,61,2.918032787
"ORRM-1010",45.99067,-118.9969,1.72,199,25,7.96
"ORRO-1049",43.12125,-124.1794,2.03,193,45,4.288888889
"ORRO-1054",42.46639,-121.4396,1.34,148,88,1.681818182
"ORRO-1058",43.1829,-118.878,2.73,240,124,1.935483871
"ORRO-1060",45.46216,-122.9433,3.56,5344,188,28.42553191
"ORRO-1062",44.06054,-122.8951,0.61,90,71,1.267605634
"ORRO-1066",45.22943,-121.0757,0.76,339,126,2.69047619
"ORRO-1067",45.73934,-119.1984,2.85,468,215,2.176744186
"ORS9-0931",43.09695,-122.4115,0.67,56,24,2.4142857145
"ORS9-0932",45.21177,-121.8471,0.3,10.5,41.5,0.2386363635
"ORS9-0933",43.61499,-122.7665,0.83,194,70,2.771428571
"ORS9-0934",44.90149,-118.477,0.99,34,6,5.666666667
"ORS9-0935",42.07215,-124.0083,0.27,96,19,5.052631579
"ORS9-0936",43.10118,-122.8297,0.7,56,44,1.272727273
"ORS9-0937",44.85146,-118.1429,0.53,35,32,1.09375
"ORS9-0939",44.14125,-119.2912,1.43,65,70,0.928571429
"ORS9-0940",43.1678,-123.6913,1.24,86,37,2.324324324
"ORS9-0941",45.19313,-118.7041,1.67,120,81,1.481481481
"ORS9-0942",43.68773,-121.686,1.26,586,126,4.650793651
"ORSS-1168",42.85641,-123.1434,0.84,201,76,2.644736842
"ORSS-1169",44.13017,-122.1306,0.69,165,34,4.852941176
"ORSS-1172",42.15886,-123.4142,0.44,24,42,0.571428571
"ORSS-1173",43.841,-122.8208,0.8,85,112,0.758928571
"ORSS-1175",45.87203,-117.9262,0.51,60,39,1.538461538
"PALS-1085",40.59318,-76.02772,0.82,1178,10,117.8
"PALS-1086",41.64813,-75.78612,2.26,303,28,10.82142857
"PALS-1087",41.65584,-76.7847,1.78,1608,133,12.09022556
"PALS-1089",40.09951,-74.86764,3.03,750,46,16.30434783
"PALS-1090",41.51621,-79.32288,2.93,344,59,5.830508475
"PALS-1091",41.75655,-77.5552,0.85,108,15,7.2
"PALS-1092",41.40645,-80.39264,4.39,650,78,8.333333333
"PAR9-0901",41.41992,-78.74775,4.165,422,34,12.3974026
"PAR9-0902",41.47516,-79.51793,2.305,369.5,24.95,14.837818005
"PAR9-0903",41.92258,-77.12923,2.06,394,21,18.76190476
"PAR9-0904",40.4918,-76.94813,2.66,713,50,14.26
"PAR9-0905",40.93107,-80.37396,5.46,2199,173,12.71098266
"PAR9-0906",41.9699,-76.51192,2.59,740,41,18.04878049
"PAR9-0907",41.28871,-77.34123,1.17,201,6,33.5
"PAR9-0908",41.02419,-80.16323,2.91,1311,72,18.20833333
"PAR9-0909",40.14318,-75.51026,2.04,3219,140,22.99285714
"PAR9-0910",40.88572,-76.80151,1.11,510,23,22.17391304
"PAR9-0911",41.24333,-80.50937,5.62,978,85,11.50588235
"PARF-0002",41.4656,-80.00238,3.9,740,60,12.33333333
"PARF-0004",41.28869,-79.84386,3.18,560,41,13.65853659
"PARF-0005",40.08966,-79.73079,1.97,813,29,28.03448276
"PARM-1001",40.76001,-79.54689,1.91,426,16,26.625
"PARM-1002",41.06235,-76.85619,0.98,505,17,29.70588235
"PARM-1003",41.71462,-76.32307,2.84,798,62,12.87096774
"PARM-1004",41.8337,-79.17312,1.89,366,44,8.318181818
"PARM-1005",40.59864,-79.75119,1.76,525,14,37.5
"PARM-1006",41.38492,-75.80537,3.13,768,71,10.81690141
"PARM-1007",41.97147,-75.74881,1.91,490,29,16.89655172
"PARM-1008",41.68358,-79.3751,2.24,369,39.9,9.248120301
"PARO-1049",41.9999,-76.62264,2.8,995,66,15.07575758
"PARO-1050",41.45998,-77.5098,1.71,218,15,14.53333333
"PARO-1051",39.80494,-79.32561,1.9,1401,12,116.75
"PARO-1052",40.78034,-80.32113,5.02,1928,129,14.94573643
"PARO-1053",41.62465,-79.0336,2.08,174,22,7.909090909
"PARO-1054",41.35975,-76.88407,0.84,263,5,52.6
"PAS9-0914",41.7208,-75.41279,1.165,708,31.5,34.55102041
"PAS9-0915",40.07336,-75.22354,2.075,4525,178.5,25.354654445
"PAS9-0917",40.92973,-78.26005,0.82,106,75,1.413333333
"PAS9-0918",41.60763,-77.50377,0.77,153,19,8.052631579
"PAS9-0919",41.48847,-78.13261,0.63,213,34,6.264705882
"PAS9-0921",41.44305,-75.66055,3.2,12050,2262,5.32714412
"PAS9-0922",41.65698,-78.61148,2.43,249,12,20.75
"PAS9-0923",40.52159,-79.39899,1.36,688,28,24.57142857
"PAS9-0924",41.8317,-76.33241,1.49,448,17,26.35294118
"PAS9-0925",40.65367,-79.94249,5.23,1235,92,13.42391304
"PASS-1163",41.47983,-78.06974,0.86,319,47,6.787234043
"PASS-1164",41.74656,-79.30665,1.16,130,15,8.666666667
"PASS-1165",41.02335,-78.90572,1.26,566,26,21.76923077
"PASS-1166",39.88029,-75.27583,3.09,3388,386,8.777202073
"PASS-1167",41.28689,-78.52937,1.12,280,11,25.45454545
"PASS-1168",41.53222,-80.30868,12.4,978,85,11.50588235
"RILS-1022",41.42111,-71.79528,3.51,1373,35,39.22857143
"RILS-1023",41.52182,-71.59218,2.52,419,31,13.51612903
"RILS-1024",41.88251,-71.34201,3.39,1654,54,30.62962963
"RILS-1026",41.79451,-71.67064,5.69,399,29,13.75862069
"RILS-1029",41.58105,-71.72228,2.755,219.5,42,5.3890625
"RIR9-0901",41.88014,-71.3813,3.845,1194.5,64.5,18.604452055
"RIR9-0902",41.39354,-71.8408,4.345,869.5,56,16.78615596
"RIRF-0001",41.52871,-71.68985,2.88,305,25,12.2
"RIRO-1001",41.39469,-71.84151,3.47,1048,50,20.96
"RIRO-1002",41.40065,-71.7311,4.12,715,59,12.11864407
"RIRO-1003",41.9159,-71.41315,3.93,1255,93,13.49462366
"RIS9-0911",41.84804,-71.78683,18.89,431,45,9.577777778
"RIS9-0912",41.50654,-71.71228,2.97,348,21,16.57142857
"RIS9-0913",41.83267,-71.46914,2.715,781,20.5,40.142156865
"RISS-1079",41.56816,-71.18604,22.14,1074,108,9.944444444
"RISS-1080",41.92004,-71.53041,3.31,533,16,33.3125
"RISS-1081",41.60206,-71.72025,3.7,143,19,7.526315789
"RISS-1082",41.49712,-71.48931,1.26,890,29,30.68965517
"RISS-1083",41.60442,-71.49621,4.61,844,53,15.9245283
"RISS-1084",41.87916,-71.47102,6.3,609,48,12.6875
"RISS-1093",41.79948,-71.6503,2.37,325,26,12.5
"SCLS-1031",34.96664,-82.10085,1.43,786,51,15.41176471
"SCLS-1033",33.89573,-82.01938,5.75,414,45,9.2
"SCR9-0901",33.88391,-78.78474,25.91,1166,59.5,19.81845238
"SCR9-0902",33.90909,-79.4403,4.24,887,131.5,6.814100336
"SCR9-0903",34.12622,-80.65031,3.99,766,54,14.18518519
"SCR9-0904",34.57048,-81.77745,1.63,1676,165,10.15757576
"SCRF-0001",33.31078,-81.19278,8.77,660,72,9.166666667
"SCRF-0002",32.68479,-81.05108,17.67,854,204,4.18627451
"SCRM-1001",34.93019,-80.8684,2.09,736,51,14.43137255
"SCRM-1002",34.32988,-80.69511,3.6,580,69,8.405797101
"SCRO-1013",34.70969,-82.46106,1.85,405,70,5.785714286
"SCRO-1014",33.29672,-81.85058,2.75,384,65,5.907692308
"SCRO-1015",34.3282,-79.32,14.52,923,152,6.072368421
"SCS9-0920",33.82362,-80.06803,9.835,3634.5,132,28.856825395
"SCS9-0921",34.7692,-83.01151,1.11,424,48,8.9388111865
"SCS9-0922",33.76763,-80.07379,11.5,1394,72,19.36111111
"SCS9-0923",34.82653,-80.81527,7.43,771,194.9,3.955874808
"SCSS-1054",32.72384,-80.49558,40.43,1813,163,11.12269939
"SCSS-1057",34.66773,-82.10745,1.59,269,108,2.490740741
"SCSS-1058",32.46543,-81.03892,22.69,1108,71,15.6056338
"SCSS-1059",34.80527,-83.16501,0.87,199,47.8,4.163179916
"SCSS-1072",34.99476,-81.85857,2.17,604,39,15.48717949
"SDLS-1110",43.40178,-100.9843,14.4,1084,849,1.276796231
"SDLS-1113",43.27772,-97.29453,5.07,1418,289,4.906574394
"SDLS-1114",44.06162,-103.6927,1.78,185,30,6.166666667
"SDLS-1116",44.66904,-103.3561,4.04,2184,68,32.11764706
"SDLS-1117",43.43648,-102.1837,6.97,1071,222,4.824324324
"SDLS-1118",44.56442,-103.5312,1.73,554,25.6,21.640625
"SDLS-1119",45.58738,-100.964,9.275,905.5,166.6,5.4675340175
"SDLS-1120",44.73549,-96.953,8.85,1319,171,7.713450292
"SDR9-0901",45.65636,-100.8508,9.24,1436,278,5.165467626
"SDR9-0902",42.99859,-97.00442,4.64,990,233,4.248927039
"SDR9-0903",45.7285,-101.9844,10.18,859,35.5,24.1971831
"SDR9-0904",45.00144,-98.63766,12.3,1834,554,3.310469314
"SDR9-0905",44.04386,-101.4511,13.83,1995,80,24.9375
"SDR9-0907",43.42244,-103.9918,4.69,545,124,4.39516129
"SDR9-0909",44.81715,-103.6939,5.43,683,108,6.324074074
"SDR9-0910",43.81009,-100.8971,4.62,1688,3009,0.560983716
"SDR9-0911",45.76411,-100.6831,6.66,680,73,9.315068493
"SDR9-0913",42.8542,-97.28016,3.77,491.5,45,11.170576238
"SDR9-0915",43.60715,-102.997,3.48,400,35,11.42857143
"SDR9-0916",45.35232,-96.70891,11.41,1769,206,8.587378641
"SDR9-0919",44.39509,-102.8051,6.19,1303,41,31.7804878
"SDR9-0920",43.64223,-101.8385,5.17,754,392,1.923469388
"SDRF-0001",45.46337,-97.04395,5.32,480,126,3.80952381
"SDRF-0002",45.73475,-100.6148,6.39,585,62,9.435483871
"SDRF-0003",45.33649,-103.3416,17.85,1721,304,5.661184211
"SDRF-0004",43.64373,-101.7829,9.43,1133,548,2.067518248
"SDRM-1001",45.15509,-102.7526,8.89,880,108,8.148148148
"SDRM-1004",43.69165,-97.96684,14.19,1488,707,2.10466761
"SDRM-1005",43.68389,-100.2087,7.57,2850,6717,0.424296561
"SDRM-1007",43.27803,-103.7202,4.77,635,86,7.38372093
"SDRM-1011",43.39332,-103.3291,1.79,513,121,4.239669421
"SDRM-1012",44.23327,-98.12316,13.11,1645,586,2.807167235
"SDRM-1013",43.69437,-102.0366,5.3,774,394,1.964467005
"SDRM-1014",43.50802,-102.5045,5.4,953,785,1.214012739
"SDRM-1016",43.69232,-99.85244,4.93,1225,2095,0.584725537
"SDRM-1017",45.18873,-102.2796,5.18,595,67,8.880597015
"SDRM-1020",43.54012,-97.82633,12.1,1373,385,3.566233766
"SDRM-1022",45.69451,-101.6259,8.79,743,28,26.53571429
"SDRO-1067",43.47996,-97.13014,8.65,1528,283,5.399293286
"SDRO-1070",44.03291,-101.5472,17.53,5088,143,35.58041958
"SDRO-1071",43.96688,-98.98078,14.97,1700,305,5.573770492
"SDRO-1072",45.54624,-101.8726,11.58,1576,206,7.650485437
"SDRO-1074",44.10255,-101.0015,13.04,1518,113,13.43362832
"SDRO-1075",45.24091,-103.1254,8.25,1215,243,5
"SDRO-1077",44.63983,-103.2941,4.94,765,79,9.683544304
"SDRO-1078",43.32469,-100.8835,5.87,1763,542,3.252767528
"SDS9-0937",43.24112,-99.18716,9.89,824,139,5.928057554
"SDS9-0938",44.15643,-103.2287,2.22,319,74,4.310810811
"SDS9-0939",43.07013,-98.8004,4.67,435,55,7.909090909
"SDS9-0941",45.56323,-101.5487,12.13,2175,1349,1.612305411
"SDS9-0942",43.90549,-96.48497,4.15,2476,245.4,12.62848216
"SDS9-0944",45.90933,-103.429,18.34,1372.5,122.5,12.318056193
"SDS9-0945",44.05555,-96.98759,18.66,3345.5,601.5,5.6019765865
"SDSS-1186",44.68489,-98.29677,12.48,1209,621,1.946859903
"SDSS-1188",43.82918,-103.4591,2.57,205,87,2.356321839
"SDSS-1190",43.958,-99.04698,31.37,3650,3410,1.070381232
"SDSS-1191",43.98931,-103.7802,5.02,365,75,4.866666667
"SDSS-1194",44.89092,-96.49758,4.05,1318,100,13.18
"SDSS-1195",44.38846,-103.4086,2.9,263,21,12.52380952
"SDSS-1196",43.41842,-101.0899,22.21,2650,1526,1.736566186
"SDSS-1201",43.04438,-98.72007,3.69,335,40,8.375
"SDSS-1203",44.29952,-103.5739,3.2,211,80,2.6375
"TNLS-1031",36.26538,-82.31631,0.66,920,27,34.07407407
"TNLS-1032",36.43374,-83.12249,3.41,391,39,10.02564103
"TNLS-1034",35.88958,-89.29055,8.69,1208,193.7,6.236448116
"TNR9-0901",36.60637,-85.50504,1.595,624,17.5,38.88768116
"TNR9-0902",35.95145,-83.55066,1.64,481,59.5,8.0643874645
"TNR9-0903",35.10401,-85.3609,1.85,508,51,9.960784314
"TNR9-0904",35.67241,-87.26333,2.29,1273,325,3.916923077
"TNR9-0905",36.12508,-83.18162,1.42,371,39,9.512820513
"TNRM-1003",35.06895,-85.3396,1.58,405,32,12.65625
"TNRM-1004",36.58865,-85.50778,1.71,710,24,29.58333333
"TNRO-1014",35.21876,-84.6515,0.86,258,25,10.32
"TNRO-1015",35.69164,-87.22675,3.57,1243,817,1.521419829
"TNRO-1017",36.21187,-82.97925,3.09,933,94,9.925531915
"TNS9-0919",35.39696,-84.27656,1.1,226.5,29.5,7.767512077
"TNS9-0920",36.18743,-89.09897,10.815,1426,461.6,3.0325568615
"TNS9-0921",35.67847,-84.89154,1.44,186,31,6
"TNS9-0922",35.8291,-83.48464,2.16,718,45,15.95555556
"TNS9-0923",35.50012,-88.63773,2.61,326,56,5.821428571
"TNS9-0924",35.54916,-86.95243,2.52,430,145,2.965517241
"TNS9-0926",35.12102,-89.21058,2.02,204,115,1.773913043
"TNS9-0927",36.40331,-84.0483,2.1,1065,50,21.3
"TNSS-1064",35.07118,-89.85614,5.44,733,166,4.415662651
"TNSS-1065",36.25843,-88.67338,5.02,4108,584.5,7.028229256
"TNSS-1072",35.48165,-88.06955,1.71,345,31,11.12903226
"TNSS-1073",36.07871,-82.5009,1.41,274,22,12.45454545
"TNSS-1074",35.34623,-86.863,1.12,711,336,2.116071429
"TNSS-1077",36.09756,-87.14259,1.6,253,35,7.228571429
"TNSS-1080",35.11606,-88.03373,0.56,145,22,6.590909091
"TNSS-1082",35.81328,-83.10316,0.9,151,42,3.595238095
"TXLS-1115",32.55527,-95.0233,7.93,761,128,5.9453125
"TXLS-1117",31.4733,-100.4694,13.73,2375,421,5.641330166
"TXLS-1118",32.63661,-99.66784,8.78,1124,131,8.580152672
"TXLS-1119",32.761,-94.30027,5.94,835,40,20.875
"TXLS-1120",29.30338,-97.69902,11.11,1209,374,3.232620321
"TXLS-1123",31.12623,-96.24693,2.9,479,97,4.93814433
"TXLS-1131",32.33304,-95.74925,13.53,1049,207,5.06763285
"TXLS-1132",29.84207,-97.60258,3.9,5625,1666,3.37635054
"TXLS-1133",30.57732,-99.86389,1.15,114,39,2.923076923
"TXLS-1134",31.85906,-99.20214,6.14,1065,154,6.915584416
"TXR9-0902",29.77151,-101.7318,2.125,1222,177.5,9.5579545455
"TXR9-0903",33.05566,-97.25306,6.065,1403.5,212.5,6.5493311035
"TXR9-0905",35.97241,-100.8244,2.33,224,51,4.392156863
"TXR9-0906",29.15721,-97.38375,9.21,1565,336,4.657738095
"TXR9-0907",30.57973,-94.99791,5,836,85,9.835294118
"TXR9-0909",28.30211,-98.05815,6.87,1213,202,6.004950495
"TXR9-0910",29.23893,-98.45168,3.98,12488,1903,6.5622701
"TXR9-0911",31.77034,-103.7793,13.61,3131,80,39.1375
"TXR9-0912",28.95042,-100.6494,2.4,558,73,7.643835616
"TXR9-0914",31.93453,-95.43336,5.94,769,79,9.734177215
"TXR9-0915",31.76248,-100.1405,5.59,824,77,10.7012987
"TXR9-0916",30.88169,-93.57254,5.08,400,75,5.333333333
"TXR9-0917",28.72577,-99.81584,7.13,806,83,9.710843373
"TXR9-0918",31.55041,-97.09174,5.15,719,64,11.234375
"TXR9-0919",33.29424,-94.05902,8.18,959,121,7.925619835
"TXR9-0921",30.47115,-96.13824,7.15,5200,755,6.887417219
"TXR9-0923",35.45114,-102.0051,0.97,113,35,3.228571429
"TXR9-0924",29.44391,-99.99401,0.78,209,43,4.860465116
"TXRF-0001",30.26058,-95.09361,10.53,636,92,6.913043478
"TXRF-0002",29.40832,-99.32707,1.05,135,23,5.869565217
"TXRF-0003",32.28046,-97.97061,1.81,196,29,6.75862069
"TXRF-0004",30.28716,-98.89557,1.22,255,38,6.710526316
"TXRF-0005",31.94146,-95.87358,3.67,544,58,9.379310345
"TXRF-0006",34.93536,-100.6965,11.95,826,45,18.35555556
"TXRF-0007",33.30608,-100.5327,7.88,1759,116,15.1637931
"TXRF-0008",31.21007,-100.462,4.29,1011,45,22.46666667
"TXRF-0009",31.59062,-98.12713,6.51,910,117,7.777777778
"TXRM-1001",29.02616,-103.3128,3.54,388,137,2.832116788
"TXRM-1002",31.33678,-96.97263,7.65,824,113,7.292035398
"TXRM-1004",32.78628,-98.19314,4.83,691,28,24.67857143
"TXRM-1006",31.37882,-98.77938,6.05,819,105,7.8
"TXRM-1010",28.89089,-97.13556,1.83,383,100,3.83
"TXRM-1011",31.73042,-99.93923,4.58,861,114,7.552631579
"TXRM-1015",33.23304,-98.90742,6.59,731,26,28.11538462
"TXRM-1016",32.61179,-95.48269,9.92,1248,239,5.221757322
"TXRM-1017",29.61204,-104.4674,4.27,646,135,4.785185185
"TXRM-1018",30.46533,-96.33373,4.38,1265,185,6.837837838
"TXRM-1020",31.49402,-99.60394,6.99,774,60,12.9
"TXRM-1021",28.64427,-99.78095,7.6,644,70,9.2
"TXRO-1074",30.83924,-96.72312,3.68,1788,401,4.458852868
"TXRO-1078",31.53799,-100.1848,6.98,3463,138,25.0942029
"TXRO-1079",33.05219,-100.7694,8.1,1309,110,11.9
"TXRO-1080",31.49309,-94.83198,7.99,588,131.4,4.474885845
"TXRO-1081",31.71477,-98.01866,5.91,589,59,9.983050847
"TXRO-1082",33.20418,-97.80536,6.26,1463,184,7.951086957
"TXRO-1085",30.67963,-99.02699,3.74,409,59,6.93220339
"TXS9-0926",29.91047,-95.49178,6.135,10425.5,2652,3.9299011095
"TXS9-0928",33.75841,-97.29398,2.785,234.5,60.5,4.284207354
"TXS9-0929",32.46104,-94.70198,5.93,646,91.6,7.052401747
"TXS9-0931",31.13182,-99.32021,9.3,1838,626,2.936102236
"TXS9-0933",30.6545,-97.92736,2.26,259,38,6.815789474
"TXS9-0934",28.8784,-96.28717,6.42,735,136,5.404411765
"TXS9-0936",32.77924,-96.55449,7.83,926,109,8.495412844
"TXS9-0937",33.48298,-97.17612,7.31,1398,189,7.396825397
"TXS9-0938",31.5161,-95.11218,10.87,861,131,6.572519084
"TXS9-0940",32.49662,-97.35227,6.65,15775,4519,3.490816552
"TXSS-1205",35.39091,-101.8318,6.54,22875,1072,21.3386194
"TXSS-1206",30.2417,-96.18983,7.08,730,201,3.631840796
"TXSS-1209",35.27405,-100.7662,3.48,400,58,6.896551724
"TXSS-1210",30.92768,-97.99342,1.72,185,29,6.379310345
"TXSS-1215",31.6532,-94.83843,5.34,545,73,7.465753425
"TXSS-1216",32.78727,-96.87091,4.82,816,186,4.387096774
"TXSS-1224",33.01654,-96.81408,3.71,506,26,19.46153846
"TXSS-1229",27.56777,-97.79459,33.46,5638,487,11.57700205
"TXSS-1232",32.6441,-96.73725,11.54,1185,42,28.21428571
"TXSS-1240",33.18628,-96.64565,3.11,613,39,15.71794872
"TXSS-1243",32.75744,-94.84784,2.58,450,88,5.113636364
"UTLS-1058",39.78573,-110.1786,3.38,355,263,1.349809886
"UTLS-1059",38.80907,-111.316,11.01,721,19,37.94736842
"UTLS-1061",40.05732,-111.4551,3.05,433,91,4.758241758
"UTLS-1062",37.20656,-112.9787,1.09,216,54,4
"UTR9-0901",37.22372,-109.2087,2.895,2206,1182,1.950451943
"UTR9-0902",41.59255,-111.1415,10.46,835,62,13.46774194
"UTR9-0903",40.98295,-111.4506,3.28,434,85,5.105882353
"UTR9-0904",37.74306,-112.0986,0.8,95,18,5.277777778
"UTR9-0905",39.08975,-109.1016,3.2,1483,522,2.840996169
"UTR9-0906",38.3528,-109.7535,3.635,752.5,280,2.875934829
"UTR9-0907",39.30653,-110.4052,6.44,1438,153,9.39869281
"UTRF-0001",37.55187,-113.4091,2.78,170,102,1.666666667
"UTRF-0002",38.18247,-111.1541,1.95,295,94,3.138297872
"UTRF-0003",38.40757,-109.3973,0.81,145,28.2,5.141843972
"UTRF-0004",40.49275,-112.5816,1.28,346,43,8.046511628
"UTRM-1001",38.7615,-109.3237,4.33,2588,2357,1.09800594
"UTRM-1002",38.61272,-109.5584,3.58,2100,2686,0.78183172
"UTRM-1006",39.20959,-110.0732,3.59,1144,406,2.81773399
"UTRM-1008",37.17928,-113.3778,1.16,1043,58,17.98275862
"UTRM-1009",37.25537,-109.6218,2.91,989,429,2.305361305
"UTRO-1032",37.68596,-112.3997,1.17,123,37,3.324324324
"UTRO-1035",37.81354,-112.0533,2.53,221,51,4.333333333
"UTRO-1036",40.3391,-110.3033,2.88,125,11,11.36363636
"UTRO-1037",40.21278,-109.7976,6.19,651,147,4.428571429
"UTS9-0927",39.1334,-110.9467,5.965,1220.5,122.3,10.079535122
"UTS9-0928",40.86446,-110.5394,1.75,109,14.5,7.670673077
"UTS9-0929",37.51017,-112.0337,2.42,355,21,16.9047619
"UTS9-0930",39.7883,-111.1081,4.57,1283,140.6,9.125177809
"UTS9-0931",37.07694,-113.597,2.88,2288,34,67.29411765
"UTS9-0932",41.79318,-113.837,1.53,194,103.2,1.879844961
"UTSS-1100",38.01992,-111.6545,4.11,419,41,10.2195122
"UTSS-1107",37.43042,-112.3516,0.75,93,22,4.227272727
"UTSS-1110",39.61126,-111.0646,3.98,1021,27,37.81481481
"VAR9-0901",36.9653,-82.0518,1.45,715,28,25.53571429
"VAR9-0902",36.87645,-79.06775,1.75,191,59,3.237288136
"VAR9-0903",37.31028,-80.68118,1.31,475,43,11.04651163
"VAR9-0904",36.76203,-78.87142,2.43,331,104,3.182692308
"VAR9-0905",38.30562,-78.90091,1.76,2698,37,72.91891892
"VAR9-0906",37.59328,-79.38321,2.82,309.5,20,15.608585855
"VAR9-0911",37.12219,-79.35359,2.095,379.5,33.5,11.718574108
"VARF-0002",36.93358,-77.20509,7.44,573,67,8.552238806
"VARF-0004",38.17742,-79.37615,0.87,271,22,12.31818182
"VARF-0005",37.83979,-80.12245,0.84,114,20,5.7
"VARF-0007",38.34204,-77.58924,1.68,146,12,12.16666667
"VARF-0008",37.91506,-77.30011,5.08,478,39,12.25641026
"VARS11-111",38.9294,-77.8737,1.97,175,29,6.034482759
"VARS11-112",37.1379,-77.5003,6.78,570,66,8.636363636
"VARS11-113",36.8622,-80.9862,1.05,1678,43,39.02325581
"VARS11-129",37.8312,-77.1222,4.8,436,51,8.549019608
"VARS11-131",36.9366,-80.7462,1.27,746,58,12.86206897
"VARS11-139",38.7744,-78.3884,1.49,1153,28,41.17857143
"VARS11-151",36.837,-78.8444,1.32,530,119,4.453781513
"VARS11-152",36.6512,-79.3799,1.97,350,51,6.862745098
"VARS11-153",39.0741,-78.4385,0.42,258,40,6.45
"VARS11-163",37.5791,-79.5822,4.1,309,23,13.43478261
"VARS11-169",36.94,-77.208,6.72,551,64,8.609375
"VARS11-181",37.0034,-78.7594,1.68,374,37,10.10810811
"VAS9-0915",38.39533,-77.95542,4.035,437.5,41.5,10.5499419275
"VAS9-0916",36.61352,-80.71126,0.89,667,34,19.62943723
"VAS9-0917",37.49176,-78.75646,4.08,233,49,4.755102041
"VAS9-0918",37.05595,-80.29943,2.65,1178,130,9.061538462
"VAS9-0919",37.10205,-81.04268,2,793,48,16.52083333
"VAS9-0920",38.16237,-77.02402,3.24,624,32,19.5
"VAS9-0921",38.04565,-79.87784,0.84,178,18,9.888888889
"VTR9-0901",42.79337,-72.52477,3.48,296.5,29.5,10.198671499
"VTR9-0902",43.79297,-72.67631,0.86,378,7,54
"VTR9-0904",43.79749,-72.5009,0.91,416,18.5,23.52329193
"VTRF-0001",43.94573,-72.71111,1.23,303,10,30.3
"VTRF-0002",44.80659,-72.13678,2.53,243,26,9.346153846
"VTRF-0003",43.32959,-72.7984,2.11,233,20.9,11.14832536
"VTRS-1002",43.91462,-72.45775,0.87,130,18,7.222222222
"VTRS-1003",44.21852,-72.26004,3.62,271,26,10.42307692
"VTRS-1004",44.78541,-72.02854,3.53,224,31,7.225806452
"VTRS-1005",44.31131,-72.10034,2.43,508,31,16.38709677
"VTRS-1006",43.74102,-73.24526,3.9,316,25,12.64
"VTRS-1007",44.43994,-72.71384,1.84,340,11,30.90909091
"VTRS-1008",42.96758,-72.80919,1.04,900,40.6,22.16748768
"VTRS-1009",44.5708,-71.59714,8.26,305,31,9.838709677
"VTRS-1010",43.68427,-72.56365,1.2,161,14,11.5
"VTRS-1011",44.65121,-72.97038,2.03,498,14,35.57142857
"VTRS-1012",43.31279,-72.77013,1.29,56,17.8,3.146067416
"VTRS-1013",43.89401,-73.04,3.45,321,13,24.69230769
"VTRS-1061",43.82188,-72.64266,1.09,143,15,9.533333333
"VTS9-0909",43.90351,-72.82532,1.085,312.5,20.5,17.75412088
"VTS9-0910",43.04999,-72.72147,1.38,141,21,6.714285714
"VTS9-0911",42.94639,-72.87178,2.81,204,15.8,12.91139241
"VTS9-0917",44.62931,-72.03325,3.155,382,23,16.857142855
"WALS-1067",46.8552,-122.1765,1.59,158,33,4.787878788
"WALS-1068",47.57364,-123.5832,0.3,66,11,6
"WALS-1069",48.3454,-118.2804,2.1,61,72,0.847222222
"WALS-1070",47.09141,-120.3099,1.42,75,161,0.465838509
"WALS-1072",47.13147,-123.7646,0.95,193,34,5.676470588
"WALS-1073",48.19887,-117.5957,2.18,226,51,4.431372549
"WAR9-0901",48.95608,-119.6933,2.6,132.5,36,3.6785714285
"WAR9-0902",45.69861,-120.4175,1.48,265,30,8.833333333
"WAR9-0903",48.52327,-122.0543,0.565,136,56.5,2.502419355
"WAR9-0904",46.27617,-118.1925,1.36,261,129,2.023255814
"WAR9-0905",47.72892,-121.4276,0.62,59,8.8,6.704545455
"WAR9-0907",47.84358,-121.6946,0.53,60,7.5,8
"WAR9-0908",46.27117,-119.5705,1.63,1238,100,12.38
