"SITECODE","LCODE","SDATE","SHOUR","SMINS","LAB_NID","PHDATE","PHHOUR","PHMINS","FILTDATE","COMPDATE"
"T04","01",17-JUN-15,9,52,"",18-JUN-15,11,30,18-JUN-15,02-SEP-15
"T07","01",17-JUN-15,9,50,"",03-JUL-15,10,34,03-JUL-15,15-JUL-15
"T08","01",17-JUN-15,11,10,"",17-JUN-15,15,17,,
"T04","02",17-JUN-15,12,30,"",18-JUN-15,11,30,18-JUN-15,02-SEP-15
"T08","04",17-JUN-15,9,25,"",17-JUN-15,15,17,,
"T04","03",17-JUN-15,9,20,"",18-JUN-15,11,30,18-JUN-15,02-SEP-15
"T02","01",17-JUN-15,8,40,"",25-JUN-15,8,58,25-JUN-15,15-JUL-15
"T08","03",17-JUN-15,10,37,"",17-JUN-15,15,17,,
"T06","01",17-JUN-15,7,56,"",17-JUN-15,13,29,17-JUN-15,30-JUL-15
"T08","02",17-JUN-15,8,58,"",17-JUN-15,15,17,,
"T07","02",10-JUN-15,11,0,"",03-JUL-15,9,51,03-JUL-15,15-JUL-15
"T08","01",10-JUN-15,11,45,"",12-JUN-15,10,30,,
"T08","03",10-JUN-15,14,5,"",14-JUN-15,10,30,,
"T08","02",10-JUN-15,9,15,"",13-JUN-15,10,30,,
"T08","04",10-JUN-15,9,45,"",15-JUN-15,10,30,,
"T02","01",10-JUN-15,10,5,"",11-JUN-15,9,8,11-JUN-15,02-JUL-15
"T04","02",10-JUN-15,10,45,"",11-JUN-15,11,0,11-JUN-15,27-AUG-15
"T04","01",10-JUN-15,11,30,"",11-JUN-15,11,0,11-JUN-15,27-AUG-15
"T04","03",10-JUN-15,11,50,"",11-JUN-15,11,0,11-JUN-15,27-AUG-15
"T05","02",10-JUN-15,8,25,"",10-JUN-15,,,10-JUN-15,
"T05","01",10-JUN-15,8,45,"",10-JUN-15,,,10-JUN-15,
"T06","01",10-JUN-15,7,57,"",10-JUN-15,15,0,10-JUN-15,30-JUL-15
"T05","03",10-JUN-15,8,26,"",10-JUN-15,,,10-JUN-15,
"T07","01",10-JUN-15,11,15,"",03-JUL-15,9,47,03-JUL-15,15-JUL-15
"T02","01",03-JUN-15,8,7,"",11-JUN-15,9,4,11-JUN-15,02-JUL-15
"T04","03",03-JUN-15,10,35,"",04-JUN-15,11,0,04-JUN-15,27-AUG-15
"T04","02",03-JUN-15,11,5,"",04-JUN-15,11,0,04-JUN-15,27-AUG-15
"T08","02",03-JUN-15,9,0,"",04-JUN-15,10,40,,
"T08","01",03-JUN-15,11,20,"",04-JUN-15,10,40,,
"T07","01",03-JUN-15,12,20,"",05-JUN-15,10,23,05-JUN-15,15-JUL-15
"T06","01",03-JUN-15,8,11,"",03-JUN-15,13,40,03-JUN-15,09-JUN-15
"T04","01",03-JUN-15,9,50,"",04-JUN-15,11,0,04-JUN-15,27-AUG-15
"T07","02",03-JUN-15,12,0,"",05-JUN-15,10,27,05-JUN-15,15-JUL-15
"T08","03",03-JUN-15,10,45,"",04-JUN-15,10,40,,
"T08","04",03-JUN-15,9,32,"",04-JUN-15,10,40,,
"T07","01",27-MAY-15,11,20,"",05-JUN-15,9,47,05-JUN-15,15-JUL-15
"T08","03",27-MAY-15,11,33,"",28-MAY-15,10,30,,
"T05","03",27-MAY-15,8,36,"",27-MAY-15,,,27-MAY-15,
"T04","03",27-MAY-15,9,25,"",28-MAY-15,11,30,28-MAY-15,20-AUG-15
"T07","02",27-MAY-15,10,55,"",05-JUN-15,9,51,05-JUN-15,15-JUL-15
"T05","01",27-MAY-15,8,52,"",27-MAY-15,,,27-MAY-15,
"T08","01",27-MAY-15,10,46,"",28-MAY-15,10,30,,
"T04","02",27-MAY-15,11,10,"",28-MAY-15,11,30,28-MAY-15,20-AUG-15
"T08","02",27-MAY-15,9,2,"",28-MAY-15,10,30,,
"T04","01",27-MAY-15,10,10,"",28-MAY-15,11,30,28-MAY-15,20-AUG-15
"T05","02",27-MAY-15,8,35,"",27-MAY-15,,,27-MAY-15,
"T02","01",27-MAY-15,9,20,"",28-MAY-15,8,46,28-MAY-15,18-JUN-15
"T06","01",27-MAY-15,7,53,"",27-MAY-15,14,10,27-MAY-15,09-JUN-15
"T08","04",27-MAY-15,9,33,"",28-MAY-15,10,30,,
"T07","01",20-MAY-15,9,40,"",05-JUN-15,9,35,05-JUN-15,15-JUL-15
"T08","02",20-MAY-15,8,41,"",20-MAY-15,14,30,,
"T07","02",20-MAY-15,9,15,"",05-JUN-15,9,39,05-JUN-15,15-JUL-15
"T04","01",20-MAY-15,11,30,"",21-MAY-15,11,50,21-MAY-15,20-AUG-15
"T08","04",20-MAY-15,9,9,"",20-MAY-15,14,30,,
"T08","01",20-MAY-15,11,0,"",20-MAY-15,14,30,,
"T04","02",20-MAY-15,10,0,"",21-MAY-15,11,50,21-MAY-15,20-AUG-15
"T04","03",20-MAY-15,10,30,"",21-MAY-15,11,50,21-MAY-15,20-AUG-15
"T06","01",20-MAY-15,7,41,"",20-MAY-15,13,28,20-MAY-15,09-JUN-15
"T02","01",20-MAY-15,10,47,"",28-MAY-15,8,42,28-MAY-15,18-JUN-15
"T08","03",20-MAY-15,10,20,"",20-MAY-15,14,30,,
"T05","02",13-MAY-15,9,2,"",13-MAY-15,,,13-MAY-15,
"T05","01",13-MAY-15,9,2,"",13-MAY-15,,,13-MAY-15,
"T06","01",13-MAY-15,8,7,"",13-MAY-15,13,30,13-MAY-15,09-JUN-15
"T05","03",13-MAY-15,9,2,"",13-MAY-15,,,13-MAY-15,
"T07","01",13-MAY-15,11,10,"",05-JUN-15,8,50,05-JUN-15,15-JUL-15
"T07","02",13-MAY-15,10,50,"",05-JUN-15,8,54,05-JUN-15,15-JUL-15
"T08","02",13-MAY-15,8,52,"",14-MAY-15,10,0,,
"T08","01",13-MAY-15,10,59,"",14-MAY-15,10,0,,
"T08","03",13-MAY-15,11,35,"",14-MAY-15,10,0,,
"T08","04",13-MAY-15,9,19,"",14-MAY-15,10,0,,
"T02","01",13-MAY-15,9,30,"",14-MAY-15,10,31,14-MAY-15,18-JUN-15
"T04","02",13-MAY-15,11,0,"",14-MAY-15,11,30,14-MAY-15,25-AUG-15
"T04","01",13-MAY-15,11,15,"",14-MAY-15,11,30,14-MAY-15,25-AUG-15
"T04","03",13-MAY-15,11,15,"",14-MAY-15,11,30,14-MAY-15,25-AUG-15
"T02","01",06-MAY-15,8,13,"",14-MAY-15,10,22,14-MAY-15,18-JUN-15
"T07","02",06-MAY-15,10,20,"",12-MAY-15,10,17,12-MAY-15,17-JUN-15
"T08","02",06-MAY-15,8,43,"",07-MAY-15,9,30,,
"T04","02",06-MAY-15,10,20,"",08-MAY-15,11,20,08-MAY-15,25-AUG-15
"T08","04",06-MAY-15,9,10,"",07-MAY-15,9,30,,
"T04","03",06-MAY-15,9,50,"",08-MAY-15,11,20,08-MAY-15,25-AUG-15
"T04","01",06-MAY-15,9,37,"",08-MAY-15,11,20,08-MAY-15,25-AUG-15
"T07","01",06-MAY-15,11,40,"",12-MAY-15,10,13,12-MAY-15,17-JUN-15
"T06","01",06-MAY-15,8,51,"",06-MAY-15,13,20,06-MAY-15,03-JUN-15
"T08","03",06-MAY-15,10,19,"",07-MAY-15,9,30,,
"T08","01",06-MAY-15,11,13,"",07-MAY-15,9,30,,
"T08","02",29-APR-15,8,53,"",29-APR-15,10,0,,
"T06","01",29-APR-15,7,56,"",29-APR-15,13,40,29-APR-15,03-JUN-15
"T05","03",29-APR-15,8,21,"",29-APR-15,,,29-APR-15,
"T07","01",29-APR-15,11,0,"",12-MAY-15,9,41,12-MAY-15,17-JUN-15
"T08","04",29-APR-15,9,35,"",29-APR-15,10,0,,
"T04","01",29-APR-15,9,42,"",30-APR-15,11,0,30-APR-15,28-JUL-15
"T07","02",29-APR-15,10,40,"",12-MAY-15,9,45,12-MAY-15,17-JUN-15
"T04","03",29-APR-15,10,42,"",30-APR-15,11,0,30-APR-15,28-JUL-15
"T08","01",29-APR-15,11,20,"",29-APR-15,10,0,,
"T02","01",29-APR-15,9,20,"",04-MAY-15,9,43,04-MAY-15,18-JUN-15
"T04","02",29-APR-15,11,2,"",30-APR-15,11,0,30-APR-15,28-JUL-15
"T08","03",29-APR-15,13,5,"",29-APR-15,10,0,,
"T05","01",29-APR-15,8,42,"",29-APR-15,,,29-APR-15,
"T05","02",29-APR-15,8,20,"",29-APR-15,,,29-APR-15,
"T04","01",22-APR-15,11,40,"",23-APR-15,11,30,23-APR-15,28-JUL-15
"T04","02",22-APR-15,14,10,"",23-APR-15,11,30,23-APR-15,28-JUL-15
"T02","01",22-APR-15,8,15,"",04-MAY-15,9,35,04-MAY-15,18-JUN-15
"T04","03",22-APR-15,12,40,"",23-APR-15,11,30,23-APR-15,28-JUL-15
"T08","03",22-APR-15,12,20,"",22-APR-15,9,0,,
"T07","01",22-APR-15,10,20,"",12-MAY-15,9,29,12-MAY-15,17-JUN-15
"T08","01",22-APR-15,13,5,"",22-APR-15,9,0,,
"T06","01",22-APR-15,8,0,"",22-APR-15,13,35,22-APR-15,03-JUN-15
"T07","02",22-APR-15,10,0,"",12-MAY-15,9,33,12-MAY-15,17-JUN-15
"T08","04",22-APR-15,9,5,"",22-APR-15,9,0,,
"T08","02",22-APR-15,9,5,"",22-APR-15,9,0,,
"T02","01",15-APR-15,9,45,"",16-APR-15,10,15,16-APR-15,24-APR-15
"T08","01",15-APR-15,10,51,"",16-APR-15,10,0,,
"T06","01",15-APR-15,7,54,"",15-APR-15,14,27,15-APR-15,03-JUN-15
"T04","01",15-APR-15,10,35,"",16-APR-15,11,0,16-APR-15,27-JUL-15
"T05","01",15-APR-15,8,50,"",15-APR-15,,,15-APR-15,
"T08","03",15-APR-15,11,30,"",16-APR-15,10,0,,
"T04","03",15-APR-15,11,50,"",16-APR-15,11,0,16-APR-15,27-JUL-15
"T05","02",15-APR-15,8,30,"",15-APR-15,,,15-APR-15,
"T04","02",15-APR-15,15,40,"",16-APR-15,11,0,16-APR-15,27-JUL-15
"T05","03",15-APR-15,8,32,"",15-APR-15,,,15-APR-15,
"T07","01",15-APR-15,11,55,"",12-MAY-15,9,2,12-MAY-15,17-JUN-15
"T08","02",15-APR-15,8,57,"",16-APR-15,10,0,,
"T08","04",15-APR-15,9,32,"",16-APR-15,10,0,,
"T07","02",15-APR-15,11,35,"",12-MAY-15,9,6,12-MAY-15,17-JUN-15
"T04","03",08-APR-15,15,15,"",13-APR-15,12,15,13-APR-15,27-JUL-15
"T06","01",08-APR-15,7,55,"",08-APR-15,13,15,08-APR-15,03-JUN-15
"T07","01",08-APR-15,11,0,"",10-APR-15,11,28,10-APR-15,24-APR-15
"T07","02",08-APR-15,10,0,"",10-APR-15,11,32,10-APR-15,24-APR-15
"T08","02",08-APR-15,9,13,"",09-APR-15,10,30,,
"T08","01",08-APR-15,11,26,"",09-APR-15,10,30,,
"T08","03",08-APR-15,12,59,"",09-APR-15,10,30,,
"T08","04",08-APR-15,9,59,"",09-APR-15,10,30,,
"T02","01",08-APR-15,9,15,"",16-APR-15,10,8,16-APR-15,24-APR-15
"T04","02",08-APR-15,14,0,"",13-APR-15,12,15,13-APR-15,27-JUL-15
"T04","01",08-APR-15,9,40,"",13-APR-15,12,15,13-APR-15,27-JUL-15
"T05","03",01-APR-15,8,7,"",01-APR-15,,,01-APR-15,
"T07","01",01-APR-15,11,25,"",10-APR-15,10,55,10-APR-15,24-APR-15
"T08","03",01-APR-15,14,30,"",02-APR-15,9,30,,
"T07","02",01-APR-15,10,50,"",10-APR-15,10,59,10-APR-15,24-APR-15
"T08","02",01-APR-15,9,11,"",02-APR-15,9,30,,
"T05","02",01-APR-15,8,5,"",01-APR-15,,,01-APR-15,
"T02","01",01-APR-15,9,55,"",02-APR-15,10,29,02-APR-15,24-APR-15
"T06","01",01-APR-15,7,50,"",01-APR-15,13,45,01-APR-15,03-JUN-15
"T08","04",01-APR-15,9,47,"",02-APR-15,9,30,,
"T05","01",01-APR-15,8,35,"",01-APR-15,,,01-APR-15,
"T08","01",01-APR-15,11,45,"",02-APR-15,9,30,,
"T04","03",31-MAR-15,12,50,"",01-APR-15,11,0,01-APR-15,13-JUL-15
"T04","01",31-MAR-15,10,10,"",01-APR-15,11,0,01-APR-15,13-JUL-15
"T04","02",31-MAR-15,11,40,"",01-APR-15,11,0,01-APR-15,13-JUL-15
"T08","03",25-MAR-15,11,29,"",26-MAR-15,9,30,,
"T07","02",25-MAR-15,9,40,"",10-APR-15,10,47,10-APR-15,24-APR-15
"T04","01",25-MAR-15,10,37,"",26-MAR-15,13,30,26-MAR-15,13-JUL-15
"T08","04",25-MAR-15,10,30,"",26-MAR-15,9,30,,
"T04","02",25-MAR-15,12,43,"",26-MAR-15,13,30,26-MAR-15,13-JUL-15
"T08","02",25-MAR-15,10,2,"",26-MAR-15,9,30,,
"T04","03",25-MAR-15,11,50,"",26-MAR-15,13,30,26-MAR-15,13-JUL-15
"T02","01",25-MAR-15,8,10,"",02-APR-15,10,21,02-APR-15,24-APR-15
"T08","01",25-MAR-15,12,31,"",26-MAR-15,9,30,,
"T07","01",25-MAR-15,9,55,"",10-APR-15,10,43,10-APR-15,24-APR-15
"T06","01",25-MAR-15,10,15,"",25-MAR-15,14,37,25-MAR-15,03-JUN-15
"T05","03",18-MAR-15,9,17,"",18-MAR-15,,,18-MAR-15,
"T07","01",18-MAR-15,11,50,"",10-APR-15,10,14,10-APR-15,24-APR-15
"T04","02",18-MAR-15,11,35,"",19-MAR-15,12,30,19-MAR-15,13-JUL-15
"T07","02",18-MAR-15,11,20,"",10-APR-15,10,17,10-APR-15,24-APR-15
"T08","02",18-MAR-15,10,18,"",19-MAR-15,9,10,,
"T08","04",18-MAR-15,10,57,"",19-MAR-15,9,10,,
"T08","01",18-MAR-15,12,22,"",19-MAR-15,9,10,,
"T02","01",18-MAR-15,10,45,"",19-MAR-15,10,27,19-MAR-15,26-MAR-15
"T08","03",18-MAR-15,14,14,"",19-MAR-15,9,10,,
"T06","01",18-MAR-15,10,4,"",18-MAR-15,14,40,18-MAR-15,01-APR-15
"T05","01",18-MAR-15,10,15,"",18-MAR-15,,,18-MAR-15,
"T04","01",18-MAR-15,12,40,"",19-MAR-15,12,30,19-MAR-15,13-JUL-15
"T05","02",18-MAR-15,9,15,"",18-MAR-15,,,18-MAR-15,
"T04","03",18-MAR-15,11,45,"",19-MAR-15,12,30,19-MAR-15,13-JUL-15
"T06","01",11-MAR-15,10,2,"",11-MAR-15,14,10,11-MAR-15,01-APR-15
"T07","01",11-MAR-15,12,35,"",13-MAR-15,11,58,13-MAR-15,08-APR-15
"T07","02",11-MAR-15,11,30,"",13-MAR-15,12,2,13-MAR-15,08-APR-15
"T08","02",11-MAR-15,10,43,"",12-MAR-15,14,0,,
"T08","01",11-MAR-15,13,25,"",12-MAR-15,14,0,,
"T08","03",11-MAR-15,12,44,"",12-MAR-15,14,0,,
"T08","04",11-MAR-15,11,43,"",12-MAR-15,14,0,,
"T04","01",11-MAR-15,11,27,"",12-MAR-15,11,0,12-MAR-15,13-JUL-15
"T02","01",11-MAR-15,8,24,"",19-MAR-15,10,19,19-MAR-15,26-MAR-15
"T04","02",11-MAR-15,12,20,"",12-MAR-15,11,0,12-MAR-15,13-JUL-15
"T04","03",11-MAR-15,12,40,"",12-MAR-15,11,0,12-MAR-15,13-JUL-15
"T05","03",04-MAR-15,9,7,"",04-MAR-15,,,04-MAR-15,
"T04","02",04-MAR-15,10,45,"",09-MAR-15,11,0,09-MAR-15,11-JUN-15
"T04","01",04-MAR-15,11,45,"",09-MAR-15,11,0,09-MAR-15,11-JUN-15
"T07","01",04-MAR-15,9,45,"",13-MAR-15,11,13,13-MAR-15,08-APR-15
"T07","02",04-MAR-15,10,10,"",13-MAR-15,11,17,13-MAR-15,08-APR-15
"T08","02",04-MAR-15,10,5,"",05-MAR-15,11,0,,
"T04","03",04-MAR-15,12,10,"",09-MAR-15,11,0,09-MAR-15,11-JUN-15
"T08","04",04-MAR-15,12,0,"",05-MAR-15,11,0,,
"T08","01",04-MAR-15,12,36,"",05-MAR-15,11,0,,
"T06","01",04-MAR-15,10,45,"",04-MAR-15,15,20,04-MAR-15,01-APR-15
"T05","01",04-MAR-15,9,30,"",04-MAR-15,,,04-MAR-15,
"T05","02",04-MAR-15,9,6,"",04-MAR-15,,,04-MAR-15,
"T08","03",04-MAR-15,14,0,"",05-MAR-15,11,0,,
"T02","01",04-MAR-15,11,40,"",05-MAR-15,10,29,05-MAR-15,26-MAR-15
"T06","01",25-FEB-15,10,12,"",25-FEB-15,14,40,25-FEB-15,01-APR-15
"T07","01",25-FEB-15,9,50,"",13-MAR-15,11,1,13-MAR-15,08-APR-15
"T02","01",25-FEB-15,8,19,"",05-MAR-15,10,22,05-MAR-15,26-MAR-15
"T04","03",25-FEB-15,11,56,"",26-FEB-15,11,20,26-FEB-15,11-JUN-15
"T08","04",25-FEB-15,11,1,"",26-FEB-15,11,0,,
"T07","02",25-FEB-15,9,35,"",13-MAR-15,11,5,13-MAR-15,08-APR-15
"T04","02",25-FEB-15,,,"",,,,,
"T08","02",25-FEB-15,10,33,"",26-FEB-15,11,0,,
"T04","01",25-FEB-15,11,10,"",26-FEB-15,11,20,26-FEB-15,11-JUN-15
"T08","01",25-FEB-15,12,54,"",26-FEB-15,11,0,,
"T08","03",25-FEB-15,12,14,"",26-FEB-15,11,0,,
"T08","02",18-FEB-15,9,42,"",22-FEB-15,9,30,,
"T04","02",18-FEB-15,12,30,"",19-FEB-15,11,20,19-FEB-15,29-MAY-15
"T07","01",18-FEB-15,10,20,"",13-MAR-15,10,11,13-MAR-15,08-APR-15
"T08","01",18-FEB-15,12,7,"",21-FEB-15,9,30,,
"T02","01",18-FEB-15,10,35,"",19-FEB-15,10,19,19-FEB-15,04-MAR-15
"T07","02",18-FEB-15,10,0,"",13-MAR-15,10,15,13-MAR-15,08-APR-15
"T05","01",18-FEB-15,9,45,"",18-FEB-15,,,18-FEB-15,
"T08","03",18-FEB-15,11,41,"",23-FEB-15,9,30,,
"T05","03",18-FEB-15,9,17,"",18-FEB-15,,,18-FEB-15,
"T05","02",18-FEB-15,9,15,"",18-FEB-15,,,18-FEB-15,
"T04","01",18-FEB-15,10,55,"",19-FEB-15,11,20,19-FEB-15,29-MAY-15
"T06","01",18-FEB-15,10,18,"",18-FEB-15,15,5,18-FEB-15,01-APR-15
"T04","03",18-FEB-15,12,40,"",19-FEB-15,11,20,19-FEB-15,29-MAY-15
"T08","04",18-FEB-15,10,12,"",24-FEB-15,9,30,,
"T06","01",11-FEB-15,10,19,"",11-FEB-15,15,20,11-FEB-15,01-APR-15
"T07","01",11-FEB-15,13,20,"",13-FEB-15,12,2,13-FEB-15,05-MAR-15
"T08","01",11-FEB-15,10,42,"",12-FEB-15,9,30,,
"T07","02",11-FEB-15,11,52,"",13-FEB-15,12,6,13-FEB-15,05-MAR-15
"T08","02",11-FEB-15,10,30,"",12-FEB-15,9,30,,
"T08","03",11-FEB-15,13,54,"",12-FEB-15,9,30,,
"T08","04",11-FEB-15,10,43,"",12-FEB-15,9,30,,
"T04","01",11-FEB-15,12,15,"",12-FEB-15,13,0,12-FEB-15,29-MAY-15
"T02","01",11-FEB-15,8,35,"",19-FEB-15,10,13,19-FEB-15,04-MAR-15
"T04","02",11-FEB-15,,,"",,,,,
"T04","03",11-FEB-15,,,"",12-FEB-15,13,0,12-FEB-15,29-MAY-15
"T05","03",04-FEB-15,9,37,"",04-FEB-15,,,04-FEB-15,
"T07","01",04-FEB-15,10,25,"",13-FEB-15,11,11,13-FEB-15,05-MAR-15
"T04","02",04-FEB-15,,,"",,,,,
"T04","01",04-FEB-15,13,35,"",06-FEB-15,11,40,06-FEB-15,28-APR-15
"T08","01",04-FEB-15,11,59,"",05-FEB-15,10,0,,
"T07","02",04-FEB-15,10,10,"",13-FEB-15,11,15,13-FEB-15,05-MAR-15
"T05","01",04-FEB-15,9,45,"",04-FEB-15,,,04-FEB-15,
"T08","04",04-FEB-15,10,24,"",05-FEB-15,10,0,,
"T08","02",04-FEB-15,9,53,"",05-FEB-15,10,0,,
"T08","03",04-FEB-15,11,20,"",05-FEB-15,10,0,,
"T04","03",04-FEB-15,14,0,"",06-FEB-15,11,40,06-FEB-15,28-APR-15
"T06","01",04-FEB-15,11,26,"",04-FEB-15,15,15,04-FEB-15,26-FEB-15
"T05","02",04-FEB-15,9,35,"",04-FEB-15,,,04-FEB-15,
"T02","01",04-FEB-15,11,0,"",05-FEB-15,10,12,05-FEB-15,06-FEB-15
"T07","01",28-JAN-15,10,20,"",13-FEB-15,10,21,13-FEB-15,05-MAR-15
"T08","04",28-JAN-15,10,35,"",29-JAN-15,11,0,,
"T08","02",28-JAN-15,10,7,"",29-JAN-15,11,0,,
"T08","03",28-JAN-15,14,20,"",29-JAN-15,11,0,,
"T07","02",28-JAN-15,10,0,"",13-FEB-15,10,25,13-FEB-15,05-MAR-15
"T06","01",28-JAN-15,9,56,"",28-JAN-15,14,22,28-JAN-15,26-FEB-15
"T08","01",28-JAN-15,12,31,"",29-JAN-15,11,0,,
"T02","01",28-JAN-15,9,8,"",05-FEB-15,10,5,05-FEB-15,06-FEB-15
"T04","03",27-JAN-15,13,10,"",28-JAN-15,11,40,28-JAN-15,28-APR-15
"T04","02",27-JAN-15,13,0,"",28-JAN-15,11,40,28-JAN-15,28-APR-15
"T04","01",27-JAN-15,12,54,"",28-JAN-15,11,40,28-JAN-15,28-APR-15
"T04","01",22-JAN-15,11,55,"",23-JAN-15,11,30,23-JAN-15,12-MAR-15
"T04","03",22-JAN-15,13,0,"",23-JAN-15,11,30,23-JAN-15,12-MAR-15
"T04","02",22-JAN-15,13,10,"",23-JAN-15,11,30,23-JAN-15,12-MAR-15
"T07","01",21-JAN-15,,,"",,,,,
"T08","01",21-JAN-15,12,45,"",21-JAN-15,16,0,,
"T07","02",21-JAN-15,,,"",,,,,
"T08","04",21-JAN-15,10,10,"",21-JAN-15,16,0,,
"T08","02",21-JAN-15,9,41,"",21-JAN-15,16,0,,
"T02","01",21-JAN-15,10,55,"",22-JAN-15,10,25,22-JAN-15,06-FEB-15
"T08","03",21-JAN-15,11,50,"",21-JAN-15,16,0,,
"T06","01",21-JAN-15,10,30,"",21-JAN-15,14,50,21-JAN-15,26-FEB-15
"T05","03",21-JAN-15,9,13,"",21-JAN-15,,,21-JAN-15,
"T05","01",21-JAN-15,9,40,"",21-JAN-15,,,21-JAN-15,
"T05","02",21-JAN-15,9,12,"",21-JAN-15,,,21-JAN-15,
"T02","01",15-JAN-15,14,0,"",16-JAN-15,12,31,16-JAN-15,06-FEB-15
"T06","01",14-JAN-15,10,7,"",14-JAN-15,14,47,14-JAN-15,26-FEB-15
"T07","01",14-JAN-15,12,25,"",16-JAN-15,12,14,16-JAN-15,20-JAN-15
"T08","01",14-JAN-15,16,4,"",15-JAN-15,9,30,,
"T07","02",14-JAN-15,11,30,"",16-JAN-15,12,18,16-JAN-15,20-JAN-15
"T08","02",14-JAN-15,10,17,"",15-JAN-15,9,30,,
"T08","03",14-JAN-15,14,17,"",15-JAN-15,9,30,,
"T08","04",14-JAN-15,12,36,"",15-JAN-15,9,30,,
"T04","02",13-JAN-15,10,40,"",14-JAN-15,11,0,14-JAN-15,12-MAR-15
"T04","01",13-JAN-15,11,0,"",14-JAN-15,11,0,14-JAN-15,12-MAR-15
"T04","03",13-JAN-15,11,20,"",14-JAN-15,11,0,14-JAN-15,12-MAR-15
"T05","03",07-JAN-15,9,36,"",07-JAN-15,,,07-JAN-15,
"T04","02",07-JAN-15,11,25,"",09-JAN-15,11,30,09-JAN-15,12-MAR-15
"T07","01",07-JAN-15,11,0,"",16-JAN-15,11,19,16-JAN-15,20-JAN-15
"T08","01",07-JAN-15,12,41,"",08-JAN-15,,,,
"T02","01",07-JAN-15,9,55,"",08-JAN-15,10,24,08-JAN-15,06-FEB-15
"T07","02",07-JAN-15,10,30,"",16-JAN-15,11,23,16-JAN-15,20-JAN-15
"T08","02",07-JAN-15,10,0,"",08-JAN-15,,,,
"T08","03",07-JAN-15,11,55,"",08-JAN-15,,,,
"T04","01",07-JAN-15,10,50,"",09-JAN-15,11,30,09-JAN-15,12-MAR-15
"T08","04",07-JAN-15,10,25,"",08-JAN-15,,,,
"T06","01",07-JAN-15,11,27,"",07-JAN-15,11,30,07-JAN-15,10-FEB-15
"T05","02",07-JAN-15,9,35,"",07-JAN-15,,,07-JAN-15,
"T05","01",07-JAN-15,9,45,"",07-JAN-15,,,07-JAN-15,
"T04","03",07-JAN-15,11,15,"",09-JAN-15,11,30,09-JAN-15,12-MAR-15
"T08","03",31-DEC-14,11,40,"",05-JAN-15,15,30,,
"T06","01",31-DEC-14,,,"",,,,,
"T08","04",31-DEC-14,10,5,"",05-JAN-15,15,30,,
"T07","01",31-DEC-14,9,45,"",16-JAN-15,11,8,16-JAN-15,20-JAN-15
"T08","01",31-DEC-14,12,40,"",05-JAN-15,15,30,,
"T07","02",31-DEC-14,9,25,"",16-JAN-15,11,11,16-JAN-15,20-JAN-15
"T08","02",31-DEC-14,9,40,"",05-JAN-15,15,30,,
"T02","01",31-DEC-14,,,"",,,,,
"T04","02",29-DEC-14,12,15,"",05-JAN-14,14,0,05-JAN-14,15-APR-15
"T04","03",29-DEC-14,12,25,"",05-JAN-14,14,0,05-JAN-14,15-APR-15
"T04","01",29-DEC-14,11,20,"",05-JAN-14,14,0,05-JAN-14,15-APR-15
"T05","01",24-DEC-14,9,50,"",24-DEC-14,,,24-DEC-14,
"T05","02",24-DEC-14,9,40,"",24-DEC-14,,,24-DEC-14,
"T02","01",24-DEC-14,,,"",,,,,
"T08","03",24-DEC-14,11,8,"",05-JAN-15,15,0,,
"T05","03",24-DEC-14,9,43,"",24-DEC-14,,,24-DEC-14,
"T06","01",24-DEC-14,10,33,"",24-DEC-14,15,0,24-DEC-14,10-FEB-15
"T07","01",24-DEC-14,11,5,"",16-JAN-15,10,25,16-JAN-15,20-JAN-15
"T08","04",24-DEC-14,9,33,"",05-JAN-15,15,0,,
"T08","01",24-DEC-14,12,10,"",05-JAN-15,15,0,,
"T07","02",24-DEC-14,10,45,"",16-JAN-15,10,29,16-JAN-15,20-JAN-15
"T08","02",24-DEC-14,8,55,"",05-JAN-15,15,0,,
"T04","03",23-DEC-14,11,45,"",05-JAN-14,12,0,05-JAN-14,15-APR-15
"T04","02",23-DEC-14,10,35,"",05-JAN-14,12,0,05-JAN-14,15-APR-15
"T04","01",23-DEC-14,10,20,"",05-JAN-14,12,0,05-JAN-14,15-APR-15
"T06","01",17-DEC-14,10,29,"",17-DEC-14,15,6,17-DEC-14,10-FEB-15
"T04","01",17-DEC-14,10,53,"",18-DEC-14,16,30,18-DEC-14,15-APR-15
"T02","01",17-DEC-14,13,30,"",08-JAN-15,10,12,08-JAN-15,06-FEB-15
"T08","02",17-DEC-14,10,12,"",18-DEC-14,16,5,,
"T08","01",17-DEC-14,14,33,"",18-DEC-14,16,5,,
"T04","02",17-DEC-14,12,8,"",18-DEC-14,16,30,18-DEC-14,15-APR-15
"T04","03",17-DEC-14,11,40,"",18-DEC-14,16,30,18-DEC-14,15-APR-15
"T08","04",17-DEC-14,10,53,"",18-DEC-14,16,5,,
"T08","03",17-DEC-14,12,0,"",18-DEC-14,16,5,,
"T07","01",16-DEC-14,12,25,"",18-DEC-14,11,21,18-DEC-14,12-JAN-15
"T07","02",16-DEC-14,11,25,"",18-DEC-14,11,25,18-DEC-14,12-JAN-15
"T05","01",10-DEC-14,9,50,"",10-DEC-14,,,10-DEC-14,
"T04","03",10-DEC-14,11,50,"",11-DEC-14,13,40,11-DEC-14,11-MAR-15
"T05","03",10-DEC-14,9,16,"",10-DEC-14,,,10-DEC-14,
