LAT_DD83	LON_DD83
39.7782	-86.4471
43.0528	-117.6943
33.9124	-109.3565
33.7599	-109.4340
36.5480	-105.1299
40.0111	-86.8999
32.5759	-92.0619
35.7150	-92.8827
30.4134	-85.8686
31.1972	-89.6906
39.4339	-87.1217
35.2760	-92.1993
39.3111	-77.2833
36.4817	-77.6599
43.7708	-118.0490
42.4106	-94.9861
41.4157	-98.0890
38.0691	-122.5344
34.0666	-93.4238
46.4305	-102.1681
32.5285	-92.0440
36.4286	-93.1463
46.3137	-86.8983
38.7663	-100.2741
39.6902	-76.9302
30.4712	-96.1382
35.4001	-78.7784
34.0649	-93.4423
33.1494	-107.2066
38.5041	-122.7882
39.2768	-78.8118
38.1773	-79.3761
37.3880	-109.6884
33.8839	-78.7847
34.0017	-88.5183
39.8343	-75.5771
42.5523	-82.5885
32.4950	-91.5186
46.0578	-87.2474
38.8388	-100.9919
39.5925	-77.3011
34.5314	-111.8407
40.7997	-98.4378
40.1065	-123.7938
36.8683	-84.5781
39.1539	-77.7373
38.4799	-109.3975
33.5617	-79.0868
35.8762	-80.3599
47.1679	-102.6458
40.1917	-105.2005
32.8065	-88.5503
45.6991	-87.4074
37.7680	-93.5809
36.4717	-76.9434
34.8868	-112.3248
38.8303	-122.9061
38.5447	-109.5048
35.1612	-80.6567
35.3971	-80.7245
45.9140	-122.8097
45.2925	-87.4497
35.4580	-77.6750
34.3526	-113.2188
34.0305	-79.7231
34.9086	-87.0623
30.6008	-91.8768
36.3595	-106.6759
34.5825	-77.9632
30.7023	-83.0339
34.9509	-87.0420
29.9043	-92.1160
35.6782	-93.7441
34.5198	-78.2569
36.2163	-106.2481
34.7692	-83.0115
33.4995	-80.1099
35.3855	-77.7538
44.3032	-106.9389
42.4283	-85.5847
39.1063	-99.2325
39.6734	-78.6554
34.0994	-91.6435
40.6533	-98.9138
35.5300	-99.1302
34.7426	-83.2370
33.6111	-82.1624
35.3203	-77.0292
36.9301	-78.3576
34.7159	-85.6112
31.3640	-93.1988
35.4277	-94.1445
44.1584	-106.9120
42.3303	-86.2078
42.6167	-85.7282
39.7206	-99.2221
39.6255	-78.7518
36.1502	-76.7379
33.2288	-91.2879
40.7843	-98.7323
35.0000	-98.8760
35.1481	-99.2189
34.3329	-104.1808
37.7301	-80.5944
33.8236	-80.0680
34.6430	-82.4540
35.0268	-77.1346
40.5219	-108.2847
37.5237	-78.3103
29.9496	-81.7809
43.9440	-105.4367
42.4373	-85.1212
31.3167	-90.2997
48.5693	-112.9001
39.6499	-77.8405
33.6452	-92.2075
40.6560	-99.0353
38.2097	-80.0487
37.5390	-92.3654
43.7852	-102.7991
42.9885	-88.2783
44.3611	-91.9107
34.1666	-81.7739
34.9297	-79.5729
42.6760	-78.5949
29.7776	-81.3090
31.3985	-91.7641
43.4140	-106.2860
42.5695	-84.5928
31.4509	-90.0100
48.9909	-113.1988
34.5073	-88.0504
40.5968	-99.1642
44.1324	-91.7295
42.7685	-105.9736
44.0430	-103.7701
33.4784	-81.3122
36.1119	-81.5103
42.6785	-77.7065
37.5091	-79.3833
32.5640	-93.3206
34.6951	-87.7621
35.3513	-83.5072
45.1698	-120.4823
33.8933	-80.6245
34.1396	-81.1395
36.0992	-82.0450
42.7916	-77.6492
32.3739	-93.8922
43.6030	-104.1929
34.1262	-80.6503
35.6438	-81.7447
35.6773	-78.1534
42.3151	-76.9550
29.7043	-82.9380
30.1778	-93.0510
36.2149	-80.9603
33.9091	-79.4403
36.1149	-91.9670
35.4757	-81.4096
28.8882	-82.2607
48.2493	-110.6302
39.6242	-78.4293
33.2234	-86.8882
40.9661	-93.6153
35.9976	-80.4181
44.0121	-89.7883
45.5325	-120.3580
33.2691	-92.6790
41.0947	-99.0985
34.2119	-99.0935
34.2041	-99.0591
44.1023	-105.1598
39.2999	-120.9695
34.5705	-81.7775
34.2427	-79.7319
36.3979	-92.3706
48.4577	-109.9264
46.0141	-103.2878
30.7672	-89.6550
30.9702	-89.0079
39.5034	-78.9045
32.9138	-87.5326
42.8542	-88.3989
37.6046	-103.6060
29.8188	-91.5919
33.2092	-92.5305
41.0244	-98.0670
34.8403	-97.6122
34.5916	-99.0238
44.7498	-104.9555
39.2443	-78.6646
39.4720	-78.3635
44.6293	-72.0332
35.6822	-82.7790
35.0437	-80.4656
42.1240	-75.6138
30.1072	-82.1340
46.5463	-103.5638
39.3478	-88.0527
39.3219	-77.4121
40.5934	-92.8499
44.0439	-101.4511
35.5945	-79.0521
37.8174	-103.3688
29.8973	-90.6833
34.5731	-110.0746
33.8993	-92.6360
40.7159	-97.7554
44.0318	-106.6561
37.1317	-91.1559
34.8265	-80.8153
33.4477	-79.1722
42.4942	-75.5719
48.3672	-102.7778
37.7967	-88.3701
38.0088	-88.6775
44.1127	-100.9510
34.9506	-80.9232
34.3760	-110.0121
44.8183	-107.0448
37.2388	-91.3451
28.4139	-82.1401
38.8532	-89.3978
39.5492	-105.1317
30.6686	-90.3154
44.9913	-108.3546
33.7731	-79.2367
35.0606	-84.0245
39.0538	-90.6593
39.5901	-90.8737
36.5496	-81.3733
30.9518	-90.6899
44.5077	-108.4334
33.7676	-80.0738
35.0247	-83.6968
44.5672	-73.4254
36.5308	-79.3282
34.2151	-111.0990
43.9411	-108.0490
35.9454	-77.5326
39.6754	-90.5253
38.6646	-98.0628
30.5021	-91.1670
36.0794	-90.6668
41.9393	-96.1447
35.9258	-99.5152
43.6547	-109.9079
40.8025	-122.9300
39.5574	-80.1822
42.8359	-89.8939
35.1761	-78.8097
41.5963	-74.3675
40.5786	-89.9376
35.4511	-102.0051
31.6147	-90.6787
39.6536	-94.2259
44.9802	-71.5441
35.9395	-78.5755
39.3136	-76.6898
33.6170	-93.8600
30.3285	-90.8438
39.2086	-90.5929
34.1926	-111.0367
41.5032	-96.3499
35.8145	-98.7021
35.9108	-99.0491
40.6271	-123.3741
38.7522	-80.9407
37.1670	-94.5082
44.0555	-96.9876
48.9118	-107.3082
43.5621	-89.9051
37.6674	-111.2172
36.1104	-90.4501
34.9234	-78.7982
41.2724	-74.8402
35.7675	-101.3223
40.4430	-86.4441
40.4006	-94.2269
38.6203	-76.7553
33.8730	-93.5081
40.9763	-96.0009
42.5469	-109.1164
39.5986	-120.9972
48.9432	-106.8565
38.8039	-80.8919
36.7848	-93.7144
38.4951	-84.1616
42.8542	-97.2802
43.6962	-71.9813
35.8788	-82.0796
36.8765	-79.0678
29.2138	-81.6548
47.3148	-100.9152
35.9724	-100.8244
31.7964	-89.6785
38.5117	-77.0228
33.3581	-87.1455
34.3552	-92.8676
31.2148	-92.0243
42.3105	-90.4171
43.1451	-71.1860
36.2385	-91.9078
42.0506	-110.5351
48.1473	-107.5490
38.6874	-92.9499
37.6707	-82.7298
44.3448	-100.3713
40.4780	-108.9082
35.8376	-82.6597
34.7108	-78.4567
36.7620	-78.8714
30.4958	-82.7065
30.8834	-88.7736
33.4249	-86.7756
29.8921	-91.4446
31.0176	-91.6903
32.9561	-109.5318
30.1049	-83.1188
32.9939	-86.3619
31.8822	-110.5567
41.6527	-110.7466
32.9323	-86.3625
34.9289	-93.3607
33.8736	-111.3058
34.4766	-79.7324
39.4471	-93.9286
39.5975	-93.6230
33.5643	-94.3841
33.6177	-110.9110
43.2078	-83.2003
35.2758	-90.2343
34.5313	-94.7144
37.9975	-80.8620
37.9837	-91.3578
45.1173	-91.2755
33.9000	-78.8570
39.9795	-82.3817
36.7817	-79.8343
42.4458	-96.0197
33.7921	-86.1307
42.9424	-82.4853
35.3467	-91.3223
43.6825	-106.3400
47.6167	-112.6811
37.5779	-81.2885
38.2401	-91.8040
39.4273	-98.5395
44.9478	-91.5569
37.5870	-104.8386
32.8183	-79.9820
30.9460	-81.8988
31.0003	-91.0395
40.1017	-92.6184
43.4826	-72.6277
33.8727	-86.3236
38.1858	-106.4895
44.5909	-104.9307
38.2769	-82.1249
45.5253	-90.7089
39.8447	-113.8171
33.4763	-114.6053
33.7787	-85.7596
33.2513	-114.6723
35.0742	-114.6043
42.8520	-106.1859
40.3185	-92.8630
42.5253	-115.4908
