LAT_DD83	LON_DD83
43.4976	-92.1901
39.2076	-75.7485
34.3527	-91.1054
34.7446	-113.2494
46.4897	-86.1095
42.5896	-97.8722
36.9513	-95.0354
41.4019	-106.7382
39.4420	-122.6372
48.3536	-113.8808
38.5253	-92.3215
45.7335	-89.3085
39.9211	-82.7733
45.7307	-122.9296
42.7385	-114.8443
31.9518	-90.1281
47.2772	-102.1316
33.1583	-87.0299
34.4342	-91.1668
39.8055	-108.6538
38.3794	-96.2142
46.7871	-88.7409
36.9883	-95.1167
41.6384	-106.9378
41.9544	-122.6616
47.2076	-115.2205
38.3030	-90.6271
44.4741	-103.2201
43.9913	-123.6643
46.2782	-122.9934
40.8665	-110.9017
36.5426	-83.7663
40.5089	-74.4661
30.7614	-81.9675
33.1088	-99.4420
43.7152	-72.9235
31.3511	-90.8496
33.4128	-86.7519
42.6615	-114.6627
33.5563	-92.0226
38.9019	-75.6476
38.5155	-96.4548
46.5323	-89.3980
46.9450	-89.1526
42.9365	-98.8181
35.3994	-95.7926
41.9662	-110.0007
41.3184	-123.0505
47.0664	-114.7699
47.7289	-121.4276
37.8832	-90.5444
44.8171	-103.6939
46.2598	-90.6279
39.7883	-111.1081
35.7537	-84.3107
35.0087	-91.8123
38.7403	-86.7338
40.8629	-74.1074
39.7457	-81.8416
43.1678	-123.6913
34.5629	-100.6273
45.1536	-102.5972
42.5757	-113.6292
32.6698	-89.4345
46.7541	-102.3491
42.7118	-98.1550
42.8130	-110.6890
40.0770	-121.5625
46.0946	-89.7252
46.8116	-89.5988
44.9430	-95.7776
35.1040	-85.3609
38.5858	-86.8484
40.9125	-74.1868
46.2290	-123.3930
38.4847	-77.0830
45.4256	-102.3501
46.2921	-88.9418
43.5521	-110.8006
45.9222	-90.0025
41.4377	-71.7225
48.0490	-95.8083
35.1530	-80.6044
29.5773	-81.9654
33.6240	-85.4938
45.6537	-84.9992
42.8758	-110.0332
46.0922	-89.2615
32.7792	-96.5545
47.2551	-96.2033
35.1442	-86.3487
35.9752	-80.3429
31.2827	-82.6490
36.2183	-91.2702
42.8095	-86.1701
36.8609	-113.9534
42.5625	-109.9336
31.9566	-94.5871
35.5001	-88.6377
30.8159	-83.0166
32.4915	-89.1519
32.3079	-90.3289
36.3596	-92.5907
32.9686	-87.3970
38.6105	-75.4494
43.7708	-85.9786
45.1617	-92.7575
44.3932	-71.2199
33.5924	-91.3070
35.2373	-97.5634
44.4790	-109.3830
45.0517	-105.2143
44.5910	-101.4490
45.4800	-88.5371
30.6960	-93.8119
48.7031	-94.3357
35.9516	-79.5909
40.4505	-75.0682
45.3954	-122.1494
45.8192	-114.7584
43.7641	-72.6354
33.2431	-87.5038
36.2447	-92.8358
39.8720	-95.0272
44.1428	-86.0134
44.9773	-93.2407
34.7237	-97.1628
44.2645	-107.9009
45.4685	-108.8446
38.4694	-82.2788
43.2411	-99.1872
38.1624	-77.0240
45.6643	-91.2325
45.2633	-70.2621
29.8878	-94.3648
48.4851	-93.7222
36.1874	-89.0990
34.5350	-78.8234
35.5210	-80.8268
38.5367	-87.3823
39.6172	-74.4964
39.9935	-80.8663
44.2475	-120.8595
28.1915	-82.1787
48.5237	-122.0534
41.7208	-75.4128
31.3336	-90.9114
34.0038	-86.7411
38.8600	-75.5307
39.7262	-94.9112
38.5496	-75.7412
46.9870	-92.8115
42.9111	-71.9957
34.9640	-97.3000
45.6423	-108.7950
48.6814	-121.7200
44.9355	-71.0337
40.4914	-109.1767
28.8784	-96.2872
36.1849	-89.3818
35.9960	-79.4881
35.5960	-77.1828
38.6428	-87.6144
39.7668	-74.6774
39.6317	-81.1929
44.1412	-119.2912
38.3482	-77.5710
27.6427	-81.7918
40.3767	-75.5303
33.2601	-85.5036
46.9482	-92.4322
43.1266	-101.7196
48.3850	-120.2964
44.6531	-91.1064
30.4256	-95.1250
47.6579	-91.6025
35.9454	-78.8451
40.5060	-74.7486
38.3953	-77.9554
34.0812	-88.0213
44.5073	-107.3745
48.0735	-92.1316
36.4751	-89.3096
36.2236	-78.1435
44.8186	-75.1008
27.4150	-81.1312
33.8512	-87.8028
31.8792	-91.5433
30.4976	-99.4027
35.6248	-88.6990
27.0590	-81.3842
34.0918	-87.7380
34.6950	-90.6459
42.6890	-105.3890
30.6545	-97.9274
35.3510	-89.0288
26.9365	-81.3262
45.3315	-115.9499
30.9779	-91.4795
44.2190	-83.8729
44.3152	-84.2113
43.8188	-71.1952
35.5326	-90.4420
41.6731	-97.6766
34.2221	-96.7069
42.8288	-106.3668
39.4667	-120.9644
47.7925	-109.2768
44.2522	-90.7617
29.6663	-99.5448
44.5027	-92.9180
35.2106	-88.9237
44.6161	-75.4062
40.7350	-81.6366
39.2005	-75.6154
32.8007	-90.4018
32.6470	-90.3347
39.9520	-105.1684
46.1349	-115.9599
45.1619	-115.5764
38.1261	-98.0781
31.3530	-92.7182
44.1003	-84.0502
43.0470	-91.7907
41.3996	-97.1569
34.2483	-96.7208
42.1843	-110.4617
48.5495	-109.3917
39.3990	-78.4384
43.9055	-96.4850
44.2004	-90.7258
46.7635	-69.3050
44.4072	-93.6188
44.4995	-74.8852
40.7066	-80.7992
40.3731	-81.2133
37.8603	-78.2674
29.9763	-82.2434
28.7258	-99.8158
45.3119	-97.8687
33.1591	-89.9650
46.5042	-68.3630
32.4859	-85.7203
38.8867	-103.6835
44.3961	-116.0461
30.1314	-93.6195
43.6194	-82.7824
44.0747	-72.2504
41.0901	-97.2506
34.2751	-97.1923
43.8589	-110.9099
48.2711	-109.5269
47.9475	-117.1050
44.5514	-90.6524
43.8234	-89.1683
31.9513	-99.9479
30.4609	-101.8261
44.2386	-92.4821
36.3850	-90.6134
37.6437	-78.0461
28.9504	-100.6494
46.5697	-101.6614
38.9039	-77.0562
45.4052	-98.0589
33.9137	-88.5311
32.4333	-84.9670
43.9635	-116.1892
48.0046	-124.3704
35.5127	-91.6169
35.2610	-93.0944
43.9438	-90.9723
45.8503	-70.0067
41.5925	-111.1415
44.5177	-94.0286
37.4819	-77.5623
33.1735	-83.8238
39.5853	-78.2974
45.7348	-100.6148
32.9855	-85.3250
31.1989	-87.9035
44.5291	-109.6635
33.3049	-100.5290
31.3001	-88.4010
48.5855	-121.3961
33.4830	-97.1761
32.3097	-84.0575
33.2440	-94.0033
32.5750	-86.9848
32.1430	-83.3811
46.5271	-120.7843
47.6920	-120.7109
45.9672	-103.1883
33.0455	-93.8287
35.8850	-91.3864
35.3486	-96.9970
44.6940	-111.0907
43.4553	-89.2491
40.1311	-110.6537
45.4848	-122.9599
37.4158	-102.5614
31.9348	-85.6106
46.6652	-115.5475
37.6623	-97.7577
42.5456	-83.3109
46.0089	-103.9220
43.0952	-72.8350
35.0588	-91.4439
35.4470	-92.1146
40.0721	-97.2411
47.0673	-123.8236
44.5303	-89.9884
40.5367	-109.6075
42.7092	-72.4590
45.2118	-121.8471
32.5138	-81.6102
45.8435	-115.8445
42.5556	-82.9848
40.1714	-74.4146
46.5290	-103.8016
43.4511	-94.8672
40.3574	-98.1304
44.6487	-121.6449
46.5378	-122.0414
46.3596	-105.8140
40.7206	-109.5943
42.4558	-72.8850
40.8984	-105.3802
45.4119	-116.2471
41.3175	-92.5283
40.2437	-97.5355
45.3463	-120.9390
46.8678	-104.9952
47.0515	-122.7213
44.0158	-101.7260
32.1585	-82.1841
43.8101	-100.8971
33.0539	-81.8251
34.8994	-83.5397
32.6938	-83.6114
43.5262	-86.1160
41.6076	-77.5038
35.3563	-93.4637
44.1680	-122.2497
44.1796	-88.6366
44.2190	-90.2163
40.3945	-103.4773
47.2843	-101.6184
39.3026	-75.6546
45.3695	-114.2899
32.1615	-88.8249
32.2124	-89.3306
34.8014	-90.7700
34.7740	-90.7442
34.9996	-94.1061
41.6074	-91.6708
43.2936	-122.5403
47.0543	-110.1638
45.9413	-103.0026
45.7952	-102.3503
45.0165	-90.0058
40.9413	-102.3414
41.9226	-77.1292
40.7569	-82.1164
36.6135	-80.7113
30.9620	-84.5585
45.9308	-117.4553
47.3641	-116.6831
47.3481	-101.4005
45.1332	-113.8008
32.1624	-88.5795
40.9128	-74.3922
41.5512	-91.5462
36.6784	-97.4860
46.9880	-111.4106
35.3895	-94.0915
39.2671	-93.4094
45.5168	-104.0119
45.9093	-103.4290
44.9103	-90.4937
43.8890	-91.3221
41.7562	-77.1316
39.3887	-81.9809
29.4439	-99.9940
44.4243	-114.2350
41.4855	-92.9018
36.7722	-81.1773
46.9948	-111.4859
38.9634	-90.4156
44.5521	-95.0251
30.6410	-85.6942
41.7341	-123.9778
39.1761	-90.7172
30.7529	-85.2542
30.9290	-87.2758
46.3341	-94.0182
30.9487	-87.2298
30.9698	-86.9936
40.4767	-91.3670
46.3331	-94.2326
36.4278	-94.1120
40.4319	-101.6268
35.8383	-97.4406
35.5687	-95.9353
38.2711	-119.3317
45.2635	-89.2283
37.2237	-109.2087
46.0647	-93.6598
39.6551	-107.0672
40.5520	-78.0930
48.7622	-98.0428
39.0834	-75.7154
48.7957	-116.7499
37.9216	-101.2713
36.1045	-91.0878
40.8747	-91.0481
42.0317	-103.8121
35.7556	-96.2101
35.2272	-94.5375
31.8681	-85.7660
37.5639	-118.7548
45.5648	-107.4442
36.9127	-83.4555
40.9297	-78.2600
45.5345	-88.4475
37.2750	-109.4371
31.3272	-100.7456
42.4251	-73.0824
38.2170	-81.1141
37.3004	-113.2468
47.3247	-97.0366
47.6964	-116.9153
38.6997	-98.1045
37.0001	-89.2634
38.0674	-105.0848
36.2844	-90.7257
42.7878	-101.2496
31.3438	-85.6088
37.6817	-119.5369
37.0557	-89.3854
37.2301	-84.2440
43.2530	-103.7146
41.6414	-73.4778
45.4963	-87.9825
30.7440	-101.6738
45.4220	-92.9556
37.2667	-113.3689
46.1163	-97.3851
32.1590	-87.0101
41.7877	-124.0578
37.4255	-89.4332
32.9818	-89.3831
31.6766	-87.0838
38.8291	-90.4166
37.2046	-83.5279
43.4224	-103.9918
37.1944	-109.7335
31.1318	-99.3202
46.3713	-92.6062
39.9123	-104.8821
37.7685	-112.8998
32.9704	-87.1983
42.1527	-124.1480
31.0529	-87.8370
38.5809	-90.8208
43.4558	-103.1810
41.9509	-72.3031
41.8445	-72.6320
47.3717	-92.2393
44.6575	-74.0052
31.6874	-88.0521
31.0869	-87.0818
36.6508	-85.7856
41.8912	-72.6621
42.8346	-89.1721
31.5161	-95.1122
47.4398	-92.1441
41.8480	-71.7868
32.1242	-87.5283
45.3750	-87.7221
32.1855	-86.9064
36.9350	-85.7777
41.8805	-73.4970
33.9429	-98.4643
47.6350	-92.1875
46.1815	-85.8759
39.8061	-75.4654
36.0633	-92.1112
35.8005	-90.1949
35.9249	-97.8639
47.2119	-112.4959
44.8774	-90.8479
45.7378	-89.5228
41.8327	-71.4691
38.5532	-107.5190
44.9154	-74.8925
26.2352	-98.5472
45.3853	-115.5333
46.6653	-88.1708
48.1758	-97.6999
35.4039	-94.3382
41.6485	-124.0885
48.9920	-114.4663
47.4237	-121.0765
36.8891	-86.3764
41.6237	-72.0887
45.2692	-92.4950
45.8750	-90.6937
32.4966	-97.3523
47.6129	-90.9188
44.9541	-74.8384
41.1917	-84.7125
41.0623	-84.6472
37.8336	-81.0517
26.0450	-97.7964
30.4042	-88.5872
48.1866	-97.5632
43.2684	-96.2130
40.7240	-124.1174
47.7217	-112.4911
48.0922	-113.5934
46.0653	-118.3803
37.0808	-86.5716
43.3738	-103.9128
38.5167	-89.3542
38.5543	-97.5053
45.4709	-91.2527
41.5590	-71.1290
32.9784	-84.8733
25.8489	-97.4400
40.5225	-97.6906
37.1163	-86.4430
43.8947	-102.6490
43.9670	-91.2419
39.2107	-110.1731
47.6988	-91.0057
42.1080	-70.9787
39.9576	-106.5498
42.8955	-74.5093
37.1222	-79.3536
32.2157	-90.6917
37.2912	-85.5929
37.1911	-86.9502
41.8709	-72.9637
47.7550	-91.5336
37.8292	-86.3052
39.2162	-89.0206
40.3746	-91.3189
34.2566	-94.2174
38.6201	-85.4185
39.4105	-89.1314
37.4227	-86.7259
41.9904	-71.4918
43.1215	-75.2633
33.9116	-97.9764
46.3280	-110.6049
38.2469	-83.6084
37.1430	-87.7602
39.5483	-89.4336
37.8816	-95.6760
43.5330	-90.6298
38.0530	-111.4552
48.3785	-93.2273
41.9717	-71.4698
42.2349	-78.7728
40.8328	-83.3595
43.6877	-121.6860
33.1497	-83.5462
37.9831	-109.5166
40.4537	-108.4544
39.8355	-90.8897
43.3366	-70.9962
35.6855	-93.5262
43.1098	-91.1765
45.9935	-110.7353
36.8510	-87.4286
38.4977	-82.8383
44.7256	-103.9701
39.7385	-88.6676
38.5827	-95.5120
41.7827	-71.8959
43.1432	-91.0218
37.8641	-111.6366
48.0355	-92.9071
41.7155	-71.5037
38.4518	-87.5980
40.4918	-76.9481
43.1829	-118.8780
38.6084	-109.5319
37.9378	-109.6370
40.3562	-106.4882
44.8392	-114.7852
34.9005	-96.7740
45.3477	-109.1694
38.1591	-82.8699
45.3370	-103.3447
45.1078	-102.8961
38.5874	-97.6425
42.9761	-90.9913
45.9217	-92.6616
37.9777	-111.6555
47.2731	-93.7842
41.7196	-71.4710
41.9699	-76.5119
41.1591	-81.8177
44.8850	-119.1490
36.5739	-79.7595
38.6494	-109.2131
33.2942	-94.0590
47.3825	-103.6116
35.3157	-92.3959
44.8032	-102.5440
41.6757	-71.9536
43.4606	-88.4450
41.7583	-71.4401
37.0560	-80.2994
34.3031	-84.4705
47.6689	-103.0379
45.0015	-107.6834
41.8801	-71.3813
42.7919	-96.6016
41.4885	-78.1326
37.3392	-97.2553
42.6019	-72.5713
45.0239	-114.5731
42.9028	-95.1931
33.9122	-95.5494
48.4299	-111.9167
38.5358	-80.4859
45.4634	-97.0439
37.8441	-96.8567
39.7372	-109.9502
41.3427	-78.0669
41.2921	-82.5908
36.9305	-77.2029
40.0734	-75.2235
41.3989	-73.3866
31.1212	-105.6636
38.7588	-75.4561
45.3965	-114.1604
43.9306	-86.0269
34.6357	-95.1216
43.0701	-98.8004
41.5377	-78.1475
45.2255	-89.6479
42.5784	-72.5696
37.7226	-108.2353
45.5529	-122.7054
36.7843	-78.0469
40.1432	-75.5103
42.9986	-97.0044
45.6802	-92.0706
37.0454	-79.2532
43.6792	-99.5095
45.4338	-107.7782
46.4164	-90.7412
39.8105	-106.0032
40.3487	-77.6371
42.2020	-90.3323
33.9145	-95.1188
48.3460	-107.5838
46.8376	-123.3863
39.6126	-78.2942
43.7302	-100.4410
46.7849	-108.5939
39.7742	-77.1568
46.6705	-90.9225
40.4681	-77.2319
41.3809	-72.7802
48.1805	-109.5509
39.0603	-94.8419
41.4199	-78.7478
44.3746	-103.1773
41.3181	-78.8922
45.2869	-116.6722
33.2023	-93.8065
41.6570	-78.6115
47.6977	-95.8358
31.3894	-89.7357
37.9794	-82.6711
41.2433	-80.5094
41.3935	-71.8408
37.6212	-83.4999
40.7563	-80.2187
41.4697	-80.0951
41.4155	-71.8013
45.0197	-89.1275
41.4150	-71.8256
48.1796	-96.8795
45.5756	-116.4875
33.3136	-84.1731
37.1761	-105.7310
42.2473	-92.3247
48.0766	-104.3912
31.5687	-89.3207
38.0321	-83.3587
37.7693	-85.7163
45.2593	-100.9109
46.8963	-121.9900
41.1204	-111.7658
47.7981	-95.3820
42.7006	-71.2180
41.4100	-71.8425
41.7962	-80.9178
41.4809	-81.3763
32.2500	-101.3758
48.0052	-105.9092
38.4611	-75.2428
48.7295	-105.4412
31.0154	-89.7460
30.6794	-89.8357
44.6426	-101.6360
44.7580	-101.9993
38.6054	-83.9559
38.2136	-94.9503
46.7886	-91.2653
47.5753	-96.2789
37.3591	-105.7664
40.9311	-80.3740
41.7936	-80.8227
45.7494	-116.7596
32.1608	-81.5515
41.3213	-72.4067
31.7703	-103.7793
41.4676	-95.9093
30.6659	-88.6327
38.6770	-84.7204
40.6537	-79.9425
46.6757	-91.9454
48.6556	-94.9870
42.7655	-71.0935
44.9377	-72.6997
36.5792	-89.1879
41.0242	-80.1632
45.6246	-91.5528
37.6646	-83.5642
48.4724	-93.8026
42.7103	-71.1340
32.5825	-89.8487
37.0710	-82.7717
40.5216	-79.3990
47.8126	-93.0818
35.6635	-89.8123
37.2962	-83.0628
35.1210	-89.2106
47.9413	-94.5335
38.7963	-75.4579
42.3152	-92.1943
36.0550	-98.1290
40.2190	-121.9974
38.2701	-82.4488
37.4637	-83.1299
47.8934	-94.3909
35.1042	-89.7704
39.4035	-105.1696
39.9434	-79.7204
36.9580	-97.4219
45.5474	-93.3900
37.8263	-82.5694
35.0347	-88.1522
41.4284	-71.7212
42.5996	-121.7617
36.1309	-112.4154
37.6829	-82.4052
41.8623	-72.6470
38.1567	-109.9320
44.2072	-92.9812
40.6776	-105.4137
42.4621	-121.4688
41.3918	-73.1546
38.3623	-82.9324
41.3788	-78.9140
36.4033	-84.0483
42.9431	-121.2592
39.8567	-111.6149
40.0544	-78.6743
46.6560	-117.4141
37.6839	-87.8963
41.9544	-75.8487
41.4331	-74.9777
37.2504	-87.2412
45.6986	-120.4175
40.6235	-105.9780
41.0174	-75.6315
31.0962	-89.2780
36.4250	-88.7878
37.3401	-76.7039
35.4100	-94.3016
41.0927	-97.2248
39.5714	-80.9924
36.5585	-76.9278
37.5035	-95.1526
41.0239	-87.6681
37.3416	-103.9085
40.1769	-101.2800
36.1091	-95.5689
32.0868	-90.9476
45.3079	-109.5258
31.6743	-90.1745
38.8207	-84.7051
40.3726	-89.4075
29.7715	-101.7318
41.4097	-97.7811
41.7284	-87.9927
42.0901	-73.3284
34.3668	-85.0871
33.1664	-92.5208
41.0045	-91.6653
37.3975	-95.6798
42.5442	-72.5628
35.8355	-91.5470
40.7358	-91.9360
41.7102	-72.6180
41.7262	-72.6488
39.4913	-112.3849
47.1355	-123.7769
38.9329	-107.4000
41.5406	-72.5513
41.4950	-72.5188
40.9830	-111.4506
37.7141	-106.8382
41.9521	-72.6086
34.9086	-85.0803
39.2574	-111.5517
32.8012	-82.9229
36.8469	-111.6169
46.5320	-123.8270
41.5065	-71.7123
36.4335	-111.8641
36.3194	-111.8629
42.1307	-90.3565
38.5168	-112.2651
36.1151	-111.8290
39.9509	-107.6783
42.0026	-91.0790
38.4469	-112.2199
36.0877	-111.8706
47.5829	-123.6445
32.9249	-99.5066
36.0559	-111.9977
36.1178	-112.0837
48.6703	-118.4442
36.3010	-112.4946
36.6200	-82.8210
36.4003	-112.5562
36.9051	-81.7206
34.7039	-83.6611
46.4044	-120.2896
36.0892	-113.2541
36.0984	-113.3169
34.4887	-83.6476
33.9114	-84.3122
34.4290	-82.9053
31.6784	-82.3662
34.1951	-85.2697
34.4944	-84.6687
34.2463	-82.9322
37.5645	-121.9972
33.5693	-111.5241
33.3813	-111.8836
41.5188	-111.7364
33.8453	-111.6185
26.9622	-80.8611
37.5224	-112.7718
46.6400	-99.5872
27.2073	-81.3508
46.8260	-100.6342
28.0920	-81.7072
33.3732	-84.2859
38.6005	-111.8412
28.1702	-81.8345
27.8422	-81.5093
28.6321	-81.3552
28.6374	-81.1377
33.8012	-117.8102
34.3737	-98.3393
45.2442	-88.7002
28.6207	-81.3896
38.5080	-94.6733
34.4901	-96.9840
33.0790	-115.5128
44.9853	-88.7171
31.6215	-88.3537
35.1744	-99.0775
33.1599	-117.0433
35.2850	-112.1542
37.6986	-84.2295
35.3472	-78.6216
34.5200	-97.8189
36.6791	-83.7118
31.0599	-81.4132
33.2920	-87.3914
38.4863	-82.8726
34.3572	-81.7629
33.6794	-81.3405
34.0000	-80.9279
36.8316	-104.2263
33.5749	-81.8851
35.4463	-99.2895
36.1760	-104.8161
39.9950	-105.1122
35.6744	-87.0324
46.0972	-97.2372
36.5043	-89.3369
38.7984	-94.7667
40.1529	-74.7977
35.1811	-83.6800
35.7589	-105.1445
35.3714	-86.3815
44.6471	-100.7009
36.8755	-88.4902
35.5334	-88.7938
35.9748	-105.9170
35.2132	-89.9349
37.0674	-87.6638
35.1098	-81.9846
35.7268	-82.0842
34.4615	-89.6845
38.2071	-85.1406
35.7665	-81.3576
36.8956	-105.1371
35.1483	-82.7166
45.6988	-97.4401
39.6384	-95.4568
37.3361	-86.1564
36.8833	-105.2471
34.7222	-90.0742
43.3897	-93.4979
45.6837	-97.4450
45.6660	-97.2338
39.3488	-95.0434
45.7108	-97.4685
37.3526	-79.9264
47.8814	-112.3163
38.2112	-85.4038
35.0622	-82.6953
40.5110	-111.5859
39.1535	-91.8723
34.0052	-89.7640
39.0002	-95.7796
36.9385	-79.9285
45.1876	-97.6319
45.8365	-97.5251
40.6398	-112.3104
40.1618	-79.0524
36.1293	-79.8369
45.1820	-92.8178
36.7118	-108.1532
41.9290	-119.1790
33.4234	-89.9392
38.1222	-94.8916
42.8384	-93.6919
44.9455	-94.0351
45.0757	-93.1297
47.6149	-100.8270
46.3679	-99.3985
41.3754	-112.0897
39.4844	-118.7236
36.7989	-108.1040
35.0543	-79.2066
36.5901	-89.2696
32.9205	-90.0140
39.1564	-94.7880
35.9808	-108.9316
33.1490	-90.3499
31.7054	-91.3745
35.3517	-103.4881
31.8919	-90.6014
37.4774	-88.3274
37.6344	-97.3965
35.9929	-96.8737
45.5285	-94.5349
40.1757	-110.4823
42.4929	-94.6226
35.6671	-105.2418
35.5232	-96.3112
35.4122	-95.9293
37.9139	-121.6013
37.5169	-88.4469
40.3605	-78.1097
47.9042	-101.0598
42.6236	-95.1910
47.5576	-112.4485
43.5748	-97.0587
42.7259	-96.8095
48.9149	-100.4334
46.9747	-95.6549
44.9967	-94.3410
43.3677	-71.2447
34.9536	-96.7182
35.4543	-94.9869
40.8740	-109.1381
37.2141	-78.6255
38.8217	-80.5897
41.2281	-122.3816
31.6674	-91.5077
40.7238	-109.1839
37.3909	-99.7848
41.7574	-115.7220
38.7913	-95.9794
47.8647	-101.5133
36.6743	-80.3902
37.6556	-98.2610
37.4828	-88.3258
47.1172	-96.0118
43.6288	-73.4265
48.5509	-99.9253
32.6388	-83.9669
31.7873	-96.0645
38.9458	-80.4278
40.5076	-122.6943
45.1084	-94.1629
31.1137	-94.1430
37.1022	-96.7958
37.9753	-78.4281
48.9548	-99.8332
46.5439	-104.0283
43.1426	-72.0869
29.8771	-92.7985
43.1557	-94.6503
37.3943	-96.8485
38.4344	-93.8778
41.1981	-115.8923
31.8892	-97.7025
37.2339	-96.1853
31.3827	-92.7275
46.1386	-89.5528
45.4685	-102.4052
48.5742	-103.6651
37.3733	-120.4335
31.3165	-92.7371
31.4931	-92.6852
46.3667	-99.5035
36.9311	-96.1030
33.8336	-95.6321
43.4805	-95.1939
43.3768	-123.2640
43.0226	-72.0164
44.4465	-71.8119
31.7088	-94.3571
48.7490	-102.9426
39.3321	-97.3749
36.0828	-118.9092
30.5369	-92.4403
30.8320	-92.4822
47.0693	-92.0010
48.4953	-107.5493
40.9425	-111.4050
33.0671	-95.7380
36.8230	-96.0476
36.3838	-96.2663
43.8367	-71.0932
45.8707	-103.7051
45.6045	-103.6125
47.0737	-94.6020
39.4694	-79.4987
38.3982	-115.1171
32.1997	-94.9075
46.3809	-88.7224
44.8709	-103.0033
41.9240	-72.2196
48.3514	-102.1407
42.4992	-77.1490
36.7054	-96.4191
48.8342	-108.0100
47.2749	-100.3980
39.1337	-78.5972
32.3355	-93.4220
37.9082	-114.2672
43.5953	-123.2788
42.7392	-71.9370
45.4743	-93.3452
46.4000	-99.2822
48.3955	-92.6581
32.3517	-93.7687
32.5807	-93.2588
41.7017	-113.9597
32.9444	-96.4538
46.0809	-88.7696
47.7617	-108.4328
37.6495	-90.5852
37.9110	-90.6309
44.5489	-123.3427
32.8469	-96.8865
39.9310	-104.9733
32.7118	-91.7054
31.9190	-91.2271
33.5162	-94.1251
26.0697	-97.5616
41.4694	-93.9205
39.5419	-119.7789
42.9983	-89.2909
39.2162	-76.8537
38.5599	-75.6293
37.4919	-95.0772
31.2769	-91.6303
32.8279	-94.0474
47.6678	-90.9889
43.4602	-116.1413
40.5974	-93.7712
41.4387	-93.5497
37.0434	-80.8676
39.1075	-119.9073
32.4157	-96.0600
38.9972	-108.0512
37.1933	-95.9890
47.9472	-91.3926
48.9859	-104.3737
41.2472	-74.5212
45.4401	-97.2623
38.4914	-79.3148
40.4802	-88.1030
42.7330	-72.1033
41.7119	-72.3290
43.1659	-115.6525
41.3441	-76.2832
48.0070	-101.5324
44.7196	-72.2338
42.7743	-118.4442
26.6220	-98.0612
42.9646	-89.2538
45.4533	-97.6689
42.4792	-92.3886
36.9595	-81.8085
48.8494	-104.0594
37.2525	-113.7781
38.0495	-111.6020
39.5159	-80.4101
40.0472	-119.5716
38.1260	-96.3096
41.8915	-71.6826
41.2817	-75.4854
44.0384	-74.3672
37.9749	-80.9538
38.9886	-75.5212
48.0222	-91.4390
48.2482	-98.8982
42.9179	-118.8540
31.7791	-99.4875
39.0367	-107.9111
43.1984	-114.5997
43.0979	-88.4622
42.6770	-113.4073
42.5250	-92.4063
40.8503	-94.0703
38.4659	-95.7348
47.7368	-100.4388
47.3987	-100.8114
41.8811	-73.0399
43.5370	-71.5110
32.1887	-95.4744
38.2351	-112.4630
38.8475	-111.9614
48.1950	-90.8763
45.5350	-98.6151
40.9449	-106.0120
47.0575	-95.7826
38.8371	-82.1245
48.4922	-104.3109
34.5460	-84.3625
38.4236	-75.5605
33.0786	-96.9867
42.2064	-114.8789
30.4228	-91.1650
37.3517	-87.5261
42.4326	-93.7960
36.1506	-96.4397
40.0400	-81.0139
47.3515	-121.9913
41.8068	-111.8970
39.4991	-98.3635
41.5634	-71.4806
45.1290	-116.0221
44.9641	-116.4630
44.7778	-71.7992
42.5980	-88.6152
44.3291	-116.1841
44.8383	-116.0344
39.1695	-111.4507
47.4710	-123.1739
44.7862	-109.2582
44.4187	-72.9473
43.4431	-99.2576
47.2414	-99.8373
39.1424	-111.4525
41.7746	-71.4469
39.7034	-78.6529
44.7967	-116.7327
43.1914	-116.9598
38.7911	-105.1064
43.1718	-94.9059
48.3270	-100.7569
47.8519	-122.2450
36.6598	-91.8828
42.2159	-83.5844
42.4778	-84.1671
43.8136	-89.3036
44.4786	-106.7522
42.5165	-83.7968
42.4141	-83.9314
41.1263	-104.6434
42.5471	-107.1499
41.4772	-92.4603
38.0783	-122.7434
34.7979	-84.2552
48.2431	-112.8672
35.4994	-97.6781
42.2714	-109.4346
44.0930	-123.2761
36.1147	-98.5989
39.4077	-74.7782
42.6944	-84.5323
40.7544	-92.4401
37.3885	-91.2621
46.0198	-92.5881
37.2026	-77.3529
37.2924	-77.8935
47.5934	-122.1246
44.7628	-71.9538
39.2047	-111.6689
40.7999	-74.7847
35.5288	-98.0261
45.2673	-96.3703
45.4982	-97.6140
32.4657	-96.2002
38.7282	-121.1312
48.6211	-113.1088
46.0228	-99.2920
45.9535	-99.1358
41.9450	-110.6569
41.5150	-71.5891
41.9714	-75.8798
41.6333	-118.3894
44.0425	-89.2161
42.3881	-84.9080
43.3734	-86.1453
44.3131	-122.0454
37.7273	-90.9226
41.5112	-105.4172
41.9508	-71.9511
37.7519	-76.9337
38.2177	-77.6699
43.4967	-72.9183
38.7882	-111.7749
43.9652	-122.6840
40.0031	-107.3583
43.2186	-85.4681
44.8403	-71.1344
41.1105	-82.0839
36.6678	-96.9967
45.2340	-96.5208
30.9634	-95.9035
32.0727	-97.1298
41.7287	-75.6946
47.5864	-93.3791
38.5085	-121.5354
40.0808	-93.5764
48.8941	-112.1683
41.2182	-116.5203
41.8386	-71.6051
47.2438	-122.7580
41.0562	-74.4822
37.8219	-112.7213
43.4553	-73.5895
43.0566	-88.4550
42.6232	-85.1903
32.0900	-95.8943
43.2314	-86.3157
42.1287	-92.7246
40.6966	-118.2878
44.9073	-93.2424
41.4502	-71.5140
