"","DATE_COL","SITE_ID","LAT","LON","ECO_TYPE","DOC","NO3 as N","PO4 as P","UNITS"
"1355",2012,"EU_3009","45.94411","4.72894","River/Stream",2.65833,2.164108324014,0.0573772,"mg/L"
"1356",2010,"EU_3012","44.67182","4.36335","River/Stream",1.1,0.3424933086489,0.0126175,"mg/L"
"1357",2011,"EU_3012","44.67182","4.36335","River/Stream",1.08333,0.3424933086489,0.0174035,"mg/L"
"1358",2010,"EU_3013","44.5513","4.40944","River/Stream",1.38333,0.3838937635503,0.0141947,"mg/L"
"1359",2011,"EU_3013","44.5513","4.40944","River/Stream",1.46667,0.3274384159467,0.0244737,"mg/L"
"1360",2012,"EU_3013","44.5513","4.40944","River/Stream",1.45,0.2860389611046,0.0244737,"mg/L"
"1361",2010,"EU_3023","44.45936","4.44629","River/Stream",1.73333,0.3010928537475,0.0031,"mg/L"
"1362",2011,"EU_3023","44.45936","4.44629","River/Stream",1.7,0.163719708003,0.00448684,"mg/L"
"1363",2012,"EU_3023","44.45936","4.44629","River/Stream",1.48,0.2935654073964,0.00587368,"mg/L"
"1364",2010,"EU_3024","44.38621","4.40824","River/Stream",1.3,0.4290574415976,0.00625439,"mg/L"
"1365",2011,"EU_3024","44.38621","4.40824","River/Stream",1.45,0.3123845233038,0.00897368,"mg/L"
"1366",2012,"EU_3024","44.38621","4.40824","River/Stream",1.36667,0.2747472915483,0.00951754,"mg/L"
"1367",2010,"EU_3031","44.28374","4.59791","River/Stream",1.56667,0.3989486562525,0.0128351,"mg/L"
"1368",2011,"EU_3031","44.28374","4.59791","River/Stream",1.21667,0.2596923988461,0.00734211,"mg/L"
"1369",2012,"EU_3031","44.28374","4.59791","River/Stream",1.33333,0.2822747378994,0.00815789,"mg/L"
"1370",2010,"EU_3032","44.41419","5.35554","River/Stream",1.23333,0.1129096951479,0.00217544,"mg/L"
"1371",2011,"EU_3032","44.41419","5.35554","River/Stream",1.13333,0.1580743732545,0.00407895,"mg/L"
"1372",2012,"EU_3032","44.41419","5.35554","River/Stream",1.53333,0.1430194805523,0.00353509,"mg/L"
"1373",2010,"EU_3035","45.83752","4.60188","River/Stream",4,3.951844330473,0.153477,"mg/L"
"1374",2011,"EU_3035","45.83752","4.60188","River/Stream",4.46667,2.762533808541,0.354053,"mg/L"
"1375",2012,"EU_3035","45.83752","4.60188","River/Stream",3.48333,3.169007911026,0.165333,"mg/L"
"1376",2010,"EU_3038","44.37053","5.15238","River/Stream",1.23333,0.2634566220513,0.00255614,"mg/L"
"1377",2011,"EU_3038","44.37053","5.15238","River/Stream",1.16667,0.2596923988461,0.00380702,"mg/L"
"1378",2012,"EU_3038","44.37053","5.15238","River/Stream",1.55,0.218292944004,0.00407895,"mg/L"
"1379",2010,"EU_3039","44.29182","5.01534","River/Stream",1.23333,0.3838937635503,0.00364386,"mg/L"
"1380",2011,"EU_3039","44.29182","5.01534","River/Stream",1.18333,0.3048570769527,0.00679825,"mg/L"
"1381",2012,"EU_3039","44.29182","5.01534","River/Stream",1.51667,0.3349658622978,0.00707018,"mg/L"
"1382",2010,"EU_3041","45.91187","4.72572","River/Stream",3.73333,3.421172863521,0.139935,"mg/L"
"1383",2011,"EU_3041","45.91187","4.72572","River/Stream",3.13333,2.706070460463,0.195789,"mg/L"
"1384",2012,"EU_3041","45.91187","4.72572","River/Stream",3.73333,2.943184520493,0.103333,"mg/L"
"1385",2010,"EU_3044","44.42318","4.98393","River/Stream",1.43333,0.3575482013511,0.00609123,"mg/L"
"1386",2011,"EU_3044","44.42318","4.98393","River/Stream",1.21667,0.1806557122485,0.00815789,"mg/L"
"1387",2012,"EU_3044","44.42318","4.98393","River/Stream",1.48,0.3071152108521,0.00978947,"mg/L"
"1388",2010,"EU_3045","44.21538","4.71142","River/Stream",1.78333,1.48288793004,0.0435632,"mg/L"
"1389",2011,"EU_3045","44.21538","4.71142","River/Stream",1.71667,1.48288793004,0.0532982,"mg/L"
"1390",2012,"EU_3045","44.21538","4.71142","River/Stream",1.58333,1.117806281982,0.0456842,"mg/L"
"1391",2010,"EU_3049","45.79654","4.83191","River/Stream",2.71667,2.657147559507,0.0604772,"mg/L"
"1392",2010,"EU_3052","44.12659","4.71818","River/Stream",1.48,0.6503615641539,0.00398105,"mg/L"
"1393",2011,"EU_3052","44.12659","4.71818","River/Stream",1.3,0.7150964027022,0.00652632,"mg/L"
"1394",2012,"EU_3052","44.12659","4.71818","River/Stream",1.66667,0.6548778319527,0.0054386,"mg/L"
"1395",2011,"EU_3049","45.79654","4.83191","River/Stream",2.55,1.972156941972,0.0565614,"mg/L"
"1396",2012,"EU_3049","45.79654","4.83191","River/Stream",2.625,2.207390890518,0.0587368,"mg/L"
"1397",2010,"EU_3062","44.11111","4.78581","River/Stream",1.53333,2.977056528984,0.066786,"mg/L"
"1398",2011,"EU_3062","44.11111","4.78581","River/Stream",1.83333,2.596923988461,0.203404,"mg/L"
"1399",2012,"EU_3062","44.11111","4.78581","River/Stream",1.95,1.990978057998,0.0837544,"mg/L"
"1400",2010,"EU_3086","46.0545","2.91591","River/Stream",4.325,1.494178599537,0.0237395,"mg/L"
"1401",2011,"EU_3086","46.0545","2.91591","River/Stream",3.41667,1.129096951479,0.0184912,"mg/L"
"1402",2012,"EU_3086","46.0545","2.91591","River/Stream",3.35833,1.426424581962,0.0628158,"mg/L"
"1403",2010,"EU_3095","46.2147","2.9195","River/Stream",3.54167,2.438854615503,0.0225702,"mg/L"
"1404",2012,"EU_3095","46.2147","2.9195","River/Stream",4.45,2.386161490986,0.0489474,"mg/L"
"1405",2010,"EU_3096","46.26313","3.2263","River/Stream",4.69167,3.321436949532,0.0401912,"mg/L"
"1406",2011,"EU_3096","46.26313","3.2263","River/Stream",4.85,3.253682931957,0.0709737,"mg/L"
"1407",2012,"EU_3096","46.26313","3.2263","River/Stream",4.975,2.2751349075,0.0484035,"mg/L"
"1408",2010,"EU_3097","45.9195","6.77057","River/Stream",1.11667,1.640957302998,0.0455754,"mg/L"
"1409",2011,"EU_3097","45.9195","6.77057","River/Stream",0.666667,1.106515612485,0.0304561,"mg/L"
"1410",2012,"EU_3097","45.9195","6.77057","River/Stream",0.97,1.354920342012,0.0407895,"mg/L"
"1411",2010,"EU_3105","46.34047","3.31024","River/Stream",4.44167,2.07942330249,0.0280904,"mg/L"
"1412",2011,"EU_3105","46.34047","3.31024","River/Stream",3.58333,1.488528264492,0.0358947,"mg/L"
"1413",2012,"EU_3105","46.34047","3.31024","River/Stream",3.475,1.742573328471,0.0337193,"mg/L"
"1414",2010,"EU_3106","44.32403","3.9609","River/Stream",1.08333,0.2747472915483,0.0034807,"mg/L"
"1415",2011,"EU_3106","44.32403","3.9609","River/Stream",1.06667,0.2145287207988,0.00516667,"mg/L"
"1416",2012,"EU_3106","44.32403","3.9609","River/Stream",1.2,0.1467827036982,0.0054386,"mg/L"
"1417",2010,"EU_3107","44.25154","4.21148","River/Stream",1.05,0.2898021842505,0.00734211,"mg/L"
"1418",2011,"EU_3107","44.25154","4.21148","River/Stream",0.783333,0.1430194805523,0.00244737,"mg/L"
"1419",2012,"EU_3107","44.25154","4.21148","River/Stream",1.03333,0.2559291757002,0.00842982,"mg/L"
"1420",2010,"EU_3108","45.98195","6.62869","River/Stream",0.7,0.6021867075543,0.0388316,"mg/L"
"1421",2011,"EU_3108","45.98195","6.62869","River/Stream",0.783333,0.5382039135996,0.031,"mg/L"
"1422",2012,"EU_3108","45.98195","6.62869","River/Stream",1.09,0.5510006724024,0.0326316,"mg/L"
"1423",2010,"EU_3109","46.0976","6.64496","River/Stream",0.816667,0.5532588063018,0.0136509,"mg/L"
"1424",2011,"EU_3109","46.0976","6.64496","River/Stream",0.5,0.5306764672485,0.00870175,"mg/L"
"1425",2012,"EU_3109","46.0976","6.64496","River/Stream",0.466667,0.3951844330473,0.0288246,"mg/L"
"1426",2010,"EU_3114","50.33615","3.73799","River/Stream",3.257,3.960884866545,0.129874,"mg/L"
"1427",2011,"EU_3114","50.33615","3.73799","River/Stream",3.415,4.493816467515,0.174851,"mg/L"
"1428",2012,"EU_3114","50.33615","3.73799","River/Stream",3.90167,4.486286020986,0.145211,"mg/L"
"1429",2010,"EU_3115","46.40302","3.31918","River/Stream",3.66667,1.868660805015,0.0627342,"mg/L"
"1430",2011,"EU_3115","46.40302","3.31918","River/Stream",3.19167,1.560042505035,0.0764123,"mg/L"
"1431",2012,"EU_3115","46.40302","3.31918","River/Stream",3.46364,1.278965838177,0.0637799,"mg/L"
"1432",2010,"EU_3116","44.22464","4.26344","River/Stream",1.68333,1.332339003018,0.00897368,"mg/L"
"1433",2011,"EU_3116","44.22464","4.26344","River/Stream",1.51667,0.7527326343984,0.011693,"mg/L"
"1434",2012,"EU_3116","44.22464","4.26344","River/Stream",1.41667,0.7602600807495,0.023114,"mg/L"
"1435",2010,"EU_3117","44.18201","4.46591","River/Stream",2.01667,1.799026675956,0.00630877,"mg/L"
"1436",2011,"EU_3117","44.18201","4.46591","River/Stream",1.9,1.35868056498,0.0125088,"mg/L"
"1437",2012,"EU_3117","44.18201","4.46591","River/Stream",1.73333,1.565682839487,0.00870175,"mg/L"
"1438",2010,"EU_3118","46.07572","6.42864","River/Stream",0.9,0.6247680465483,0.0164789,"mg/L"
"1439",2011,"EU_3118","46.07572","6.42864","River/Stream",0.933333,0.6473503856016,0.0203947,"mg/L"
"1440",2012,"EU_3118","46.07572","6.42864","River/Stream",0.716667,0.6247680465483,0.0228421,"mg/L"
"1441",2010,"EU_3119","46.07387","6.39652","River/Stream",1.36667,0.4930402355523,0.0118018,"mg/L"
"1442",2011,"EU_3119","46.07387","6.39652","River/Stream",1.31667,0.6699317245956,0.0163158,"mg/L"
"1443",2012,"EU_3119","46.07387","6.39652","River/Stream",1.24,0.6864927066036,0.0224795,"mg/L"
"1444",2010,"EU_3120","50.1045","3.24759","River/Stream",1.295,8.032416294042,0.0295316,"mg/L"
"1445",2011,"EU_3120","50.1045","3.24759","River/Stream",1.47417,8.18408528748,0.0492193,"mg/L"
"1446",2012,"EU_3120","50.1045","3.24759","River/Stream",1.39667,8.193495845493,0.0652632,"mg/L"
"1447",2010,"EU_3121","46.536","3.21125","River/Stream",6.59167,1.66729886496,0.123891,"mg/L"
"1448",2011,"EU_3121","46.536","3.21125","River/Stream",7.875,1.033121260458,0.519114,"mg/L"
"1449",2012,"EU_3121","46.536","3.21125","River/Stream",6.96667,1.140387620976,0.0881053,"mg/L"
"1450",2010,"EU_3122","46.65951","3.22837","River/Stream",3.78333,2.113295310981,0.0615377,"mg/L"
"1451",2011,"EU_3122","46.65951","3.22837","River/Stream",3.18333,1.642837414482,0.0714928,"mg/L"
"1452",2012,"EU_3122","46.65951","3.22837","River/Stream",3.80833,1.409493578013,0.0516667,"mg/L"
"1453",2010,"EU_3123","44.1473","4.67894","River/Stream",1.25,0.8844614454537,0.0175123,"mg/L"
"1454",2011,"EU_3123","44.1473","4.67894","River/Stream",1.06667,0.7866056429487,0.0168596,"mg/L"
"1455",2012,"EU_3123","44.1473","4.67894","River/Stream",1.23333,0.6435861623964,0.00951754,"mg/L"
"1456",2010,"EU_3124","44.1142","4.69039","River/Stream",1.65,1.765154667465,0.108772,"mg/L"
"1457",2011,"EU_3124","44.1142","4.69039","River/Stream",1.55,1.614615741036,0.0886491,"mg/L"
"1458",2012,"EU_3124","44.1142","4.69039","River/Stream",1.68333,1.426424581962,0.138684,"mg/L"
"1459",2010,"EU_3125","46.14985","6.27025","River/Stream",0.916667,0.7527326343984,0.0307825,"mg/L"
"1460",2011,"EU_3125","46.14985","6.27025","River/Stream",1.05,0.5984224843491,0.0217544,"mg/L"
"1461",2012,"EU_3125","46.14985","6.27025","River/Stream",1.28,0.6119712877455,0.0287158,"mg/L"
"1462",2010,"EU_3127","46.69918","3.00461","River/Stream",7.51667,2.00791906254,0.0459561,"mg/L"
"1463",2011,"EU_3127","46.69918","3.00461","River/Stream",6.64167,1.584503955513,0.0663509,"mg/L"
"1464",2012,"EU_3127","46.69918","3.00461","River/Stream",7.675,1.486648153008,0.0598246,"mg/L"
"1465",2010,"EU_3128","46.81532","3.04526","River/Stream",3.65833,1.733162770458,0.0513675,"mg/L"
"1466",2011,"EU_3128","46.81532","3.04526","River/Stream",3.3,1.672949200005,0.0571053,"mg/L"
"1467",2012,"EU_3128","46.81532","3.04526","River/Stream",3.65833,1.445245697988,0.0598246,"mg/L"
"1468",2010,"EU_3129","44.07181","4.76891","River/Stream",1.6,1.467827036982,0.0425298,"mg/L"
"1469",2011,"EU_3129","44.07181","4.76891","River/Stream",1.63333,1.305987440463,0.0424211,"mg/L"
"1470",2012,"EU_3129","44.07181","4.76891","River/Stream",1.73333,1.294696770966,0.0342632,"mg/L"
"1471",2010,"EU_3130","46.14466","5.96454","River/Stream",1.08333,0.6661685014497,0.0123456,"mg/L"
"1472",2011,"EU_3130","46.14466","5.96454","River/Stream",1.2,0.7602600807495,0.0222982,"mg/L"
"1473",2012,"EU_3130","46.14466","5.96454","River/Stream",1.26667,0.5269132441026,0.00870175,"mg/L"
"1474",2010,"EU_3132","47.01329","3.07264","River/Stream",3.675,1.83290868504,0.0553377,"mg/L"
"1475",2011,"EU_3132","47.01329","3.07264","River/Stream",3.05,1.612725628959,0.0459561,"mg/L"
"1476",2012,"EU_3132","47.01329","3.07264","River/Stream",3.46364,1.469877158547,0.0531005,"mg/L"
"1477",2010,"EU_3133","44.03953","5.01196","River/Stream",2.66667,3.357189069507,0.423667,"mg/L"
"1478",2011,"EU_3133","44.03953","5.01196","River/Stream",2.31667,2.013559396992,0.126719,"mg/L"
"1479",2012,"EU_3133","44.03953","5.01196","River/Stream",3.21667,2.307126804507,0.0962632,"mg/L"
"1480",2010,"EU_3134","46.22383","1.91914","River/Stream",5.57583,1.236363311997,0.0187632,"mg/L"
"1481",2011,"EU_3134","46.22383","1.91914","River/Stream",5.37833,0.6868687289004,0.0163158,"mg/L"
"1482",2012,"EU_3134","46.22383","1.91914","River/Stream",5.78182,0.913544169957,0.0272919,"mg/L"
"1483",2010,"EU_3135","46.37818","1.6792","River/Stream",6.13583,1.18367018748,0.0261053,"mg/L"
"1484",2012,"EU_3135","46.37818","1.6792","River/Stream",5.40833,0.929625123501,0.0712456,"mg/L"
"1485",2010,"EU_3136","47.12935","2.93067","River/Stream",2.83167,7.538617013481,0.0163158,"mg/L"
"1486",2011,"EU_3136","47.12935","2.93067","River/Stream",2.82167,6.424570954467,0.0163158,"mg/L"
"1487",2012,"EU_3136","47.12935","2.93067","River/Stream",3.26667,6.582650328018,0.0148202,"mg/L"
"1488",2010,"EU_3137","47.28318","2.82542","River/Stream",1.3875,10.37641528494,0.0163158,"mg/L"
"1489",2011,"EU_3137","47.28318","2.82542","River/Stream",1.5725,9.727186787973,0.0190351,"mg/L"
"1490",2012,"EU_3137","47.28318","2.82542","River/Stream",1.575,9.768589242993,0.0179474,"mg/L"
"1491",2010,"EU_3138","46.34202","2.14452","River/Stream",7.555,2.984586975513,0.0329035,"mg/L"
"1492",2011,"EU_3138","46.34202","2.14452","River/Stream",6.44583,2.587523431041,0.0592807,"mg/L"
"1493",2012,"EU_3138","46.34202","2.14452","River/Stream",6.31667,2.634566220513,0.0421491,"mg/L"
"1494",2010,"EU_3139","46.31923","2.12419","River/Stream",7.82917,1.247653981494,0.0285526,"mg/L"
"1495",2011,"EU_3139","46.31923","2.12419","River/Stream",8.99727,0.8201366312184,0.0504306,"mg/L"
"1496",2012,"EU_3139","46.31923","2.12419","River/Stream",6.94167,1.010539921464,0.0560175,"mg/L"
"1497",2010,"EU_3140","50.42597","3.58112","River/Stream",3.484,5.677106632461,0.195137,"mg/L"
"1498",2011,"EU_3140","50.42597","3.58112","River/Stream",3.64667,5.711358663486,0.157719,"mg/L"
"1499",2012,"EU_3140","50.42597","3.58112","River/Stream",3.4375,5.720769221499,0.156088,"mg/L"
"1500",2010,"EU_3141","47.33833","2.8679","River/Stream",3.57917,3.441874091031,0.0274649,"mg/L"
"1501",2011,"EU_3141","47.33833","2.8679","River/Stream",3.2,2.118945646026,0.0217544,"mg/L"
"1502",2012,"EU_3141","47.33833","2.8679","River/Stream",3.28182,1.648487749527,0.0406411,"mg/L"
"1503",2010,"EU_3142","47.37949","2.88174","River/Stream",4.23167,1.304107328979,0.0209386,"mg/L"
"1504",2011,"EU_3142","47.37949","2.88174","River/Stream",3.5675,1.025600814522,0.0163158,"mg/L"
"1505",2012,"EU_3142","47.37949","2.88174","River/Stream",3.53333,0.8750518875,0.0247456,"mg/L"
"1506",2010,"EU_3143","46.38577","1.6894","River/Stream",5.79167,2.068132632993,0.0163158,"mg/L"
"1507",2011,"EU_3143","46.38577","1.6894","River/Stream",6.06083,1.37938179249,0.0163158,"mg/L"
"1508",2012,"EU_3143","46.38577","1.6894","River/Stream",6.38333,1.817847791982,0.0282807,"mg/L"
"1509",2010,"EU_3145","44.01334","4.8714","River/Stream",1.3,1.166739183531,0.0307825,"mg/L"
"1510",2011,"EU_3145","44.01334","4.8714","River/Stream",1.6,1.185550298964,0.034807,"mg/L"
"1511",2012,"EU_3145","44.01334","4.8714","River/Stream",2.15,1.09146472002,0.0364386,"mg/L"
"1512",2010,"EU_3146","46.37755","1.61156","River/Stream",6.20917,2.199860443989,0.023386,"mg/L"
"1513",2011,"EU_3146","46.37755","1.61156","River/Stream",6.76833,1.763274555981,0.0293684,"mg/L"
"1514",2012,"EU_3146","46.37755","1.61156","River/Stream",5.475,1.896882478461,0.050307,"mg/L"
"1515",2010,"EU_3147","46.54137","1.75923","River/Stream",5.44917,3.221701035543,0.0163158,"mg/L"
"1516",2011,"EU_3147","46.54137","1.75923","River/Stream",6.485,2.412513053541,0.0163158,"mg/L"
"1517",2012,"EU_3147","46.54137","1.75923","River/Stream",4.69167,2.922483292983,0.0203947,"mg/L"
"1518",2010,"EU_3150","46.68593","1.63636","River/Stream",5.07917,3.052330992495,0.0209386,"mg/L"
"1519",2011,"EU_3150","46.68593","1.63636","River/Stream",4.69833,2.423803723038,0.0209386,"mg/L"
"1520",2012,"EU_3150","46.68593","1.63636","River/Stream",4.61667,3.372239961972,0.0399737,"mg/L"
"1521",2010,"EU_3152","50.28105","3.31243","River/Stream",5.96,1.149418156455,0.0443789,"mg/L"
"1522",2011,"EU_3152","50.28105","3.31243","River/Stream",5.64667,1.194960856977,0.0522105,"mg/L"
"1523",2012,"EU_3152","50.28105","3.31243","River/Stream",5.32167,1.368091122993,0.0352149,"mg/L"
"1524",2010,"EU_3153","50.28647","3.3902","River/Stream",1.827,8.547276823461,0.120084,"mg/L"
"1525",2011,"EU_3153","50.28647","3.3902","River/Stream",2.11333,8.545396711977,0.141404,"mg/L"
"1526",2012,"EU_3153","50.28647","3.3902","River/Stream",2.09167,8.330873991534,0.136237,"mg/L"
"1527",2010,"EU_3154","46.63685","1.38652","River/Stream",5.71083,1.836668908008,0.0163158,"mg/L"
"1528",2011,"EU_3154","46.63685","1.38652","River/Stream",4.58833,1.66729886496,0.0179474,"mg/L"
"1529",2012,"EU_3154","46.63685","1.38652","River/Stream",5.375,2.109535088013,0.0318158,"mg/L"
"1530",2010,"EU_3155","46.64731","1.03077","River/Stream",5.64167,1.889362032525,0.0176754,"mg/L"
"1531",2011,"EU_3155","46.64731","1.03077","River/Stream",4.53667,1.652247972495,0.0225702,"mg/L"
"1532",2012,"EU_3155","46.64731","1.03077","River/Stream",4.86667,1.763274555981,0.0709737,"mg/L"
"1533",2010,"EU_3156","50.2705","3.46761","River/Stream",2.515,7.456572148509,0.195463,"mg/L"
"1534",2011,"EU_3156","50.2705","3.46761","River/Stream",2.57833,7.598840584527,0.210202,"mg/L"
"1535",2012,"EU_3156","50.2705","3.46761","River/Stream",2.98583,7.081329897963,0.183009,"mg/L"
"1536",2010,"EU_3157","43.9195","5.13141","River/Stream",1.16667,0.9145702307988,0.00995263,"mg/L"
"1537",2011,"EU_3157","43.9195","5.13141","River/Stream",0.983333,1.012430033541,0.0114211,"mg/L"
"1538",2011,"EU_3158","43.93834","5.03875","River/Stream",1.31667,1.031241148974,0.0195789,"mg/L"
"1539",2010,"EU_3159","46.07193","1.92267","River/Stream",9.2275,0.7527326343984,0.0163158,"mg/L"
"1540",2011,"EU_3159","46.07193","1.92267","River/Stream",9.80667,0.5024487934467,0.0163158,"mg/L"
"1541",2012,"EU_3159","46.07193","1.92267","River/Stream",8.85,0.4836306775986,0.0160439,"mg/L"
"1542",2010,"EU_3160","50.29237","3.56567","River/Stream",3.251,6.736209433533,0.248653,"mg/L"
"1543",2011,"EU_3160","50.29237","3.56567","River/Stream",3.21,7.198006816494,0.282807,"mg/L"
"1544",2012,"EU_3160","50.29237","3.56567","River/Stream",3.78667,6.283432585458,0.224342,"mg/L"
"1545",2010,"EU_3162","43.89776","4.7016","River/Stream",1.83333,1.283406101469,0.0363842,"mg/L"
"1546",2011,"EU_3162","43.89776","4.7016","River/Stream",1.56667,1.283406101469,0.0402456,"mg/L"
"1547",2012,"EU_3162","43.89776","4.7016","River/Stream",1.61667,1.279645878501,0.0565614,"mg/L"
"1548",2010,"EU_3164","46.17562","1.62531","River/Stream",5.21333,2.122705868994,0.0163158,"mg/L"
"1549",2011,"EU_3164","46.17562","1.62531","River/Stream",6.0175,1.870540916499,0.0184912,"mg/L"
"1550",2012,"EU_3164","46.17562","1.62531","River/Stream",6.025,1.972156941972,0.0418772,"mg/L"
"1551",2010,"EU_3165","46.11766","1.33838","River/Stream",5.77583,1.996628393043,0.0214825,"mg/L"
"1552",2010,"EU_3163","44.09455","4.09938","River/Stream",0.883333,0.6473503856016,0.00875614,"mg/L"
"1553",2011,"EU_3163","44.09455","4.09938","River/Stream",1.18333,0.5833675916469,0.00978947,"mg/L"
"1554",2012,"EU_3163","44.09455","4.09938","River/Stream",1.06667,0.5720769221499,0.0114211,"mg/L"
"1555",2010,"EU_3167","44.17545","3.75054","River/Stream",0.766667,0.2371110598521,0.014086,"mg/L"
"1556",2011,"EU_3167","44.17545","3.75054","River/Stream",0.933333,0.3199109695956,0.0125088,"mg/L"
"1557",2011,"EU_3165","46.11766","1.33838","River/Stream",5.79333,1.853599911957,0.0225702,"mg/L"
"1558",2012,"EU_3165","46.11766","1.33838","River/Stream",5.26667,1.857370135518,0.0364386,"mg/L"
"1559",2010,"EU_3168","46.15082","1.14215","River/Stream",6.28083,2.301476469462,0.0163158,"mg/L"
"1560",2011,"EU_3168","46.15082","1.14215","River/Stream",6.7275,1.821618015543,0.0163158,"mg/L"
"1561",2012,"EU_3168","46.15082","1.14215","River/Stream",5.375,2.126466091962,0.0350789,"mg/L"
"1562",2010,"EU_3170","47.26027","1.65687","River/Stream",5.1225,4.522038140961,0.0217544,"mg/L"
"1563",2011,"EU_3170","47.26027","1.65687","River/Stream",3.895,4.572851153994,0.0163158,"mg/L"
"1564",2012,"EU_3170","47.26027","1.65687","River/Stream",4.175,5.005676819034,0.0300482,"mg/L"
"1565",2010,"EU_3171","47.37775","2.67677","River/Stream",2.99917,6.10466198499,0.0203947,"mg/L"
"1566",2011,"EU_3171","47.37775","2.67677","River/Stream",4.35,4.111803815508,0.0163158,"mg/L"
"1567",2012,"EU_3171","47.37775","2.67677","River/Stream",2.94167,5.607862526529,0.0228421,"mg/L"
"1568",2010,"EU_3172","44.07509","3.96221","River/Stream",1.21667,0.1919463817455,0.00837544,"mg/L"
"1569",2011,"EU_3172","44.07509","3.96221","River/Stream",1.58333,0.2107654976529,0.00951754,"mg/L"
"1570",2010,"EU_3173","44.03927","3.99869","River/Stream",0.95,0.1844199354537,0.0194702,"mg/L"
"1571",2011,"EU_3173","44.03927","3.99869","River/Stream",1.31667,0.1919463817455,0.0130526,"mg/L"
"1572",2010,"EU_3174","46.01214","1.2227","River/Stream",5.88333,0.3509618108013,0.0163158,"mg/L"
"1573",2011,"EU_3174","46.01214","1.2227","River/Stream",6.20917,0.2427563946006,0.0163158,"mg/L"
"1574",2012,"EU_3174","46.01214","1.2227","River/Stream",4.91667,0.2681609009985,0.0108772,"mg/L"
"1575",2010,"EU_3175","46.18404","0.94842","River/Stream",6.22583,1.79150623002,0.0163158,"mg/L"
"1576",2011,"EU_3175","46.18404","0.94842","River/Stream",6.06667,1.497938822505,0.0258333,"mg/L"
"1577",2012,"EU_3175","46.18404","0.94842","River/Stream",5.50833,1.639077191514,0.042693,"mg/L"
"1578",2010,"EU_3176","47.30452","2.46956","River/Stream",5.4475,2.593163765493,0.0184912,"mg/L"
"1579",2011,"EU_3176","47.30452","2.46956","River/Stream",7.195,1.799026675956,0.0187632,"mg/L"
"1580",2012,"EU_3176","47.30452","2.46956","River/Stream",5.79167,2.611984881519,0.0242018,"mg/L"
"1581",2010,"EU_3177","47.4467","2.30476","River/Stream",4.45083,3.560421120453,0.0163158,"mg/L"
"1582",2011,"EU_3177","47.4467","2.30476","River/Stream",3.95917,3.41740263996,0.0187632,"mg/L"
"1583",2012,"EU_3177","47.4467","2.30476","River/Stream",4.4,3.65451669999,0.019307,"mg/L"
"1584",2010,"EU_3179","43.99203","4.21729","River/Stream",2.68333,1.79150623002,0.0189807,"mg/L"
"1585",2011,"EU_3179","43.99203","4.21729","River/Stream",2.22,1.856240068509,0.0293684,"mg/L"
"1586",2012,"EU_3179","43.99203","4.21729","River/Stream",3.14,1.156198558509,0.0329579,"mg/L"
"1587",2010,"EU_3180","46.25173","0.99888","River/Stream",7.51083,1.644717525966,0.0323596,"mg/L"
"1588",2011,"EU_3180","46.25173","0.99888","River/Stream",7.27417,1.025600814522,0.0535702,"mg/L"
"1589",2012,"EU_3180","46.25173","0.99888","River/Stream",6.13333,1.283406101469,0.0723333,"mg/L"
"1590",2010,"EU_3181","46.49044","0.8373","River/Stream",6.17667,1.889362032525,0.0266491,"mg/L"
"1591",2011,"EU_3181","46.49044","0.8373","River/Stream",5.71,1.597674736494,0.0416053,"mg/L"
"1592",2012,"EU_3181","46.49044","0.8373","River/Stream",7.42917,1.670689065987,0.0350789,"mg/L"
"1593",2010,"EU_3182","47.43262","2.06735","River/Stream",4.8825,3.368479739004,0.0217544,"mg/L"
"1594",2011,"EU_3182","47.43262","2.06735","River/Stream",4.34,2.971416194532,0.0163158,"mg/L"
"1595",2012,"EU_3182","47.43262","2.06735","River/Stream",4.22727,3.945683965185,0.024622,"mg/L"
"1596",2010,"EU_3183","43.94522","4.28171","River/Stream",1.6,0.5344406904537,0.00571053,"mg/L"
"1597",2011,"EU_3183","43.94522","4.28171","River/Stream",1.43333,0.4215299952465,0.00951754,"mg/L"
"1598",2012,"EU_3183","43.94522","4.28171","River/Stream",1.41667,0.240874282998,0.0054386,"mg/L"
"1599",2010,"EU_3184","43.98276","4.44148","River/Stream",1.61667,2.359819929024,0.0358947,"mg/L"
"1600",2011,"EU_3184","43.98276","4.44148","River/Stream",1.58333,2.197980332505,0.0350789,"mg/L"
"1601",2012,"EU_3184","43.98276","4.44148","River/Stream",1.73333,1.799026675956,0.0995263,"mg/L"
"1602",2010,"EU_3185","46.40207","1.38841","River/Stream",5.105,2.030500401534,0.019307,"mg/L"
"1603",2011,"EU_3185","46.40207","1.38841","River/Stream",5.7575,1.834788796524,0.0176754,"mg/L"
"1604",2012,"EU_3185","46.40207","1.38841","River/Stream",5.85833,1.853599911957,0.0337193,"mg/L"
"1605",2010,"EU_3189","47.34559","2.05651","River/Stream",9.3175,0.6078320423028,0.0163158,"mg/L"
"1606",2011,"EU_3189","47.34559","2.05651","River/Stream",8.97,0.5890129263954,0.0217544,"mg/L"
"1607",2012,"EU_3189","47.34559","2.05651","River/Stream",9.39167,1.426424581962,0.0242018,"mg/L"
"1608",2010,"EU_3190","47.3206","1.6708","River/Stream",5.51,2.858499498969,0.0250175,"mg/L"
