"","SITE_ID","ECO_TYPE","DATE_COL","UNITS","LAT","LON","DOC","NO3 as N","PO4 as P"
"2274","ECN_T08_4","River/Stream",2003-06-11,"mg/L",51.78135,-1.336058,7.1,0.018,0
"2275","ECN_T08_3","River/Stream",2003-06-11,"mg/L",51.78135,-1.336058,2.6,0.212,0
"2276","ECN_T08_2","River/Stream",2003-06-11,"mg/L",51.78135,-1.336058,3.2,10.4,0.005
"2277","ECN_T08_1","River/Stream",2003-06-11,"mg/L",51.78135,-1.336058,3.6,5.43,0.025
"2278","ECN_T07_2","River/Stream",2003-06-11,"mg/L",55.489853,-2.212033,1.2,0,0.01
"2279","ECN_T07_1","River/Stream",2003-06-11,"mg/L",55.489853,-2.212033,1,0.153,0.008
"2280","ECN_T04_5","River/Stream",2003-06-11,"mg/L",54.695042,-2.38785,30.7,0,0
"2281","ECN_T04_4","River/Stream",2003-06-11,"mg/L",54.695042,-2.38785,18.5,0.031,0
"2282","ECN_T04_3","River/Stream",2003-06-11,"mg/L",54.695042,-2.38785,16.6,0.034,0
"2283","ECN_T04_2","River/Stream",2003-06-11,"mg/L",54.695042,-2.38785,26.7,0.01,0
"2284","ECN_T04_1","River/Stream",2003-06-11,"mg/L",54.695042,-2.38785,17.9,0.032,0
"2285","ECN_T02_1","River/Stream",2003-06-11,"mg/L",56.909267,-2.553372,6.34,0.094,0
"2286","ECN_T02_1","River/Stream",2003-06-18,"mg/L",56.909267,-2.553372,4.94,0.106,0.008
"2287","ECN_T04_3","River/Stream",2003-06-18,"mg/L",54.695042,-2.38785,4.3,0.197,0
"2288","ECN_T04_2","River/Stream",2003-06-18,"mg/L",54.695042,-2.38785,22.6,0,0
"2289","ECN_T04_1","River/Stream",2003-06-18,"mg/L",54.695042,-2.38785,7.9,0.064,0
"2290","ECN_T07_2","River/Stream",2003-06-18,"mg/L",55.489853,-2.212033,1,0.037,0.01
"2291","ECN_T07_1","River/Stream",2003-06-18,"mg/L",55.489853,-2.212033,1.1,0.142,0.011
"2292","ECN_T04_4","River/Stream",2003-06-18,"mg/L",54.695042,-2.38785,6.5,0.188,0
"2293","ECN_T08_3","River/Stream",2003-06-18,"mg/L",51.78135,-1.336058,3,0.15,0
"2294","ECN_T08_2","River/Stream",2003-06-18,"mg/L",51.78135,-1.336058,2.2,11,0
"2295","ECN_T08_1","River/Stream",2003-06-18,"mg/L",51.78135,-1.336058,4.9,4.9,0.04
"2296","ECN_T11_1","River/Stream",2003-06-18,"mg/L",53.07455,-4.033511,3.45,0.02,0
"2297","ECN_T08_4","River/Stream",2003-06-18,"mg/L",51.78135,-1.336058,7.4,0.011,0
"2298","ECN_T04_1","River/Stream",2003-06-25,"mg/L",54.695042,-2.38785,11.2,0.06,0
"2299","ECN_T02_1","River/Stream",2003-06-25,"mg/L",56.909267,-2.553372,3.8,0.078,0.005
"2300","ECN_T04_3","River/Stream",2003-06-25,"mg/L",54.695042,-2.38785,7.4,0.075,0
"2301","ECN_T04_4","River/Stream",2003-06-25,"mg/L",54.695042,-2.38785,9.3,0.131,0
"2302","ECN_T04_2","River/Stream",2003-06-25,"mg/L",54.695042,-2.38785,27.3,0.015,0
"2303","ECN_T07_1","River/Stream",2003-06-25,"mg/L",55.489853,-2.212033,0.9,0.157,0.013
"2304","ECN_T08_2","River/Stream",2003-06-25,"mg/L",51.78135,-1.336058,5.2,11,0.024
"2305","ECN_T08_3","River/Stream",2003-06-25,"mg/L",51.78135,-1.336058,5,0.121,0.017
"2306","ECN_T08_1","River/Stream",2003-06-25,"mg/L",51.78135,-1.336058,5,5.27,0.05
"2307","ECN_T07_2","River/Stream",2003-06-25,"mg/L",55.489853,-2.212033,0.9,0,0.014
"2308","ECN_T11_1","River/Stream",2003-06-25,"mg/L",53.07455,-4.033511,2.11,0.03,0.02
"2309","ECN_T08_4","River/Stream",2003-06-25,"mg/L",51.78135,-1.336058,7.2,0.011,0
"2310","ECN_T04_1","River/Stream",2003-07-02,"mg/L",54.695042,-2.38785,23.7,0.016,0
"2311","ECN_T02_1","River/Stream",2003-07-02,"mg/L",56.909267,-2.553372,4.36,0.084,0.008
"2312","ECN_T04_4","River/Stream",2003-07-02,"mg/L",54.695042,-2.38785,23.4,0.019,0
"2313","ECN_T04_3","River/Stream",2003-07-02,"mg/L",54.695042,-2.38785,19.4,0.028,0
"2314","ECN_T04_2","River/Stream",2003-07-02,"mg/L",54.695042,-2.38785,34.2,0.012,0
"2315","ECN_T07_2","River/Stream",2003-07-02,"mg/L",55.489853,-2.212033,6.5,0.083,0.013
"2316","ECN_T07_1","River/Stream",2003-07-02,"mg/L",55.489853,-2.212033,4.1,0.178,0.017
"2317","ECN_T04_5","River/Stream",2003-07-02,"mg/L",54.695042,-2.38785,43.1,0,0.005
"2318","ECN_T08_3","River/Stream",2003-07-02,"mg/L",51.78135,-1.336058,5.2,0.116,0
"2319","ECN_T08_2","River/Stream",2003-07-02,"mg/L",51.78135,-1.336058,1.9,10.7,0.011
"2320","ECN_T08_1","River/Stream",2003-07-02,"mg/L",51.78135,-1.336058,5,5.79,0.053
"2321","ECN_T11_1","River/Stream",2003-07-02,"mg/L",53.07455,-4.033511,1.62,0.06,0
"2322","ECN_T08_4","River/Stream",2003-07-02,"mg/L",51.78135,-1.336058,7.5,0.015,0.006
"2323","ECN_T04_1","River/Stream",2003-07-09,"mg/L",54.695042,-2.38785,12.4,0.071,0
"2324","ECN_T02_1","River/Stream",2003-07-09,"mg/L",56.909267,-2.553372,4.19,0.062,0.006
"2325","ECN_T04_4","River/Stream",2003-07-09,"mg/L",54.695042,-2.38785,11.1,0.12,0
"2326","ECN_T04_3","River/Stream",2003-07-09,"mg/L",54.695042,-2.38785,6.8,0.124,0.01
"2327","ECN_T04_2","River/Stream",2003-07-09,"mg/L",54.695042,-2.38785,30.2,0.023,0
"2328","ECN_T07_2","River/Stream",2003-07-09,"mg/L",55.489853,-2.212033,1.4,0.034,0.018
"2329","ECN_T07_1","River/Stream",2003-07-09,"mg/L",55.489853,-2.212033,1.5,0.181,0.022
"2330","ECN_T08_3","River/Stream",2003-07-09,"mg/L",51.78135,-1.336058,3.1,0.091,0.016
"2331","ECN_T08_2","River/Stream",2003-07-09,"mg/L",51.78135,-1.336058,1.8,10.5,0.007
"2332","ECN_T08_1","River/Stream",2003-07-09,"mg/L",51.78135,-1.336058,5,4.75,0.031
"2333","ECN_T11_1","River/Stream",2003-07-09,"mg/L",53.07455,-4.033511,1.63,0.04,0
"2334","ECN_T08_4","River/Stream",2003-07-09,"mg/L",51.78135,-1.336058,7.7,0,0
"2335","ECN_T11_1","River/Stream",2003-07-16,"mg/L",53.07455,-4.033511,1.85,0.06,0
"2336","ECN_T08_4","River/Stream",2003-07-16,"mg/L",51.78135,-1.336058,9.1,0,0
"2337","ECN_T08_2","River/Stream",2003-07-16,"mg/L",51.78135,-1.336058,1.7,12,0
"2338","ECN_T07_2","River/Stream",2003-07-16,"mg/L",55.489853,-2.212033,1.4,0.036,0.013
"2339","ECN_T07_1","River/Stream",2003-07-16,"mg/L",55.489853,-2.212033,2,0.193,0.019
"2340","ECN_T04_4","River/Stream",2003-07-16,"mg/L",54.695042,-2.38785,8.4,0.156,0
"2341","ECN_T04_3","River/Stream",2003-07-16,"mg/L",54.695042,-2.38785,6.2,0.129,0
"2342","ECN_T04_2","River/Stream",2003-07-16,"mg/L",54.695042,-2.38785,26.9,0.011,0
"2343","ECN_T04_1","River/Stream",2003-07-16,"mg/L",54.695042,-2.38785,10.7,0.047,0
"2344","ECN_T02_1","River/Stream",2003-07-16,"mg/L",56.909267,-2.553372,4.14,0.125,0.005
"2345","ECN_T04_2","River/Stream",2003-07-23,"mg/L",54.695042,-2.38785,26.9,0,0
"2346","ECN_T04_1","River/Stream",2003-07-23,"mg/L",54.695042,-2.38785,10.8,0.071,0
"2347","ECN_T02_1","River/Stream",2003-07-23,"mg/L",56.909267,-2.553372,5.37,0.084,0.007
"2348","ECN_T04_4","River/Stream",2003-07-23,"mg/L",54.695042,-2.38785,9.5,0.138,0
"2349","ECN_T04_3","River/Stream",2003-07-23,"mg/L",54.695042,-2.38785,5.7,0.068,0
"2350","ECN_T08_2","River/Stream",2003-07-23,"mg/L",51.78135,-1.336058,1.8,11.6,0
"2351","ECN_T07_2","River/Stream",2003-07-23,"mg/L",55.489853,-2.212033,1.2,0.045,0.013
"2352","ECN_T07_1","River/Stream",2003-07-23,"mg/L",55.489853,-2.212033,1.4,0.197,0.015
"2353","ECN_T11_1","River/Stream",2003-07-23,"mg/L",53.07455,-4.033511,1.73,0.07,0
"2354","ECN_T08_4","River/Stream",2003-07-23,"mg/L",51.78135,-1.336058,9.5,0,0
"2355","ECN_T04_3","River/Stream",2003-07-30,"mg/L",54.695042,-2.38785,23.6,0.014,0
"2356","ECN_T04_2","River/Stream",2003-07-30,"mg/L",54.695042,-2.38785,31.6,0,0
"2357","ECN_T04_1","River/Stream",2003-07-30,"mg/L",54.695042,-2.38785,26.2,0,0
"2358","ECN_T04_5","River/Stream",2003-07-30,"mg/L",54.695042,-2.38785,30.6,0,0
"2359","ECN_T04_4","River/Stream",2003-07-30,"mg/L",54.695042,-2.38785,26,0,0
"2360","ECN_T08_2","River/Stream",2003-07-30,"mg/L",51.78135,-1.336058,2.7,10.9,0.006
"2361","ECN_T08_1","River/Stream",2003-07-30,"mg/L",51.78135,-1.336058,6,3.4,0.073
"2362","ECN_T07_2","River/Stream",2003-07-30,"mg/L",55.489853,-2.212033,1.4,0.058,0.015
"2363","ECN_T07_1","River/Stream",2003-07-30,"mg/L",55.489853,-2.212033,1.3,0.198,0.017
"2364","ECN_T11_1","River/Stream",2003-07-30,"mg/L",53.07455,-4.033511,2.73,0.08,0.02
"2365","ECN_T08_4","River/Stream",2003-07-30,"mg/L",51.78135,-1.336058,9.1,0.028,0
"2366","ECN_T02_1","River/Stream",2003-07-31,"mg/L",56.909267,-2.553372,6.53,0.081,0.008
"2367","ECN_T04_2","River/Stream",2003-08-06,"mg/L",54.695042,-2.38785,30.5,0.011,0
"2368","ECN_T04_1","River/Stream",2003-08-06,"mg/L",54.695042,-2.38785,13.1,0.029,0
"2369","ECN_T02_1","River/Stream",2003-08-06,"mg/L",56.909267,-2.553372,4.79,0.091,0.007
"2370","ECN_T04_4","River/Stream",2003-08-06,"mg/L",54.695042,-2.38785,11.2,0.09,0
"2371","ECN_T04_3","River/Stream",2003-08-06,"mg/L",54.695042,-2.38785,5.7,0.118,0
"2372","ECN_T08_2","River/Stream",2003-08-06,"mg/L",51.78135,-1.336058,2,11.8,0
"2373","ECN_T07_1","River/Stream",2003-08-06,"mg/L",55.489853,-2.212033,0.9,0.2,0.014
"2374","ECN_T07_2","River/Stream",2003-08-06,"mg/L",55.489853,-2.212033,1.2,0,0.007
"2375","ECN_T11_1","River/Stream",2003-08-06,"mg/L",53.07455,-4.033511,2.21,0.07,0
"2376","ECN_T08_4","River/Stream",2003-08-06,"mg/L",51.78135,-1.336058,9.4,0.024,0
"2377","ECN_T04_2","River/Stream",2003-08-13,"mg/L",54.695042,-2.38785,29,0.025,0
"2378","ECN_T04_1","River/Stream",2003-08-13,"mg/L",54.695042,-2.38785,9.4,0.061,0
"2379","ECN_T04_4","River/Stream",2003-08-13,"mg/L",54.695042,-2.38785,7.7,0.184,0
"2380","ECN_T04_3","River/Stream",2003-08-13,"mg/L",54.695042,-2.38785,4.5,0.13,0
"2381","ECN_T08_2","River/Stream",2003-08-13,"mg/L",51.78135,-1.336058,1.4,11.8,0
"2382","ECN_T07_2","River/Stream",2003-08-13,"mg/L",55.489853,-2.212033,1.1,0,0.01
"2383","ECN_T07_1","River/Stream",2003-08-13,"mg/L",55.489853,-2.212033,1.2,0.21,0.014
"2384","ECN_T11_1","River/Stream",2003-08-13,"mg/L",53.07455,-4.033511,2.01,0.05,0.01
"2385","ECN_T08_4","River/Stream",2003-08-13,"mg/L",51.78135,-1.336058,9.8,0.02,0
"2386","ECN_T02_1","River/Stream",2003-08-14,"mg/L",56.909267,-2.553372,4.21,0.099,0.005
"2387","ECN_T11_1","River/Stream",2003-08-20,"mg/L",53.07455,-4.033511,2.24,0.06,0.01
"2388","ECN_T08_4","River/Stream",2003-08-20,"mg/L",51.78135,-1.336058,11.1,0.012,0
"2389","ECN_T08_2","River/Stream",2003-08-20,"mg/L",51.78135,-1.336058,1.5,11.9,0
"2390","ECN_T07_2","River/Stream",2003-08-20,"mg/L",55.489853,-2.212033,1.2,0.047,0.008
"2391","ECN_T07_1","River/Stream",2003-08-20,"mg/L",55.489853,-2.212033,0.8,0.196,0.02
"2392","ECN_T04_4","River/Stream",2003-08-20,"mg/L",54.695042,-2.38785,7.4,0.176,0
"2393","ECN_T04_3","River/Stream",2003-08-20,"mg/L",54.695042,-2.38785,7,0.086,0
"2394","ECN_T04_2","River/Stream",2003-08-20,"mg/L",54.695042,-2.38785,30.3,0.015,0
"2395","ECN_T04_1","River/Stream",2003-08-20,"mg/L",54.695042,-2.38785,9.9,0.033,0
"2396","ECN_T02_1","River/Stream",2003-08-20,"mg/L",56.909267,-2.553372,3.9,0.072,0.008
"2397","ECN_T04_2","River/Stream",2003-08-27,"mg/L",54.695042,-2.38785,28.6,0.012,0
"2398","ECN_T04_1","River/Stream",2003-08-27,"mg/L",54.695042,-2.38785,9.4,0.041,0
"2399","ECN_T02_1","River/Stream",2003-08-27,"mg/L",56.909267,-2.553372,3.58,0.073,0.01
"2400","ECN_T07_1","River/Stream",2003-08-27,"mg/L",55.489853,-2.212033,1.1,0.225,0.013
"2401","ECN_T04_4","River/Stream",2003-08-27,"mg/L",54.695042,-2.38785,10,0.162,0
"2402","ECN_T04_3","River/Stream",2003-08-27,"mg/L",54.695042,-2.38785,5.4,0.09,0
"2403","ECN_T08_2","River/Stream",2003-08-27,"mg/L",51.78135,-1.336058,1.2,12.3,0
"2404","ECN_T07_2","River/Stream",2003-08-27,"mg/L",55.489853,-2.212033,0.9,0.068,0.011
"2405","ECN_T12_1","River/Stream",2003-08-27,"mg/L",57.116344,-3.829717,1,0,0.019
"2406","ECN_T11_1","River/Stream",2003-08-27,"mg/L",53.07455,-4.033511,4.16,0.05,0
"2407","ECN_T08_4","River/Stream",2003-08-27,"mg/L",51.78135,-1.336058,11,0.023,0
"2408","ECN_T08_4","River/Stream",2003-09-03,"mg/L",51.78135,-1.336058,11.9,0.014,0
"2409","ECN_T11_1","River/Stream",2003-09-03,"mg/L",53.07455,-4.033511,3.71,0.04,0
"2410","ECN_T07_1","River/Stream",2003-09-03,"mg/L",55.489853,-2.212033,1.2,0.213,0.015
"2411","ECN_T07_2","River/Stream",2003-09-03,"mg/L",55.489853,-2.212033,1.5,0.074,0.015
"2412","ECN_T08_2","River/Stream",2003-09-03,"mg/L",51.78135,-1.336058,1.5,12.1,0
"2413","ECN_T04_3","River/Stream",2003-09-03,"mg/L",54.695042,-2.38785,3,0.106,0
"2414","ECN_T04_4","River/Stream",2003-09-03,"mg/L",54.695042,-2.38785,7.7,0.162,0
"2415","ECN_T02_1","River/Stream",2003-09-03,"mg/L",56.909267,-2.553372,3.32,0.08,0
"2416","ECN_T04_1","River/Stream",2003-09-03,"mg/L",54.695042,-2.38785,9.7,0.031,0
"2417","ECN_T04_2","River/Stream",2003-09-03,"mg/L",54.695042,-2.38785,29.5,0,0
"2418","ECN_T12_1","River/Stream",2003-09-10,"mg/L",57.116344,-3.829717,1.3,0,0.021
"2419","ECN_T11_1","River/Stream",2003-09-10,"mg/L",53.07455,-4.033511,4.06,0.07,0
"2420","ECN_T08_4","River/Stream",2003-09-10,"mg/L",51.78135,-1.336058,12.1,0.017,0
"2421","ECN_T08_2","River/Stream",2003-09-10,"mg/L",51.78135,-1.336058,1.9,11.9,0
"2422","ECN_T07_2","River/Stream",2003-09-10,"mg/L",55.489853,-2.212033,2.2,0,0.012
"2423","ECN_T07_1","River/Stream",2003-09-10,"mg/L",55.489853,-2.212033,1.6,0.207,0.015
"2424","ECN_T04_4","River/Stream",2003-09-10,"mg/L",54.695042,-2.38785,5,0.159,0
"2425","ECN_T04_3","River/Stream",2003-09-10,"mg/L",54.695042,-2.38785,3.3,0.104,0
"2426","ECN_T04_2","River/Stream",2003-09-10,"mg/L",54.695042,-2.38785,24.9,0.024,0
"2427","ECN_T02_1","River/Stream",2003-09-10,"mg/L",56.909267,-2.553372,4.29,0.055,0.015
"2428","ECN_T11_1","River/Stream",2003-09-17,"mg/L",53.07455,-4.033511,3.52,0.05,0
"2429","ECN_T08_2","River/Stream",2003-09-17,"mg/L",51.78135,-1.336058,1.3,11.7,0
"2430","ECN_T08_4","River/Stream",2003-09-17,"mg/L",51.78135,-1.336058,13,0.149,0
"2431","ECN_T07_2","River/Stream",2003-09-17,"mg/L",55.489853,-2.212033,1.5,0.126,0.013
"2432","ECN_T07_1","River/Stream",2003-09-17,"mg/L",55.489853,-2.212033,1.1,0.223,0.014
"2433","ECN_T04_4","River/Stream",2003-09-17,"mg/L",54.695042,-2.38785,4.8,0.159,0
"2434","ECN_T04_3","River/Stream",2003-09-17,"mg/L",54.695042,-2.38785,3.5,0.036,0
"2435","ECN_T04_1","River/Stream",2003-09-17,"mg/L",54.695042,-2.38785,6.8,0,0
"2436","ECN_T04_2","River/Stream",2003-09-17,"mg/L",54.695042,-2.38785,29.6,0.022,0
"2437","ECN_T02_1","River/Stream",2003-09-17,"mg/L",56.909267,-2.553372,3.4,0.97,0.005
"2438","ECN_T04_2","River/Stream",2003-09-24,"mg/L",54.695042,-2.38785,26.9,0.032,0
"2439","ECN_T04_3","River/Stream",2003-09-24,"mg/L",54.695042,-2.38785,15.7,0.061,0
"2440","ECN_T02_1","River/Stream",2003-09-24,"mg/L",56.909267,-2.553372,3.64,0.12,0.006
"2441","ECN_T04_1","River/Stream",2003-09-24,"mg/L",54.695042,-2.38785,16.9,0.03,0
"2442","ECN_T04_4","River/Stream",2003-09-24,"mg/L",54.695042,-2.38785,17.1,0.025,0
"2443","ECN_T08_4","River/Stream",2003-09-24,"mg/L",51.78135,-1.336058,12.7,0,0
"2444","ECN_T07_2","River/Stream",2003-09-24,"mg/L",55.489853,-2.212033,1.7,0,0.017
"2445","ECN_T07_1","River/Stream",2003-09-24,"mg/L",55.489853,-2.212033,1.5,0.177,0.015
"2446","ECN_T11_1","River/Stream",2003-09-24,"mg/L",53.07455,-4.033511,3.77,0.07,0
"2447","ECN_T08_2","River/Stream",2003-09-24,"mg/L",51.78135,-1.336058,1.5,11.8,0
"2448","ECN_T07_1","River/Stream",2003-09-30,"mg/L",55.489853,-2.212033,1.1,0.226,0.016
"2449","ECN_T07_2","River/Stream",2003-09-30,"mg/L",55.489853,-2.212033,1.2,0.113,0.015
"2450","ECN_T04_1","River/Stream",2003-10-01,"mg/L",54.695042,-2.38785,20.4,0,0
"2451","ECN_T04_4","River/Stream",2003-10-01,"mg/L",54.695042,-2.38785,21,0,0
"2452","ECN_T04_3","River/Stream",2003-10-01,"mg/L",54.695042,-2.38785,16,0.039,0
"2453","ECN_T04_2","River/Stream",2003-10-01,"mg/L",54.695042,-2.38785,27.4,0.019,0
"2454","ECN_T08_2","River/Stream",2003-10-01,"mg/L",51.78135,-1.336058,2.8,11.7,0
"2455","ECN_T04_5","River/Stream",2003-10-01,"mg/L",54.695042,-2.38785,30,0,0
"2456","ECN_T11_1","River/Stream",2003-10-01,"mg/L",53.07455,-4.033511,3.4,0.07,0
"2457","ECN_T08_4","River/Stream",2003-10-01,"mg/L",51.78135,-1.336058,13.6,0.01,0.016
"2458","ECN_T02_1","River/Stream",2003-10-02,"mg/L",56.909267,-2.553372,2.98,0.077,0.01
"2459","ECN_T11_1","River/Stream",2003-10-08,"mg/L",53.07455,-4.033511,1.57,0.52,0
"2460","ECN_T08_4","River/Stream",2003-10-08,"mg/L",51.78135,-1.336058,12.8,0.01,0
"2461","ECN_T07_2","River/Stream",2003-10-08,"mg/L",55.489853,-2.212033,1,0.113,0.015
"2462","ECN_T08_2","River/Stream",2003-10-08,"mg/L",51.78135,-1.336058,2.2,11.3,0
"2463","ECN_T07_1","River/Stream",2003-10-08,"mg/L",55.489853,-2.212033,0.8,0.236,0.022
"2464","ECN_T04_5","River/Stream",2003-10-08,"mg/L",54.695042,-2.38785,27.5,0,0.005
"2465","ECN_T04_4","River/Stream",2003-10-08,"mg/L",54.695042,-2.38785,19.1,0,0.006
"2466","ECN_T04_3","River/Stream",2003-10-08,"mg/L",54.695042,-2.38785,13.3,0.053,0.006
"2467","ECN_T04_2","River/Stream",2003-10-08,"mg/L",54.695042,-2.38785,25.7,0.024,0.006
"2468","ECN_T04_1","River/Stream",2003-10-08,"mg/L",54.695042,-2.38785,17.5,0.014,0.006
"2469","ECN_T02_1","River/Stream",2003-10-08,"mg/L",56.909267,-2.553372,2.9,0.067,0.008
"2470","ECN_T04_2","River/Stream",2003-10-15,"mg/L",54.695042,-2.38785,23.8,0.029,0.005
"2471","ECN_T04_1","River/Stream",2003-10-15,"mg/L",54.695042,-2.38785,12.6,0.021,0.005
"2472","ECN_T04_4","River/Stream",2003-10-15,"mg/L",54.695042,-2.38785,13,0.019,0.005
"2473","ECN_T04_3","River/Stream",2003-10-15,"mg/L",54.695042,-2.38785,9.1,0.1,0.005
"2474","ECN_T08_4","River/Stream",2003-10-15,"mg/L",51.78135,-1.336058,11.3,0.029,0
"2475","ECN_T08_2","River/Stream",2003-10-15,"mg/L",51.78135,-1.336058,2.2,11.1,0
"2476","ECN_T07_2","River/Stream",2003-10-15,"mg/L",55.489853,-2.212033,0.9,0.112,0.011
"2477","ECN_T07_1","River/Stream",2003-10-15,"mg/L",55.489853,-2.212033,0.9,0.272,0.014
"2478","ECN_T11_1","River/Stream",2003-10-15,"mg/L",53.07455,-4.033511,1.89,0.05,0
"2479","ECN_T02_1","River/Stream",2003-10-16,"mg/L",56.909267,-2.553372,2.4,0.095,0.008
"2480","ECN_T04_2","River/Stream",2003-10-22,"mg/L",54.695042,-2.38785,22.9,0.035,0.006
"2481","ECN_T04_1","River/Stream",2003-10-22,"mg/L",54.695042,-2.38785,9.6,0.029,0.007
"2482","ECN_T02_1","River/Stream",2003-10-22,"mg/L",56.909267,-2.553372,2.2,0.126,0.008
"2483","ECN_T04_4","River/Stream",2003-10-22,"mg/L",54.695042,-2.38785,13.6,0.049,0.005
"2484","ECN_T04_3","River/Stream",2003-10-22,"mg/L",54.695042,-2.38785,6.9,0.121,0.005
"2485","ECN_T08_4","River/Stream",2003-10-22,"mg/L",51.78135,-1.336058,11.3,0.084,0.016
"2486","ECN_T07_1","River/Stream",2003-10-22,"mg/L",55.489853,-2.212033,2.5,0.236,0.018
"2487","ECN_T07_2","River/Stream",2003-10-22,"mg/L",55.489853,-2.212033,3.5,0.146,0.016
"2488","ECN_T11_1","River/Stream",2003-10-22,"mg/L",53.07455,-4.033511,1.98,0.06,0
"2489","ECN_T08_2","River/Stream",2003-10-22,"mg/L",51.78135,-1.336058,2.1,10.6,0
"2490","ECN_T04_1","River/Stream",2003-10-29,"mg/L",54.695042,-2.38785,21.3,0.014,0.005
"2491","ECN_T04_2","River/Stream",2003-10-29,"mg/L",54.695042,-2.38785,28.2,0.02,0.006
"2492","ECN_T04_3","River/Stream",2003-10-29,"mg/L",54.695042,-2.38785,17.7,0.049,0.005
"2493","ECN_T04_4","River/Stream",2003-10-29,"mg/L",54.695042,-2.38785,19,0.019,0.005
"2494","ECN_T04_5","River/Stream",2003-10-29,"mg/L",54.695042,-2.38785,28.1,0,0.005
"2495","ECN_T08_1","River/Stream",2003-10-29,"mg/L",51.78135,-1.336058,9.2,3.31,0.36
"2496","ECN_T08_2","River/Stream",2003-10-29,"mg/L",51.78135,-1.336058,3,10.9,0.009
"2497","ECN_T08_4","River/Stream",2003-10-29,"mg/L",51.78135,-1.336058,10.8,0.03,0.01
"2498","ECN_T11_1","River/Stream",2003-10-29,"mg/L",53.07455,-4.033511,1.55,0.06,0
"2499","ECN_T07_2","River/Stream",2003-10-30,"mg/L",55.489853,-2.212033,1.6,0.15,0.009
"2500","ECN_T02_1","River/Stream",2003-10-30,"mg/L",56.909267,-2.553372,2.7,0.093,0.009
"2501","ECN_T07_1","River/Stream",2003-10-30,"mg/L",55.489853,-2.212033,0.9,0.337,0.01
"2502","ECN_T02_1","River/Stream",2003-11-05,"mg/L",56.909267,-2.553372,8.79,0.493,0
"2503","ECN_T04_2","River/Stream",2003-11-05,"mg/L",54.695042,-2.38785,19.9,0.036,0.005
"2504","ECN_T04_3","River/Stream",2003-11-05,"mg/L",54.695042,-2.38785,11.8,0.062,0.005
"2505","ECN_T04_1","River/Stream",2003-11-05,"mg/L",54.695042,-2.38785,15,0.017,0.005
"2506","ECN_T07_1","River/Stream",2003-11-05,"mg/L",55.489853,-2.212033,1.4,0.248,0.009
"2507","ECN_T04_4","River/Stream",2003-11-05,"mg/L",54.695042,-2.38785,14.1,0.011,0.005
"2508","ECN_T04_5","River/Stream",2003-11-05,"mg/L",54.695042,-2.38785,21.5,0,0.005
"2509","ECN_T08_1","River/Stream",2003-11-05,"mg/L",51.78135,-1.336058,5,0.026,0.017
"2510","ECN_T08_2","River/Stream",2003-11-05,"mg/L",51.78135,-1.336058,2.4,10.4,0
"2511","ECN_T07_2","River/Stream",2003-11-05,"mg/L",55.489853,-2.212033,1.2,0.108,0.006
"2512","ECN_T11_1","River/Stream",2003-11-05,"mg/L",53.07455,-4.033511,1.88,0.11,0
"2513","ECN_T08_4","River/Stream",2003-11-05,"mg/L",51.78135,-1.336058,11.2,0.017,0
"2514","ECN_T04_3","River/Stream",2003-11-12,"mg/L",54.695042,-2.38785,13.7,0.104,0.005
"2515","ECN_T04_2","River/Stream",2003-11-12,"mg/L",54.695042,-2.38785,26.4,0.09,0.005
"2516","ECN_T04_1","River/Stream",2003-11-12,"mg/L",54.695042,-2.38785,19.9,0.03,0.005
"2517","ECN_T04_5","River/Stream",2003-11-12,"mg/L",54.695042,-2.38785,26.6,0,0.005
"2518","ECN_T04_4","River/Stream",2003-11-12,"mg/L",54.695042,-2.38785,18.2,0.033,0.005
"2519","ECN_T08_2","River/Stream",2003-11-12,"mg/L",51.78135,-1.336058,2.4,10.2,0
"2520","ECN_T08_1","River/Stream",2003-11-12,"mg/L",51.78135,-1.336058,5,0.065,0.023
"2521","ECN_T07_2","River/Stream",2003-11-12,"mg/L",55.489853,-2.212033,1.3,0.187,0.008
"2522","ECN_T07_1","River/Stream",2003-11-12,"mg/L",55.489853,-2.212033,1.1,0.295,0.01
"2523","ECN_T11_1","River/Stream",2003-11-12,"mg/L",53.07455,-4.033511,1.77,0.1,0
"2524","ECN_T08_4","River/Stream",2003-11-12,"mg/L",51.78135,-1.336058,12.3,0,0.009
"2525","ECN_T02_1","River/Stream",2003-11-13,"mg/L",56.909267,-2.553372,6.98,0.392,0.006
"2526","ECN_T11_1","River/Stream",2003-11-19,"mg/L",53.07455,-4.033511,2.03,0.11,0.01
"2527","ECN_T08_4","River/Stream",2003-11-19,"mg/L",51.78135,-1.336058,11.7,0.013,0.011
"2528","ECN_T08_2","River/Stream",2003-11-19,"mg/L",51.78135,-1.336058,2.8,9.99,0.011
"2529","ECN_T08_1","River/Stream",2003-11-19,"mg/L",51.78135,-1.336058,4.4,0.02,0.018
"2530","ECN_T07_2","River/Stream",2003-11-19,"mg/L",55.489853,-2.212033,1.5,0.222,0
"2531","ECN_T07_1","River/Stream",2003-11-19,"mg/L",55.489853,-2.212033,1.1,0.345,0.009
"2532","ECN_T04_5","River/Stream",2003-11-19,"mg/L",54.695042,-2.38785,20.3,0,0.012
"2533","ECN_T04_4","River/Stream",2003-11-19,"mg/L",54.695042,-2.38785,16.7,0,0.117
