"","SITE_ID","ECO_TYPE","DATE_COL","UNITS","LAT","LON","DOC","NO3 as N","PO4 as P"
"1","ECN_T02_1","River/Stream",2000-01-05,"mg/L",56.909267,-2.553372,5.57,0.168,0.003
"2","ECN_T04_3","River/Stream",2000-01-05,"mg/L",54.695042,-2.38785,7.6,0.13,0
"3","ECN_T04_4","River/Stream",2000-01-05,"mg/L",54.695042,-2.38785,9.4,0.07,0
"4","ECN_T04_2","River/Stream",2000-01-05,"mg/L",54.695042,-2.38785,8.7,0.05,0
"5","ECN_T04_1","River/Stream",2000-01-05,"mg/L",54.695042,-2.38785,8.7,0.05,0
"6","ECN_T07_1","River/Stream",2000-01-05,"mg/L",55.489853,-2.212033,4.81,0.512,0.021
"7","ECN_T04_5","River/Stream",2000-01-05,"mg/L",54.695042,-2.38785,8.8,0.02,0
"8","ECN_T08_3","River/Stream",2000-01-05,"mg/L",51.78135,-1.336058,3.8,1.37,0
"9","ECN_T08_2","River/Stream",2000-01-05,"mg/L",51.78135,-1.336058,2,7.1,0
"10","ECN_T08_1","River/Stream",2000-01-05,"mg/L",51.78135,-1.336058,3.9,24,0.016
"11","ECN_T07_2","River/Stream",2000-01-05,"mg/L",55.489853,-2.212033,1.1,0.269,0.02
"12","ECN_T11_1","River/Stream",2000-01-05,"mg/L",53.07455,-4.033511,0.33,0.227,0
"13","ECN_T08_4","River/Stream",2000-01-05,"mg/L",51.78135,-1.336058,5.8,0.706,0
"14","ECN_T08_4","River/Stream",2000-01-12,"mg/L",51.78135,-1.336058,6.4,0.312,0
"15","ECN_T11_1","River/Stream",2000-01-12,"mg/L",53.07455,-4.033511,0.29,0.177,0
"16","ECN_T08_3","River/Stream",2000-01-12,"mg/L",51.78135,-1.336058,3.6,1.06,0.005
"17","ECN_T08_2","River/Stream",2000-01-12,"mg/L",51.78135,-1.336058,2.6,6.02,0
"18","ECN_T08_1","River/Stream",2000-01-12,"mg/L",51.78135,-1.336058,3.8,21.3,0.005
"19","ECN_T07_1","River/Stream",2000-01-12,"mg/L",55.489853,-2.212033,1.09,0.372,0.023
"20","ECN_T07_2","River/Stream",2000-01-12,"mg/L",55.489853,-2.212033,2.35,0.292,0.018
"21","ECN_T05_2","River/Stream",2000-01-12,"mg/L",50.781933,-3.917806,10.72,0.076,0
"22","ECN_T05_3","River/Stream",2000-01-12,"mg/L",50.781933,-3.917806,2.99,0.718,0
"23","ECN_T05_1","River/Stream",2000-01-12,"mg/L",50.781933,-3.917806,1.28,0.966,0
"24","ECN_T04_5","River/Stream",2000-01-12,"mg/L",54.695042,-2.38785,6,0,0
"25","ECN_T04_4","River/Stream",2000-01-12,"mg/L",54.695042,-2.38785,7.1,0.069,0
"26","ECN_T04_3","River/Stream",2000-01-12,"mg/L",54.695042,-2.38785,6.1,0.118,0
"27","ECN_T04_2","River/Stream",2000-01-12,"mg/L",54.695042,-2.38785,6.5,0.03,0
"28","ECN_T04_1","River/Stream",2000-01-12,"mg/L",54.695042,-2.38785,7,0.069,0
"29","ECN_T02_1","River/Stream",2000-01-12,"mg/L",56.909267,-2.553372,3.78,0.233,0.006
"30","ECN_T04_1","River/Stream",2000-01-19,"mg/L",54.695042,-2.38785,11.3,0.078,0
"31","ECN_T02_1","River/Stream",2000-01-19,"mg/L",56.909267,-2.553372,3.54,0.22,0.005
"32","ECN_T04_4","River/Stream",2000-01-19,"mg/L",54.695042,-2.38785,11.3,0.068,0
"33","ECN_T04_3","River/Stream",2000-01-19,"mg/L",54.695042,-2.38785,8.8,0.136,0
"34","ECN_T04_2","River/Stream",2000-01-19,"mg/L",54.695042,-2.38785,11.6,0.049,0
"35","ECN_T07_1","River/Stream",2000-01-19,"mg/L",55.489853,-2.212033,0.91,0.367,0.021
"36","ECN_T04_5","River/Stream",2000-01-19,"mg/L",54.695042,-2.38785,11.2,0,0
"37","ECN_T08_3","River/Stream",2000-01-19,"mg/L",51.78135,-1.336058,4.1,0.886,0
"38","ECN_T08_2","River/Stream",2000-01-19,"mg/L",51.78135,-1.336058,2.8,5.84,0.009
"39","ECN_T08_1","River/Stream",2000-01-19,"mg/L",51.78135,-1.336058,3.8,19.1,0.006
"40","ECN_T07_2","River/Stream",2000-01-19,"mg/L",55.489853,-2.212033,1.47,0.276,0.021
"41","ECN_T11_1","River/Stream",2000-01-19,"mg/L",53.07455,-4.033511,1.54,0.197,0
"42","ECN_T08_4","River/Stream",2000-01-19,"mg/L",51.78135,-1.336058,6.4,0.111,0.005
"43","ECN_T04_1","River/Stream",2000-01-26,"mg/L",54.695042,-2.38785,10.2,0.07,0
"44","ECN_T04_2","River/Stream",2000-01-26,"mg/L",54.695042,-2.38785,13.8,0.06,0
"45","ECN_T02_1","River/Stream",2000-01-26,"mg/L",56.909267,-2.553372,3.39,0.272,0.003
"46","ECN_T05_1","River/Stream",2000-01-26,"mg/L",50.781933,-3.917806,0.57,0.898,0.001
"47","ECN_T04_4","River/Stream",2000-01-26,"mg/L",54.695042,-2.38785,9.3,0.079,0
"48","ECN_T04_5","River/Stream",2000-01-26,"mg/L",54.695042,-2.38785,14,0,0
"49","ECN_T04_3","River/Stream",2000-01-26,"mg/L",54.695042,-2.38785,6.7,0.149,0
"50","ECN_T07_1","River/Stream",2000-01-26,"mg/L",55.489853,-2.212033,0.71,0.356,0.023
"51","ECN_T05_3","River/Stream",2000-01-26,"mg/L",50.781933,-3.917806,2.71,0.753,0.001
"52","ECN_T08_2","River/Stream",2000-01-26,"mg/L",51.78135,-1.336058,2.5,6.47,0
"53","ECN_T08_3","River/Stream",2000-01-26,"mg/L",51.78135,-1.336058,3.2,0.731,0
"54","ECN_T08_1","River/Stream",2000-01-26,"mg/L",51.78135,-1.336058,2.9,16.5,0.006
"55","ECN_T07_2","River/Stream",2000-01-26,"mg/L",55.489853,-2.212033,0.9,0.276,0.019
"56","ECN_T11_1","River/Stream",2000-01-26,"mg/L",53.07455,-4.033511,1.29,0.196,0
"57","ECN_T08_4","River/Stream",2000-01-26,"mg/L",51.78135,-1.336058,6.1,0.039,0
"58","ECN_T02_1","River/Stream",2000-02-02,"mg/L",56.909267,-2.553372,4.72,0.239,0.003
"59","ECN_T04_4","River/Stream",2000-02-02,"mg/L",54.695042,-2.38785,10.9,0.047,0
"60","ECN_T04_3","River/Stream",2000-02-02,"mg/L",54.695042,-2.38785,7.7,0.132,0
"61","ECN_T04_2","River/Stream",2000-02-02,"mg/L",54.695042,-2.38785,9.5,0.038,0
"62","ECN_T04_1","River/Stream",2000-02-02,"mg/L",54.695042,-2.38785,10.5,0.047,0
"63","ECN_T07_1","River/Stream",2000-02-02,"mg/L",55.489853,-2.212033,0.81,0.351,0.024
"64","ECN_T04_5","River/Stream",2000-02-02,"mg/L",54.695042,-2.38785,8.5,0,0
"65","ECN_T08_2","River/Stream",2000-02-02,"mg/L",51.78135,-1.336058,3.2,7.4,0.009
"66","ECN_T08_3","River/Stream",2000-02-02,"mg/L",51.78135,-1.336058,6.6,1.29,0
"67","ECN_T07_2","River/Stream",2000-02-02,"mg/L",55.489853,-2.212033,1.12,0.282,0.022
"68","ECN_T11_1","River/Stream",2000-02-02,"mg/L",53.07455,-4.033511,1.71,0.217,0.005
"69","ECN_T08_4","River/Stream",2000-02-02,"mg/L",51.78135,-1.336058,6.1,0.02,0
"70","ECN_T12_1","River/Stream",2000-02-09,"mg/L",57.116344,-3.829717,1.8,0,0
"71","ECN_T11_1","River/Stream",2000-02-09,"mg/L",53.07455,-4.033511,1.46,0.176,0.004
"72","ECN_T08_4","River/Stream",2000-02-09,"mg/L",51.78135,-1.336058,5,0.119,0
"73","ECN_T08_3","River/Stream",2000-02-09,"mg/L",51.78135,-1.336058,4.3,0.704,0
"74","ECN_T08_2","River/Stream",2000-02-09,"mg/L",51.78135,-1.336058,3.7,5.94,0.005
"75","ECN_T08_1","River/Stream",2000-02-09,"mg/L",51.78135,-1.336058,4.8,18.7,0.005
"76","ECN_T07_2","River/Stream",2000-02-09,"mg/L",55.489853,-2.212033,0.88,0.336,0.021
"77","ECN_T07_1","River/Stream",2000-02-09,"mg/L",55.489853,-2.212033,0.9,0.35,0.024
"78","ECN_T05_3","River/Stream",2000-02-09,"mg/L",50.781933,-3.917806,3.05,0.374,0.002
"79","ECN_T05_1","River/Stream",2000-02-09,"mg/L",50.781933,-3.917806,1.59,1.238,0.011
"80","ECN_T04_5","River/Stream",2000-02-09,"mg/L",54.695042,-2.38785,9.8,0,0
"81","ECN_T04_3","River/Stream",2000-02-09,"mg/L",54.695042,-2.38785,7.7,0.115,0
"82","ECN_T04_4","River/Stream",2000-02-09,"mg/L",54.695042,-2.38785,10.4,0.048,0
"83","ECN_T04_2","River/Stream",2000-02-09,"mg/L",54.695042,-2.38785,11.2,0.048,0
"84","ECN_T04_1","River/Stream",2000-02-09,"mg/L",54.695042,-2.38785,10.6,0.048,0
"85","ECN_T02_1","River/Stream",2000-02-09,"mg/L",56.909267,-2.553372,5.09,0.199,0.003
"86","ECN_T12_1","River/Stream",2000-02-15,"mg/L",57.116344,-3.829717,1.5,0,0
"87","ECN_T07_1","River/Stream",2000-02-16,"mg/L",55.489853,-2.212033,1.1,0.326,0.024
"88","ECN_T02_1","River/Stream",2000-02-16,"mg/L",56.909267,-2.553372,3.64,0.202,0.003
"89","ECN_T08_2","River/Stream",2000-02-16,"mg/L",51.78135,-1.336058,1.4,5.8,0
"90","ECN_T08_1","River/Stream",2000-02-16,"mg/L",51.78135,-1.336058,3.6,18.5,0
"91","ECN_T07_2","River/Stream",2000-02-16,"mg/L",55.489853,-2.212033,1.58,0.268,0.019
"92","ECN_T11_1","River/Stream",2000-02-16,"mg/L",53.07455,-4.033511,1.96,0.161,0
"93","ECN_T08_4","River/Stream",2000-02-16,"mg/L",51.78135,-1.336058,4.9,0.04,0
"94","ECN_T08_3","River/Stream",2000-02-16,"mg/L",51.78135,-1.336058,2.6,0.666,0
"95","ECN_T12_1","River/Stream",2000-02-22,"mg/L",57.116344,-3.829717,3.6,0,0
"96","ECN_T04_1","River/Stream",2000-02-23,"mg/L",54.695042,-2.38785,8.6,0.071,0
"97","ECN_T04_2","River/Stream",2000-02-23,"mg/L",54.695042,-2.38785,7.5,0.06,0
"98","ECN_T02_1","River/Stream",2000-02-23,"mg/L",56.909267,-2.553372,4.19,0.207,0.003
"99","ECN_T05_2","River/Stream",2000-02-23,"mg/L",50.781933,-3.917806,9.13,0.017,0
"100","ECN_T04_4","River/Stream",2000-02-23,"mg/L",54.695042,-2.38785,8.4,0.08,0
"101","ECN_T04_5","River/Stream",2000-02-23,"mg/L",54.695042,-2.38785,6.6,0,0
"102","ECN_T04_3","River/Stream",2000-02-23,"mg/L",54.695042,-2.38785,6.9,0.13,0
"103","ECN_T07_1","River/Stream",2000-02-23,"mg/L",55.489853,-2.212033,1.36,0.325,0.018
"104","ECN_T05_3","River/Stream",2000-02-23,"mg/L",50.781933,-3.917806,1.2,0.455,0
"105","ECN_T05_1","River/Stream",2000-02-23,"mg/L",50.781933,-3.917806,0.42,0.822,0
"106","ECN_T08_2","River/Stream",2000-02-23,"mg/L",51.78135,-1.336058,3,5.8,0.008
"107","ECN_T08_1","River/Stream",2000-02-23,"mg/L",51.78135,-1.336058,3.7,16.4,0.007
"108","ECN_T07_2","River/Stream",2000-02-23,"mg/L",55.489853,-2.212033,1.31,0.205,0.003
"109","ECN_T11_1","River/Stream",2000-02-23,"mg/L",53.07455,-4.033511,1.9,0.172,0
"110","ECN_T08_4","River/Stream",2000-02-23,"mg/L",51.78135,-1.336058,7.1,0.028,0
"111","ECN_T08_3","River/Stream",2000-02-23,"mg/L",51.78135,-1.336058,3.8,0.601,0.006
"112","ECN_T04_1","River/Stream",2000-03-01,"mg/L",54.695042,-2.38785,8.2,0.071,0
"113","ECN_T02_1","River/Stream",2000-03-01,"mg/L",56.909267,-2.553372,3.66,0.184,0.003
"114","ECN_T04_4","River/Stream",2000-03-01,"mg/L",54.695042,-2.38785,7.9,0.071,0
"115","ECN_T04_3","River/Stream",2000-03-01,"mg/L",54.695042,-2.38785,6.1,0.132,0
"116","ECN_T04_2","River/Stream",2000-03-01,"mg/L",54.695042,-2.38785,8,0.03,0
"117","ECN_T07_1","River/Stream",2000-03-01,"mg/L",55.489853,-2.212033,1.06,0.123,0.008
"118","ECN_T04_5","River/Stream",2000-03-01,"mg/L",54.695042,-2.38785,7.2,0,0
"119","ECN_T08_2","River/Stream",2000-03-01,"mg/L",51.78135,-1.336058,3.6,13.1,0
"120","ECN_T08_1","River/Stream",2000-03-01,"mg/L",51.78135,-1.336058,4.9,17.6,0
"121","ECN_T07_2","River/Stream",2000-03-01,"mg/L",55.489853,-2.212033,1.17,0.226,0.003
"122","ECN_T11_1","River/Stream",2000-03-01,"mg/L",53.07455,-4.033511,3.32,0.144,0
"123","ECN_T08_4","River/Stream",2000-03-01,"mg/L",51.78135,-1.336058,6.1,1.25,0
"124","ECN_T08_3","River/Stream",2000-03-01,"mg/L",51.78135,-1.336058,5.3,1.96,0
"125","ECN_T04_2","River/Stream",2000-03-08,"mg/L",54.695042,-2.38785,8.9,0.03,0
"126","ECN_T04_1","River/Stream",2000-03-08,"mg/L",54.695042,-2.38785,9.9,0.04,0
"127","ECN_T02_1","River/Stream",2000-03-08,"mg/L",56.909267,-2.553372,3.2,0.136,0.003
"128","ECN_T04_5","River/Stream",2000-03-08,"mg/L",54.695042,-2.38785,8.5,0,0
"129","ECN_T04_4","River/Stream",2000-03-08,"mg/L",54.695042,-2.38785,9.7,0.07,0
"130","ECN_T04_3","River/Stream",2000-03-08,"mg/L",54.695042,-2.38785,8.5,0.08,0
"131","ECN_T05_3","River/Stream",2000-03-08,"mg/L",50.781933,-3.917806,8.42,0.29,0
"132","ECN_T08_2","River/Stream",2000-03-08,"mg/L",51.78135,-1.336058,2.3,7.63,0
"133","ECN_T08_1","River/Stream",2000-03-08,"mg/L",51.78135,-1.336058,3.2,18,0.006
"134","ECN_T07_2","River/Stream",2000-03-08,"mg/L",55.489853,-2.212033,1.04,0.206,0.013
"135","ECN_T07_1","River/Stream",2000-03-08,"mg/L",55.489853,-2.212033,1.06,0.274,0.022
"136","ECN_T11_1","River/Stream",2000-03-08,"mg/L",53.07455,-4.033511,2.21,0.14,0
"137","ECN_T08_4","River/Stream",2000-03-08,"mg/L",51.78135,-1.336058,5.8,0.546,0
"138","ECN_T08_3","River/Stream",2000-03-08,"mg/L",51.78135,-1.336058,3.4,1.32,0
"139","ECN_T04_1","River/Stream",2000-03-15,"mg/L",54.695042,-2.38785,13.2,0.049,0
"140","ECN_T02_1","River/Stream",2000-03-15,"mg/L",56.909267,-2.553372,2.96,0.099,0.003
"141","ECN_T04_4","River/Stream",2000-03-15,"mg/L",54.695042,-2.38785,13.2,0.049,0
"142","ECN_T04_3","River/Stream",2000-03-15,"mg/L",54.695042,-2.38785,9,0.108,0
"143","ECN_T04_2","River/Stream",2000-03-15,"mg/L",54.695042,-2.38785,13.9,0.059,0
"144","ECN_T07_1","River/Stream",2000-03-15,"mg/L",55.489853,-2.212033,0.9,0.256,0.018
"145","ECN_T04_5","River/Stream",2000-03-15,"mg/L",54.695042,-2.38785,13.5,0.03,0
"146","ECN_T08_3","River/Stream",2000-03-15,"mg/L",51.78135,-1.336058,3.1,0.942,0
"147","ECN_T08_2","River/Stream",2000-03-15,"mg/L",51.78135,-1.336058,2.3,7.83,0.005
"148","ECN_T08_1","River/Stream",2000-03-15,"mg/L",51.78135,-1.336058,3.1,15.4,0
"149","ECN_T07_2","River/Stream",2000-03-15,"mg/L",55.489853,-2.212033,1.01,0.188,0.017
"150","ECN_T11_1","River/Stream",2000-03-15,"mg/L",53.07455,-4.033511,3.59,0.14,0
"151","ECN_T08_4","River/Stream",2000-03-15,"mg/L",51.78135,-1.336058,5.2,0.225,0
"152","ECN_T12_1","River/Stream",2000-03-22,"mg/L",57.116344,-3.829717,1.4,0,0
"153","ECN_T11_1","River/Stream",2000-03-22,"mg/L",53.07455,-4.033511,2.8,0.13,0
"154","ECN_T08_4","River/Stream",2000-03-22,"mg/L",51.78135,-1.336058,5.4,0.02,0
"155","ECN_T08_3","River/Stream",2000-03-22,"mg/L",51.78135,-1.336058,3.9,0.696,0
"156","ECN_T08_2","River/Stream",2000-03-22,"mg/L",51.78135,-1.336058,1.8,6.35,0.006
"157","ECN_T08_1","River/Stream",2000-03-22,"mg/L",51.78135,-1.336058,2.7,14.1,0
"158","ECN_T07_2","River/Stream",2000-03-22,"mg/L",55.489853,-2.212033,1.37,0.147,0.009
"159","ECN_T07_1","River/Stream",2000-03-22,"mg/L",55.489853,-2.212033,2.1,0.269,0.026
"160","ECN_T04_4","River/Stream",2000-03-22,"mg/L",54.695042,-2.38785,9.3,0.07,0
"161","ECN_T04_3","River/Stream",2000-03-22,"mg/L",54.695042,-2.38785,6,0.141,0
"162","ECN_T04_2","River/Stream",2000-03-22,"mg/L",54.695042,-2.38785,18.1,0.06,0
"163","ECN_T04_1","River/Stream",2000-03-22,"mg/L",54.695042,-2.38785,9.3,0.06,0
"164","ECN_T02_1","River/Stream",2000-03-22,"mg/L",56.909267,-2.553372,3.44,0.101,0.003
"165","ECN_T02_1","River/Stream",2000-03-29,"mg/L",56.909267,-2.553372,4.13,0.11,0.003
"166","ECN_T04_3","River/Stream",2000-03-29,"mg/L",54.695042,-2.38785,7,0.131,0
"167","ECN_T04_2","River/Stream",2000-03-29,"mg/L",54.695042,-2.38785,16.2,0.081,0
"168","ECN_T04_1","River/Stream",2000-03-29,"mg/L",54.695042,-2.38785,10.1,0.061,0
"169","ECN_T04_5","River/Stream",2000-03-29,"mg/L",54.695042,-2.38785,16.9,0.02,0
"170","ECN_T04_4","River/Stream",2000-03-29,"mg/L",54.695042,-2.38785,9.9,0.071,0
"171","ECN_T08_2","River/Stream",2000-03-29,"mg/L",51.78135,-1.336058,1.5,6.15,0.005
"172","ECN_T08_1","River/Stream",2000-03-29,"mg/L",51.78135,-1.336058,2.4,12.7,0
"173","ECN_T07_2","River/Stream",2000-03-29,"mg/L",55.489853,-2.212033,1.48,0.092,0.007
"174","ECN_T07_1","River/Stream",2000-03-29,"mg/L",55.489853,-2.212033,1.2,0.228,0.017
"175","ECN_T11_1","River/Stream",2000-03-29,"mg/L",53.07455,-4.033511,1,0.22,0.002
"176","ECN_T08_4","River/Stream",2000-03-29,"mg/L",51.78135,-1.336058,5.8,0.02,0
"177","ECN_T08_3","River/Stream",2000-03-29,"mg/L",51.78135,-1.336058,2.8,0.547,0
"178","ECN_T12_1","River/Stream",2000-03-30,"mg/L",57.116344,-3.829717,2.5,0,0
"179","ECN_T02_1","River/Stream",2000-04-05,"mg/L",56.909267,-2.553372,4.62,0.126,0.003
"180","ECN_T04_3","River/Stream",2000-04-05,"mg/L",54.695042,-2.38785,5,0.2,0
"181","ECN_T04_2","River/Stream",2000-04-05,"mg/L",54.695042,-2.38785,16.1,0.14,0
"182","ECN_T04_1","River/Stream",2000-04-05,"mg/L",54.695042,-2.38785,8.3,0.08,0
"183","ECN_T04_5","River/Stream",2000-04-05,"mg/L",54.695042,-2.38785,17.9,0.03,0
"184","ECN_T04_4","River/Stream",2000-04-05,"mg/L",54.695042,-2.38785,7.4,0.1,0
"185","ECN_T07_1","River/Stream",2000-04-05,"mg/L",55.489853,-2.212033,1.24,0.243,0.015
"186","ECN_T08_3","River/Stream",2000-04-05,"mg/L",51.78135,-1.336058,4.8,1.22,0
"187","ECN_T08_2","River/Stream",2000-04-05,"mg/L",51.78135,-1.336058,3.5,13,0
"188","ECN_T08_1","River/Stream",2000-04-05,"mg/L",51.78135,-1.336058,5,17,0
"189","ECN_T07_2","River/Stream",2000-04-05,"mg/L",55.489853,-2.212033,1.54,0.103,0.003
"190","ECN_T11_1","River/Stream",2000-04-05,"mg/L",53.07455,-4.033511,1.4,0.23,0
"191","ECN_T08_4","River/Stream",2000-04-05,"mg/L",51.78135,-1.336058,7.3,2.18,0
"192","ECN_T04_1","River/Stream",2000-04-12,"mg/L",54.695042,-2.38785,10.7,0.17,0
"193","ECN_T02_1","River/Stream",2000-04-12,"mg/L",56.909267,-2.553372,1.1,0.362,0.003
"194","ECN_T04_4","River/Stream",2000-04-12,"mg/L",54.695042,-2.38785,10.8,0.12,0
"195","ECN_T04_3","River/Stream",2000-04-12,"mg/L",54.695042,-2.38785,9.1,0.14,0
"196","ECN_T04_2","River/Stream",2000-04-12,"mg/L",54.695042,-2.38785,12.4,0.15,0
"197","ECN_T07_1","River/Stream",2000-04-12,"mg/L",55.489853,-2.212033,5.48,0.169,0.011
"198","ECN_T04_5","River/Stream",2000-04-12,"mg/L",54.695042,-2.38785,13.8,0.1,0
"199","ECN_T08_2","River/Stream",2000-04-12,"mg/L",51.78135,-1.336058,6.7,23.5,0.01
"200","ECN_T08_3","River/Stream",2000-04-12,"mg/L",51.78135,-1.336058,7.5,1.31,0
"201","ECN_T08_1","River/Stream",2000-04-12,"mg/L",51.78135,-1.336058,7.3,21.8,0.033
"202","ECN_T07_2","River/Stream",2000-04-12,"mg/L",55.489853,-2.212033,8.38,0.203,0.007
"203","ECN_T11_1","River/Stream",2000-04-12,"mg/L",53.07455,-4.033511,1.2,0.21,0
"204","ECN_T08_4","River/Stream",2000-04-12,"mg/L",51.78135,-1.336058,8.4,1.6,0
"205","ECN_T11_1","River/Stream",2000-04-19,"mg/L",53.07455,-4.033511,0.91,0.24,0.009
"206","ECN_T12_1","River/Stream",2000-04-19,"mg/L",57.116344,-3.829717,4.5,0,0
"207","ECN_T08_4","River/Stream",2000-04-19,"mg/L",51.78135,-1.336058,5.7,1.19,0
"208","ECN_T08_3","River/Stream",2000-04-19,"mg/L",51.78135,-1.336058,5.2,0.806,0
"209","ECN_T08_2","River/Stream",2000-04-19,"mg/L",51.78135,-1.336058,3.4,11.3,0
"210","ECN_T08_1","River/Stream",2000-04-19,"mg/L",51.78135,-1.336058,4.3,15.7,0.006
"211","ECN_T07_2","River/Stream",2000-04-19,"mg/L",55.489853,-2.212033,2.27,0.16,0.007
"212","ECN_T07_1","River/Stream",2000-04-19,"mg/L",55.489853,-2.212033,2.31,0.22,0.016
"213","ECN_T04_5","River/Stream",2000-04-19,"mg/L",54.695042,-2.38785,8.7,0.05,0
"214","ECN_T04_4","River/Stream",2000-04-19,"mg/L",54.695042,-2.38785,8.1,0.21,0
"215","ECN_T04_3","River/Stream",2000-04-19,"mg/L",54.695042,-2.38785,7.5,0.28,0
"216","ECN_T04_2","River/Stream",2000-04-19,"mg/L",54.695042,-2.38785,10.8,0.07,0
"217","ECN_T04_1","River/Stream",2000-04-19,"mg/L",54.695042,-2.38785,9.5,0.15,0
"218","ECN_T02_1","River/Stream",2000-04-19,"mg/L",56.909267,-2.553372,1.65,0.146,0.003
"219","ECN_T02_1","River/Stream",2000-04-26,"mg/L",56.909267,-2.553372,14.71,0.128,0.003
"220","ECN_T04_4","River/Stream",2000-04-26,"mg/L",54.695042,-2.38785,13.7,0.05,0
"221","ECN_T04_3","River/Stream",2000-04-26,"mg/L",54.695042,-2.38785,10.9,0.09,0
"222","ECN_T04_2","River/Stream",2000-04-26,"mg/L",54.695042,-2.38785,13.6,0.07,0
"223","ECN_T04_1","River/Stream",2000-04-26,"mg/L",54.695042,-2.38785,13.4,0.05,0
"224","ECN_T07_1","River/Stream",2000-04-26,"mg/L",55.489853,-2.212033,6.32,0.091,0.013
"225","ECN_T04_5","River/Stream",2000-04-26,"mg/L",54.695042,-2.38785,13.2,0,0
"226","ECN_T08_2","River/Stream",2000-04-26,"mg/L",51.78135,-1.336058,2.9,10.1,0
"227","ECN_T08_1","River/Stream",2000-04-26,"mg/L",51.78135,-1.336058,4.6,12.8,0
"228","ECN_T07_2","River/Stream",2000-04-26,"mg/L",55.489853,-2.212033,9.77,0.103,0.008
"229","ECN_T11_1","River/Stream",2000-04-26,"mg/L",53.07455,-4.033511,0.6,0.22,0.004
"230","ECN_T08_4","River/Stream",2000-04-26,"mg/L",51.78135,-1.336058,5.6,1.1,0
"231","ECN_T08_3","River/Stream",2000-04-26,"mg/L",51.78135,-1.336058,4.7,0.592,0
"232","ECN_T02_1","River/Stream",2000-05-03,"mg/L",56.909267,-2.553372,4.85,0.087,0.003
"233","ECN_T04_1","River/Stream",2000-05-03,"mg/L",54.695042,-2.38785,9.5,0.05,0
"234","ECN_T04_2","River/Stream",2000-05-03,"mg/L",54.695042,-2.38785,16.3,0.03,0
"235","ECN_T04_3","River/Stream",2000-05-03,"mg/L",54.695042,-2.38785,5.5,0.1,0
"236","ECN_T04_4","River/Stream",2000-05-03,"mg/L",54.695042,-2.38785,8.7,0.07,0
"237","ECN_T07_1","River/Stream",2000-05-03,"mg/L",55.489853,-2.212033,1.5,0.246,0.015
"238","ECN_T07_2","River/Stream",2000-05-03,"mg/L",55.489853,-2.212033,1.92,0.11,0.012
"239","ECN_T08_1","River/Stream",2000-05-03,"mg/L",51.78135,-1.336058,3.6,13.2,0
"240","ECN_T08_2","River/Stream",2000-05-03,"mg/L",51.78135,-1.336058,3.8,9.23,0
"241","ECN_T08_3","River/Stream",2000-05-03,"mg/L",51.78135,-1.336058,4,0.601,0
"242","ECN_T08_4","River/Stream",2000-05-03,"mg/L",51.78135,-1.336058,6.3,0.341,0
"243","ECN_T11_1","River/Stream",2000-05-03,"mg/L",53.07455,-4.033511,1.1,0.21,0.006
"244","ECN_T12_1","River/Stream",2000-05-03,"mg/L",57.116344,-3.829717,3,0,0
"245","ECN_T04_2","River/Stream",2000-05-10,"mg/L",54.695042,-2.38785,18.5,0,0
"246","ECN_T04_3","River/Stream",2000-05-10,"mg/L",54.695042,-2.38785,3.9,0.07,0
"247","ECN_T04_1","River/Stream",2000-05-10,"mg/L",54.695042,-2.38785,6.7,0.06,0
"248","ECN_T02_1","River/Stream",2000-05-10,"mg/L",56.909267,-2.553372,4.68,0.105,0.003
"249","ECN_T07_1","River/Stream",2000-05-10,"mg/L",55.489853,-2.212033,1.73,0.185,0.019
"250","ECN_T04_4","River/Stream",2000-05-10,"mg/L",54.695042,-2.38785,5.8,0.23,0
"251","ECN_T08_3","River/Stream",2000-05-10,"mg/L",51.78135,-1.336058,3.8,0.501,0.008
"252","ECN_T08_2","River/Stream",2000-05-10,"mg/L",51.78135,-1.336058,3,8.75,0
"253","ECN_T08_1","River/Stream",2000-05-10,"mg/L",51.78135,-1.336058,3.8,11.8,0
"254","ECN_T07_2","River/Stream",2000-05-10,"mg/L",55.489853,-2.212033,1.69,0.125,0.009
"255","ECN_T11_1","River/Stream",2000-05-10,"mg/L",53.07455,-4.033511,1.79,0.11,0.002
"256","ECN_T08_4","River/Stream",2000-05-10,"mg/L",51.78135,-1.336058,7.1,0.048,0
"257","ECN_T11_1","River/Stream",2000-05-17,"mg/L",53.07455,-4.033511,2.36,0.09,0.003
"258","ECN_T08_4","River/Stream",2000-05-17,"mg/L",51.78135,-1.336058,8,0.032,0
"259","ECN_T08_3","River/Stream",2000-05-17,"mg/L",51.78135,-1.336058,3.4,0.36,0
"260","ECN_T08_2","River/Stream",2000-05-17,"mg/L",51.78135,-1.336058,2.8,9.55,0
"261","ECN_T08_1","River/Stream",2000-05-17,"mg/L",51.78135,-1.336058,3.4,10.7,0.009
"262","ECN_T07_2","River/Stream",2000-05-17,"mg/L",55.489853,-2.212033,1.35,0.045,0.006
"263","ECN_T07_1","River/Stream",2000-05-17,"mg/L",55.489853,-2.212033,1.11,0.158,0.019
"264","ECN_T04_5","River/Stream",2000-05-17,"mg/L",54.695042,-2.38785,29.1,0.01,0
"265","ECN_T04_4","River/Stream",2000-05-17,"mg/L",54.695042,-2.38785,16.6,0.17,0
"266","ECN_T04_3","River/Stream",2000-05-17,"mg/L",54.695042,-2.38785,15.6,0.15,0
