"","DATE_COL","SITE_ID","DOC","NO3 as N","TP","LAT","LON","ECO_TYPE","UNITS"
"2143","2009-09-23","NLA_2029",0.35,0.37867,0.0478581,36.1309,-112.4154,"River/Stream","mg/L"
"2144","2009-09-23","NLA_2030",1.69,0.02323,0.0209375,37.6829,-82.4052,"River/Stream","mg/L"
"2145","2009-09-23","NLA_2031",2.97,1.54847,0.2210475,41.8623,-72.647,"River/Stream","mg/L"
"2146","2009-09-23","NLA_2032",3.23,0.38149,0.403831,38.1567,-109.932,"River/Stream","mg/L"
"2147","2009-09-23","NLA_2033",3.44,1.5358,0.11191,44.2072,-92.9812,"River/Stream","mg/L"
"2148","2009-09-23","NLA_1886",3.58,1.35433,0.11589,41.8801,-71.3813,"River/Stream","mg/L"
"2149","2009-09-23","NLA_2034",1.98,0.0016,0.0130738,40.6776,-105.4137,"River/Stream","mg/L"
"2150","2009-09-23","NLA_1938",3.94,0.15812,0.0280888,41.4199,-78.7478,"River/Stream","mg/L"
"2151","2009-09-23","NLA_2035",2.46,0.00053,0.098097,42.4621,-121.4688,"River/Stream","mg/L"
"2152","2009-09-23","NLA_2036",1.72,0.71628,0.0195425,41.3918,-73.1546,"River/Stream","mg/L"
"2153","2009-09-24","NLA_2037",2.37,1.04537,0.0723281,38.3623,-82.9324,"River/Stream","mg/L"
"2154","2009-09-24","NLA_1910",1.4,0.04314,0.0189,41.5377,-78.1475,"River/Stream","mg/L"
"2155","2009-09-24","NLA_2038",3.25,0.00462,0.011833,41.3788,-78.914,"River/Stream","mg/L"
"2156","2009-09-24","NLA_2039",2.22,1.82566,0.0726156,36.4033,-84.0483,"River/Stream","mg/L"
"2157","2009-09-24","NLA_2040",0.52,0.00123,0.083426,42.9431,-121.2592,"River/Stream","mg/L"
"2158","2009-09-24","NLA_2041",0.78,0.0172,0.0184131,39.8567,-111.6149,"River/Stream","mg/L"
"2159","2009-09-25","NLA_2043",2.12,0.33978,0.0923194,46.656,-117.4141,"River/Stream","mg/L"
"2160","2009-09-26","NLA_2044",7.37,1.32158,0.2448594,37.6839,-87.8963,"River/Stream","mg/L"
"2161","2009-09-26","NLA_2045",0.89,0.13082,0.0556406,41.9544,-75.8487,"River/Stream","mg/L"
"2162","2009-09-27","NLA_2046",2.99,0.01762,0.0203819,41.4331,-74.9777,"River/Stream","mg/L"
"2163","2009-09-27","NLA_2047",2.1,0.08129,0.026344,37.2504,-87.2412,"River/Stream","mg/L"
"2164","2009-09-27","NLA_2048",1.65,0.06428,0.0257681,45.6986,-120.4175,"River/Stream","mg/L"
"2165","2009-09-28","NLA_1753",4.67,0.53065,0.0614006,39.8061,-75.4654,"River/Stream","mg/L"
"2166","2009-09-28","NLA_2049",0.67,0.04057,0.0290394,40.6235,-105.978,"River/Stream","mg/L"
"2167","2009-09-28","NLA_1233",1.28,1.51676,0.0119006,37.9975,-80.862,"River/Stream","mg/L"
"2168","2009-09-28","NLA_183",0.69,0.00327,0.0298369,47.4629,-120.6611,"River/Stream","mg/L"
"2169","2009-09-28","NLA_2050",2.57,0.03361,0.1021656,41.0174,-75.6315,"River/Stream","mg/L"
"2170","2009-09-28","NLA_2051",11.29,0.06316,0.0591794,31.0962,-89.278,"River/Stream","mg/L"
"2171","2009-09-28","NLA_2052",4.4,0.01882,0.1482781,36.425,-88.7878,"River/Stream","mg/L"
"2172","2009-09-28","NLA_2053",2.5,0.0443,0.0708619,37.3401,-76.7039,"River/Stream","mg/L"
"2173","2009-09-29","NLA_2054",5.78,0.0319,0.0795744,35.41,-94.3016,"River/Stream","mg/L"
"2174","2009-09-29","NLA_1887",3.68,2.12816,0.4010969,42.7919,-96.6016,"River/Stream","mg/L"
"2175","2009-09-29","NLA_2055",3.39,1.77741,0.3428581,41.0927,-97.2248,"River/Stream","mg/L"
"2176","2009-09-29","NLA_2056",2.74,0.77165,0.0404831,39.5714,-80.9924,"River/Stream","mg/L"
"2177","2009-09-29","NLA_1842",2.52,2.35737,0.0562294,36.851,-87.4286,"River/Stream","mg/L"
"2178","2009-09-29","NLA_2057",11.84,0.12075,0.0992969,36.5585,-76.9278,"River/Stream","mg/L"
"2179","2009-09-29","NLA_2058",5.08,0.27065,0.1108194,37.5035,-95.1526,"River/Stream","mg/L"
"2180","2009-09-29","NLA_2059",6.64,0.00222,1.46805,41.0239,-87.6681,"River/Stream","mg/L"
"2181","2009-09-30","NLA_2060",3.12,0.08127,0.1525644,37.3416,-103.9085,"River/Stream","mg/L"
"2182","2009-09-30","NLA_1991",2.14,6.7129,0.5034331,41.4676,-95.9093,"River/Stream","mg/L"
"2183","2009-09-30","NLA_2061",3.24,0.00348,0.2342494,40.1769,-101.28,"River/Stream","mg/L"
"2184","2009-09-30","NLA_2062",3.41,0.25991,0.1259719,36.1091,-95.5689,"River/Stream","mg/L"
"2185","2009-09-30","NLA_2063",9.51,0.07691,0.3840394,32.0868,-90.9476,"River/Stream","mg/L"
"2186","2009-09-30","NLA_2064",0.89,0.06492,0.0118944,45.3079,-109.5258,"River/Stream","mg/L"
"2187","2009-09-30","NLA_2065",21.67,0.00342,0.0990319,31.6743,-90.1745,"River/Stream","mg/L"
"2188","2009-09-30","NLA_2066",3.33,0.26979,0.1616456,38.8207,-84.7051,"River/Stream","mg/L"
"2189","2009-09-30","NLA_1740",3.41,0.58496,0.1364944,41.8912,-72.6621,"River/Stream","mg/L"
"2190","2009-09-30","NLA_1734",2.99,0.73377,0.1391344,41.8445,-72.632,"River/Stream","mg/L"
"2191","2009-09-30","NLA_2067",1.64,7.68923,0.1045969,40.3726,-89.4075,"River/Stream","mg/L"
"2192","2009-10-01","NLA_2068",1.7,0.54876,0.0272706,29.7715,-101.7318,"River/Stream","mg/L"
"2193","2009-10-01","NLA_2069",2.19,0.57103,0.3574631,41.4097,-97.7811,"River/Stream","mg/L"
"2194","2009-10-01","NLA_2070",7.73,0.04303,0.1000469,41.7284,-87.9927,"River/Stream","mg/L"
"2195","2009-10-02","NLA_2071",3.47,0.58341,0.1450519,42.0901,-73.3284,"River/Stream","mg/L"
"2196","2009-10-02","NLA_2072",1.57,0.14085,0.0388244,34.3668,-85.0871,"River/Stream","mg/L"
"2197","2009-10-03","NLA_2073",25.96,0.1095,0.04852,33.1664,-92.5208,"River/Stream","mg/L"
"2198","2009-10-04","NLA_1948",6.29,0.64864,0.0719213,41.3935,-71.8408,"River/Stream","mg/L"
"2199","2009-10-05","NLA_2074",3.13,4.14996,0.3307613,41.0045,-91.6653,"River/Stream","mg/L"
"2200","2009-10-05","NLA_2075",3.26,0.58857,0.1061413,37.3975,-95.6798,"River/Stream","mg/L"
"2201","2009-10-05","NLA_2076",3.6,0.18534,0.0171325,42.5442,-72.5628,"River/Stream","mg/L"
"2202","2009-10-06","NLA_2077",1.34,0.24457,0.0318438,35.8355,-91.547,"River/Stream","mg/L"
"2203","2009-10-06","NLA_2078",3.89,1.54111,0.2011888,40.7358,-91.936,"River/Stream","mg/L"
"2204","2009-10-06","NLA_1960",2.56,0.00912,0.06305,48.0766,-104.3912,"River/Stream","mg/L"
"2205","2009-10-06","NLA_2079",2.67,0.3473,0.0484775,41.7102,-72.618,"River/Stream","mg/L"
"2206","2009-10-06","NLA_2080",2.68,0.31856,0.0339338,41.7262,-72.6488,"River/Stream","mg/L"
"2207","2009-10-06","NLA_2081",2.78,0.4304,0.02488,39.4913,-112.3849,"River/Stream","mg/L"
"2208","2009-10-06","NLA_2082",0.96,0.05622,0.0536388,47.1355,-123.7769,"River/Stream","mg/L"
"2209","2009-10-06","NLA_2083",1.42,0.00056,0.038825,38.9329,-107.4,"River/Stream","mg/L"
"2210","2009-10-07","NLA_2084",2.73,0.38989,0.0548263,41.5406,-72.5513,"River/Stream","mg/L"
"2211","2009-10-07","NLA_2085",2.78,0.41107,0.06142,41.495,-72.5188,"River/Stream","mg/L"
"2212","2009-10-07","NLA_2086",3.18,0.02886,0.0697538,40.983,-111.4506,"River/Stream","mg/L"
"2213","2009-10-07","NLA_1782",8.89,0.1081,0.077565,30.4042,-88.5872,"River/Stream","mg/L"
"2214","2009-10-08","NLA_2087",1.35,0.00069,0.0928425,37.7141,-106.8382,"River/Stream","mg/L"
"2215","2009-10-08","NLA_2088",2.78,0.25234,0.030815,41.9521,-72.6086,"River/Stream","mg/L"
"2216","2009-10-08","NLA_2089",3.88,0.14723,0.0735213,34.9086,-85.0803,"River/Stream","mg/L"
"2217","2009-10-08","NLA_2090",1.55,0.0619,0.0119038,39.2574,-111.5517,"River/Stream","mg/L"
"2218","2009-10-09","NLA_2091",3.68,0.02032,0.0668163,32.8012,-82.9229,"River/Stream","mg/L"
"2219","2009-10-09","NLA_2092",3.24,0.25772,0.0146175,36.8469,-111.6169,"River/Stream","mg/L"
"2220","2009-10-11","NLA_2093",0.8,0.82521,0.0506575,46.532,-123.827,"River/Stream","mg/L"
"2221","2009-10-11","NLA_2094",5.39,0.09413,0.0281338,41.5065,-71.7123,"River/Stream","mg/L"
"2222","2009-10-11","NLA_2095",2.86,0.24726,0.0116275,36.4335,-111.8641,"River/Stream","mg/L"
"2223","2009-10-12","NLA_2096",2.93,0.2471,0.0141313,36.3194,-111.8629,"River/Stream","mg/L"
"2224","2009-10-13","NLA_1176",5.69,0.76155,0.176325,35.7675,-101.3223,"River/Stream","mg/L"
"2225","2009-10-13","NLA_2097",1.6,6.09736,0.1385613,42.1307,-90.3565,"River/Stream","mg/L"
"2226","2009-10-13","NLA_2098",2.2,0,0.0765525,38.5168,-112.2651,"River/Stream","mg/L"
"2227","2009-10-13","NLA_2099",2.86,0.23994,0.0157263,36.1151,-111.829,"River/Stream","mg/L"
"2228","2009-10-14","NLA_1302",4.33,0,0.08904,33.1088,-99.442,"River/Stream","mg/L"
"2229","2009-10-14","NLA_2100",1.23,0.00055,0.0448488,39.9509,-107.6783,"River/Stream","mg/L"
"2230","2009-10-14","NLA_2101",2,5.90231,0.0968525,42.0026,-91.079,"River/Stream","mg/L"
"2231","2009-10-14","NLA_2102",2.53,0,0.1003325,38.4469,-112.2199,"River/Stream","mg/L"
"2232","2009-10-14","NLA_2103",2.82,0.23572,0.0138125,36.0877,-111.8706,"River/Stream","mg/L"
"2233","2009-10-14","NLA_2104",3.61,0.02891,0.0495125,47.5829,-123.6445,"River/Stream","mg/L"
"2234","2009-10-15","NLA_2105",4.43,1.13766,0.4124313,32.9249,-99.5066,"River/Stream","mg/L"
"2235","2009-10-15","NLA_2106",2.82,0.23656,0.00988,36.0559,-111.9977,"River/Stream","mg/L"
"2236","2009-10-16","NLA_2107",0.68,0.00164,0.0251025,36.1178,-112.0837,"River/Stream","mg/L"
"2237","2009-10-18","NLA_2108",1.07,0.00566,0.0687738,48.6703,-118.4442,"River/Stream","mg/L"
"2238","2009-10-19","NLA_2109",2.81,0.2474,0.0110813,36.301,-112.4946,"River/Stream","mg/L"
"2239","2009-10-20","NLA_2110",1.54,0.41312,0.0140388,36.62,-82.821,"River/Stream","mg/L"
"2240","2009-10-20","NLA_2111",2.87,0.24742,0.0109875,36.4003,-112.5562,"River/Stream","mg/L"
"2241","2009-10-21","NLA_2112",1.41,0.46046,0.0099838,36.9051,-81.7206,"River/Stream","mg/L"
"2242","2009-10-22","NLA_2113",0.77,0.06704,0.0168013,34.7039,-83.6611,"River/Stream","mg/L"
"2243","2009-10-22","NLA_2114",1.39,0.21636,0.0893513,46.4044,-120.2896,"River/Stream","mg/L"
"2244","2009-10-24","NLA_2115",2.79,0.24465,0.0117113,36.0892,-113.2541,"River/Stream","mg/L"
"2245","2009-10-25","NLA_2116",2.65,0.24979,0.0154613,36.0984,-113.3169,"River/Stream","mg/L"
"2246","2009-10-29","NLA_2117",1.72,0.47251,0.0490938,34.4887,-83.6476,"River/Stream","mg/L"
"2247","2009-11-05","NLA_2118",1.97,0.30457,0.048885,33.9114,-84.3122,"River/Stream","mg/L"
"2248","2009-11-06","NLA_2119",2.29,0.19704,0.04426,34.429,-82.9053,"River/Stream","mg/L"
"2249","2009-11-09","NLA_2120",19.42,0.01195,0.1061725,31.6784,-82.3662,"River/Stream","mg/L"
"2250","2009-11-12","NLA_2121",4.14,0.18555,0.1687138,34.1951,-85.2697,"River/Stream","mg/L"
"2251","2009-11-16","NLA_1834",1.97,0.012,0.0418925,33.1497,-83.5462,"River/Stream","mg/L"
"2252","2009-11-19","NLA_1795",2.84,0.04,0.032225,32.9784,-84.8733,"River/Stream","mg/L"
"2253","2009-11-20","NLA_2122",0.6,0.00156,0.0181225,34.4944,-84.6687,"River/Stream","mg/L"
"2254","2009-11-30","NLA_2123",4.56,0.73788,0.1786588,34.2463,-82.9322,"River/Stream","mg/L"
"2255","2012-05-02","NLA_2124",4.41,0.0573,0.0268,37.5645,-121.9972,"Lake","mg/L"
"2256","2012-05-08","NLA_2125",3.95,0.002,0.04,33.5693,-111.5241,"Lake","mg/L"
"2257","2012-05-09","NLA_2126",3.42,0.116,0.038,33.3813,-111.8836,"Lake","mg/L"
"2258","2012-05-09","NLA_2127",1.8,0.002,0.023,41.5188,-111.7364,"Lake","mg/L"
"2259","2012-05-10","NLA_2128",2.93,0.001,0.057,33.8453,-111.6185,"Lake","mg/L"
"2260","2012-05-14","NLA_2129",13.38,0.192,0.147,26.9622,-80.8611,"Lake","mg/L"
"2261","2012-05-15","NLA_2130",1.57,0,0.015,37.5224,-112.7718,"Lake","mg/L"
"2262","2012-05-15","NLA_2131",19.11,0.079,0.147,46.64,-99.5872,"Lake","mg/L"
"2263","2012-05-15","NLA_2132",5.14,0.002,0.007,27.2073,-81.3508,"Lake","mg/L"
"2264","2012-05-16","NLA_2133",15.66,0,0.07,46.826,-100.6342,"Lake","mg/L"
"2265","2012-05-16","NLA_2134",14.63,0.019,0.043,28.092,-81.7072,"Lake","mg/L"
"2266","2012-05-16","NLA_2135",3.13,0.019,0.032,33.3732,-84.2859,"Lake","mg/L"
"2267","2012-05-17","NLA_2136",4.39,0.019,0.08,38.6005,-111.8412,"Lake","mg/L"
"2268","2012-05-17","NLA_2137",5.86,0.019,0.009,28.1702,-81.8345,"Lake","mg/L"
"2269","2012-05-18","NLA_2138",3.55,0.02,0.023,27.8422,-81.5093,"Lake","mg/L"
"2270","2012-05-19","NLA_2139",6.03,0.019,0.025,28.6321,-81.3552,"Lake","mg/L"
"2271","2012-05-20","NLA_2140",13.02,0.031,0.046,28.6374,-81.1377,"Lake","mg/L"
"2272","2012-05-21","NLA_2141",7.67,0.152,0.434,33.8012,-117.8102,"Lake","mg/L"
"2273","2012-05-21","NLA_2142",6.78,0.05,0.067,34.3737,-98.3393,"Lake","mg/L"
"2274","2012-05-21","NLA_2143",8.12,0.019,0.036,45.2442,-88.7002,"Lake","mg/L"
"2275","2012-05-21","NLA_2144",7.87,0.019,0.02,28.6207,-81.3896,"Lake","mg/L"
"2276","2012-05-22","NLA_2145",4.65,0.024,0.046,38.508,-94.6733,"Lake","mg/L"
"2277","2012-05-22","NLA_2146",5.37,0.019,0.028,34.4901,-96.984,"Lake","mg/L"
"2278","2012-05-22","NLA_2147",28.1,0.0104,0.591,33.079,-115.5128,"Lake","mg/L"
"2279","2012-05-22","NLA_2148",5.05,0.019,0.024,44.9853,-88.7171,"Lake","mg/L"
"2280","2012-05-23","NLA_2149",7.13,0.02,0.106,31.6215,-88.3537,"Lake","mg/L"
"2281","2012-05-23","NLA_2150",9.43,0.25,0.19,35.1744,-99.0775,"Lake","mg/L"
"2282","2012-05-23","NLA_2151",28.1,0.0407,0.0148,33.1599,-117.0433,"Lake","mg/L"
"2283","2012-05-23","NLA_2152",6.03,0.019,0.147,35.285,-112.1542,"Lake","mg/L"
"2284","2012-05-23","NLA_2153",3.64,0,0.05,37.6986,-84.2295,"Lake","mg/L"
"2285","2012-05-23","NLA_2154",6.73,0.02,0.026,35.3472,-78.6216,"Lake","mg/L"
"2286","2012-05-23","NLA_2155",6.91,0,0.046,34.52,-97.8189,"Lake","mg/L"
"2287","2012-05-24","NLA_2156",1.09,0.02,0.016,36.6791,-83.7118,"Lake","mg/L"
"2288","2012-05-24","NLA_2157",10.65,0.641,0.112,31.0599,-81.4132,"Lake","mg/L"
"2289","2012-05-24","NLA_2158",2.17,0.185,0.03,33.292,-87.3914,"Lake","mg/L"
"2290","2012-05-25","NLA_2159",2.25,0.02,0.022,38.4863,-82.8726,"Lake","mg/L"
"2291","2012-05-25","NLA_2160",14.14,0.02,0.071,34.3572,-81.7629,"Lake","mg/L"
"2292","2012-05-26","NLA_2161",1.72,0.066,0.012,33.6794,-81.3405,"Lake","mg/L"
"2293","2012-05-27","NLA_2162",3.18,0.019,0.061,34,-80.9279,"Lake","mg/L"
"2294","2012-05-28","NLA_2163",4.63,0.019,0.231,36.8316,-104.2263,"Lake","mg/L"
"2295","2012-05-28","NLA_2164",2.63,0.129,0.032,33.5749,-81.8851,"Lake","mg/L"
"2296","2012-05-29","NLA_2165",18.9,0.05,0.834,35.4463,-99.2895,"Lake","mg/L"
"2297","2012-05-29","NLA_2166",18.45,0.052,0.256,36.176,-104.8161,"Lake","mg/L"
"2298","2012-05-29","NLA_2167",6.1,0.032,0.043,39.995,-105.1122,"Lake","mg/L"
"2299","2012-05-29","NLA_2168",4.39,0.02,0.628,35.6744,-87.0324,"Lake","mg/L"
"2300","2012-05-30","NLA_2169",11.77,0.079,0.414,46.0972,-97.2372,"Lake","mg/L"
"2301","2012-05-30","NLA_2170",17.83,0,0.483,36.5043,-89.3369,"Lake","mg/L"
"2302","2012-05-30","NLA_2171",6.61,0.104,0.045,38.7984,-94.7667,"Lake","mg/L"
"2303","2012-05-30","NLA_2172",3.84,0.09,0.016,40.1529,-74.7977,"Lake","mg/L"
"2304","2012-05-30","NLA_2173",0.7,0.019,0.015,35.1811,-83.68,"Lake","mg/L"
"2305","2012-05-30","NLA_2174",18.96,0,0.077,35.7589,-105.1445,"Lake","mg/L"
"2306","2012-05-30","NLA_2175",2.82,0,0.129,35.3714,-86.3815,"Lake","mg/L"
"2307","2012-05-31","NLA_2176",3.86,0.037,0.027,44.6471,-100.7009,"Lake","mg/L"
"2308","2012-05-31","NLA_2177",5.29,0.019,0.158,36.8755,-88.4902,"Lake","mg/L"
"2309","2012-05-31","NLA_2178",9.69,0.025,0.05,35.5334,-88.7938,"Lake","mg/L"
"2310","2012-06-01","NLA_2179",2.93,0,0.03,35.9748,-105.917,"Lake","mg/L"
"2311","2012-06-01","NLA_2180",6.44,0,0.12,35.2132,-89.9349,"Lake","mg/L"
"2312","2012-06-01","NLA_2181",3.85,0.027,0.025,37.0674,-87.6638,"Lake","mg/L"
"2313","2012-06-01","NLA_2182",2.07,0,0.037,35.1098,-81.9846,"Lake","mg/L"
"2314","2012-06-02","NLA_2183",1.05,0.019,0.026,35.7268,-82.0842,"Lake","mg/L"
"2315","2012-06-02","NLA_2184",3.08,0.019,0.033,34.4615,-89.6845,"Lake","mg/L"
"2316","2012-06-03","NLA_2185",2.99,0.158,0.095,38.2071,-85.1406,"Lake","mg/L"
"2317","2012-06-03","NLA_2186",1.99,0.019,0.038,35.7665,-81.3576,"Lake","mg/L"
"2318","2012-06-03","NLA_2187",17.68,0.001,0.025,36.8956,-105.1371,"Lake","mg/L"
"2319","2012-06-04","NLA_2188",1.52,0.019,0.012,35.1483,-82.7166,"Lake","mg/L"
"2320","2012-06-04","NLA_2189",8,0.022,0.049,45.6988,-97.4401,"Lake","mg/L"
"2321","2012-06-04","NLA_2190",8.9,0,0.261,39.6384,-95.4568,"Lake","mg/L"
"2322","2012-06-04","NLA_2191",2.25,0.951,0.025,37.3361,-86.1564,"Lake","mg/L"
"2323","2012-06-04","NLA_2192",19.07,0,0.052,36.8833,-105.2471,"Lake","mg/L"
"2324","2012-06-04","NLA_2193",2.99,0,0.212,34.7222,-90.0742,"Lake","mg/L"
"2325","2012-06-04","NLA_2194",13.13,0,0.493,43.3897,-93.4979,"Lake","mg/L"
"2326","2012-06-04","NLA_2195",8.62,0,0.071,45.6837,-97.445,"Lake","mg/L"
"2327","2012-06-05","NLA_2196",13.29,0,0.126,45.666,-97.2338,"Lake","mg/L"
"2328","2012-06-05","NLA_2197",5.84,0,0.047,39.3488,-95.0434,"Lake","mg/L"
"2329","2012-06-05","NLA_2198",8.93,0.021,0.035,45.7108,-97.4685,"Lake","mg/L"
"2330","2012-06-05","NLA_2199",2.9,0.022,0.063,37.3526,-79.9264,"Lake","mg/L"
"2331","2012-06-05","NLA_2200",1.44,0,0.017,47.8814,-112.3163,"Lake","mg/L"
"2332","2012-06-05","NLA_2201",4.39,0,0.075,38.2112,-85.4038,"Lake","mg/L"
"2333","2012-06-05","NLA_2202",1.09,0.019,0.022,35.0622,-82.6953,"Lake","mg/L"
"2334","2012-06-05","NLA_2203",4.03,0,0.06,40.511,-111.5859,"Lake","mg/L"
"2335","2012-06-05","NLA_2204",7.45,0.088,0.067,39.1535,-91.8723,"Lake","mg/L"
"2336","2012-06-05","NLA_2205",4.78,0,0.022,34.0052,-89.764,"Lake","mg/L"
"2337","2012-06-06","NLA_2206",4.22,0,0.028,39.0002,-95.7796,"Lake","mg/L"
"2338","2012-06-06","NLA_2207",1.83,0.02,0.037,36.9385,-79.9285,"Lake","mg/L"
"2339","2012-06-06","NLA_2208",13.77,0,0.119,45.1876,-97.6319,"Lake","mg/L"
"2340","2012-06-06","NLA_2209",17.36,0,0.147,45.8365,-97.5251,"Lake","mg/L"
"2341","2012-06-06","NLA_2210",8.25,0,0.072,40.6398,-112.3104,"Lake","mg/L"
"2342","2012-06-06","NLA_2211",2.82,0.13,0.041,40.1618,-79.0524,"Lake","mg/L"
"2343","2012-06-06","NLA_2212",5.18,0.019,0.066,36.1293,-79.8369,"Lake","mg/L"
"2344","2012-06-06","NLA_2213",7.31,0,0.028,45.182,-92.8178,"Lake","mg/L"
"2345","2012-06-06","NLA_2214",3.72,0,0.159,36.7118,-108.1532,"Lake","mg/L"
"2346","2012-06-06","NLA_2215",4.86,0.136,0.437,41.929,-119.179,"Lake","mg/L"
"2347","2012-06-06","NLA_2216",7.47,0,0.066,33.4234,-89.9392,"Lake","mg/L"
"2348","2012-06-07","NLA_2217",4.14,0,0.047,38.1222,-94.8916,"Lake","mg/L"
"2349","2012-06-07","NLA_2218",10.42,0,0.24,42.8384,-93.6919,"Lake","mg/L"
"2350","2012-06-07","NLA_2219",18.31,0.002,0.524,44.9455,-94.0351,"Lake","mg/L"
"2351","2012-06-07","NLA_2220",7.33,0.003,0.02,45.0757,-93.1297,"Lake","mg/L"
"2352","2012-06-07","NLA_2221",10.12,0,0.274,47.6149,-100.827,"Lake","mg/L"
"2353","2012-06-07","NLA_2222",21.51,0.108,0.23,46.3679,-99.3985,"Lake","mg/L"
"2354","2012-06-07","NLA_2223",3.01,0.039,0.065,41.3754,-112.0897,"Lake","mg/L"
"2355","2012-06-07","NLA_2224",3.2,0.255,0.173,39.4844,-118.7236,"Lake","mg/L"
"2356","2012-06-07","NLA_2225",1.67,0,0.017,36.7989,-108.104,"Lake","mg/L"
"2357","2012-06-07","NLA_2226",2.72,0.002,0.011,35.0543,-79.2066,"Lake","mg/L"
"2358","2012-06-07","NLA_2227",4.6,0,0.2,36.5901,-89.2696,"Lake","mg/L"
"2359","2012-06-07","NLA_2228",6.95,0,0.045,32.9205,-90.014,"Lake","mg/L"
"2360","2012-06-08","NLA_2229",3.42,0,0.016,39.1564,-94.788,"Lake","mg/L"
"2361","2012-06-08","NLA_2230",3.31,0.001,0.152,35.9808,-108.9316,"Lake","mg/L"
"2362","2012-06-08","NLA_2231",10.3,0.001,0.129,33.149,-90.3499,"Lake","mg/L"
"2363","2012-06-09","NLA_2232",3.96,0,0.124,31.7054,-91.3745,"Lake","mg/L"
"2364","2012-06-10","NLA_2233",6.17,0.005,0.024,35.3517,-103.4881,"Lake","mg/L"
"2365","2012-06-10","NLA_2234",8.01,0.002,0.036,31.8919,-90.6014,"Lake","mg/L"
"2366","2012-06-11","NLA_2235",3.34,0,0.021,37.4774,-88.3274,"Lake","mg/L"
"2367","2012-06-11","NLA_2236",3.29,0,0.012,37.6344,-97.3965,"Lake","mg/L"
"2368","2012-06-11","NLA_2237",7.33,0.13,0.119,35.9929,-96.8737,"Lake","mg/L"
"2369","2012-06-11","NLA_2238",10.77,0.09,0.038,45.5285,-94.5349,"Lake","mg/L"
"2370","2012-06-11","NLA_2239",2.78,0.002,0.021,40.1757,-110.4823,"Lake","mg/L"
"2371","2012-06-11","NLA_2240",7.01,0,0.193,42.4929,-94.6226,"Lake","mg/L"
"2372","2012-06-11","NLA_2241",4.86,0.105,0.214,35.6671,-105.2418,"Lake","mg/L"
"2373","2012-06-11","NLA_2242",5.61,0.05,0.005,35.5232,-96.3112,"Lake","mg/L"
"2374","2012-06-11","NLA_2243",6.11,0.43,0.15,35.4122,-95.9293,"Lake","mg/L"
"2375","2012-06-11","NLA_2244",4.13,0.521,0.0777,37.9139,-121.6013,"Lake","mg/L"
"2376","2012-06-12","NLA_2245",3.67,0,0.018,37.5169,-88.4469,"Lake","mg/L"
"2377","2012-06-12","NLA_2246",3.35,0.91,0.025,40.3605,-78.1097,"Lake","mg/L"
"2378","2012-06-12","NLA_2247",25.53,0.018,0.131,47.9042,-101.0598,"Lake","mg/L"
"2379","2012-06-12","NLA_2248",3.57,0.51,0.191,42.6236,-95.191,"Lake","mg/L"
"2380","2012-06-12","NLA_2249",3.31,0.002,0.029,47.5576,-112.4485,"Lake","mg/L"
"2381","2012-06-12","NLA_2250",18.75,0,0.144,43.5748,-97.0587,"Lake","mg/L"
"2382","2012-06-12","NLA_2251",10.89,0,0.187,42.7259,-96.8095,"Lake","mg/L"
"2383","2012-06-12","NLA_2252",27.86,0,0.128,48.9149,-100.4334,"Lake","mg/L"
"2384","2012-06-12","NLA_2253",8.35,0,0.046,46.9747,-95.6549,"Lake","mg/L"
"2385","2012-06-12","NLA_2254",8.3,0.005,0.038,44.9967,-94.341,"Lake","mg/L"
"2386","2012-06-12","NLA_2255",5.49,0.002,0.027,43.3677,-71.2447,"Lake","mg/L"
"2387","2012-06-12","NLA_2256",4.18,0.05,0.048,34.9536,-96.7182,"Lake","mg/L"
"2388","2012-06-12","NLA_2257",8.06,0.05,0.188,35.4543,-94.9869,"Lake","mg/L"
"2389","2012-06-12","NLA_2258",5.07,0,0.029,40.874,-109.1381,"Lake","mg/L"
"2390","2012-06-12","NLA_2259",2.43,0.005,0.061,37.2141,-78.6255,"Lake","mg/L"
"2391","2012-06-12","NLA_2260",1.67,0.01,0.016,38.8217,-80.5897,"Lake","mg/L"
"2392","2012-06-12","NLA_2261",1.59,0.0203,0.0626,41.2281,-122.3816,"Lake","mg/L"
"2393","2012-06-12","NLA_2262",5.87,0,0.361,31.6674,-91.5077,"Lake","mg/L"
"2394","2012-06-12","NLA_2263",16.33,0,0.096,40.7238,-109.1839,"Lake","mg/L"
"2395","2012-06-12","NLA_2264",7.62,0.002,0.053,37.3909,-99.7848,"Lake","mg/L"
"2396","2012-06-12","NLA_2265",5.97,0.004,0.043,41.7574,-115.722,"Lake","mg/L"
"2397","2012-06-13","NLA_2266",4.78,0.002,0.037,38.7913,-95.9794,"Lake","mg/L"
"2398","2012-06-13","NLA_2267",23.24,0.007,0.203,47.8647,-101.5133,"Lake","mg/L"
"2399","2012-06-13","NLA_2268",1.5,0.284,0.027,36.6743,-80.3902,"Lake","mg/L"
"2400","2012-06-13","NLA_2269",5.85,0.027,0.19,37.6556,-98.261,"Lake","mg/L"
"2401","2012-06-13","NLA_2270",4.77,0.001,0.024,37.4828,-88.3258,"Lake","mg/L"
"2402","2012-06-13","NLA_2271",21.33,0,0.272,47.1172,-96.0118,"Lake","mg/L"
"2403","2012-06-13","NLA_2272",3.15,0.148,0.055,43.6288,-73.4265,"Lake","mg/L"
