"","DATE_COL","SITE_ID","DOC","NO3 as N","TP","LAT","LON","ECO_TYPE","UNITS"
"5453","2014-08-24","NLA_1968",4.63,0.33,0.064,42.7006,-71.218,"River/Stream","mg/L"
"5454","2014-08-24","NLA_1265",5.02,0.048,0.071,42.852,-106.1859,"River/Stream","mg/L"
"5455","2014-08-24","NLA_4411",1.88,0.373,0.075,46.0741,-116.9562,"River/Stream","mg/L"
"5456","2014-08-24","NLA_4412",1.66,0.046,0.077,45.7876,-115.9991,"River/Stream","mg/L"
"5457","2014-08-24","NLA_4413",4.77,0,0.07,42.1395,-105.6487,"River/Stream","mg/L"
"5458","2014-08-25","NLA_1760",2.59,0.609,0.017,41.8327,-71.4691,"River/Stream","mg/L"
"5459","2014-08-25","NLA_736",3.55,0,0.217,43.9656,-106.1714,"River/Stream","mg/L"
"5460","2014-08-25","NLA_4414",1.17,0,0.037,37.686,-112.3997,"River/Stream","mg/L"
"5461","2014-08-25","NLA_458",6.75,0.102,0.04,46.9756,-69.3784,"River/Stream","mg/L"
"5462","2014-08-25","NLA_1593",2.6,0.097,0.014,42.4558,-72.885,"River/Stream","mg/L"
"5463","2014-08-25","NLA_4415",5.32,1.553,0.359,40.3454,-104.8756,"River/Stream","mg/L"
"5464","2014-08-26","NLA_4416",2.33,0.527,0.12,38.0891,-87.9326,"River/Stream","mg/L"
"5465","2014-08-26","NLA_4417",4.22,0.208,0.038,42.6803,-71.1452,"River/Stream","mg/L"
"5466","2014-08-26","NLA_142",3.42,0.925,0.33,36.5347,-89.4672,"River/Stream","mg/L"
"5467","2014-08-26","NLA_4418",1.19,0.039,0.021,48.7863,-115.995,"River/Stream","mg/L"
"5468","2014-08-26","NLA_4419",3.11,0.249,0.039,33.1863,-96.6457,"River/Stream","mg/L"
"5469","2014-08-26","NLA_4420",2.85,0.144,0.215,45.7393,-119.1984,"River/Stream","mg/L"
"5470","2014-08-26","NLA_1440",1.25,0.012,0.079,48.385,-120.2964,"River/Stream","mg/L"
"5471","2014-08-26","NLA_4421",2.55,1.128,0.304,44.7397,-108.6072,"River/Stream","mg/L"
"5472","2014-08-26","NLA_4422",13.11,0.005,0.586,44.2333,-98.1232,"River/Stream","mg/L"
"5473","2014-08-26","NLA_4423",1.98,2.419,0.093,39.7604,-75.5567,"River/Stream","mg/L"
"5474","2014-08-26","NLA_475",8.86,0.008,0.013,47.1543,-68.9442,"River/Stream","mg/L"
"5475","2014-08-26","NLA_4425",1.1,0.12,0.014,40.5029,-105.9233,"River/Stream","mg/L"
"5476","2014-08-27","NLA_4426",3.32,0.125,0.031,41.5666,-72.0451,"River/Stream","mg/L"
"5477","2014-08-27","NLA_4427",1.05,1.852,0.044,42.2215,-71.8366,"River/Stream","mg/L"
"5478","2014-08-27","NLA_4428",3.56,0.996,0.271,36.4593,-89.4681,"River/Stream","mg/L"
"5479","2014-08-27","NLA_4430",1.37,0.002,0.061,44.1055,-115.9951,"River/Stream","mg/L"
"5480","2014-08-27","NLA_4431",2.76,0.009,0.136,44.5647,-108.9934,"River/Stream","mg/L"
"5481","2014-08-27","NLA_4432",2.83,2.201,0.277,42.2585,-90.2828,"River/Stream","mg/L"
"5482","2014-08-27","NLA_332",3.2,10.992,2.262,41.4431,-75.6606,"River/Stream","mg/L"
"5483","2014-08-27","NLA_4433",10.46,0.007,0.062,41.5926,-111.1415,"River/Stream","mg/L"
"5484","2014-08-27","NLA_4434",1.58,0.121,0.113,48.603,-113.8529,"River/Stream","mg/L"
"5485","2014-08-27","NLA_4435",1.49,0.02,0.035,38.351,-86.6183,"River/Stream","mg/L"
"5486","2014-08-27","NLA_166",1.19,0.071,0.128,48.2525,-120.1167,"River/Stream","mg/L"
"5487","2014-08-27","NLA_4436",8.05,0,0.012,47.8959,-90.7816,"River/Stream","mg/L"
"5488","2014-08-28","NLA_1853",2.66,0.248,0.05,40.4918,-76.9481,"River/Stream","mg/L"
"5489","2014-08-28","NLA_1378",1.12,0.009,0.098,44.479,-109.383,"River/Stream","mg/L"
"5490","2014-08-28","NLA_841",5.84,0.022,0.173,39.4415,-91.5266,"River/Stream","mg/L"
"5491","2014-08-28","NLA_4437",1.77,0.004,0.035,45.6486,-114.3548,"River/Stream","mg/L"
"5492","2014-08-28","NLA_348",4.34,2.552,0.061,41.9618,-70.9198,"River/Stream","mg/L"
"5493","2014-08-28","NLA_4438",17.89,0.007,0.35,42.1424,-70.8926,"River/Stream","mg/L"
"5494","2014-08-28","NLA_4439",4.38,0.145,0.185,30.4653,-96.3337,"River/Stream","mg/L"
"5495","2014-08-28","NLA_1631",0.68,0.506,0.035,36.6135,-80.7113,"River/Stream","mg/L"
"5496","2014-08-28","NLA_4440",3.53,1.428,0.236,40.4872,-90.3647,"River/Stream","mg/L"
"5497","2014-08-28","NLA_4441",2.12,0.346,0.067,47.2598,-110.846,"River/Stream","mg/L"
"5498","2014-08-28","NLA_4442",1.97,0.557,0.029,40.0897,-79.7308,"River/Stream","mg/L"
"5499","2014-08-28","NLA_4443",9.47,0.07,0.04,46.1228,-69.8056,"River/Stream","mg/L"
"5500","2014-08-28","NLA_4444",7.92,0.001,0.003,47.8897,-90.7971,"River/Stream","mg/L"
"5501","2014-08-29","NLA_4445",3.21,0.253,0.031,42.077,-72.0018,"River/Stream","mg/L"
"5502","2014-08-29","NLA_4446",3.22,0.025,0.052,43.689,-108.1791,"River/Stream","mg/L"
"5503","2014-08-29","NLA_4447",14.99,0.001,0.068,45.4787,-68.2103,"River/Stream","mg/L"
"5504","2014-09-01","NLA_532",3.96,0.057,0.012,45.2573,-68.9497,"River/Stream","mg/L"
"5505","2014-09-01","NLA_2084",3.06,0.343,0.071,41.5406,-72.5513,"River/Stream","mg/L"
"5506","2014-09-01","NLA_4448",3.05,0.317,0.067,41.4849,-72.5089,"River/Stream","mg/L"
"5507","2014-09-02","NLA_4449",3.47,0.751,0.05,41.3947,-71.8415,"River/Stream","mg/L"
"5508","2014-09-02","NLA_4450",4.76,0.029,0.021,44.671,-68.677,"River/Stream","mg/L"
"5509","2014-09-02","NLA_4452",1.69,0.011,0.0106,36.9088,-119.7762,"River/Stream","mg/L"
"5510","2014-09-02","NLA_4453",3,0.05,0.135,38.0145,-96.0292,"River/Stream","mg/L"
"5511","2014-09-02","NLA_520",3.02,0.747,0.04,39.9188,-80.7968,"River/Stream","mg/L"
"5512","2014-09-02","NLA_188",2.34,1.453,0.035,39.0664,-77.3896,"River/Stream","mg/L"
"5513","2014-09-02","NLA_1399",3.24,0.44,0.032,38.1624,-77.024,"River/Stream","mg/L"
"5514","2014-09-02","NLA_1858",0.82,0.001,0.05,44.8392,-114.7852,"River/Stream","mg/L"
"5515","2014-09-03","NLA_904",1.91,4.074,0.107,40.0111,-86.8999,"River/Stream","mg/L"
"5516","2014-09-03","NLA_4454",3.21,0.904,0.079,39.0475,-75.7315,"River/Stream","mg/L"
"5517","2014-09-03","NLA_4455",2.37,0.185,0.026,41.7995,-71.6503,"River/Stream","mg/L"
"5518","2014-09-03","NLA_4456",1.53,0.5,0.048,45.8642,-111.2129,"River/Stream","mg/L"
"5519","2014-09-03","NLA_4457",1.86,0.012,0.036,36.8297,-110.367,"River/Stream","mg/L"
"5520","2014-09-03","NLA_4458",2.48,2.912,0.079,33.513,-84.8288,"River/Stream","mg/L"
"5521","2014-09-03","NLA_154",2.8,0,0.09,37.7866,-96.43,"River/Stream","mg/L"
"5522","2014-09-03","NLA_4459",0.44,0.005,0.042,42.1589,-123.4142,"River/Stream","mg/L"
"5523","2014-09-03","NLA_4460",3.01,0.408,0.067,41.6563,-72.626,"River/Stream","mg/L"
"5524","2014-09-03","NLA_2088",2.8,0.371,0.05,41.9521,-72.6086,"River/Stream","mg/L"
"5525","2014-09-03","NLA_4461",1.15,0.001,0.039,30.5773,-99.8639,"River/Stream","mg/L"
"5526","2014-09-03","NLA_1446",4.47,0.016,0.041,38.3953,-77.9554,"River/Stream","mg/L"
"5527","2014-09-03","NLA_4462",1.87,0.033,0.032,37.5991,-107.2586,"River/Stream","mg/L"
"5528","2014-09-03","NLA_4463",0.58,0.024,0.044,46.5208,-121.2404,"River/Stream","mg/L"
"5529","2014-09-03","NLA_4464",0.74,0.24,0.015,38.3594,-79.8733,"River/Stream","mg/L"
"5530","2014-09-03","NLA_4465",0.83,0.001,0.019,44.8789,-114.7346,"River/Stream","mg/L"
"5531","2014-09-04","NLA_4466",3.65,1.027,0.164,39.9084,-84.2982,"River/Stream","mg/L"
"5532","2014-09-04","NLA_899",3.46,0.281,0.066,39.7782,-86.4471,"River/Stream","mg/L"
"5533","2014-09-04","NLA_4467",0.98,5.041,0.028,39.5063,-76.87,"River/Stream","mg/L"
"5534","2014-09-04","NLA_1726",7.06,2.15,1.89,39.9123,-104.8821,"River/Stream","mg/L"
"5535","2014-09-04","NLA_4468",1.49,0.276,0.027,34.1219,-84.8102,"River/Stream","mg/L"
"5536","2014-09-04","NLA_4469",0.27,0.093,0.019,42.0722,-124.0083,"River/Stream","mg/L"
"5537","2014-09-04","NLA_1528",2.4,0.157,0.073,28.9504,-100.6494,"River/Stream","mg/L"
"5538","2014-09-04","NLA_4470",0.42,0.202,0.04,39.0741,-78.4385,"River/Stream","mg/L"
"5539","2014-09-04","NLA_4472",21.47,0,0.159,48.1828,-104.6439,"River/Stream","mg/L"
"5540","2014-09-04","NLA_4473",6,0.009,0.01,45.8987,-68.6141,"River/Stream","mg/L"
"5541","2014-09-04","NLA_443",6.04,0.008,0.009,45.8787,-68.6203,"River/Stream","mg/L"
"5542","2014-09-04","NLA_4474",2.17,0.147,0.015,41.3952,-72.348,"River/Stream","mg/L"
"5543","2014-09-05","NLA_4475",5.43,0.134,0.048,42.179,-72.3689,"River/Stream","mg/L"
"5544","2014-09-05","NLA_4476",1.32,0.085,0.015,39.9146,-105.5279,"River/Stream","mg/L"
"5545","2014-09-05","NLA_4477",2.49,0.213,0.06,43.3867,-89.7986,"River/Stream","mg/L"
"5546","2014-09-05","NLA_4478",6.08,0.086,0.014,44.6402,-69.5927,"River/Stream","mg/L"
"5547","2014-09-05","NLA_712",5.63,1.748,0.238,41.152,-87.9142,"River/Stream","mg/L"
"5548","2014-09-07","NLA_1968",3.27,0.485,0.091,42.7006,-71.218,"River/Stream","mg/L"
"5549","2014-09-07","NLA_4479",5.3,0.027,0.012,45.3019,-69.9862,"River/Stream","mg/L"
"5550","2014-09-07","NLA_1265",4.94,0.251,0.072,42.852,-106.1859,"River/Stream","mg/L"
"5551","2014-09-08","NLA_4480",3.33,0.165,0.115,40.0657,-86.2706,"River/Stream","mg/L"
"5552","2014-09-08","NLA_1473",4.91,0.004,0.025,42.8288,-106.3668,"River/Stream","mg/L"
"5553","2014-09-08","NLA_4481",4.82,0.008,0.029,42.8267,-106.4147,"River/Stream","mg/L"
"5554","2014-09-08","NLA_4482",0.64,0.191,0.031,45.7476,-123.4891,"River/Stream","mg/L"
"5555","2014-09-08","NLA_4483",4.74,0.116,0.037,30.8674,-88.922,"River/Stream","mg/L"
"5556","2014-09-08","NLA_4484",3.59,0.11,0.406,39.2096,-110.0732,"River/Stream","mg/L"
"5557","2014-09-08","NLA_4485",2.58,0.257,0.088,32.7574,-94.8478,"River/Stream","mg/L"
"5558","2014-09-08","NLA_4486",5.89,0.048,0.09,34.7331,-97.2117,"River/Stream","mg/L"
"5559","2014-09-08","NLA_4487",1.59,0.071,0.033,46.8552,-122.1765,"River/Stream","mg/L"
"5560","2014-09-09","NLA_4488",2.27,0.491,0.482,38.7867,-76.6848,"River/Stream","mg/L"
"5561","2014-09-09","NLA_4382",4.27,1.258,0.474,39.2087,-90.5929,"River/Stream","mg/L"
"5562","2014-09-09","NLA_4489",2.01,1.125,0.032,39.6719,-85.0023,"River/Stream","mg/L"
"5563","2014-09-09","NLA_4490",1.72,0.005,0.025,31.3334,-90.9113,"River/Stream","mg/L"
"5564","2014-09-09","NLA_4491",4.92,0.002,0.072,41.1525,-74.35,"River/Stream","mg/L"
"5565","2014-09-09","NLA_4492",4.88,0.015,0.033,42.6493,-105.2998,"River/Stream","mg/L"
"5566","2014-09-09","NLA_4493",3.45,0.258,0.079,39.7456,-75.513,"River/Stream","mg/L"
"5567","2014-09-09","NLA_322",1.12,0.663,0.024,43.3127,-114.1156,"River/Stream","mg/L"
"5568","2014-09-09","NLA_474",3.86,0.285,0.035,42.0558,-73.932,"River/Stream","mg/L"
"5569","2014-09-10","NLA_1946",2.44,0.454,0.1,37.9794,-82.6711,"River/Stream","mg/L"
"5570","2014-09-10","NLA_1530",3.14,0.704,0.064,38.9039,-77.0562,"River/Stream","mg/L"
"5571","2014-09-10","NLA_4494",7.46,0.001,0.065,33.6019,-88.8401,"River/Stream","mg/L"
"5572","2014-09-10","NLA_4495",1.32,0.464,0.119,36.837,-78.8444,"River/Stream","mg/L"
"5573","2014-09-10","NLA_1860",1.07,0.191,0.019,45.3477,-109.1694,"River/Stream","mg/L"
"5574","2014-09-10","NLA_4496",2.14,0.001,0.041,46.0745,-114.0615,"River/Stream","mg/L"
"5575","2014-09-10","NLA_4497",4.09,0.303,0.059,42.1782,-73.8706,"River/Stream","mg/L"
"5576","2014-09-10","NLA_2048",1.48,0.079,0.03,45.6986,-120.4175,"River/Stream","mg/L"
"5577","2014-09-10","NLA_4498",5.33,0.058,0.014,38.3436,-80.6821,"River/Stream","mg/L"
"5578","2014-09-10","NLA_4499",1.25,0.001,0.021,45.3932,-114.8096,"River/Stream","mg/L"
"5579","2014-09-11","NLA_4500",1.38,1.928,0.022,39.2683,-76.7942,"River/Stream","mg/L"
"5580","2014-09-11","NLA_4501",2.99,0.307,0.06,45.7364,-107.575,"River/Stream","mg/L"
"5581","2014-09-11","NLA_679",3.95,0.465,0.107,42.4741,-73.787,"River/Stream","mg/L"
"5582","2014-09-11","NLA_4502",1.97,0.243,0.051,36.6512,-79.3799,"River/Stream","mg/L"
"5583","2014-09-11","NLA_4503",4.39,0.26,0.078,41.4065,-80.3926,"River/Stream","mg/L"
"5584","2014-09-11","NLA_4504",0.56,0.092,0.022,35.1161,-88.0337,"River/Stream","mg/L"
"5585","2014-09-11","NLA_4505",20.45,0,0.058,46.5037,-102.753,"River/Stream","mg/L"
"5586","2014-09-12","NLA_727",2.29,0.971,0.325,35.6724,-87.2633,"River/Stream","mg/L"
"5587","2014-09-12","NLA_4506",3.97,0.36,0.039,42.6917,-73.7088,"River/Stream","mg/L"
"5588","2014-09-12","NLA_4507",1.68,0.211,0.037,37.0034,-78.7594,"River/Stream","mg/L"
"5589","2014-09-13","NLA_1764",1.02,0,0.015,45.3853,-115.5333,"River/Stream","mg/L"
"5590","2014-09-14","NLA_4508",0.9,0.073,0.042,35.8133,-83.1032,"River/Stream","mg/L"
"5591","2014-09-15","NLA_4509",2.64,0.203,0.087,40.3931,-85.503,"River/Stream","mg/L"
"5592","2014-09-15","NLA_154",2.71,0.001,0.067,37.7866,-96.43,"River/Stream","mg/L"
"5593","2014-09-15","NLA_4510",3.24,0.025,0.12,40.0228,-96.2384,"River/Stream","mg/L"
"5594","2014-09-15","NLA_281",4.42,0,0.131,33.8636,-97.006,"River/Stream","mg/L"
"5595","2014-09-15","NLA_4511",0.84,0.182,0.005,41.3598,-76.8841,"River/Stream","mg/L"
"5596","2014-09-15","NLA_4512",11.41,0.001,0.029,46.3437,-90.5174,"River/Stream","mg/L"
"5597","2014-09-15","NLA_687",1.59,0.444,0.012,36.6064,-85.505,"River/Stream","mg/L"
"5598","2014-09-15","NLA_1563",0.79,0.003,0.147,44.694,-111.0907,"River/Stream","mg/L"
"5599","2014-09-16","NLA_4513",5.02,0.313,0.057,37.4082,-89.0873,"River/Stream","mg/L"
"5600","2014-09-16","NLA_576",1.17,0.09,0.006,41.2887,-77.3412,"River/Stream","mg/L"
"5601","2014-09-16","NLA_4514",7.44,0.2,0.067,36.9336,-77.2051,"River/Stream","mg/L"
"5602","2014-09-16","NLA_816",2.4,0.128,0.024,31.159,-85.0789,"River/Stream","mg/L"
"5603","2014-09-16","NLA_4515",4.52,0,0.064,45.6084,-113.462,"River/Stream","mg/L"
"5604","2014-09-16","NLA_4516",1.71,0.196,0.026,47.0613,-110.2411,"River/Stream","mg/L"
"5605","2014-09-16","NLA_4517",4.93,0,0.007,46.0243,-68.6034,"River/Stream","mg/L"
"5606","2014-09-16","NLA_4518",4.16,0.029,0.01,46.0328,-68.6054,"River/Stream","mg/L"
"5607","2014-09-16","NLA_4519",21.17,0.293,0.068,46.0546,-102.0751,"River/Stream","mg/L"
"5608","2014-09-16","NLA_4520",3.09,0.562,0.094,36.2119,-82.9793,"River/Stream","mg/L"
"5609","2014-09-16","NLA_4521",5.85,4.918,0.081,40.9912,-86.2953,"River/Stream","mg/L"
"5610","2014-09-16","NLA_1603",4.62,0.695,3.009,43.8101,-100.8971,"River/Stream","mg/L"
"5611","2014-09-16","NLA_4522",3.31,0.147,0.0628,37.412,-118.4503,"River/Stream","mg/L"
"5612","2014-09-16","NLA_4523",1.5,0.514,0.024,38.3571,-82.2242,"River/Stream","mg/L"
"5613","2014-09-16","NLA_226",0.87,0.151,0.046,42.179,-114.222,"River/Stream","mg/L"
"5614","2014-09-16","NLA_4524",4.71,1.225,0.549,37.1989,-89.4616,"River/Stream","mg/L"
"5615","2014-09-17","NLA_4525",2.77,1.05,0.099,40.4655,-74.5552,"River/Stream","mg/L"
"5616","2014-09-17","NLA_4526",15.17,0.022,0.02,45.8251,-69.6082,"River/Stream","mg/L"
"5617","2014-09-17","NLA_4527",0.9,0.036,0.033,37.5323,-88.3342,"River/Stream","mg/L"
"5618","2014-09-17","NLA_4528",6.64,0.019,0.014,46.1265,-68.7965,"River/Stream","mg/L"
"5619","2014-09-17","NLA_148",3.85,1.032,0.562,36.6087,-89.3058,"River/Stream","mg/L"
"5620","2014-09-17","NLA_4529",0.38,0.057,0.005,47.5767,-113.8351,"River/Stream","mg/L"
"5621","2014-09-17","NLA_4530",1.68,0,0.012,38.342,-77.5892,"River/Stream","mg/L"
"5622","2014-09-17","NLA_4531",6.72,0.209,0.064,36.94,-77.208,"River/Stream","mg/L"
"5623","2014-09-17","NLA_4532",0.63,0.049,0.038,44.5948,-111.4556,"River/Stream","mg/L"
"5624","2014-09-17","NLA_1556",3.2,0.634,0.159,32.143,-83.3811,"River/Stream","mg/L"
"5625","2014-09-17","NLA_4533",4.93,0.184,2.095,43.6923,-99.8524,"River/Stream","mg/L"
"5626","2014-09-17","NLA_520",2.64,0.845,0.031,39.9188,-80.7968,"River/Stream","mg/L"
"5627","2014-09-17","NLA_1956",2,0.706,0.088,45.5756,-116.4875,"River/Stream","mg/L"
"5628","2014-09-18","NLA_4534",4.62,1.253,0.84,36.989,-89.1942,"River/Stream","mg/L"
"5629","2014-09-18","NLA_4535",5.08,0.207,0.039,37.9151,-77.3001,"River/Stream","mg/L"
"5630","2014-09-18","NLA_4536",3.45,4.106,0.299,39.9258,-90.7857,"River/Stream","mg/L"
"5631","2014-09-18","NLA_4537",5.57,0.044,0.009,45.2083,-68.6333,"River/Stream","mg/L"
"5632","2014-09-18","NLA_4538",5.15,0.027,0.012,44.9709,-68.6528,"River/Stream","mg/L"
"5633","2014-09-18","NLA_4539",1.32,0.005,0.0101,40.0255,-120.9644,"River/Stream","mg/L"
"5634","2014-09-18","NLA_4540",15.42,0.311,0.048,46.6626,-102.0795,"River/Stream","mg/L"
"5635","2014-09-18","NLA_4541",0.82,1.047,0.01,40.5932,-76.0277,"River/Stream","mg/L"
"5636","2014-09-19","NLA_4543",5.39,0.028,0.008,44.8213,-68.7038,"River/Stream","mg/L"
"5637","2014-09-19","NLA_4544",3.05,0.022,0.091,40.0573,-111.4551,"River/Stream","mg/L"
"5638","2014-09-19","NLA_4397",5.46,1.766,0.363,38.9634,-90.4157,"River/Stream","mg/L"
"5639","2014-09-19","NLA_771",1.93,5.521,0.171,40.7851,-90.1389,"River/Stream","mg/L"
"5640","2014-09-21","NLA_523",4.79,0,0.013,44.7374,-67.5498,"River/Stream","mg/L"
"5641","2014-09-22","NLA_4545",6.14,0.047,0.014,44.4216,-69.7056,"River/Stream","mg/L"
"5642","2014-09-22","NLA_616",6.28,0.08,0.014,44.5011,-69.6761,"River/Stream","mg/L"
"5643","2014-09-22","NLA_1413",0.83,0.67,0.014,41.7208,-75.4128,"River/Stream","mg/L"
"5644","2014-09-22","NLA_4546",1.09,0.041,0.054,37.2066,-112.9787,"River/Stream","mg/L"
"5645","2014-09-22","NLA_4547",5.54,0,0.395,35.3994,-95.7927,"River/Stream","mg/L"
"5646","2014-09-23","NLA_4548",1.61,0.036,0.015,44.8971,-70.3965,"River/Stream","mg/L"
"5647","2014-09-23","NLA_4549",7.01,0,0.098,45.9555,-103.9574,"River/Stream","mg/L"
"5648","2014-09-23","NLA_4551",3.06,0.111,0.034,38.9107,-81.0757,"River/Stream","mg/L"
"5649","2014-09-23","NLA_4553",0.63,0.003,0.033,45.5192,-115.9668,"River/Stream","mg/L"
"5650","2014-09-23","NLA_4554",1.51,0.145,0.044,33.9652,-85.1161,"River/Stream","mg/L"
"5651","2014-09-23","NLA_546",1.45,0.53,0.028,36.9653,-82.0518,"River/Stream","mg/L"
"5652","2014-09-23","NLA_4555",1.34,0,0.088,42.4664,-121.4396,"River/Stream","mg/L"
"5653","2014-09-23","NLA_4556",3.51,0.211,0.203,46.3106,-120.3532,"River/Stream","mg/L"
"5654","2014-09-24","NLA_4557",1.24,1.749,0.026,39.3457,-76.7279,"River/Stream","mg/L"
"5655","2014-09-24","NLA_443",6.19,0.012,0.01,45.8787,-68.6203,"River/Stream","mg/L"
"5656","2014-09-24","NLA_4558",1.08,0.006,0.02,47.0226,-113.3007,"River/Stream","mg/L"
"5657","2014-09-24","NLA_4560",3.15,0.898,0.594,36.9548,-96.9387,"River/Stream","mg/L"
"5658","2014-09-24","NLA_4561",4.04,1.694,0.068,44.669,-103.3561,"River/Stream","mg/L"
"5659","2014-09-24","NLA_2035",1.43,0,0.081,42.4621,-121.4688,"River/Stream","mg/L"
"5660","2014-09-24","NLA_4562",1.45,0.019,0.059,43.2432,-111.4883,"River/Stream","mg/L"
"5661","2014-09-25","NLA_4563",1.89,0.022,0.085,33.8783,-109.2865,"River/Stream","mg/L"
"5662","2014-09-25","NLA_1833",1.26,0.02,0.126,43.6877,-121.686,"River/Stream","mg/L"
"5663","2014-09-25","NLA_4564",1.56,0.021,0.016,45.9039,-68.6409,"River/Stream","mg/L"
"5664","2014-09-29","NLA_1530",2.77,0.786,0.045,38.9039,-77.0562,"River/Stream","mg/L"
"5665","2014-09-29","NLA_895",2.23,5.793,0.024,40.7121,-86.8506,"River/Stream","mg/L"
"5666","2014-09-29","NLA_4002",1.53,0.006,0.02,41.5811,-71.7223,"River/Stream","mg/L"
"5667","2014-09-30","NLA_4565",3.52,0.017,0.119,39.4732,-88.3651,"River/Stream","mg/L"
"5668","2014-09-30","NLA_882",6.31,1.573,0.095,41.0492,-85.7204,"River/Stream","mg/L"
"5669","2014-09-30","NLA_4566",12.42,0.02,0.026,29.8731,-85.128,"River/Stream","mg/L"
"5670","2014-10-07","NLA_4567",1.55,0.115,0.011,48.2305,-114.295,"River/Stream","mg/L"
"5671","2014-10-08","NLA_4568",7.58,0.004,0.033,48.0002,-109.0304,"River/Stream","mg/L"
"5672","2014-10-14","NLA_4569",12.1,0,0.385,43.5401,-97.8263,"River/Stream","mg/L"
"5673","2017-05-02","NLA_4570",5.03,0,0.0393925,32.8183,-114.4632,"Lake","mg/L"
"5674","2017-05-11","NLA_4571",6.11,0.0036,0.03990375,33.5115,-111.9076,"Lake","mg/L"
"5675","2017-05-16","NLA_4572",4.24,0.2115,0.0071725,33.3963,-114.7199,"Lake","mg/L"
"5676","2017-05-25","NLA_2125",4.46,0.3168,0.0218125,33.5693,-111.5241,"Lake","mg/L"
"5677","2017-05-30","NLA_2357",7.72,0.1623,0.092325,39.5419,-119.7789,"Lake","mg/L"
"5678","2017-05-31","NLA_4573",6.86,4e-04,0.008415,43.1181,-83.3604,"Lake","mg/L"
"5679","2017-05-31","NLA_4574",7.12,0.0196,0.234695,39.4578,-119.7898,"Lake","mg/L"
"5680","2017-06-01","NLA_3219",10.59,0,0.192115,34.6043,-112.4386,"Lake","mg/L"
"5681","2017-06-01","NLA_4575",30.75,0,0.27983,27.7046,-82.4335,"Lake","mg/L"
"5682","2017-06-01","NLA_4576",8.99,0.0326,0.01251625,42.745,-83.3102,"Lake","mg/L"
"5683","2017-06-01","NLA_4577",6.27,4e-04,0.0062,43.3936,-83.4172,"Lake","mg/L"
"5684","2017-06-01","NLA_2772",27.17,0.0507,0.0633475,47.1734,-99.7711,"Lake","mg/L"
"5685","2017-06-01","NLA_4578",62.55,1.0637,0.70047,38.6949,-118.7144,"Lake","mg/L"
"5686","2017-06-01","NLA_4579",6.92,0.0995,0.17041125,41.4919,-81.177,"Lake","mg/L"
"5687","2017-06-01","NLA_2176",3.53,2e-04,0.01177125,44.6471,-100.7009,"Lake","mg/L"
"5688","2017-06-01","NLA_2268",2.48,0.1516,0.01503625,36.6743,-80.3902,"Lake","mg/L"
"5689","2017-06-02","NLA_2693",4.98,0.0748,0.01318125,42.6189,-83.5054,"Lake","mg/L"
"5690","2017-06-02","NLA_4580",3.9,0,0.46312625,35.6735,-87.0321,"Lake","mg/L"
"5691","2017-06-02","NLA_4581",2.31,4e-04,0.01358375,37.3153,-79.8192,"Lake","mg/L"
"5692","2017-06-05","NLA_4582",4,2.1821,0.3620075,38.0833,-122.5184,"Lake","mg/L"
"5693","2017-06-05","NLA_2138",4.34,9e-04,0.0146425,27.8422,-81.5093,"Lake","mg/L"
"5694","2017-06-05","NLA_4583",3.69,0.0016,0.0140125,39.1665,-94.782,"Lake","mg/L"
"5695","2017-06-05","NLA_4584",6.04,0,0.01541,43.2189,-85.4676,"Lake","mg/L"
"5696","2017-06-05","NLA_4585",5.29,0.0011,0.0129225,43.3732,-86.1441,"Lake","mg/L"
"5697","2017-06-05","NLA_2836",17.13,0,0.049725,47.08,-99.7306,"Lake","mg/L"
"5698","2017-06-05","NLA_4586",1.32,0,0.02174875,39.241,-117.1657,"Lake","mg/L"
"5699","2017-06-05","NLA_4587",19.8,0.0697,0.757213,44.0196,-100.5653,"Lake","mg/L"
"5700","2017-06-05","NLA_4588",2.23,0.1547,0.00521375,38.3288,-79.2277,"Lake","mg/L"
"5701","2017-06-06","NLA_2470",4.16,0.0045,0.049845,38.0783,-122.7434,"Lake","mg/L"
"5702","2017-06-06","NLA_2157",9.36,0.1029,0.21620625,31.0599,-81.4132,"Lake","mg/L"
"5703","2017-06-06","NLA_4589",7.15,0,0.06683625,39.3488,-95.0421,"Lake","mg/L"
"5704","2017-06-06","NLA_4590",1.98,8e-04,0.00591625,36.6817,-83.705,"Lake","mg/L"
"5705","2017-06-06","NLA_4591",7.85,0,0.03452375,43.6401,-85.9603,"Lake","mg/L"
"5706","2017-06-06","NLA_4592",15.02,0,0.2039525,43.1636,-85.6558,"Lake","mg/L"
"5707","2017-06-06","NLA_4593",27.45,0.1936,0.20763875,47.2722,-100.3903,"Lake","mg/L"
"5708","2017-06-06","NLA_2323",6.64,0,0.01775,38.3982,-115.1171,"Lake","mg/L"
"5709","2017-06-06","NLA_2842",16.07,0.0017,0.1212875,43.2015,-99.6198,"Lake","mg/L"
"5710","2017-06-06","NLA_4594",2.25,1.0934,0.1404875,36.0425,-85.5897,"Lake","mg/L"
"5711","2017-06-06","NLA_2344",5.76,0.1997,0.1345625,32.9444,-96.4538,"Lake","mg/L"
"5712","2017-06-06","NLA_2127",2.3,0.0605,0.00845125,41.5188,-111.7364,"Lake","mg/L"
