"","DATE_COL","SITE_ID","LON","LAT","UNIT","ECO_TYPE","TROPHIC_STATE","VARIABLE","RESULT"
"174",2007-07-18,"NLA_NE-10011",-101.7024805,42.4048448,"mg/L","Lake","Eutrophic","TP",0.601
"175",2007-07-30,"NLA_NE-10011",-101.7024805,42.4048448,"mg/L","Lake","Eutrophic","DOC",16.985
"176",2007-07-30,"NLA_NE-10011",-101.7024805,42.4048448,"mg/L","Lake","Eutrophic","NO3 as N",0.0025
"177",2007-07-30,"NLA_NE-10011",-101.7024805,42.4048448,"mg/L","Lake","Eutrophic","TP",0.5385
"178",2007-06-26,"NLA_VA-10011",-77.88986113,37.29320486,"mg/L","Lake","Eutrophic","DOC",4.79
"179",2007-06-26,"NLA_VA-10011",-77.88986113,37.29320486,"mg/L","Lake","Eutrophic","NO3 as N",0.039
"180",2007-06-26,"NLA_VA-10011",-77.88986113,37.29320486,"mg/L","Lake","Eutrophic","TP",0.054
"181",2007-08-02,"NLA_VA-10011",-77.88986113,37.29320486,"mg/L","Lake","Eutrophic","DOC",4.545
"182",2007-08-02,"NLA_VA-10011",-77.88986113,37.29320486,"mg/L","Lake","Eutrophic","NO3 as N",0.0025
"183",2007-08-02,"NLA_VA-10011",-77.88986113,37.29320486,"mg/L","Lake","Eutrophic","TP",0.0595
"184",2007-08-02,"NLA_MO-10007",-89.17572548,36.7872968,"mg/L","Lake","Eutrophic","DOC",4.77
"185",2007-08-02,"NLA_MO-10007",-89.17572548,36.7872968,"mg/L","Lake","Eutrophic","NO3 as N",0.005
"186",2007-08-02,"NLA_MO-10007",-89.17572548,36.7872968,"mg/L","Lake","Eutrophic","TP",0.111
"187",2007-09-18,"NLA_MO-10007",-89.17572548,36.7872968,"mg/L","Lake","Eutrophic","DOC",4.835
"188",2007-09-18,"NLA_MO-10007",-89.17572548,36.7872968,"mg/L","Lake","Eutrophic","NO3 as N",0.0025
"189",2007-09-18,"NLA_MO-10007",-89.17572548,36.7872968,"mg/L","Lake","Eutrophic","TP",0.083
"190",2007-08-15,"NLA_OR-10007",-117.1533553,45.06232667,"mg/L","Lake","Mesotrophic","DOC",1.88
"191",2007-08-15,"NLA_OR-10007",-117.1533553,45.06232667,"mg/L","Lake","Mesotrophic","NO3 as N",0.005
"192",2007-08-15,"NLA_OR-10007",-117.1533553,45.06232667,"mg/L","Lake","Mesotrophic","TP",0.015
"193",2007-07-02,"NLA_NH-10004",-71.80868659,43.44601793,"mg/L","Lake","Mesotrophic","DOC",5.14
"194",2007-07-02,"NLA_NH-10004",-71.80868659,43.44601793,"mg/L","Lake","Mesotrophic","NO3 as N",0.005
"195",2007-07-02,"NLA_NH-10004",-71.80868659,43.44601793,"mg/L","Lake","Mesotrophic","TP",0.016
"196",2007-08-30,"NLA_NH-10004",-71.80868659,43.44601793,"mg/L","Lake","Mesotrophic","DOC",6.215
"197",2007-08-30,"NLA_NH-10004",-71.80868659,43.44601793,"mg/L","Lake","Mesotrophic","NO3 as N",0.0025
"198",2007-08-30,"NLA_NH-10004",-71.80868659,43.44601793,"mg/L","Lake","Mesotrophic","TP",0.0175
"199",2007-08-23,"NLA_NY-10003",-73.43960723,43.55819295,"mg/L","Lake","Eutrophic","DOC",2.88
"200",2007-08-23,"NLA_NY-10003",-73.43960723,43.55819295,"mg/L","Lake","Eutrophic","NO3 as N",0.005
"201",2007-08-23,"NLA_NY-10003",-73.43960723,43.55819295,"mg/L","Lake","Eutrophic","TP",0.029
"202",2007-09-27,"NLA_NY-10003",-73.43960723,43.55819295,"mg/L","Lake","Mesotrophic","DOC",2.8
"203",2007-09-27,"NLA_NY-10003",-73.43960723,43.55819295,"mg/L","Lake","Mesotrophic","NO3 as N",0.005
"204",2007-09-27,"NLA_NY-10003",-73.43960723,43.55819295,"mg/L","Lake","Mesotrophic","TP",0.019
"205",2007-06-16,"NLA_NC-10002",-80.51686138,34.96189211,"mg/L","Lake","Eutrophic","DOC",9.7
"206",2007-06-16,"NLA_NC-10002",-80.51686138,34.96189211,"mg/L","Lake","Eutrophic","NO3 as N",0.005
"207",2007-06-16,"NLA_NC-10002",-80.51686138,34.96189211,"mg/L","Lake","Eutrophic","TP",0.218
"208",2007-07-14,"NLA_NC-10002",-80.51686138,34.96189211,"mg/L","Lake","Eutrophic","DOC",9.905
"209",2007-07-14,"NLA_NC-10002",-80.51686138,34.96189211,"mg/L","Lake","Eutrophic","NO3 as N",0.0025
"210",2007-07-14,"NLA_NC-10002",-80.51686138,34.96189211,"mg/L","Lake","Eutrophic","TP",0.2
"211",2007-06-12,"NLA_AZ-10001",-113.5793644,34.24558153,"mg/L","Lake","Mesotrophic","DOC",6.1
"212",2007-06-12,"NLA_AZ-10001",-113.5793644,34.24558153,"mg/L","Lake","Mesotrophic","NO3 as N",0.0025
"213",2007-06-12,"NLA_AZ-10001",-113.5793644,34.24558153,"mg/L","Lake","Mesotrophic","TP",0.0195
"214",2007-08-22,"NLA_AZ-10001",-113.5793644,34.24558153,"mg/L","Lake","Mesotrophic","DOC",6.53
"215",2007-08-22,"NLA_AZ-10001",-113.5793644,34.24558153,"mg/L","Lake","Mesotrophic","NO3 as N",0.005
"216",2007-08-22,"NLA_AZ-10001",-113.5793644,34.24558153,"mg/L","Lake","Mesotrophic","TP",0.016
"217",2007-08-09,"NLA_ND-10003",-99.74629427,47.32067994,"mg/L","Lake","Eutrophic","DOC",28.53
"218",2007-08-09,"NLA_ND-10003",-99.74629427,47.32067994,"mg/L","Lake","Eutrophic","NO3 as N",0.005
"219",2007-08-09,"NLA_ND-10003",-99.74629427,47.32067994,"mg/L","Lake","Eutrophic","TP",0.152
"220",2007-08-27,"NLA_ND-10003",-99.74629427,47.32067994,"mg/L","Lake","Eutrophic","DOC",29.75
"221",2007-08-27,"NLA_ND-10003",-99.74629427,47.32067994,"mg/L","Lake","Eutrophic","NO3 as N",0.007
"222",2007-08-27,"NLA_ND-10003",-99.74629427,47.32067994,"mg/L","Lake","Eutrophic","TP",0.1305
"223",2007-06-18,"NLA_MT-10004",-112.1680165,48.8940613,"mg/L","Lake","Eutrophic","DOC",33.65
"224",2007-06-18,"NLA_MT-10004",-112.1680165,48.8940613,"mg/L","Lake","Eutrophic","NO3 as N",0.168
"225",2007-06-18,"NLA_MT-10004",-112.1680165,48.8940613,"mg/L","Lake","Eutrophic","TP",2.047
"226",2007-08-26,"NLA_MT-10004",-112.1680165,48.8940613,"mg/L","Lake","Eutrophic","DOC",37.725
