"","LAT","LON","SITE_ID","ECO_TYPE","DATE_COL","VARIABLE","RESULT","UNIT"
"1079",38.59432,-75.29099,"LAGOS_142130","Lake",2003-07-21,"secchi_m",0.9652,"m"
"1080",38.59432,-75.29099,"LAGOS_142130","Lake",2003-07-21,"tss",3,"mg/L"
"1081",38.26722,-104.73164,"LAGOS_376378","Lake",2008-08-05,"DOC",3,"mg/L"
"1082",38.26722,-104.73164,"LAGOS_376378","Lake",2008-08-05,"secchi_m",1.9812,"m"
"1083",38.59432,-75.29099,"LAGOS_142130","Lake",2007-05-22,"DOC",3.3,"mg/L"
"1084",38.59432,-75.29099,"LAGOS_142130","Lake",2007-05-22,"turb_ntu",2,"ntu"
"1085",38.59432,-75.29099,"LAGOS_142130","Lake",2007-05-22,"secchi_m",1.3,"m"
"1086",38.59432,-75.29099,"LAGOS_142130","Lake",2007-05-22,"tss",12,"mg/L"
"1087",40.10842,-105.98236,"LAGOS_449929","Lake",2011-06-27,"DOC",5.02,"mg/L"
"1088",40.10842,-105.98236,"LAGOS_449929","Lake",2011-06-27,"secchi_m",1.08204,"m"
"1089",40.10842,-105.98236,"LAGOS_449929","Lake",2011-06-27,"tss",10,"mg/L"
"1090",36.443,-93.754,"LAGOS_110841","Lake",2013-06-24,"DOC",2.43,"mg/L"
"1091",36.443,-93.754,"LAGOS_110841","Lake",2013-06-24,"turb_ntu",0.63,"ntu"
"1092",40.24332,-105.81362,"LAGOS_449545","Lake",2013-06-18,"DOC",4.08,"mg/L"
"1093",40.24332,-105.81362,"LAGOS_449545","Lake",2013-06-18,"secchi_m",3.3782,"m"
"1094",40.24332,-105.81362,"LAGOS_449545","Lake",2013-06-18,"tss",1,"mg/L"
"1095",38.6718,-75.18588,"LAGOS_142394","Lake",2003-07-21,"DOC",6.6,"mg/L"
"1096",38.6718,-75.18588,"LAGOS_142394","Lake",2003-07-21,"turb_ntu",1,"ntu"
"1097",38.6718,-75.18588,"LAGOS_142394","Lake",2003-07-21,"secchi_m",1.2954,"m"
"1098",38.6718,-75.18588,"LAGOS_142394","Lake",2003-07-21,"tss",2,"mg/L"
"1099",38.6718,-75.18588,"LAGOS_142394","Lake",2003-03-17,"DOC",5.5,"mg/L"
"1100",38.6718,-75.18588,"LAGOS_142394","Lake",2003-03-17,"turb_ntu",2,"ntu"
"1101",38.6718,-75.18588,"LAGOS_142394","Lake",2003-03-17,"secchi_m",1.8796,"m"
"1102",38.6718,-75.18588,"LAGOS_142394","Lake",2003-03-17,"tss",4,"mg/L"
"1103",38.59432,-75.29099,"LAGOS_142130","Lake",2003-10-06,"DOC",5.5,"mg/L"
"1104",38.59432,-75.29099,"LAGOS_142130","Lake",2003-10-06,"turb_ntu",2,"ntu"
"1105",38.59432,-75.29099,"LAGOS_142130","Lake",2003-10-06,"secchi_m",1.6256,"m"
"1106",38.59432,-75.29099,"LAGOS_142130","Lake",2003-10-06,"tss",3,"mg/L"
"1107",38.6718,-75.18588,"LAGOS_142394","Lake",2003-10-06,"DOC",6.1,"mg/L"
"1108",38.6718,-75.18588,"LAGOS_142394","Lake",2003-10-06,"turb_ntu",3,"ntu"
"1109",38.6718,-75.18588,"LAGOS_142394","Lake",2003-10-06,"tss",16,"mg/L"
"1110",40.24332,-105.81362,"LAGOS_449545","Lake",2014-01-28,"DOC",3.42,"mg/L"
"1111",40.24332,-105.81362,"LAGOS_449545","Lake",2014-01-28,"secchi_m",3.7338,"m"
"1112",40.24332,-105.81362,"LAGOS_449545","Lake",2014-01-28,"tss",1.5,"mg/L"
"1113",40.24332,-105.81362,"LAGOS_449545","Lake",2013-01-29,"DOC",3.26,"mg/L"
"1114",40.24332,-105.81362,"LAGOS_449545","Lake",2013-01-29,"tss",2,"mg/L"
"1115",38.6718,-75.18588,"LAGOS_142394","Lake",2007-04-16,"DOC",4.4,"mg/L"
"1116",38.6718,-75.18588,"LAGOS_142394","Lake",2007-04-16,"secchi_m",1.1,"m"
"1117",38.6718,-75.18588,"LAGOS_142394","Lake",2007-04-16,"tss",28,"mg/L"
"1118",34.09972,-94.38028,"LAGOS_405744","Lake",2015-11-30,"DOC",5.61,"mg/L"
"1119",34.09972,-94.38028,"LAGOS_405744","Lake",2015-11-30,"tss",9.5,"mg/L"
"1120",36.473,-94.225,"LAGOS_125490","Lake",2014-06-02,"DOC",3.5,"mg/L"
"1121",36.473,-94.225,"LAGOS_125490","Lake",2014-06-02,"turb_ntu",1.1,"ntu"
"1122",36.473,-94.225,"LAGOS_125490","Lake",2014-06-02,"tss",1.5,"mg/L"
"1123",38.6718,-75.18588,"LAGOS_142394","Lake",2008-06-16,"DOC",6.3,"mg/L"
"1124",38.6718,-75.18588,"LAGOS_142394","Lake",2008-06-16,"turb_ntu",2,"ntu"
"1125",38.6718,-75.18588,"LAGOS_142394","Lake",2008-06-16,"secchi_m",0.5,"m"
"1126",38.6718,-75.18588,"LAGOS_142394","Lake",2008-06-16,"tss",3,"mg/L"
"1127",38.59432,-75.29099,"LAGOS_142130","Lake",2010-04-19,"DOC",3.7,"mg/L"
"1128",38.59432,-75.29099,"LAGOS_142130","Lake",2010-04-19,"turb_ntu",2,"ntu"
"1129",38.59432,-75.29099,"LAGOS_142130","Lake",2010-04-19,"secchi_m",1.4,"m"
"1130",38.59432,-75.29099,"LAGOS_142130","Lake",2010-04-19,"tss",4,"mg/L"
"1131",34.1744,-92.6228,"LAGOS_293444","Lake",2011-02-16,"DOC",4.11,"mg/L"
"1132",34.1744,-92.6228,"LAGOS_293444","Lake",2011-02-16,"turb_ntu",21.7,"ntu"
"1133",34.1744,-92.6228,"LAGOS_293444","Lake",2011-02-16,"secchi_m",0.5334,"m"
"1134",34.1744,-92.6228,"LAGOS_293444","Lake",2011-02-16,"tss",13.5,"mg/L"
"1135",38.6718,-75.18588,"LAGOS_142394","Lake",2013-11-18,"DOC",3.9,"mg/L"
"1136",38.6718,-75.18588,"LAGOS_142394","Lake",2013-11-18,"turb_ntu",1,"ntu"
"1137",38.6718,-75.18588,"LAGOS_142394","Lake",2013-11-18,"secchi_m",1.2,"m"
"1138",38.6718,-75.18588,"LAGOS_142394","Lake",2013-11-18,"tss",2,"mg/L"
"1139",38.6718,-75.18588,"LAGOS_142394","Lake",2013-05-28,"DOC",6.6,"mg/L"
"1140",38.6718,-75.18588,"LAGOS_142394","Lake",2013-05-28,"turb_ntu",2,"ntu"
"1141",38.6718,-75.18588,"LAGOS_142394","Lake",2013-05-28,"secchi_m",0.8,"m"
"1142",38.59432,-75.29099,"LAGOS_142130","Lake",2013-08-14,"DOC",10.7,"mg/L"
"1143",38.59432,-75.29099,"LAGOS_142130","Lake",2013-08-14,"turb_ntu",3,"ntu"
"1144",38.59432,-75.29099,"LAGOS_142130","Lake",2013-08-14,"secchi_m",1,"m"
"1145",38.59432,-75.29099,"LAGOS_142130","Lake",2013-08-14,"tss",16,"mg/L"
"1146",36.01528,-78.69111,"LAGOS_152064","Lake",2008-02-11,"DOC",6.78,"mg/L"
"1147",36.01528,-78.69111,"LAGOS_152064","Lake",2008-02-11,"colort_pcu",40,"pcu"
"1148",36.01528,-78.69111,"LAGOS_152064","Lake",2008-02-11,"secchi_m",0.5,"m"
"1149",38.26722,-104.73164,"LAGOS_376378","Lake",2014-09-22,"DOC",2.34,"mg/L"
"1150",38.26722,-104.73164,"LAGOS_376378","Lake",2014-09-22,"secchi_m",3.2004,"m"
"1151",40.14806,-105.94361,"LAGOS_449845","Lake",2011-09-27,"DOC",3.13,"mg/L"
"1152",40.14806,-105.94361,"LAGOS_449845","Lake",2011-09-27,"secchi_m",3.3782,"m"
"1153",40.14806,-105.94361,"LAGOS_449845","Lake",2011-09-27,"tss",3,"mg/L"
"1154",38.59432,-75.29099,"LAGOS_142130","Lake",2013-07-29,"DOC",6.9,"mg/L"
"1155",38.59432,-75.29099,"LAGOS_142130","Lake",2013-07-29,"turb_ntu",3,"ntu"
"1156",38.59432,-75.29099,"LAGOS_142130","Lake",2013-07-29,"secchi_m",1.6,"m"
"1157",38.59432,-75.29099,"LAGOS_142130","Lake",2013-07-29,"tss",4,"mg/L"
"1158",38.59432,-75.29099,"LAGOS_142130","Lake",2010-10-27,"DOC",3.9,"mg/L"
"1159",38.59432,-75.29099,"LAGOS_142130","Lake",2010-10-27,"turb_ntu",3,"ntu"
"1160",38.59432,-75.29099,"LAGOS_142130","Lake",2010-10-27,"secchi_m",0.8,"m"
"1161",38.59432,-75.29099,"LAGOS_142130","Lake",2010-10-27,"tss",4,"mg/L"
"1162",38.59432,-75.29099,"LAGOS_142130","Lake",2013-09-17,"DOC",3.6,"mg/L"
"1163",38.59432,-75.29099,"LAGOS_142130","Lake",2013-09-17,"turb_ntu",2,"ntu"
"1164",38.59432,-75.29099,"LAGOS_142130","Lake",2013-09-17,"secchi_m",1.7,"m"
"1165",38.59432,-75.29099,"LAGOS_142130","Lake",2013-09-17,"tss",4,"mg/L"
"1166",38.59432,-75.29099,"LAGOS_142130","Lake",2013-10-22,"DOC",5.5,"mg/L"
"1167",38.59432,-75.29099,"LAGOS_142130","Lake",2013-10-22,"turb_ntu",4,"ntu"
"1168",38.59432,-75.29099,"LAGOS_142130","Lake",2013-10-22,"secchi_m",1.4,"m"
"1169",38.59432,-75.29099,"LAGOS_142130","Lake",2013-10-22,"tss",5,"mg/L"
"1170",38.59432,-75.29099,"LAGOS_142130","Lake",2010-01-19,"DOC",4.4,"mg/L"
"1171",38.59432,-75.29099,"LAGOS_142130","Lake",2010-01-19,"turb_ntu",11,"ntu"
"1172",38.59432,-75.29099,"LAGOS_142130","Lake",2010-01-19,"secchi_m",0.5,"m"
"1173",38.59432,-75.29099,"LAGOS_142130","Lake",2010-01-19,"tss",10,"mg/L"
"1174",38.59432,-75.29099,"LAGOS_142130","Lake",2013-02-12,"DOC",5.5,"mg/L"
"1175",38.59432,-75.29099,"LAGOS_142130","Lake",2013-02-12,"turb_ntu",7,"ntu"
"1176",38.59432,-75.29099,"LAGOS_142130","Lake",2013-02-12,"secchi_m",0.9,"m"
"1177",38.59432,-75.29099,"LAGOS_142130","Lake",2013-02-12,"tss",4,"mg/L"
"1178",38.59432,-75.29099,"LAGOS_142130","Lake",2013-07-02,"DOC",6.5,"mg/L"
"1179",38.59432,-75.29099,"LAGOS_142130","Lake",2013-07-02,"turb_ntu",3,"ntu"
"1180",38.59432,-75.29099,"LAGOS_142130","Lake",2013-07-02,"secchi_m",1.1,"m"
"1181",38.59432,-75.29099,"LAGOS_142130","Lake",2013-07-02,"tss",6,"mg/L"
"1182",42.43916,-122.01224,"LAGOS_473584","Lake",2007-10-30,"DOC",6.65,"mg/L"
"1183",38.59432,-75.29099,"LAGOS_142130","Lake",2010-03-08,"DOC",4.3,"mg/L"
"1184",38.59432,-75.29099,"LAGOS_142130","Lake",2010-03-08,"turb_ntu",2,"ntu"
"1185",38.59432,-75.29099,"LAGOS_142130","Lake",2010-03-08,"secchi_m",1.6,"m"
"1186",38.59432,-75.29099,"LAGOS_142130","Lake",2010-03-08,"tss",3,"mg/L"
"1187",38.59432,-75.29099,"LAGOS_142130","Lake",2013-04-15,"DOC",5.8,"mg/L"
"1188",38.59432,-75.29099,"LAGOS_142130","Lake",2013-04-15,"turb_ntu",4,"ntu"
"1189",38.59432,-75.29099,"LAGOS_142130","Lake",2013-04-15,"secchi_m",1.1,"m"
"1190",38.59432,-75.29099,"LAGOS_142130","Lake",2013-04-15,"tss",6,"mg/L"
"1191",38.6718,-75.18588,"LAGOS_142394","Lake",2013-07-29,"DOC",7.9,"mg/L"
"1192",38.6718,-75.18588,"LAGOS_142394","Lake",2013-07-29,"turb_ntu",1,"ntu"
"1193",38.6718,-75.18588,"LAGOS_142394","Lake",2013-07-29,"secchi_m",0.6,"m"
"1194",38.6718,-75.18588,"LAGOS_142394","Lake",2013-07-29,"tss",2,"mg/L"
"1195",30.03244,-95.12799,"LAGOS_424033","Lake",2002-03-06,"DOC",10.3,"mg/L"
"1196",30.03244,-95.12799,"LAGOS_424033","Lake",2002-03-06,"colort_pcu",100,"pcu"
"1197",30.03244,-95.12799,"LAGOS_424033","Lake",2002-03-06,"turb_ntu",36,"ntu"
"1198",30.03244,-95.12799,"LAGOS_424033","Lake",2002-03-06,"secchi_m",0.25,"m"
"1199",30.03244,-95.12799,"LAGOS_424033","Lake",2002-03-06,"tss",20,"mg/L"
"1200",36.16694,-78.77222,"LAGOS_154146","Lake",2009-06-26,"DOC",8.58,"mg/L"
"1201",36.16694,-78.77222,"LAGOS_154146","Lake",2009-06-26,"colort_pcu",50,"pcu"
"1202",36.16694,-78.77222,"LAGOS_154146","Lake",2009-06-26,"secchi_m",1.2,"m"
"1203",35.95,-79.24111,"LAGOS_156208","Lake",2008-04-21,"DOC",6.28,"mg/L"
"1204",35.95,-79.24111,"LAGOS_156208","Lake",2008-04-21,"colort_pcu",40,"pcu"
"1205",35.95,-79.24111,"LAGOS_156208","Lake",2008-04-21,"secchi_m",1.2,"m"
"1206",35.74167,-79.01917,"LAGOS_156501","Lake",2008-10-22,"DOC",7.43,"mg/L"
"1207",35.74167,-79.01917,"LAGOS_156501","Lake",2008-10-22,"colort_pcu",35,"pcu"
"1208",35.74167,-79.01917,"LAGOS_156501","Lake",2008-10-22,"secchi_m",0.9,"m"
"1209",39.2697,-108.84288,"LAGOS_449847","Lake",2002-12-10,"DOC",2.3,"mg/L"
"1210",39.2697,-108.84288,"LAGOS_449847","Lake",2002-12-10,"turb_ntu",3.7,"ntu"
"1211",39.2697,-108.84288,"LAGOS_449847","Lake",2002-12-10,"secchi_m",1.3716,"m"
"1212",29.76857,-95.0742,"LAGOS_423800","Lake",2016-07-13,"DOC",6,"mg/L"
"1213",29.76857,-95.0742,"LAGOS_423800","Lake",2016-07-13,"secchi_m",0.4445,"m"
"1214",29.76857,-95.0742,"LAGOS_423800","Lake",2016-07-13,"tss",16,"mg/L"
"1215",36.01528,-78.69111,"LAGOS_152064","Lake",2008-08-20,"DOC",7.91,"mg/L"
"1216",36.01528,-78.69111,"LAGOS_152064","Lake",2008-08-20,"colort_pcu",30,"pcu"
"1217",36.01528,-78.69111,"LAGOS_152064","Lake",2008-08-20,"secchi_m",1,"m"
"1218",38.59432,-75.29099,"LAGOS_142130","Lake",2010-08-16,"DOC",3.8,"mg/L"
"1219",38.59432,-75.29099,"LAGOS_142130","Lake",2010-08-16,"turb_ntu",8,"ntu"
"1220",38.59432,-75.29099,"LAGOS_142130","Lake",2010-08-16,"secchi_m",1.2,"m"
"1221",40.24332,-105.81362,"LAGOS_449545","Lake",2013-09-25,"DOC",3.69,"mg/L"
"1222",40.24332,-105.81362,"LAGOS_449545","Lake",2013-09-25,"secchi_m",4.8768,"m"
"1223",40.24332,-105.81362,"LAGOS_449545","Lake",2013-09-25,"tss",2,"mg/L"
"1224",40.24332,-105.81362,"LAGOS_449545","Lake",2013-08-13,"DOC",3.53,"mg/L"
"1225",40.24332,-105.81362,"LAGOS_449545","Lake",2013-08-13,"secchi_m",2.4892,"m"
"1226",40.24332,-105.81362,"LAGOS_449545","Lake",2013-08-13,"tss",2,"mg/L"
"1227",36.468,-94.327,"LAGOS_83001","Lake",2013-10-21,"DOC",3.3,"mg/L"
"1228",36.468,-94.327,"LAGOS_83001","Lake",2013-10-21,"turb_ntu",2.67,"ntu"
"1229",36.468,-94.327,"LAGOS_83001","Lake",2013-10-21,"tss",2.5,"mg/L"
"1230",34.21194,-94.22917,"LAGOS_404579","Lake",2011-06-14,"DOC",4.78,"mg/L"
"1231",34.21194,-94.22917,"LAGOS_404579","Lake",2011-06-14,"turb_ntu",7.85,"ntu"
"1232",34.21194,-94.22917,"LAGOS_404579","Lake",2011-06-14,"secchi_m",1.81356,"m"
"1233",34.21194,-94.22917,"LAGOS_404579","Lake",2011-06-14,"tss",2.5,"mg/L"
"1234",34.23805,-93.7792,"LAGOS_288867","Lake",2016-04-12,"DOC",3,"mg/L"
"1235",34.23805,-93.7792,"LAGOS_288867","Lake",2016-04-12,"turb_ntu",7.13,"ntu"
"1236",34.23805,-93.7792,"LAGOS_288867","Lake",2016-04-12,"secchi_m",1.08204,"m"
"1237",34.23805,-93.7792,"LAGOS_288867","Lake",2016-04-12,"tss",3.5,"mg/L"
"1238",34.5978,-93.3997,"LAGOS_292017","Lake",2012-04-24,"DOC",3.63,"mg/L"
"1239",34.5978,-93.3997,"LAGOS_292017","Lake",2012-04-24,"turb_ntu",1.08,"ntu"
"1240",34.5978,-93.3997,"LAGOS_292017","Lake",2012-04-24,"secchi_m",2.78892,"m"
"1241",34.5978,-93.3997,"LAGOS_292017","Lake",2012-04-24,"tss",1,"mg/L"
"1242",38.59432,-75.29099,"LAGOS_142130","Lake",2010-11-30,"DOC",3.2,"mg/L"
"1243",38.59432,-75.29099,"LAGOS_142130","Lake",2010-11-30,"turb_ntu",2,"ntu"
"1244",38.59432,-75.29099,"LAGOS_142130","Lake",2010-11-30,"secchi_m",1.6,"m"
"1245",38.59432,-75.29099,"LAGOS_142130","Lake",2010-11-30,"tss",4,"mg/L"
"1246",31.4042,-111.08654,"LAGOS_454431","Lake",2011-03-07,"DOC",4.22,"mg/L"
"1247",31.4042,-111.08654,"LAGOS_454431","Lake",2011-03-07,"secchi_m",2.4,"m"
"1248",31.4042,-111.08654,"LAGOS_454431","Lake",2011-03-07,"tss",10,"mg/L"
"1249",34.59528,-112.4166,"LAGOS_454733","Lake",2010-06-25,"DOC",10.5,"mg/L"
"1250",34.59528,-112.4166,"LAGOS_454733","Lake",2010-06-25,"secchi_m",4.5,"m"
"1251",34.59528,-112.4166,"LAGOS_454733","Lake",2010-06-25,"tss",10,"mg/L"
"1252",31.40445,-86.47918,"LAGOS_233339","Lake",2004-10-26,"DOC",5.352,"mg/L"
"1253",31.40445,-86.47918,"LAGOS_233339","Lake",2004-10-26,"turb_ntu",8.1,"ntu"
"1254",31.40445,-86.47918,"LAGOS_233339","Lake",2004-10-26,"secchi_m",1.08,"m"
"1255",31.40445,-86.47918,"LAGOS_233339","Lake",2004-10-26,"tss",12,"mg/L"
"1256",31.7529,-88.13382,"LAGOS_244048","Lake",2003-06-05,"DOC",3.89,"mg/L"
"1257",31.7529,-88.13382,"LAGOS_244048","Lake",2003-06-05,"turb_ntu",41.8,"ntu"
"1258",31.7529,-88.13382,"LAGOS_244048","Lake",2003-06-05,"secchi_m",0.51,"m"
"1259",31.7529,-88.13382,"LAGOS_244048","Lake",2003-06-05,"tss",36,"mg/L"
"1260",38.59432,-75.29099,"LAGOS_142130","Lake",2012-06-18,"DOC",2.9,"mg/L"
"1261",38.59432,-75.29099,"LAGOS_142130","Lake",2012-06-18,"turb_ntu",2,"ntu"
"1262",38.59432,-75.29099,"LAGOS_142130","Lake",2012-06-18,"secchi_m",1.2,"m"
"1263",38.59432,-75.29099,"LAGOS_142130","Lake",2012-06-18,"tss",4,"mg/L"
"1264",40.14971,-105.8614,"LAGOS_449642","Lake",2013-05-21,"DOC",3.73,"mg/L"
"1265",40.14971,-105.8614,"LAGOS_449642","Lake",2013-05-21,"secchi_m",1.4732,"m"
"1266",40.14971,-105.8614,"LAGOS_449642","Lake",2013-05-21,"tss",5,"mg/L"
"1267",38.59432,-75.29099,"LAGOS_142130","Lake",2012-04-24,"DOC",6.1,"mg/L"
"1268",38.59432,-75.29099,"LAGOS_142130","Lake",2012-04-24,"turb_ntu",3,"ntu"
"1269",38.59432,-75.29099,"LAGOS_142130","Lake",2012-04-24,"secchi_m",1.1,"m"
"1270",38.59432,-75.29099,"LAGOS_142130","Lake",2012-04-24,"tss",3,"mg/L"
"1271",38.59432,-75.29099,"LAGOS_142130","Lake",2012-01-17,"DOC",3.6,"mg/L"
"1272",38.59432,-75.29099,"LAGOS_142130","Lake",2012-01-17,"turb_ntu",2,"ntu"
"1273",38.59432,-75.29099,"LAGOS_142130","Lake",2012-01-17,"secchi_m",1.7,"m"
"1274",38.59432,-75.29099,"LAGOS_142130","Lake",2012-01-17,"tss",2,"mg/L"
"1275",38.6718,-75.18588,"LAGOS_142394","Lake",2002-09-16,"DOC",11,"mg/L"
"1276",38.6718,-75.18588,"LAGOS_142394","Lake",2002-09-16,"turb_ntu",3,"ntu"
"1277",38.6718,-75.18588,"LAGOS_142394","Lake",2002-09-16,"secchi_m",0.9652,"m"
"1278",38.6718,-75.18588,"LAGOS_142394","Lake",2002-09-16,"tss",7,"mg/L"
"1279",38.59432,-75.29099,"LAGOS_142130","Lake",2013-12-09,"DOC",3.2,"mg/L"
"1280",38.59432,-75.29099,"LAGOS_142130","Lake",2013-12-09,"turb_ntu",3,"ntu"
"1281",38.59432,-75.29099,"LAGOS_142130","Lake",2013-12-09,"secchi_m",0.6,"m"
"1282",38.59432,-75.29099,"LAGOS_142130","Lake",2013-12-09,"tss",1,"mg/L"
"1283",38.59432,-75.29099,"LAGOS_142130","Lake",2013-01-28,"DOC",4.5,"mg/L"
"1284",38.59432,-75.29099,"LAGOS_142130","Lake",2013-01-28,"turb_ntu",3,"ntu"
"1285",38.59432,-75.29099,"LAGOS_142130","Lake",2013-01-28,"secchi_m",1.3,"m"
"1286",38.59432,-75.29099,"LAGOS_142130","Lake",2013-01-28,"tss",2,"mg/L"
"1287",38.59432,-75.29099,"LAGOS_142130","Lake",2012-05-14,"DOC",3.9,"mg/L"
"1288",38.59432,-75.29099,"LAGOS_142130","Lake",2012-05-14,"turb_ntu",2,"ntu"
"1289",38.59432,-75.29099,"LAGOS_142130","Lake",2012-05-14,"secchi_m",1.1,"m"
"1290",38.59432,-75.29099,"LAGOS_142130","Lake",2012-05-14,"tss",2,"mg/L"
"1291",38.6718,-75.18588,"LAGOS_142394","Lake",2013-03-18,"DOC",5.9,"mg/L"
"1292",38.6718,-75.18588,"LAGOS_142394","Lake",2013-03-18,"turb_ntu",1,"ntu"
"1293",38.6718,-75.18588,"LAGOS_142394","Lake",2013-03-18,"secchi_m",0.9,"m"
"1294",38.6718,-75.18588,"LAGOS_142394","Lake",2002-05-14,"DOC",5,"mg/L"
"1295",38.6718,-75.18588,"LAGOS_142394","Lake",2002-05-14,"turb_ntu",2,"ntu"
"1296",38.6718,-75.18588,"LAGOS_142394","Lake",2002-05-14,"secchi_m",1.778,"m"
"1297",38.6718,-75.18588,"LAGOS_142394","Lake",2002-05-14,"tss",3,"mg/L"
"1298",30.03605,-95.15354,"LAGOS_424032","Lake",2002-09-04,"DOC",7.66,"mg/L"
"1299",30.03605,-95.15354,"LAGOS_424032","Lake",2002-09-04,"colort_pcu",175,"pcu"
"1300",30.03605,-95.15354,"LAGOS_424032","Lake",2002-09-04,"turb_ntu",47,"ntu"
"1301",30.03605,-95.15354,"LAGOS_424032","Lake",2002-09-04,"secchi_m",0.26,"m"
"1302",30.03605,-95.15354,"LAGOS_424032","Lake",2002-09-04,"tss",49,"mg/L"
"1303",30.03244,-95.12799,"LAGOS_424033","Lake",2003-01-21,"DOC",9.57,"mg/L"
"1304",30.03244,-95.12799,"LAGOS_424033","Lake",2003-01-21,"colort_pcu",200,"pcu"
"1305",30.03244,-95.12799,"LAGOS_424033","Lake",2003-01-21,"turb_ntu",36,"ntu"
"1306",30.03244,-95.12799,"LAGOS_424033","Lake",2003-01-21,"secchi_m",0.32,"m"
"1307",30.03244,-95.12799,"LAGOS_424033","Lake",2003-01-21,"tss",24,"mg/L"
"1308",34.59528,-112.4166,"LAGOS_454733","Lake",2013-07-30,"DOC",10.8,"mg/L"
"1309",34.59528,-112.4166,"LAGOS_454733","Lake",2013-07-30,"secchi_m",4.35,"m"
"1310",39.2697,-108.84288,"LAGOS_449847","Lake",2002-09-17,"DOC",3.27,"mg/L"
"1311",39.2697,-108.84288,"LAGOS_449847","Lake",2002-09-17,"turb_ntu",11,"ntu"
"1312",39.2697,-108.84288,"LAGOS_449847","Lake",2002-09-17,"secchi_m",0.6096,"m"
"1313",39.2697,-108.84288,"LAGOS_449847","Lake",2002-09-17,"tss",10,"mg/L"
"1314",40.24332,-105.81362,"LAGOS_449545","Lake",2007-10-25,"DOC",3.26,"mg/L"
"1315",40.24332,-105.81362,"LAGOS_449545","Lake",2007-10-25,"secchi_m",3.5814,"m"
"1316",40.14806,-105.94361,"LAGOS_449845","Lake",2013-03-28,"DOC",2.22,"mg/L"
"1317",40.14806,-105.94361,"LAGOS_449845","Lake",2013-03-28,"secchi_m",4.1402,"m"
"1318",40.14806,-105.94361,"LAGOS_449845","Lake",2013-03-28,"tss",1,"mg/L"
"1319",38.6718,-75.18588,"LAGOS_142394","Lake",2012-03-19,"DOC",4,"mg/L"
"1320",38.6718,-75.18588,"LAGOS_142394","Lake",2012-03-19,"turb_ntu",2,"ntu"
"1321",38.6718,-75.18588,"LAGOS_142394","Lake",2012-03-19,"secchi_m",0.9,"m"
"1322",38.6718,-75.18588,"LAGOS_142394","Lake",2012-03-19,"tss",2,"mg/L"
"1323",38.6718,-75.18588,"LAGOS_142394","Lake",2012-05-14,"DOC",5,"mg/L"
"1324",38.6718,-75.18588,"LAGOS_142394","Lake",2012-05-14,"turb_ntu",2,"ntu"
"1325",38.6718,-75.18588,"LAGOS_142394","Lake",2012-05-14,"secchi_m",0.5,"m"
"1326",38.6718,-75.18588,"LAGOS_142394","Lake",2012-05-14,"tss",8,"mg/L"
"1327",38.59432,-75.29099,"LAGOS_142130","Lake",2012-04-10,"DOC",5.4,"mg/L"
"1328",38.59432,-75.29099,"LAGOS_142130","Lake",2012-04-10,"turb_ntu",3,"ntu"
"1329",38.59432,-75.29099,"LAGOS_142130","Lake",2012-04-10,"secchi_m",1.6,"m"
"1330",38.59432,-75.29099,"LAGOS_142130","Lake",2012-04-10,"tss",5,"mg/L"
"1331",38.59432,-75.29099,"LAGOS_142130","Lake",2002-07-29,"DOC",5.5,"mg/L"
"1332",38.59432,-75.29099,"LAGOS_142130","Lake",2002-07-29,"turb_ntu",2,"ntu"
"1333",38.59432,-75.29099,"LAGOS_142130","Lake",2002-07-29,"secchi_m",1.9812,"m"
"1334",38.59432,-75.29099,"LAGOS_142130","Lake",2002-07-29,"tss",3,"mg/L"
"1335",38.59584,-75.30421,"LAGOS_142280","Lake",2002-05-14,"DOC",4,"mg/L"
"1336",38.59584,-75.30421,"LAGOS_142280","Lake",2002-05-14,"turb_ntu",2,"ntu"
"1337",38.59584,-75.30421,"LAGOS_142280","Lake",2002-05-14,"secchi_m",0.9652,"m"
"1338",38.59584,-75.30421,"LAGOS_142280","Lake",2002-05-14,"tss",4,"mg/L"
"1339",33.26853,-87.50843,"LAGOS_244056","Lake",2003-04-23,"DOC",4.358,"mg/L"
"1340",33.26853,-87.50843,"LAGOS_244056","Lake",2003-04-23,"secchi_m",3.62,"m"
"1341",33.26853,-87.50843,"LAGOS_244056","Lake",2003-04-23,"tss",6,"mg/L"
"1342",34.20244,-85.4524,"LAGOS_237213","Lake",2003-04-23,"DOC",6.85,"mg/L"
"1343",34.20244,-85.4524,"LAGOS_237213","Lake",2003-04-23,"secchi_m",0.54,"m"
"1344",34.20244,-85.4524,"LAGOS_237213","Lake",2003-04-23,"tss",16,"mg/L"
"1345",42.43916,-122.01224,"LAGOS_473584","Lake",2007-10-17,"DOC",4.76,"mg/L"
"1346",30.03244,-95.12799,"LAGOS_424033","Lake",2002-09-04,"DOC",6.57,"mg/L"
"1347",30.03244,-95.12799,"LAGOS_424033","Lake",2002-09-04,"colort_pcu",90,"pcu"
"1348",30.03244,-95.12799,"LAGOS_424033","Lake",2002-09-04,"turb_ntu",27,"ntu"
"1349",30.03244,-95.12799,"LAGOS_424033","Lake",2002-09-04,"secchi_m",0.39,"m"
"1350",30.03244,-95.12799,"LAGOS_424033","Lake",2002-09-04,"tss",25,"mg/L"
