"LAT","LON","SITE_ID","ECO_TYPE","DATE_COL","VARIABLE","RESULT","UNIT"
40.36715,-83.05952,"LAGOS_3386","Lake","2012-09-05","DOC",6.32,"mg/L"
38.59432,-75.29099,"LAGOS_142130","Lake","2005-05-16","DOC",3.4,"mg/L"
35.10417,-93.65028,"LAGOS_390649","Lake","2012-06-26","DOC",5.24,"mg/L"
38.59432,-75.29099,"LAGOS_142130","Lake","2006-10-23","DOC",4.3,"mg/L"
33.69667,-93.96111,"LAGOS_408132","Lake","2013-07-22","DOC",6.26,"mg/L"
36.15083,-78.83,"LAGOS_153842","Lake","2008-10-23","DOC",10.7,"mg/L"
34.59528,-112.4166,"LAGOS_454733","Lake","2011-07-08","DOC",10.3,"mg/L"
35.6625,-78.61139,"LAGOS_152390","Lake","2008-04-28","DOC",5.18,"mg/L"
34.59528,-112.4166,"LAGOS_454733","Lake","2003-08-06","DOC",13.7,"mg/L"
38.59432,-75.29099,"LAGOS_142130","Lake","2011-09-08","DOC",7.6,"mg/L"
38.59432,-75.29099,"LAGOS_142130","Lake","2006-02-21","DOC",3.6,"mg/L"
38.59432,-75.29099,"LAGOS_142130","Lake","2008-11-17","DOC",7,"mg/L"
38.59432,-75.29099,"LAGOS_142130","Lake","2008-03-24","DOC",3.6,"mg/L"
38.6718,-75.18588,"LAGOS_142394","Lake","2005-07-25","DOC",7.2,"mg/L"
38.6718,-75.18588,"LAGOS_142394","Lake","2010-01-19","DOC",2.6,"mg/L"
38.59432,-75.29099,"LAGOS_142130","Lake","2010-07-26","DOC",3.9,"mg/L"
31.63733,-81.27427,"LAGOS_169226","Lake","2006-03-01","DOC",8.15,"mg/L"
38.6718,-75.18588,"LAGOS_142394","Lake","2012-07-30","DOC",5.9,"mg/L"
36.303,-91.535,"LAGOS_43619","Lake","2015-09-29","DOC",4.02,"mg/L"
38.6718,-75.18588,"LAGOS_142394","Lake","2013-01-28","DOC",4.7,"mg/L"
38.59432,-75.29099,"LAGOS_142130","Lake","2013-11-18","DOC",3.5,"mg/L"
38.59432,-75.29099,"LAGOS_142130","Lake","2013-06-11","DOC",10,"mg/L"
38.59432,-75.29099,"LAGOS_142130","Lake","2012-12-11","DOC",4.3,"mg/L"
38.59432,-75.29099,"LAGOS_142130","Lake","2002-09-16","DOC",5.5,"mg/L"
38.59506,-75.31243,"LAGOS_141830","Lake","2000-09-26","DOC",5,"mg/L"
38.59432,-75.29099,"LAGOS_142130","Lake","2014-08-18","DOC",5.6,"mg/L"
38.59584,-75.30421,"LAGOS_142280","Lake","2000-09-26","DOC",6,"mg/L"
38.59432,-75.29099,"LAGOS_142130","Lake","2000-06-13","DOC",4,"mg/L"
38.6718,-75.18588,"LAGOS_142394","Lake","2000-03-08","DOC",4,"mg/L"
38.6718,-75.18588,"LAGOS_142394","Lake","2000-07-19","DOC",6,"mg/L"
38.59506,-75.31243,"LAGOS_141830","Lake","2000-07-20","DOC",5,"mg/L"
38.6718,-75.18588,"LAGOS_142394","Lake","2001-05-16","DOC",4,"mg/L"
32.89492,-87.78727,"LAGOS_248118","Lake","2002-08-20","DOC",3.958,"mg/L"
34.14556,-94.09611,"LAGOS_409269","Lake","2012-05-22","DOC",6.58,"mg/L"
38.6718,-75.18588,"LAGOS_142394","Lake","2015-01-20","DOC",4.4,"mg/L"
32.51853,-89.94125,"LAGOS_255758","Lake","2005-12-19","DOC",8,"mg/L"
38.59432,-75.29099,"LAGOS_142130","Lake","2015-03-11","DOC",5.2,"mg/L"
38.59432,-75.29099,"LAGOS_142130","Lake","2015-06-24","DOC",3.7,"mg/L"
32.51853,-89.94125,"LAGOS_255758","Lake","2004-10-26","DOC",7,"mg/L"
38.59432,-75.29099,"LAGOS_142130","Lake","2016-07-25","DOC",5.1,"mg/L"
38.59432,-75.29099,"LAGOS_142130","Lake","2016-06-21","DOC",3.9,"mg/L"
34.59528,-112.4166,"LAGOS_454733","Lake","2011-07-20","DOC",5.2,"mg/L"
34.5978,-93.3997,"LAGOS_292017","Lake","2011-08-08","DOC",3.64,"mg/L"
34.95312,-93.16202,"LAGOS_391873","Lake","2016-03-15","DOC",4.58,"mg/L"
39.19177,-77.00463,"LAGOS_142407","Lake","2007-12-17","DOC",3.19,"mg/L"
39.19177,-77.00463,"LAGOS_142407","Lake","2007-10-15","DOC",3.04,"mg/L"
35.10417,-93.65028,"LAGOS_390649","Lake","2013-09-16","DOC",5.53,"mg/L"
39.43227,-76.3107,"LAGOS_142824","Lake","2002-05-30","DOC",9.05,"mg/L"
33.59443,-86.21167,"LAGOS_236199","Lake","2004-07-20","DOC",3.338,"mg/L"
31.36214,-86.51637,"LAGOS_234508","Lake","2004-05-25","DOC",3.433,"mg/L"
39.5451,-79.35558,"LAGOS_80338","Lake","2000-05-01","DOC",2.1855,"mg/L"
34.1878,-91.5133,"LAGOS_283323","Lake","2011-08-01","DOC",10.2,"mg/L"
40.24332,-105.81362,"LAGOS_449545","Lake","2007-03-13","DOC",2.39,"mg/L"
30.03605,-95.15354,"LAGOS_424032","Lake","2000-12-11","DOC",7.56,"mg/L"
36.0911,-94.3664,"LAGOS_392477","Lake","2014-04-14","DOC",6,"mg/L"
40.32389,-81.18083,"LAGOS_494","Lake","2016-03-16","DOC",2.45,"mg/L"
32.51853,-89.94125,"LAGOS_255758","Lake","2008-12-08","DOC",7,"mg/L"
38.59432,-75.29099,"LAGOS_142130","Lake","2015-04-15","DOC",3.8,"mg/L"
32.51853,-89.94125,"LAGOS_255758","Lake","2004-04-28","DOC",7,"mg/L"
29.76857,-95.0742,"LAGOS_423800","Lake","2017-08-15","DOC",7.41,"mg/L"
48.99164,-102.78601,"LAGOS_310696","Lake","2012-08-28","DOC",26,"mg/L"
35.1539,-90.7198,"LAGOS_50675","Lake","2011-03-28","DOC",6.91,"mg/L"
32.87747,-85.90135,"LAGOS_241072","Lake","2004-09-21","DOC",3.231,"mg/L"
35.1539,-90.7198,"LAGOS_50675","Lake","2011-01-24","DOC",6.55,"mg/L"
34.14556,-94.09611,"LAGOS_409269","Lake","2014-11-18","DOC",4.86,"mg/L"
36.468,-94.327,"LAGOS_83001","Lake","2012-09-25","DOC",3.28,"mg/L"
40.32389,-81.18083,"LAGOS_494","Lake","2015-08-13","DOC",3.63,"mg/L"
39.39897,-76.98388,"LAGOS_142983","Lake","2007-07-30","DOC",2.23,"mg/L"
32.51853,-89.94125,"LAGOS_255758","Lake","2005-02-22","DOC",7,"mg/L"
42.47148,-85.5257,"LAGOS_34380","Lake","2007-07-19","DOC",5.5,"mg/L"
35.9694,-94.3542,"LAGOS_393298","Lake","2014-06-03","DOC",5.16,"mg/L"
33.69667,-93.96111,"LAGOS_408132","Lake","2013-01-22","DOC",5.03,"mg/L"
34.1878,-91.5133,"LAGOS_283323","Lake","2010-04-26","DOC",9.92,"mg/L"
34.4275,-92.9017,"LAGOS_293295","Lake","2012-08-14","DOC",3.38,"mg/L"
35.999,-94.135,"LAGOS_80896","Lake","2013-03-04","DOC",5.53,"mg/L"
38.59432,-75.29099,"LAGOS_142130","Lake","2009-12-14","DOC",7,"mg/L"
38.59432,-75.29099,"LAGOS_142130","Lake","2005-03-07","DOC",3.9,"mg/L"
38.59432,-75.29099,"LAGOS_142130","Lake","2005-09-19","DOC",3.4,"mg/L"
38.6718,-75.18588,"LAGOS_142394","Lake","2011-07-25","DOC",5.1,"mg/L"
40.14971,-105.8614,"LAGOS_449642","Lake","2008-09-17","DOC",3.95,"mg/L"
40.14971,-105.8614,"LAGOS_449642","Lake","2004-07-22","DOC",3.22,"mg/L"
35.74167,-79.01917,"LAGOS_156501","Lake","2007-10-17","DOC",6.21,"mg/L"
35.89694,-79.09222,"LAGOS_154413","Lake","2008-10-20","DOC",8.39,"mg/L"
34.59528,-112.4166,"LAGOS_454733","Lake","2002-05-23","DOC",12.3,"mg/L"
38.59432,-75.29099,"LAGOS_142130","Lake","2009-11-16","DOC",15.4,"mg/L"
38.6718,-75.18588,"LAGOS_142394","Lake","2006-09-18","DOC",6.2,"mg/L"
38.6718,-75.18588,"LAGOS_142394","Lake","2011-12-12","DOC",5.9,"mg/L"
38.6718,-75.18588,"LAGOS_142394","Lake","2011-01-18","DOC",2.5,"mg/L"
38.59432,-75.29099,"LAGOS_142130","Lake","2006-04-10","DOC",2.8,"mg/L"
38.59432,-75.29099,"LAGOS_142130","Lake","2009-06-03","DOC",6.3,"mg/L"
38.6718,-75.18588,"LAGOS_142394","Lake","2006-10-23","DOC",5,"mg/L"
36.01528,-78.69111,"LAGOS_152064","Lake","2009-06-22","DOC",6.84,"mg/L"
38.6718,-75.18588,"LAGOS_142394","Lake","2006-04-10","DOC",2.9,"mg/L"
38.59432,-75.29099,"LAGOS_142130","Lake","2011-11-14","DOC",3.2,"mg/L"
38.6718,-75.18588,"LAGOS_142394","Lake","2011-05-16","DOC",4.2,"mg/L"
38.59432,-75.29099,"LAGOS_142130","Lake","2009-10-27","DOC",6.3,"mg/L"
38.6718,-75.18588,"LAGOS_142394","Lake","2009-05-11","DOC",9.2,"mg/L"
38.59432,-75.29099,"LAGOS_142130","Lake","2011-08-29","DOC",12.3,"mg/L"
38.59432,-75.29099,"LAGOS_142130","Lake","2011-12-12","DOC",5,"mg/L"
38.6718,-75.18588,"LAGOS_142394","Lake","2009-07-28","DOC",3.9,"mg/L"
38.59432,-75.29099,"LAGOS_142130","Lake","2011-10-24","DOC",5,"mg/L"
34.5978,-93.3997,"LAGOS_292017","Lake","2013-05-22","DOC",3.44,"mg/L"
30.03605,-95.15354,"LAGOS_424032","Lake","2002-03-06","DOC",7.09,"mg/L"
32.62129,-86.25953,"LAGOS_236196","Lake","2004-08-18","DOC",4.187,"mg/L"
34.95312,-93.16202,"LAGOS_391873","Lake","2014-07-28","DOC",7.22,"mg/L"
34.59528,-112.4166,"LAGOS_454733","Lake","2008-04-04","DOC",11.6,"mg/L"
38.6718,-75.18588,"LAGOS_142394","Lake","2011-08-15","DOC",5.7,"mg/L"
42.08124,-86.21361,"LAGOS_3538","Lake","2012-07-16","DOC",5.13,"mg/L"
38.59432,-75.29099,"LAGOS_142130","Lake","2009-01-13","DOC",4.7,"mg/L"
36.01528,-78.69111,"LAGOS_152064","Lake","2007-12-11","DOC",6.65,"mg/L"
38.6718,-75.18588,"LAGOS_142394","Lake","2005-09-19","DOC",4.3,"mg/L"
38.59432,-75.29099,"LAGOS_142130","Lake","2011-04-11","DOC",4.7,"mg/L"
38.6718,-75.18588,"LAGOS_142394","Lake","2009-03-10","DOC",3,"mg/L"
38.6718,-75.18588,"LAGOS_142394","Lake","2006-02-21","DOC",4.3,"mg/L"
38.6718,-75.18588,"LAGOS_142394","Lake","2009-11-16","DOC",12.2,"mg/L"
38.59432,-75.29099,"LAGOS_142130","Lake","2009-02-23","DOC",2.7,"mg/L"
36.16694,-78.77222,"LAGOS_154146","Lake","2008-10-03","DOC",11,"mg/L"
36.01528,-78.69111,"LAGOS_152064","Lake","2008-10-14","DOC",9.12,"mg/L"
35.69444,-78.69389,"LAGOS_153841","Lake","2008-06-25","DOC",6,"mg/L"
38.6718,-75.18588,"LAGOS_142394","Lake","2009-01-13","DOC",5.1,"mg/L"
38.26722,-104.73164,"LAGOS_376378","Lake","2012-06-04","DOC",2.33,"mg/L"
35.74167,-79.01917,"LAGOS_156501","Lake","2008-08-05","DOC",7.8,"mg/L"
34.59528,-112.4166,"LAGOS_454733","Lake","2009-07-22","DOC",10.6,"mg/L"
38.59432,-75.29099,"LAGOS_142130","Lake","2011-08-15","DOC",3.6,"mg/L"
38.59432,-75.29099,"LAGOS_142130","Lake","2011-07-25","DOC",4.2,"mg/L"
38.59432,-75.29099,"LAGOS_142130","Lake","2011-06-28","DOC",4,"mg/L"
38.59432,-75.29099,"LAGOS_142130","Lake","2006-08-21","DOC",2.8,"mg/L"
38.59432,-75.29099,"LAGOS_142130","Lake","2009-09-21","DOC",6.7,"mg/L"
40.24332,-105.81362,"LAGOS_449545","Lake","2012-10-23","DOC",3.29,"mg/L"
40.14971,-105.8614,"LAGOS_449642","Lake","2011-06-29","DOC",4.33,"mg/L"
38.59432,-75.29099,"LAGOS_142130","Lake","2009-07-28","DOC",3.6,"mg/L"
40.14806,-105.94361,"LAGOS_449845","Lake","2012-08-07","DOC",2.99,"mg/L"
40.37526,-105.48916,"LAGOS_359564","Lake","2007-09-25","DOC",3.42,"mg/L"
30.03244,-95.12799,"LAGOS_424033","Lake","2004-09-08","DOC",6.78,"mg/L"
38.6718,-75.18588,"LAGOS_142394","Lake","2011-03-15","DOC",4.9,"mg/L"
35.6625,-78.61139,"LAGOS_152390","Lake","2007-08-29","DOC",5.55,"mg/L"
38.59432,-75.29099,"LAGOS_142130","Lake","2005-07-25","DOC",4.8,"mg/L"
38.6718,-75.18588,"LAGOS_142394","Lake","2006-07-24","DOC",5.4,"mg/L"
38.59432,-75.29099,"LAGOS_142130","Lake","2011-09-19","DOC",6.6,"mg/L"
38.6718,-75.18588,"LAGOS_142394","Lake","2005-03-07","DOC",4.4,"mg/L"
38.6718,-75.18588,"LAGOS_142394","Lake","2002-07-29","DOC",6.7,"mg/L"
38.6718,-75.18588,"LAGOS_142394","Lake","2005-05-16","DOC",4.3,"mg/L"
38.59432,-75.29099,"LAGOS_142130","Lake","2011-05-18","DOC",4.4,"mg/L"
38.6718,-75.18588,"LAGOS_142394","Lake","2011-11-14","DOC",4.8,"mg/L"
38.6718,-75.18588,"LAGOS_142394","Lake","2009-09-21","DOC",8.6,"mg/L"
38.6718,-75.18588,"LAGOS_142394","Lake","2011-10-24","DOC",4.7,"mg/L"
42.43916,-122.01224,"LAGOS_473584","Lake","2007-11-06","DOC",6.68,"mg/L"
38.59432,-75.29099,"LAGOS_142130","Lake","2006-05-22","DOC",2.9,"mg/L"
38.59432,-75.29099,"LAGOS_142130","Lake","2009-04-07","DOC",4.1,"mg/L"
38.59432,-75.29099,"LAGOS_142130","Lake","2009-03-10","DOC",2.9,"mg/L"
38.59432,-75.29099,"LAGOS_142130","Lake","2006-12-18","DOC",3.9,"mg/L"
38.59432,-75.29099,"LAGOS_142130","Lake","2011-02-14","DOC",3.6,"mg/L"
38.59432,-75.29099,"LAGOS_142130","Lake","2011-05-16","DOC",3.6,"mg/L"
38.6718,-75.18588,"LAGOS_142394","Lake","2011-02-14","DOC",3.6,"mg/L"
38.59432,-75.29099,"LAGOS_142130","Lake","2006-07-24","DOC",4.4,"mg/L"
35.69444,-78.69389,"LAGOS_153841","Lake","2007-08-29","DOC",5.57,"mg/L"
38.6718,-75.18588,"LAGOS_142394","Lake","2008-03-24","DOC",4.6,"mg/L"
38.59432,-75.29099,"LAGOS_142130","Lake","2006-03-06","DOC",2.6,"mg/L"
40.14806,-105.94361,"LAGOS_449845","Lake","2012-07-25","DOC",3.03,"mg/L"
34.59528,-112.4166,"LAGOS_454733","Lake","2011-09-01","DOC",5.5,"mg/L"
38.6718,-75.18588,"LAGOS_142394","Lake","2008-02-19","DOC",4.2,"mg/L"
40.10842,-105.98236,"LAGOS_449929","Lake","2011-05-23","DOC",4.84,"mg/L"
30.03605,-95.15354,"LAGOS_424032","Lake","2004-03-16","DOC",9.17,"mg/L"
38.59432,-75.29099,"LAGOS_142130","Lake","2008-04-14","DOC",3.5,"mg/L"
40.10842,-105.98236,"LAGOS_449929","Lake","2012-06-18","DOC",4.41,"mg/L"
40.10842,-105.98236,"LAGOS_449929","Lake","2012-09-19","DOC",3.93,"mg/L"
40.14806,-105.94361,"LAGOS_449845","Lake","2012-05-24","DOC",3.29,"mg/L"
38.6718,-75.18588,"LAGOS_142394","Lake","2006-05-22","DOC",4.6,"mg/L"
38.6718,-75.18588,"LAGOS_142394","Lake","2006-08-21","DOC",4.4,"mg/L"
39.2697,-108.84288,"LAGOS_449847","Lake","2003-07-15","DOC",2.29,"mg/L"
39.45847,-119.06883,"LAGOS_457120","Lake","2011-09-23","DOC",3.83,"mg/L"
38.59432,-75.29099,"LAGOS_142130","Lake","2008-06-16","DOC",5.8,"mg/L"
40.14806,-105.94361,"LAGOS_449845","Lake","2013-10-29","DOC",3.26,"mg/L"
36.115,-78.86917,"LAGOS_152959","Lake","2009-04-30","DOC",7.6,"mg/L"
38.59432,-75.29099,"LAGOS_142130","Lake","2007-07-24","DOC",2.9,"mg/L"
40.14971,-105.8614,"LAGOS_449642","Lake","2013-09-24","DOC",3.86,"mg/L"
30.03244,-95.12799,"LAGOS_424033","Lake","2002-06-05","DOC",7.89,"mg/L"
38.59432,-75.29099,"LAGOS_142130","Lake","2008-08-18","DOC",3.5,"mg/L"
36.16694,-78.77222,"LAGOS_154146","Lake","2009-04-01","DOC",8.67,"mg/L"
38.59432,-75.29099,"LAGOS_142130","Lake","2004-05-17","DOC",3.7,"mg/L"
38.6718,-75.18588,"LAGOS_142394","Lake","2007-03-19","DOC",4.8,"mg/L"
38.59432,-75.29099,"LAGOS_142130","Lake","2007-02-20","DOC",3.4,"mg/L"
38.6718,-75.18588,"LAGOS_142394","Lake","2004-03-22","DOC",2.7,"mg/L"
38.6718,-75.18588,"LAGOS_142394","Lake","2008-11-17","DOC",5.2,"mg/L"
36.16694,-78.77222,"LAGOS_154146","Lake","2008-06-16","DOC",9.16,"mg/L"
35.95,-79.24111,"LAGOS_156208","Lake","2007-10-05","DOC",6.7,"mg/L"
38.6718,-75.18588,"LAGOS_142394","Lake","2006-11-27","DOC",11.6,"mg/L"
40.14971,-105.8614,"LAGOS_449642","Lake","2015-03-03","DOC",3.67,"mg/L"
40.14971,-105.8614,"LAGOS_449642","Lake","2014-03-26","DOC",3.68,"mg/L"
38.26722,-104.73164,"LAGOS_376378","Lake","2006-06-16","DOC",3.78,"mg/L"
38.59432,-75.29099,"LAGOS_142130","Lake","2007-01-22","DOC",4.2,"mg/L"
38.6718,-75.18588,"LAGOS_142394","Lake","2007-10-15","DOC",4.4,"mg/L"
40.14971,-105.8614,"LAGOS_449642","Lake","2013-06-19","DOC",4.16,"mg/L"
38.6718,-75.18588,"LAGOS_142394","Lake","2008-09-09","DOC",5.2,"mg/L"
38.6718,-75.18588,"LAGOS_142394","Lake","2007-07-24","DOC",4.7,"mg/L"
38.59432,-75.29099,"LAGOS_142130","Lake","2004-07-19","DOC",3.4,"mg/L"
38.6718,-75.18588,"LAGOS_142394","Lake","2007-11-26","DOC",4.7,"mg/L"
38.6718,-75.18588,"LAGOS_142394","Lake","2006-12-18","DOC",4.8,"mg/L"
38.6718,-75.18588,"LAGOS_142394","Lake","2006-03-06","DOC",2.8,"mg/L"
38.59432,-75.29099,"LAGOS_142130","Lake","2006-11-27","DOC",9.2,"mg/L"
38.59432,-75.29099,"LAGOS_142130","Lake","2006-06-26","DOC",6.8,"mg/L"
36.01528,-78.69111,"LAGOS_152064","Lake","2007-10-03","DOC",6.48,"mg/L"
36.479,-94.245,"LAGOS_84098","Lake","2013-08-05","DOC",5.46,"mg/L"
38.59432,-75.29099,"LAGOS_142130","Lake","2004-09-27","DOC",3.1,"mg/L"
38.6718,-75.18588,"LAGOS_142394","Lake","2004-09-27","DOC",5.2,"mg/L"
35.69444,-78.69389,"LAGOS_153841","Lake","2009-04-16","DOC",5.88,"mg/L"
38.59432,-75.29099,"LAGOS_142130","Lake","2008-02-19","DOC",4.6,"mg/L"
39.2697,-108.84288,"LAGOS_449847","Lake","2002-04-16","DOC",2.14,"mg/L"
39.2697,-108.84288,"LAGOS_449847","Lake","2002-06-11","DOC",2.46,"mg/L"
36.25056,-92.23722,"LAGOS_132203","Lake","2012-08-21","DOC",4.62,"mg/L"
38.59432,-75.29099,"LAGOS_142130","Lake","2008-07-21","DOC",5.3,"mg/L"
38.6718,-75.18588,"LAGOS_142394","Lake","2008-07-21","DOC",5.1,"mg/L"
38.59432,-75.29099,"LAGOS_142130","Lake","2007-11-26","DOC",3.3,"mg/L"
38.26722,-104.73164,"LAGOS_376378","Lake","2013-08-14","DOC",2.49,"mg/L"
40.10842,-105.98236,"LAGOS_449929","Lake","2013-08-27","DOC",3.99,"mg/L"
38.6718,-75.18588,"LAGOS_142394","Lake","2007-05-22","DOC",4.5,"mg/L"
38.26722,-104.73164,"LAGOS_376378","Lake","2014-06-10","DOC",3.48,"mg/L"
35.6625,-78.61139,"LAGOS_152390","Lake","2008-10-21","DOC",5.79,"mg/L"
38.6718,-75.18588,"LAGOS_142394","Lake","2011-06-28","DOC",4.7,"mg/L"
37.72612,-97.79422,"LAGOS_376907","Lake","2013-05-07","DOC",4.73,"mg/L"
40.10842,-105.98236,"LAGOS_449929","Lake","2013-06-20","DOC",5,"mg/L"
40.14806,-105.94361,"LAGOS_449845","Lake","2013-09-10","DOC",2.95,"mg/L"
35.74167,-79.01917,"LAGOS_156501","Lake","2008-04-23","DOC",7.05,"mg/L"
38.59432,-75.29099,"LAGOS_142130","Lake","2009-05-11","DOC",9.4,"mg/L"
38.59432,-75.29099,"LAGOS_142130","Lake","2011-03-15","DOC",5.8,"mg/L"
35.95,-79.24111,"LAGOS_156208","Lake","2007-08-31","DOC",6.36,"mg/L"
40.17664,-84.26522,"LAGOS_3644","Lake","2012-08-02","DOC",6.35,"mg/L"
40.24332,-105.81362,"LAGOS_449545","Lake","2012-08-07","DOC",3.8,"mg/L"
38.59432,-75.29099,"LAGOS_142130","Lake","2011-01-18","DOC",2.8,"mg/L"
38.59432,-75.29099,"LAGOS_142130","Lake","2009-08-17","DOC",4,"mg/L"
40.14806,-105.94361,"LAGOS_449845","Lake","2011-08-16","DOC",3.68,"mg/L"
36.16694,-78.77222,"LAGOS_154146","Lake","2008-04-03","DOC",6.84,"mg/L"
40.24332,-105.81362,"LAGOS_449545","Lake","2013-07-17","DOC",3.53,"mg/L"
40.14971,-105.8614,"LAGOS_449642","Lake","2012-08-08","DOC",3.63,"mg/L"
34.59528,-112.4166,"LAGOS_454733","Lake","2011-04-21","DOC",8.6,"mg/L"
38.6718,-75.18588,"LAGOS_142394","Lake","2011-09-19","DOC",11.5,"mg/L"
35.89694,-79.09222,"LAGOS_154413","Lake","2008-08-01","DOC",7.83,"mg/L"
40.24332,-105.81362,"LAGOS_449545","Lake","2010-10-28","DOC",3.57,"mg/L"
40.14971,-105.8614,"LAGOS_449642","Lake","2012-03-26","DOC",3.85,"mg/L"
40.24332,-105.81362,"LAGOS_449545","Lake","2002-05-01","DOC",3.16,"mg/L"
40.14971,-105.8614,"LAGOS_449642","Lake","2011-01-24","DOC",3.72,"mg/L"
40.10842,-105.98236,"LAGOS_449929","Lake","2011-08-15","DOC",3.8,"mg/L"
40.14806,-105.94361,"LAGOS_449845","Lake","2011-03-28","DOC",1.83,"mg/L"
38.6718,-75.18588,"LAGOS_142394","Lake","2011-04-11","DOC",4.5,"mg/L"
30.03605,-95.15354,"LAGOS_424032","Lake","2004-06-17","DOC",11,"mg/L"
38.59432,-75.29099,"LAGOS_142130","Lake","2006-09-18","DOC",4,"mg/L"
38.59432,-75.29099,"LAGOS_142130","Lake","2009-10-12","DOC",3.4,"mg/L"
34.5978,-93.3997,"LAGOS_292017","Lake","2011-11-02","DOC",3.34,"mg/L"
38.59432,-75.29099,"LAGOS_142130","Lake","2007-04-16","DOC",4.5,"mg/L"
38.59432,-75.29099,"LAGOS_142130","Lake","2007-10-15","DOC",2.5,"mg/L"
34.1878,-91.5133,"LAGOS_283323","Lake","2010-10-11","DOC",9.02,"mg/L"
40.24332,-105.81362,"LAGOS_449545","Lake","2006-09-26","DOC",2.97,"mg/L"
36.0664,-91.14,"LAGOS_105709","Lake","2012-10-01","DOC",7.26,"mg/L"
38.26722,-104.73164,"LAGOS_376378","Lake","2009-07-15","DOC",2.52,"mg/L"
33.21139,-87.58344,"LAGOS_248121","Lake","2002-06-18","DOC",2.813,"mg/L"
36.307,-91.597,"LAGOS_52989","Lake","2014-08-18","DOC",4.24,"mg/L"
38.59432,-75.29099,"LAGOS_142130","Lake","2006-01-09","DOC",4.2,"mg/L"
38.59432,-75.29099,"LAGOS_142130","Lake","2008-09-09","DOC",3.5,"mg/L"
34.59528,-112.4166,"LAGOS_454733","Lake","2010-08-31","DOC",10.1,"mg/L"
38.59432,-75.29099,"LAGOS_142130","Lake","2008-12-02","DOC",5.1,"mg/L"
40.24332,-105.81362,"LAGOS_449545","Lake","2015-03-04","DOC",3.35,"mg/L"
36.15083,-78.83,"LAGOS_153842","Lake","2008-08-26","DOC",7.51,"mg/L"
38.6718,-75.18588,"LAGOS_142394","Lake","2004-07-19","DOC",3.6,"mg/L"
40.24332,-105.81362,"LAGOS_449545","Lake","2005-09-26","DOC",3.22,"mg/L"
40.14971,-105.8614,"LAGOS_449642","Lake","2011-08-31","DOC",4.32,"mg/L"
32.51853,-89.94125,"LAGOS_255758","Lake","2004-12-20","DOC",9,"mg/L"
38.59432,-75.29099,"LAGOS_142130","Lake","2010-09-14","DOC",3,"mg/L"
38.59432,-75.29099,"LAGOS_142130","Lake","2010-12-13","DOC",2.8,"mg/L"
30.03605,-95.15354,"LAGOS_424032","Lake","2004-09-08","DOC",5.81,"mg/L"
38.6718,-75.18588,"LAGOS_142394","Lake","2010-12-13","DOC",3.5,"mg/L"
39.45847,-119.06883,"LAGOS_457120","Lake","2011-07-14","DOC",4.21,"mg/L"
38.59432,-75.29099,"LAGOS_142130","Lake","2010-09-30","DOC",4,"mg/L"
38.59432,-75.29099,"LAGOS_142130","Lake","2010-05-18","DOC",3,"mg/L"
38.59432,-75.29099,"LAGOS_142130","Lake","2010-03-30","DOC",5.4,"mg/L"
32.51853,-89.94125,"LAGOS_255758","Lake","2006-05-08","DOC",9,"mg/L"
38.6718,-75.18588,"LAGOS_142394","Lake","2010-08-16","DOC",5.4,"mg/L"
38.26722,-104.73164,"LAGOS_376378","Lake","2007-10-16","DOC",3.46,"mg/L"
35.74167,-79.01917,"LAGOS_156501","Lake","2009-04-23","DOC",7.67,"mg/L"
38.59432,-75.29099,"LAGOS_142130","Lake","2010-02-03","DOC",3.9,"mg/L"
38.59432,-75.29099,"LAGOS_142130","Lake","2007-03-19","DOC",4.8,"mg/L"
36.16694,-78.77222,"LAGOS_154146","Lake","2007-08-28","DOC",6.94,"mg/L"
38.6718,-75.18588,"LAGOS_142394","Lake","2010-05-18","DOC",3.7,"mg/L"
40.14806,-105.94361,"LAGOS_449845","Lake","2013-01-31","DOC",2.67,"mg/L"
35.10417,-93.65028,"LAGOS_390649","Lake","2014-12-08","DOC",6.31,"mg/L"
38.59432,-75.29099,"LAGOS_142130","Lake","2010-06-16","DOC",3,"mg/L"
38.6718,-75.18588,"LAGOS_142394","Lake","2007-09-10","DOC",5.2,"mg/L"
34.4392,-93.0347,"LAGOS_292666","Lake","2012-01-04","DOC",2.96,"mg/L"
36.1344,-94.1375,"LAGOS_393704","Lake","2013-04-15","DOC",3.91,"mg/L"
37.72612,-97.79422,"LAGOS_376907","Lake","2011-10-04","DOC",5.12,"mg/L"
33.94954,-87.11081,"LAGOS_247445","Lake","2002-04-16","DOC",2.623,"mg/L"
35.48906,-94.39982,"LAGOS_390646","Lake","2013-06-24","DOC",2.09,"mg/L"
38.6718,-75.18588,"LAGOS_142394","Lake","2010-09-14","DOC",4.7,"mg/L"
38.26722,-104.73164,"LAGOS_376378","Lake","2014-07-22","DOC",2.73,"mg/L"
32.51853,-89.94125,"LAGOS_255758","Lake","2003-06-16","DOC",11,"mg/L"
36.115,-78.86917,"LAGOS_152959","Lake","2008-10-23","DOC",9.6,"mg/L"
32.51853,-89.94125,"LAGOS_255758","Lake","2005-04-12","DOC",10,"mg/L"
40.14806,-105.94361,"LAGOS_449845","Lake","2012-09-18","DOC",2.88,"mg/L"
38.6718,-75.18588,"LAGOS_142394","Lake","2010-03-08","DOC",4.4,"mg/L"
