SITE_NO,DATE_TIME_HEURE,FLAG_MARQUEUR,VALUE_VALEUR,SDL_LDE,MDL_LDM,VMV_CODE,UNIT_UNITÉ,VARIABLE,VARIABLE_FR,STATUS_STATUT
NF02XA0001,2001-05-30 11:30, ,5.7,,,6104,MG/L,CARBON DISSOLVED ORGANIC,CARBONE ORGANIQUE DISSOUS,P
NF02XA0001,2001-05-30 11:30, ,0.15,,,17209,MG/L,CHLORIDE DISSOLVED,CHLORURES DISSOUS,P
NF02XA0001,2001-05-30 11:30, ,0.42,,,17208,MG/L,CHLORIDE DISSOLVED,CHLORURES DISSOUS,P
NF02XA0001,2001-05-30 11:30,<,0.0002,,,100221,MG/L,CHROMIUM TOTAL,CHROME TOTAL,P
NF02XA0001,2001-05-30 11:30, ,0.0001,,,100220,MG/L,COBALT TOTAL,COBALT TOTAL,P
NF02XA0001,2001-05-30 11:30, ,48,,,102558,CTU,COLOUR APPARENT,COULEUR APPARENTE,P
NF02XA0001,2001-05-30 11:30, ,0.0012,,,100222,MG/L,COPPER  TOTAL,CUIVRE TOTAL,P
NF02XA0001,2001-05-30 11:30,<,0.01,,,7315,MG/L,DISSOLVED NITROGEN NITRATE,AZOTE DISSOUS NITRATES,P
NF02XA0001,2001-05-30 11:30, ,0.218,,,100223,MG/L,IRON TOTAL,FER TOTAL,P
NF02XA0001,2001-05-30 11:30,<,0.0002,,,100228,MG/L,LEAD TOTAL,PLOMB TOTAL,P
NF02XA0001,2001-05-30 11:30, ,0.0001,,,100224,MG/L,LITHIUM TOTAL,LITHIUM TOTAL,P
NF02XA0001,2001-05-30 11:30, ,0.28,,,12106,MG/L,MAGNESIUM DISSOLVED,MAGNÉSIUM DISSOUS,P
NF02XA0001,2001-05-30 11:30, ,0.26,,,100233,MG/L,MAGNESIUM TOTAL,MAGNÉSIUM TOTAL,P
NF02XA0001,2001-05-30 11:30, ,0.0041,,,100225,MG/L,MANGANESE TOTAL,MANGANÈSE TOTAL,P
NF02XA0001,2001-05-30 11:30,<,0.005,,,100249,µG/L,MERCURY TOTAL,MERCURE TOTAL,P
NF02XA0001,2001-05-30 11:30, ,0.0002,,,100226,MG/L,MOLYBDENUM TOTAL,MOLYBDÈNE TOTAL,P
NF02XA0001,2001-05-30 11:30, ,0.0002,,,100227,MG/L,NICKEL  TOTAL,NICKEL  TOTAL,P
NF02XA0001,2001-05-30 11:30, ,0.167,,,77,MG/L,NITROGEN TOTAL,AZOTE TOTAL,P
NF02XA0001,2001-05-30 11:30, ,6.2,,,10301,PH,PH,PH,P
