"","DATE_COL","SITE_ID","DOC","TP","NO3 as N","UNITS","LAT","LON","ECO_TYPE"
"8639",2011-07-14,"SA06AF0001",7.39,0.013,0.01,"mg/L",54.5667,-109.8361,"River/Stream"
"8640",2011-07-17,"BC08EF0001",2.1,0.035,0.002,"mg/L",54.6344,-128.4092,"River/Stream"
"8641",2011-07-18,"NW10ED0001",4.2,0.18,0.13,"mg/L",60.2431,-123.4792,"River/Stream"
"8642",2011-07-19,"AL05AD0005",1.01,0.003,0.136,"mg/L",49.1139,-113.8389,"River/Stream"
"8643",2011-07-19,"AL05AD0060",0.657,0.005,0.136,"mg/L",49.0517,-113.6853,"River/Stream"
"8644",2011-07-19,"AL07DD0001",19.8,0.33,0.054,"mg/L",58.1725,-111.3703,"River/Stream"
"8645",2011-07-19,"BC08NB0002",0.7,0.106,0.059,"mg/L",51.3834,-117.4504,"River/Stream"
"8646",2011-07-19,"BC08ND0003",0.6,0.026,0.058,"mg/L",51.2138,-117.6958,"River/Stream"
"8647",2011-07-19,"MA05OC0001",12.6,0.418,0.633,"mg/L",49.0081,-97.2108,"River/Stream"
"8648",2011-07-20,"AL07KC0001",16.9,1.62,0.077,"mg/L",59.1139,-112.4264,"River/Stream"
"8649",2011-07-20,"AL07NB0001",15.6,2.27,0.23,"mg/L",59.8692,-111.5858,"River/Stream"
"8650",2011-07-20,"NW10ED0002",3.6,0.14,0.12,"mg/L",61.7397,-121.2194,"River/Stream"
"8651",2011-07-20,"NW10FB0006",4.8,0.04,0.08,"mg/L",61.8181,-120.7903,"River/Stream"
"8652",2011-07-20,"YT10MD0001",1.6,0.01,0.17,"mg/L",69.3264,-139.5672,"River/Stream"
"8653",2011-07-21,"YT08AB0009",0.5,0.169,0.021,"mg/L",60.1192,-137.9742,"River/Stream"
"8654",2011-07-25,"BC08NA0033",0.5,0.01,0.086,"mg/L",51.4192,-116.4378,"River/Stream"
"8655",2011-07-25,"MA05OC0001",11.5,0.413,0.588,"mg/L",49.0081,-97.2108,"River/Stream"
"8656",2011-07-25,"NW10JC0001",1.7,0.01,0.15,"mg/L",65.1358,-123.5139,"River/Stream"
"8657",2011-07-25,"YT09DD0008",4,0.0118,0.021,"mg/L",63.9141,-135.7232,"River/Stream"
"8658",2011-07-25,"YT09EA0001",2.6,0.0068,0.048,"mg/L",64.1554,-139.3973,"River/Stream"
"8659",2011-07-26,"BC08LE0004",5.7,0.0713,0.02,"mg/L",50.6914,-119.3289,"River/Stream"
"8660",2011-07-26,"NW10KA0001",5.1,0.09,0.12,"mg/L",65.2817,-126.8492,"River/Stream"
"8661",2011-07-26,"YT10AA0001",2.2,0.007,0.002,"mg/L",60.0477,-128.9018,"River/Stream"
"8662",2011-07-27,"BC08NF0001",0.5,0.011,0.04,"mg/L",50.8856,-116.0431,"River/Stream"
"8663",2011-07-27,"NW10MC0001",3.1,0.13,0.33,"mg/L",67.2206,-134.9456,"River/Stream"
"8664",2011-07-27,"YT08AA0010",1.7,0.02,0.002,"mg/L",60.7478,-137.5036,"River/Stream"
"8665",2011-07-31,"BC08EF0001",2.2,0.018,0.002,"mg/L",54.6344,-128.4092,"River/Stream"
"8666",2011-08-01,"BC08NG0009",0.8,0.019,0.064,"mg/L",49.5279,-115.5492,"River/Stream"
"8667",2011-08-01,"NW10TB0002",2.5,0.01,0.08,"mg/L",73.2269,-119.5422,"River/Stream"
"8668",2011-08-02,"BC07FD0005",12,0.0936,0.0345,"mg/L",56.1261,-120.0564,"River/Stream"
"8669",2011-08-02,"BC08HB0018",1.5,0.0082,0.025,"mg/L",49.8128,-125.2028,"River/Stream"
"8670",2011-08-02,"BC08HB0019",1,0.0034,0.006,"mg/L",49.3011,-124.2756,"River/Stream"
"8671",2011-08-02,"BC08HD0004",1.8,0.012,0.032,"mg/L",50.0267,-125.2967,"River/Stream"
"8672",2011-08-02,"BC08MF0001",3.7,0.15,0.0465,"mg/L",49.3872,-121.4508,"River/Stream"
"8673",2011-08-02,"BC08NB0002",0.5,0.032,0.05,"mg/L",51.3834,-117.4504,"River/Stream"
"8674",2011-08-02,"BC08ND0003",0.5,0.005,0.039,"mg/L",51.2138,-117.6958,"River/Stream"
"8675",2011-08-02,"BC08NE0001",1.6,0.0071,0.0575,"mg/L",49.0161,-117.6039,"River/Stream"
"8676",2011-08-02,"BC08NE0005",1.4,0.0069,0.044,"mg/L",49.1769,-117.7175,"River/Stream"
"8677",2011-08-02,"BC08NL0001",1.8,0.005,0.002,"mg/L",49.4586,-120.504,"River/Stream"
"8678",2011-08-02,"BC08NN0011",2.8,0.0046,0.011,"mg/L",49.0047,-118.7762,"River/Stream"
"8679",2011-08-02,"MA05OC0001",12.8,0.441,0.453,"mg/L",49.0081,-97.2108,"River/Stream"
"8680",2011-08-03,"BC08LF0001",2.2,0.0142,0.054,"mg/L",50.4208,-121.3414,"River/Stream"
"8681",2011-08-03,"BC08LG0001",6.6,0.0148,0.002,"mg/L",50.425,-121.3164,"River/Stream"
"8682",2011-08-03,"BC08NA0048",2.9,0.0214,0.016,"mg/L",51.2438,-116.9126,"River/Stream"
"8683",2011-08-04,"BC08MH0453",5.2,0.0736,0.009,"mg/L",49.1485,-123.0387,"River/Stream"
"8684",2011-08-04,"NW10OB0003",2.4,0.05,0.01,"mg/L",68.7542,-122.4022,"River/Stream"
"8685",2011-08-04,"NW10OB0006",3.5,0.03,0.07,"mg/L",68.3308,-121.9633,"River/Stream"
"8686",2011-08-08,"BC08KE0010",6.7,0.0273,0.002,"mg/L",53.9272,-122.765,"River/Stream"
"8687",2011-08-08,"BC08KH0012",3,0.0121,0.008,"mg/L",52.4033,-121.4342,"River/Stream"
"8688",2011-08-08,"BC08MH0027",2.5,0.0713,3.355,"mg/L",49.0024,-122.2323,"River/Stream"
"8689",2011-08-08,"BC08NA0033",0.5,0.007,0.05,"mg/L",51.4192,-116.4378,"River/Stream"
"8690",2011-08-08,"BC08NE0001",1.8,0.0091,0.041,"mg/L",49.0161,-117.6039,"River/Stream"
"8691",2011-08-08,"MA05OC0001",10,0.56,0.53,"mg/L",49.0081,-97.2108,"River/Stream"
"8692",2011-08-09,"BC08GA0010",0.7,0.0092,0.0585,"mg/L",50.058,-123.099,"River/Stream"
"8693",2011-08-09,"BC08NF0001",0.5,0.005,0.045,"mg/L",50.8856,-116.0431,"River/Stream"
"8694",2011-08-09,"MA05OB0001",13.7,0.516,0.091,"mg/L",49.0314,-98.2778,"River/Stream"
"8695",2011-08-09,"YT10AA0001",1.4,0.006,0.002,"mg/L",60.0477,-128.9018,"River/Stream"
"8696",2011-08-10,"MA05PF0022",10.7,0.025,0.01,"mg/L",50.3008,-95.5556,"River/Stream"
"8697",2011-08-10,"YT08AA0010",2,0.081,0.002,"mg/L",60.7478,-137.5036,"River/Stream"
"8698",2011-08-14,"BC08EF0001",1.7,0.011,0.002,"mg/L",54.6344,-128.4092,"River/Stream"
"8699",2011-08-15,"BC08HB0019",1,0.0025,0.002,"mg/L",49.3011,-124.2756,"River/Stream"
"8700",2011-08-15,"BC08HD0004",1.8,0.0141,0.04,"mg/L",50.0267,-125.2967,"River/Stream"
"8701",2011-08-15,"BC08MF0001",3,0.104,0.039,"mg/L",49.3872,-121.4508,"River/Stream"
"8702",2011-08-15,"MA05OC0001",11.5,0.474,0.311,"mg/L",49.0081,-97.2108,"River/Stream"
"8703",2011-08-15,"YT09BC0021",1.8,0.004,0.04,"mg/L",62.3751,-133.5437,"River/Stream"
"8704",2011-08-16,"AL07DD0001",11.9,0.094,0.01,"mg/L",58.1725,-111.3703,"River/Stream"
"8705",2011-08-16,"AL07KC0001",9.95,0.107,0.015,"mg/L",59.1139,-112.4264,"River/Stream"
"8706",2011-08-16,"AL07NB0001",9.2,0.15,0.05,"mg/L",59.8692,-111.5858,"River/Stream"
"8707",2011-08-16,"BC08HB0018",1.6,0.0054,0.028,"mg/L",49.8128,-125.2028,"River/Stream"
"8708",2011-08-16,"BC08MB0007",1.4,0.0239,0.002,"mg/L",52.072,-123.2614,"River/Stream"
"8709",2011-08-16,"BC08NB0002",0.5,0.025,0.055,"mg/L",51.3834,-117.4504,"River/Stream"
"8710",2011-08-16,"BC08ND0003",0.5,0.008,0.053,"mg/L",51.2138,-117.6958,"River/Stream"
"8711",2011-08-16,"BC08NL0001",1.7,0.0049,0.002,"mg/L",49.4586,-120.504,"River/Stream"
"8712",2011-08-16,"US05ND0004",13.7,0.426,0.244,"mg/L",48.99,-101.9578,"River/Stream"
"8713",2011-08-17,"AL06AD0001",18.3,0.159,0.038,"mg/L",54.3542,-110.2119,"River/Stream"
"8714",2011-08-17,"BC08MC0001",3.6,0.0499,0.015,"mg/L",52.5296,-122.4423,"River/Stream"
"8715",2011-08-17,"BC08NE0001",1.5,0.0091,0.012,"mg/L",49.0161,-117.6039,"River/Stream"
"8716",2011-08-17,"BC08NE0005",1.4,0.0069,0.012,"mg/L",49.1769,-117.7175,"River/Stream"
"8717",2011-08-17,"BC08NN0021",2.1,0.0063,0.072,"mg/L",49.0197,-118.4747,"River/Stream"
"8718",2011-08-17,"SA05FE0001",19.6,0.324,0.035,"mg/L",52.9403,-109.8733,"River/Stream"
"8719",2011-08-17,"US05NF0001",18.1,0.648,0.01,"mg/L",48.9997,-100.9,"River/Stream"
"8720",2011-08-18,"AL05EF0003",5.1,0.05,0.01,"mg/L",53.6014,-110.0083,"River/Stream"
"8721",2011-08-21,"MA05OC0001",10.6,0.509,0.369,"mg/L",49.0081,-97.2108,"River/Stream"
"8722",2011-08-22,"AL05AD0005",0.805,0.002,0.108,"mg/L",49.1139,-113.8389,"River/Stream"
"8723",2011-08-22,"AL05AD0060",0.465,0.002,0.105,"mg/L",49.0517,-113.6853,"River/Stream"
"8724",2011-08-22,"BC08KA0007",1.2,0.0028,0.016,"mg/L",52.9878,-119.0101,"River/Stream"
"8725",2011-08-22,"BC08KE0010",5.7,0.0214,0.007,"mg/L",53.9272,-122.765,"River/Stream"
"8726",2011-08-22,"BC08KH0012",3.6,0.0135,0.008,"mg/L",52.4033,-121.4342,"River/Stream"
"8727",2011-08-22,"BC08NA0033",0.5,0.008,0.048,"mg/L",51.4192,-116.4378,"River/Stream"
"8728",2011-08-22,"BC08NH0005",2.2,0.0101,0.1245,"mg/L",49.1169,-116.5794,"River/Stream"
"8729",2011-08-22,"BC08NK0003",0.5,0.009,0.7795,"mg/L",49.1797,-115.167,"River/Stream"
"8730",2011-08-22,"SA05JM0014",13.7,0.327,0.01,"mg/L",50.4839,-101.5431,"River/Stream"
"8731",2011-08-22,"YT09DD0008",7.1,0.0213,0.002,"mg/L",63.9141,-135.7232,"River/Stream"
"8732",2011-08-23,"BC08NK0004",0.6,0.0085,1.025,"mg/L",49.6643,-114.9041,"River/Stream"
"8733",2011-08-23,"SA05MD0002",18.15,0.252,0.01,"mg/L",51.5331,-101.8889,"River/Stream"
"8734",2011-08-23,"YT09EA0001",2.5,0.0192,0.037,"mg/L",64.1554,-139.3973,"River/Stream"
"8735",2011-08-24,"BC08LC0005",1.8,0.0103,0.014,"mg/L",50.6848,-119.07,"River/Stream"
"8736",2011-08-24,"BC08LF0001",2.1,0.0093,0.032,"mg/L",50.4208,-121.3414,"River/Stream"
"8737",2011-08-24,"BC08NE0001",1.4,0.0071,0.0305,"mg/L",49.0161,-117.6039,"River/Stream"
"8738",2011-08-24,"BC08NE0029",2,0.0132,0.005,"mg/L",49.0031,-117.6167,"River/Stream"
"8739",2011-08-24,"BC08NF0001",0.5,0.003,0.045,"mg/L",50.8856,-116.0431,"River/Stream"
"8740",2011-08-24,"BC08NL0005",1.6,0.0066,0.011,"mg/L",49.0788,-119.7098,"River/Stream"
"8741",2011-08-24,"SA05KH0002",19,0.252,0.04,"mg/L",53.6,-102.1167,"River/Stream"
"8742",2011-08-24,"SA05LC0001",18.6,0.048,0.01,"mg/L",52.8667,-102.1831,"River/Stream"
"8743",2011-08-24,"SA06EA0003",9.62,0.023,0.01,"mg/L",55.6081,-102.1956,"River/Stream"
"8744",2011-08-24,"YT08AA0010",3.4,0.204,0.002,"mg/L",60.7478,-137.5036,"River/Stream"
"8745",2011-08-25,"BC08GA0010",0.5,0.0129,0.023,"mg/L",50.058,-123.099,"River/Stream"
"8746",2011-08-25,"MA05KH0001",12.15,0.086,0.0345,"mg/L",53.8417,-101.3344,"River/Stream"
"8747",2011-08-27,"YT10AA0001",1.2,0.009,0.015,"mg/L",60.0477,-128.9018,"River/Stream"
"8748",2011-08-28,"BC08EF0001",2.2,0.022,0.028,"mg/L",54.6344,-128.4092,"River/Stream"
"8749",2011-08-29,"BC08HB0019",2,5e-04,0.007,"mg/L",49.3011,-124.2756,"River/Stream"
"8750",2011-08-29,"BC08HD0004",2.4,0.0146,0.049,"mg/L",50.0267,-125.2967,"River/Stream"
"8751",2011-08-29,"BC08MF0001",3.1,0.124,0.0365,"mg/L",49.3872,-121.4508,"River/Stream"
"8752",2011-08-30,"AL11AA0002",5.37,0.017,0.011,"mg/L",49.0897,-112.4017,"River/Stream"
"8753",2011-08-30,"AL11AA0003",1.62,0.115,0.158,"mg/L",49.1242,-110.8942,"River/Stream"
"8754",2011-08-30,"BC08HB0018",0.8,0.0032,0.0755,"mg/L",49.8128,-125.2028,"River/Stream"
"8755",2011-08-30,"BC08MC0001",2,0.0761,0.021,"mg/L",52.5296,-122.4423,"River/Stream"
"8756",2011-08-30,"BC08MH0453",2.3,0.0784,0.0385,"mg/L",49.1485,-123.0387,"River/Stream"
"8757",2011-08-30,"BC08NB0002",0.5,0.017,0.053,"mg/L",51.3834,-117.4504,"River/Stream"
"8758",2011-08-30,"BC08ND0003",0.5,0.002,0.057,"mg/L",51.2138,-117.6958,"River/Stream"
"8759",2011-08-30,"BC08NE0005",1.7,0.0067,0.0395,"mg/L",49.1769,-117.7175,"River/Stream"
"8760",2011-08-30,"BC08NL0001",0.5,0.0054,0.002,"mg/L",49.4586,-120.504,"River/Stream"
"8761",2011-08-31,"AL05AK0001",2.45,0.015,0.117,"mg/L",50.7375,-110.0956,"River/Stream"
"8762",2011-08-31,"AL05CK0001",5.63,0.059,0.01,"mg/L",50.9028,-110.2969,"River/Stream"
"8763",2011-08-31,"BC08LG0001",4.8,0.0117,0.004,"mg/L",50.425,-121.3164,"River/Stream"
"8764",2011-09-01,"BC08LF0001",2.2,0.0071,0.046,"mg/L",50.4208,-121.3414,"River/Stream"
"8765",2011-09-01,"NW06MA0001",3.4,0.01,0.01,"mg/L",64.7731,-97.0678,"River/Stream"
"8766",2011-09-06,"BC08KA0007",1.3,0.0035,0.01,"mg/L",52.9878,-119.0101,"River/Stream"
"8767",2011-09-06,"BC08KE0010",5.7,0.016,0.002,"mg/L",53.9272,-122.765,"River/Stream"
"8768",2011-09-06,"BC08KH0012",2.7,0.0092,0.002,"mg/L",52.4033,-121.4342,"River/Stream"
"8769",2011-09-06,"BC08LC0005",1.3,0.0081,0.005,"mg/L",50.6848,-119.07,"River/Stream"
"8770",2011-09-06,"BC08MB0007",1.1,0.0192,0.007,"mg/L",52.072,-123.2614,"River/Stream"
"8771",2011-09-06,"BC08MC0001",3.7,0.0305,0.0315,"mg/L",52.5296,-122.4423,"River/Stream"
"8772",2011-09-06,"BC08NA0048",0.8,0.0135,0.007,"mg/L",51.2438,-116.9126,"River/Stream"
"8773",2011-09-06,"BC08NE0001",1.4,0.0079,0.044,"mg/L",49.0161,-117.6039,"River/Stream"
"8774",2011-09-06,"BC08NG0009",0.8,0.0096,0.051,"mg/L",49.5279,-115.5492,"River/Stream"
"8775",2011-09-06,"BC08NN0011",1.6,0.0047,0.042,"mg/L",49.0047,-118.7762,"River/Stream"
"8776",2011-09-06,"MA05OC0001",10.9,0.539,0.446,"mg/L",49.0081,-97.2108,"River/Stream"
"8777",2011-09-07,"BC08GA0010",0.5,0.0067,0.044,"mg/L",50.058,-123.099,"River/Stream"
"8778",2011-09-07,"BC08NA0033",0.5,0.007,0.053,"mg/L",51.4192,-116.4378,"River/Stream"
"8779",2011-09-07,"BC08NF0001",0.5,0.002,0.057,"mg/L",50.8856,-116.0431,"River/Stream"
"8780",2011-09-07,"BC08NL0005",1.8,0.0045,0.017,"mg/L",49.0788,-119.7098,"River/Stream"
"8781",2011-09-07,"MA05OB0001",13.3,0.388,0.01,"mg/L",49.0314,-98.2778,"River/Stream"
"8782",2011-09-07,"YT08AA0010",2,0.077,0.002,"mg/L",60.7478,-137.5036,"River/Stream"
"8783",2011-09-08,"BC08CG0001",1.7,1.61,0.047,"mg/L",56.7389,-131.6731,"River/Stream"
"8784",2011-09-08,"BC08MH0027",2.3,0.0524,3.35,"mg/L",49.0024,-122.2323,"River/Stream"
"8785",2011-09-08,"BC08MH0269",0.8,0.0021,0.154,"mg/L",49.2421,-122.5961,"River/Stream"
"8786",2011-09-08,"MA05PF0022",9.88,0.024,0.011,"mg/L",50.3008,-95.5556,"River/Stream"
"8787",2011-09-09,"NW10PC0019",3.3,0.01,0.01,"mg/L",67.2289,-115.8881,"River/Stream"
"8788",2011-09-10,"YT10AA0001",1.7,0.007,0.002,"mg/L",60.0477,-128.9018,"River/Stream"
"8789",2011-09-11,"YT09BC0021",3,0.0034,0.047,"mg/L",62.3751,-133.5437,"River/Stream"
"8790",2011-09-12,"BC08EF0001",2.3,0.054,0.002,"mg/L",54.6344,-128.4092,"River/Stream"
"8791",2011-09-12,"BC08HD0004",1.8,0.0152,0.0675,"mg/L",50.0267,-125.2967,"River/Stream"
"8792",2011-09-12,"BC08MC0001",3.6,0.0319,0.0325,"mg/L",52.5296,-122.4423,"River/Stream"
"8793",2011-09-12,"BC08MF0001",2.7,0.0696,0.035,"mg/L",49.3872,-121.4508,"River/Stream"
"8794",2011-09-12,"BC08NE0001",1.6,0.0046,0.038,"mg/L",49.0161,-117.6039,"River/Stream"
"8795",2011-09-12,"BC08NE0005",1.2,0.0067,0.032,"mg/L",49.1769,-117.7175,"River/Stream"
"8796",2011-09-12,"YT10MD0001",2.5,0.01,0.18,"mg/L",69.3264,-139.5672,"River/Stream"
"8797",2011-09-13,"AL07NB0001",4.6,0.12,0.11,"mg/L",59.8692,-111.5858,"River/Stream"
"8798",2011-09-13,"BC07FD0005",3.3,0.0142,0.035,"mg/L",56.1261,-120.0564,"River/Stream"
"8799",2011-09-13,"BC08HB0018",1.2,0.0052,0.147,"mg/L",49.8128,-125.2028,"River/Stream"
"8800",2011-09-13,"BC08MB0007",1,0.0179,0.002,"mg/L",52.072,-123.2614,"River/Stream"
"8801",2011-09-13,"BC08NB0002",0.5,0.024,0.042,"mg/L",51.3834,-117.4504,"River/Stream"
"8802",2011-09-13,"BC08ND0003",0.5,0.003,0.053,"mg/L",51.2138,-117.6958,"River/Stream"
"8803",2011-09-13,"BC08NL0001",1.4,0.003,0.002,"mg/L",49.4586,-120.504,"River/Stream"
"8804",2011-09-13,"NW10LA0003",4.2,0.05,0.1,"mg/L",67.4561,-133.7369,"River/Stream"
"8805",2011-09-13,"NW10MC0001",2.9,0.14,0.16,"mg/L",67.2206,-134.9456,"River/Stream"
"8806",2011-09-13,"US05NF0001",19.6,0.464,0.01,"mg/L",48.9997,-100.9,"River/Stream"
"8807",2011-09-14,"AL07DD0001",7.47,0.048,0.01,"mg/L",58.1725,-111.3703,"River/Stream"
"8808",2011-09-14,"AL07KC0001",3.99,0.06,0.01,"mg/L",59.1139,-112.4264,"River/Stream"
"8809",2011-09-14,"BC08FC0001",12,0.0663,0.002,"mg/L",52.4676,-125.2936,"River/Stream"
"8810",2011-09-14,"BC08LF0001",1.7,0.0054,0.048,"mg/L",50.4208,-121.3414,"River/Stream"
"8811",2011-09-14,"NW07RD0001",2.3,0.01,0.01,"mg/L",62.8889,-108.4719,"River/Stream"
"8812",2011-09-14,"NW10KA0001",4.2,0.06,0.09,"mg/L",65.2817,-126.8492,"River/Stream"
"8813",2011-09-14,"YT09AB0006",0.7,0.0023,0.002,"mg/L",60.5792,-134.6865,"River/Stream"
"8814",2011-09-14,"YT09AB0008",0.5,0.0125,0.002,"mg/L",60.8353,-135.1803,"River/Stream"
"8815",2011-09-15,"BC08MH0453",2.1,0.0299,0.042,"mg/L",49.1485,-123.0387,"River/Stream"
"8816",2011-09-16,"NW10JC0001",2,0.01,0.11,"mg/L",65.1358,-123.5139,"River/Stream"
"8817",2011-09-19,"AL05AD0005",0.891,0.002,0.078,"mg/L",49.1139,-113.8389,"River/Stream"
"8818",2011-09-19,"AL05AD0060",0.489,0.002,0.073,"mg/L",49.0517,-113.6853,"River/Stream"
"8819",2011-09-19,"BC08KH0012",1.8,0.0073,0.002,"mg/L",52.4033,-121.4342,"River/Stream"
"8820",2011-09-19,"BC08LC0005",1.3,0.0068,0.003,"mg/L",50.6848,-119.07,"River/Stream"
"8821",2011-09-19,"BC08NA0033",0.5,0.003,0.061,"mg/L",51.4192,-116.4378,"River/Stream"
"8822",2011-09-19,"BC08NH0005",0.9,0.0111,0.0955,"mg/L",49.1169,-116.5794,"River/Stream"
"8823",2011-09-19,"BC08NL0005",0.8,0.0043,0.019,"mg/L",49.0788,-119.7098,"River/Stream"
"8824",2011-09-19,"BC08NN0021",1,0.0058,0.035,"mg/L",49.0197,-118.4747,"River/Stream"
"8825",2011-09-19,"MA05OC0001",10.6,0.378,0.278,"mg/L",49.0081,-97.2108,"River/Stream"
"8826",2011-09-19,"SA05JM0014",13.1,0.37,0.116,"mg/L",50.4839,-101.5431,"River/Stream"
"8827",2011-09-19,"YT09EA0001",0.8,0.0035,0.049,"mg/L",64.1554,-139.3973,"River/Stream"
"8828",2011-09-20,"BC08GA0010",0.8,0.0092,0.053,"mg/L",50.058,-123.099,"River/Stream"
"8829",2011-09-20,"BC08KA0007",1.2,0.0037,0.028,"mg/L",52.9878,-119.0101,"River/Stream"
"8830",2011-09-20,"BC08NB0002",0.7,0.005,0.072,"mg/L",51.3834,-117.4504,"River/Stream"
"8831",2011-09-20,"BC08ND0003",0.6,0.002,0.078,"mg/L",51.2138,-117.6958,"River/Stream"
"8832",2011-09-20,"BC08NK0003",0.9,0.0015,0.969,"mg/L",49.1797,-115.167,"River/Stream"
"8833",2011-09-20,"SA05MD0002",18.75,0.2175,0.01,"mg/L",51.5331,-101.8889,"River/Stream"
"8834",2011-09-21,"AL11AA0002",5.32,0.016,0.025,"mg/L",49.0897,-112.4017,"River/Stream"
"8835",2011-09-21,"AL11AA0003",1.28,0.036,0.113,"mg/L",49.1242,-110.8942,"River/Stream"
"8836",2011-09-21,"BC08KE0010",5.7,0.0115,0.002,"mg/L",53.9272,-122.765,"River/Stream"
"8837",2011-09-21,"BC08NF0001",0.5,0.002,0.059,"mg/L",50.8856,-116.0431,"River/Stream"
"8838",2011-09-21,"MA05KH0001",9.735,0.0675,0.0105,"mg/L",53.8417,-101.3344,"River/Stream"
"8839",2011-09-21,"SA05KH0002",19.3,0.108,0.114,"mg/L",53.6,-102.1167,"River/Stream"
"8840",2011-09-21,"SA05LC0001",16,0.019,0.01,"mg/L",52.8667,-102.1831,"River/Stream"
"8841",2011-09-22,"AL05AK0001",2.63,0.049,0.01,"mg/L",50.7375,-110.0956,"River/Stream"
"8842",2011-09-22,"AL05CK0001",4.12,0.014,0.1,"mg/L",50.9028,-110.2969,"River/Stream"
"8843",2011-09-22,"BC08MH0027",1.8,0.0969,2.91,"mg/L",49.0024,-122.2323,"River/Stream"
"8844",2011-09-22,"BC08MH0269",1.5,0.0049,0.179,"mg/L",49.2421,-122.5961,"River/Stream"
"8845",2011-09-22,"BC08NE0001",0.5,0.0065,0.04,"mg/L",49.0161,-117.6039,"River/Stream"
"8846",2011-09-22,"BC08NE0029",1.8,0.0127,0.006,"mg/L",49.0031,-117.6167,"River/Stream"
"8847",2011-09-25,"BC08EF0001",4,0.063,0.033,"mg/L",54.6344,-128.4092,"River/Stream"
"8848",2011-09-26,"AL05BE0013",0.561,0.005,0.06,"mg/L",51.1228,-115.3867,"River/Stream"
"8849",2011-09-26,"BC08FC0001",16,0.112,0.0135,"mg/L",52.4676,-125.2936,"River/Stream"
"8850",2011-09-26,"BC08HB0019",3.8,0.0072,0.036,"mg/L",49.3011,-124.2756,"River/Stream"
"8851",2011-09-26,"BC08NE0001",1.1,0.0056,0.051,"mg/L",49.0161,-117.6039,"River/Stream"
"8852",2011-09-26,"BC08NE0005",1.3,0.0065,0.048,"mg/L",49.1769,-117.7175,"River/Stream"
"8853",2011-09-26,"YT09DD0008",4.7,0.0079,0.035,"mg/L",63.9141,-135.7232,"River/Stream"
"8854",2011-09-27,"AL05BA0011",0.7,0.002,0.043,"mg/L",51.4433,-116.2117,"River/Stream"
"8855",2011-09-27,"AL05DA0001",0.251,0.01,0.062,"mg/L",52.0028,-116.4719,"River/Stream"
"8856",2011-09-27,"BC08HB0018",4.2,0.0242,0.058,"mg/L",49.8128,-125.2028,"River/Stream"
"8857",2011-09-27,"BC08HD0004",2.7,0.0325,0.062,"mg/L",50.0267,-125.2967,"River/Stream"
"8858",2011-09-27,"BC08NL0001",1.5,0.0117,0.003,"mg/L",49.4586,-120.504,"River/Stream"
"8859",2011-09-27,"YT10AA0001",1.7,0.011,0.023,"mg/L",60.0477,-128.9018,"River/Stream"
"8860",2011-09-28,"AL05EF0003",2.83,0.018,0.111,"mg/L",53.6014,-110.0083,"River/Stream"
"8861",2011-09-28,"AL06AD0001",13.9,0.04,0.05,"mg/L",54.3542,-110.2119,"River/Stream"
"8862",2011-09-28,"BC08LF0001",1.3,0.0133,0.066,"mg/L",50.4208,-121.3414,"River/Stream"
"8863",2011-09-28,"BC08LG0001",2.76,0.111,0.0127,"mg/L",50.425,-121.3164,"River/Stream"
"8864",2011-09-28,"SA05FE0001",17.1,0.143,0.016,"mg/L",52.9403,-109.8733,"River/Stream"
"8865",2011-09-29,"BC08MH0453",2.1,0.0636,0.0705,"mg/L",49.1485,-123.0387,"River/Stream"
"8866",2011-09-29,"YT08AB0009",0.5,0.047,0.037,"mg/L",60.1192,-137.9742,"River/Stream"
"8867",2011-10-02,"BC07FD0005",3.2,0.0125,0.022,"mg/L",56.1261,-120.0564,"River/Stream"
"8868",2011-10-02,"BC08NG0009",0.6,0.0085,0.058,"mg/L",49.5279,-115.5492,"River/Stream"
"8869",2011-10-03,"BC08KE0010",5.7,0.018,0.003,"mg/L",53.9272,-122.765,"River/Stream"
"8870",2011-10-03,"BC08KH0012",2.2,0.0068,0.002,"mg/L",52.4033,-121.4342,"River/Stream"
"8871",2011-10-03,"BC08MC0001",3.9,0.0642,0.044,"mg/L",52.5296,-122.4423,"River/Stream"
"8872",2011-10-03,"BC08NF0001",0.5,0.006,0.062,"mg/L",50.8856,-116.0431,"River/Stream"
"8873",2011-10-04,"BC08LC0005",1.9,0.0082,0.018,"mg/L",50.6848,-119.07,"River/Stream"
"8874",2011-10-04,"BC08MB0007",0.9,0.0205,0.0025,"mg/L",52.072,-123.2614,"River/Stream"
"8875",2011-10-04,"BC08NA0033",0.5,0.002,0.075,"mg/L",51.4192,-116.4378,"River/Stream"
"8876",2011-10-04,"BC08NB0002",0.5,0.003,0.09,"mg/L",51.3834,-117.4504,"River/Stream"
"8877",2011-10-04,"BC08ND0003",0.5,0.003,0.103,"mg/L",51.2138,-117.6958,"River/Stream"
"8878",2011-10-04,"BC08NE0001",1.2,0.006,0.053,"mg/L",49.0161,-117.6039,"River/Stream"
"8879",2011-10-04,"BC08NL0005",1.1,0.0043,0.014,"mg/L",49.0788,-119.7098,"River/Stream"
"8880",2011-10-04,"BC08NN0011",1.5,0.0044,0.039,"mg/L",49.0047,-118.7762,"River/Stream"
"8881",2011-10-04,"NW10ED0002",3.7,0.03,0.11,"mg/L",61.7397,-121.2194,"River/Stream"
