"","DATE_COL","SITE_ID","DOC","TP","NO3 as N","UNITS","LAT","LON","ECO_TYPE"
"5220",2008-10-06,"BC08NK0004",1.1,0.0033,0.884,"mg/L",49.6643,-114.9041,"River/Stream"
"5221",2008-10-07,"AL05BE0013",0.618,0.002,0.069,"mg/L",51.1228,-115.3867,"River/Stream"
"5222",2008-10-07,"BC08GA0010",1.9,0.0105,0.049,"mg/L",50.058,-123.099,"River/Stream"
"5223",2008-10-07,"BC08HD0004",3,0.034,0.117,"mg/L",50.0267,-125.2967,"River/Stream"
"5224",2008-10-07,"BC08NL0001",2.1,0.0042,0.002,"mg/L",49.4586,-120.504,"River/Stream"
"5225",2008-10-07,"BC08NL0005",1.8,0.0042,0.006,"mg/L",49.0788,-119.7098,"River/Stream"
"5226",2008-10-07,"BC08NM0001",4.2,0.0108,0.071,"mg/L",49.1144,-119.565,"River/Stream"
"5227",2008-10-07,"MA05OC0001",9.68,0.257,0.14,"mg/L",49.0081,-97.2108,"River/Stream"
"5228",2008-10-07,"NW10EA0004",2.2,0.01,0.22,"mg/L",61.5331,-125.4056,"River/Stream"
"5229",2008-10-07,"NW10EA0008",1.1,0.01,0.17,"mg/L",61.4278,-126.63,"River/Stream"
"5230",2008-10-07,"NW10EB0016",1.3,0.01,0.16,"mg/L",61.6364,-125.7967,"River/Stream"
"5231",2008-10-07,"NW10EC0006",0.8,0.01,0.34,"mg/L",61.5469,-124.7889,"River/Stream"
"5232",2008-10-07,"NW10EC0014",0.7,0.01,0.29,"mg/L",61.2839,-124.4464,"River/Stream"
"5233",2008-10-07,"NW10EC0017",1.5,0.04,0.08,"mg/L",61.0989,-123.59,"River/Stream"
"5234",2008-10-07,"NW10EC0019",0.8,0.01,0.21,"mg/L",61.3478,-124.4164,"River/Stream"
"5235",2008-10-07,"NW10EC0020",1,0.01,0.06,"mg/L",61.605,-124.8173,"River/Stream"
"5236",2008-10-08,"AL05BA0011",0.636,0.002,0.055,"mg/L",51.4433,-116.2117,"River/Stream"
"5237",2008-10-08,"AL05DA0001",0.237,0.002,0.083,"mg/L",52.0028,-116.4719,"River/Stream"
"5238",2008-10-08,"BC08FC0001",6.3,0.117,0.004,"mg/L",52.4676,-125.2936,"River/Stream"
"5239",2008-10-08,"BC08HB0019",3.8,0.0043,0.013,"mg/L",49.3011,-124.2756,"River/Stream"
"5240",2008-10-08,"BC08MH0027",3.5,0.0608,2.115,"mg/L",49.0024,-122.2323,"River/Stream"
"5241",2008-10-08,"BC08MH0269",4,0.0046,0.112,"mg/L",49.2421,-122.5961,"River/Stream"
"5242",2008-10-08,"MA05OB0001",7.87,0.246,0.01,"mg/L",49.0314,-98.2778,"River/Stream"
"5243",2008-10-08,"MA05PF0022",10.3,0.031,0.048,"mg/L",50.3008,-95.5556,"River/Stream"
"5244",2008-10-08,"YT08AA0010",1.3,0.017,0.01,"mg/L",60.7478,-137.5036,"River/Stream"
"5245",2008-10-09,"BC08NE0001",1.3,0.0074,0.072,"mg/L",49.0161,-117.6039,"River/Stream"
"5246",2008-10-09,"BC08NE0005",1.4,0.0093,0.063,"mg/L",49.1769,-117.7175,"River/Stream"
"5247",2008-10-09,"BC08NE0029",1.5,0.0132,0.011,"mg/L",49.0031,-117.6167,"River/Stream"
"5248",2008-10-09,"YT08AB0009",0.5,0.024,0.022,"mg/L",60.1192,-137.9742,"River/Stream"
"5249",2008-10-12,"YT09BC0021",0.7,0.0024,0.078,"mg/L",62.3751,-133.5437,"River/Stream"
"5250",2008-10-13,"MA05OC0001",8.54,0.285,0.058,"mg/L",49.0081,-97.2108,"River/Stream"
"5251",2008-10-14,"BC08NB0002",0.5,0.003,0.099,"mg/L",51.3834,-117.4504,"River/Stream"
"5252",2008-10-14,"BC08ND0003",0.5,0.015,0.112,"mg/L",51.2138,-117.6958,"River/Stream"
"5253",2008-10-14,"BC08NH0005",3.6,0.0085,0.07,"mg/L",49.1169,-116.5794,"River/Stream"
"5254",2008-10-14,"YT09AB0006",0.5,0.0042,0.002,"mg/L",60.5792,-134.6865,"River/Stream"
"5255",2008-10-14,"YT09AB0008",0.7,0.0059,0.002,"mg/L",60.8353,-135.1803,"River/Stream"
"5256",2008-10-14,"YT10AA0001",0.6,0.007,0.029,"mg/L",60.0477,-128.9018,"River/Stream"
"5257",2008-10-15,"AL05EF0003",1.75,0.016,0.127,"mg/L",53.6014,-110.0083,"River/Stream"
"5258",2008-10-15,"BC08LE0004",5.2,0.0512,0.004,"mg/L",50.6914,-119.3289,"River/Stream"
"5259",2008-10-15,"BC08LF0001",1,0.0066,0.045,"mg/L",50.4208,-121.3414,"River/Stream"
"5260",2008-10-15,"BC08LG0001",4.5,0.0112,0.006,"mg/L",50.425,-121.3164,"River/Stream"
"5261",2008-10-15,"BC08MH0453",4.7,0.0231,0.033,"mg/L",49.1485,-123.0387,"River/Stream"
"5262",2008-10-15,"BC08NF0001",0.5,0.002,0.068,"mg/L",50.8856,-116.0431,"River/Stream"
"5263",2008-10-15,"SA05FE0001",8.25,0.046,0.01,"mg/L",52.9403,-109.8733,"River/Stream"
"5264",2008-10-16,"AL06AD0001",12.6,0.034,0.013,"mg/L",54.3542,-110.2119,"River/Stream"
"5265",2008-10-16,"BC08NE0001",3.5,0.0077,0.041,"mg/L",49.0161,-117.6039,"River/Stream"
"5266",2008-10-16,"BC08NE0005",3.2,0.0066,0.045,"mg/L",49.1769,-117.7175,"River/Stream"
"5267",2008-10-16,"SA06AF0001",6.87,0.01,0.01,"mg/L",54.5667,-109.8361,"River/Stream"
"5268",2008-10-19,"BC08EF0001",1.5,0.005,0.038,"mg/L",54.6344,-128.4092,"River/Stream"
"5269",2008-10-19,"BC08NK0003",0.5,0.0029,0.769,"mg/L",49.1797,-115.167,"River/Stream"
"5270",2008-10-19,"BC08NK0004",0.5,0.0034,1.06,"mg/L",49.6643,-114.9041,"River/Stream"
"5271",2008-10-19,"BC08NM0001",3.7,0.0138,0.073,"mg/L",49.1144,-119.565,"River/Stream"
"5272",2008-10-20,"BC08HD0004",3,0.0212,0.06,"mg/L",50.0267,-125.2967,"River/Stream"
"5273",2008-10-20,"BC08KA0007",0.5,0.0023,0.029,"mg/L",52.9878,-119.0101,"River/Stream"
"5274",2008-10-20,"BC08MH0027",4.6,0.129,1.335,"mg/L",49.0024,-122.2323,"River/Stream"
"5275",2008-10-20,"BC08MH0269",3.2,0.0081,0.067,"mg/L",49.2421,-122.5961,"River/Stream"
"5276",2008-10-20,"BC08NA0033",0.5,0.005,0.122,"mg/L",51.4192,-116.4378,"River/Stream"
"5277",2008-10-20,"MA05OC0001",10.1,0.613,0.792,"mg/L",49.0081,-97.2108,"River/Stream"
"5278",2008-10-20,"SA05MD0002",17.85,0.2635,0.01,"mg/L",51.5331,-101.8889,"River/Stream"
"5279",2008-10-21,"BC08HB0019",1.9,0.0025,0.006,"mg/L",49.3011,-124.2756,"River/Stream"
"5280",2008-10-21,"BC08KH0012",3.2,0.0077,0.0175,"mg/L",52.4033,-121.4342,"River/Stream"
"5281",2008-10-21,"BC08NE0001",1.4,0.0066,0.055,"mg/L",49.0161,-117.6039,"River/Stream"
"5282",2008-10-21,"BC08NG0009",1,0.0076,0.078,"mg/L",49.5279,-115.5492,"River/Stream"
"5283",2008-10-21,"BC08NL0001",1.7,0.0035,0.002,"mg/L",49.4586,-120.504,"River/Stream"
"5284",2008-10-21,"BC08NL0005",1.9,0.0035,0.003,"mg/L",49.0788,-119.7098,"River/Stream"
"5285",2008-10-22,"AL05AK0001",1.91,0.012,0.536,"mg/L",50.7375,-110.0956,"River/Stream"
"5286",2008-10-22,"AL05CK0001",3.58,0.157,0.062,"mg/L",50.9028,-110.2969,"River/Stream"
"5287",2008-10-22,"BC08FC0001",7.3,0.109,0.002,"mg/L",52.4676,-125.2936,"River/Stream"
"5288",2008-10-22,"BC08MF0001",2.6,0.0252,0.049,"mg/L",49.3872,-121.4508,"River/Stream"
"5289",2008-10-22,"MA05KH0001",4.195,0.06,0.01,"mg/L",53.8417,-101.3344,"River/Stream"
"5290",2008-10-22,"SA05KH0002",10.5,0.038,0.01,"mg/L",53.6,-102.1167,"River/Stream"
"5291",2008-10-22,"SA06EA0003",6.56,0.015,0.01,"mg/L",55.6081,-102.1956,"River/Stream"
"5292",2008-10-22,"YT08AA0010",0.8,0.027,0.021,"mg/L",60.7478,-137.5036,"River/Stream"
"5293",2008-10-23,"AL11AA0002",3.74,0.008,0.151,"mg/L",49.0897,-112.4017,"River/Stream"
"5294",2008-10-23,"AL11AA0003",2.46,0.012,0.01,"mg/L",49.1242,-110.8942,"River/Stream"
"5295",2008-10-23,"SA05LC0001",12.8,0.0305,0.01,"mg/L",52.8667,-102.1831,"River/Stream"
"5296",2008-10-26,"BC08MB0007",4,0.0246,0.003,"mg/L",52.072,-123.2614,"River/Stream"
"5297",2008-10-26,"YT09BC0021",1.1,0.0032,0.142,"mg/L",62.3751,-133.5437,"River/Stream"
"5298",2008-10-27,"AL05AD0005",1.02,0.006,0.092,"mg/L",49.1139,-113.8389,"River/Stream"
"5299",2008-10-27,"AL05AD0060",0.507,0.002,0.088,"mg/L",49.0517,-113.6853,"River/Stream"
"5300",2008-10-27,"BC08NB0002",0.5,0.002,0.158,"mg/L",51.3834,-117.4504,"River/Stream"
"5301",2008-10-27,"BC08ND0003",0.5,0.004,0.167,"mg/L",51.2138,-117.6958,"River/Stream"
"5302",2008-10-27,"BC08NH0005",4,0.0073,0.1,"mg/L",49.1169,-116.5794,"River/Stream"
"5303",2008-10-27,"MA05OC0001",11.7,0.347,0.517,"mg/L",49.0081,-97.2108,"River/Stream"
"5304",2008-10-27,"SA05JM0014",17.9,0.259,0.01,"mg/L",50.4839,-101.5431,"River/Stream"
"5305",2008-10-28,"BC08LE0004",4.4,0.0433,0.015,"mg/L",50.6914,-119.3289,"River/Stream"
"5306",2008-10-29,"BC08LF0001",3.3,0.0052,0.073,"mg/L",50.4208,-121.3414,"River/Stream"
"5307",2008-10-30,"BC08NE0001",1.3,0.0113,0.074,"mg/L",49.0161,-117.6039,"River/Stream"
"5308",2008-10-30,"BC08NE0005",1.2,0.0056,0.069,"mg/L",49.1769,-117.7175,"River/Stream"
"5309",2008-10-30,"MA05PF0022",9.69,0.03,0.052,"mg/L",50.3008,-95.5556,"River/Stream"
"5310",2008-11-02,"BC08EF0001",2.4,0.012,0.114,"mg/L",54.6344,-128.4092,"River/Stream"
"5311",2008-11-02,"BC08NA0048",1,0.0042,0.082,"mg/L",51.2438,-116.9126,"River/Stream"
"5312",2008-11-02,"BC08NG0009",1.1,0.0067,0.076,"mg/L",49.5279,-115.5492,"River/Stream"
"5313",2008-11-03,"AL05AK0001",1.79,0.015,0.646,"mg/L",50.7375,-110.0956,"River/Stream"
"5314",2008-11-03,"AL05CK0001",3.54,0.046,0.01,"mg/L",50.9028,-110.2969,"River/Stream"
"5315",2008-11-03,"BC08GA0010",0.9,0.0092,0.079,"mg/L",50.058,-123.099,"River/Stream"
"5316",2008-11-03,"BC08HD0004",3.5,0.0354,0.19,"mg/L",50.0267,-125.2967,"River/Stream"
"5317",2008-11-03,"BC08NA0033",0.5,0.004,0.125,"mg/L",51.4192,-116.4378,"River/Stream"
"5318",2008-11-04,"AL11AA0002",3.5,0.006,0.184,"mg/L",49.0897,-112.4017,"River/Stream"
"5319",2008-11-04,"AL11AA0003",2.5,0.011,0.01,"mg/L",49.1242,-110.8942,"River/Stream"
"5320",2008-11-04,"BC08KA0007",0.5,0.0024,0.054,"mg/L",52.9878,-119.0101,"River/Stream"
"5321",2008-11-04,"BC08KH0012",2.2,0.0081,0.036,"mg/L",52.4033,-121.4342,"River/Stream"
"5322",2008-11-04,"BC08NK0003",0.5,0.0082,0.822,"mg/L",49.1797,-115.167,"River/Stream"
"5323",2008-11-04,"BC08NK0004",0.5,0.0046,1.41,"mg/L",49.6643,-114.9041,"River/Stream"
"5324",2008-11-04,"BC08NL0001",1.5,0.0033,0.003,"mg/L",49.4586,-120.504,"River/Stream"
"5325",2008-11-04,"BC08NL0005",2.2,0.0035,0.022,"mg/L",49.0788,-119.7098,"River/Stream"
"5326",2008-11-04,"MA05OB0001",7.6,0.148,0.01,"mg/L",49.0314,-98.2778,"River/Stream"
"5327",2008-11-05,"BC08HB0019",2.4,0.0052,0.047,"mg/L",49.3011,-124.2756,"River/Stream"
"5328",2008-11-05,"BC08MH0027",7.6,0.303,3.845,"mg/L",49.0024,-122.2323,"River/Stream"
"5329",2008-11-05,"BC08MH0269",3.7,0.0043,0.178,"mg/L",49.2421,-122.5961,"River/Stream"
"5330",2008-11-05,"MA05OC0001",10.9,0.367,0.974,"mg/L",49.0081,-97.2108,"River/Stream"
"5331",2008-11-05,"YT08AA0010",0.5,0.017,0.02,"mg/L",60.7478,-137.5036,"River/Stream"
"5332",2008-11-06,"BC08NE0001",0.8,0.0086,0.092,"mg/L",49.0161,-117.6039,"River/Stream"
"5333",2008-11-06,"MA05PF0022",9.68,0.034,0.057,"mg/L",50.3008,-95.5556,"River/Stream"
"5334",2008-11-08,"YT10AA0001",1.2,0.007,0.054,"mg/L",60.0477,-128.9018,"River/Stream"
"5335",2008-11-09,"YT09BC0021",0.7,0.0037,0.126,"mg/L",62.3751,-133.5437,"River/Stream"
"5336",2008-11-10,"BC08NB0002",0.5,0.002,0.149,"mg/L",51.3834,-117.4504,"River/Stream"
"5337",2008-11-10,"BC08ND0003",0.5,0.002,0.159,"mg/L",51.2138,-117.6958,"River/Stream"
"5338",2008-11-10,"BC08NH0005",1.3,0.0057,0.191,"mg/L",49.1169,-116.5794,"River/Stream"
"5339",2008-11-10,"MA05OC0001",11.1,0.48,1.24,"mg/L",49.0081,-97.2108,"River/Stream"
"5340",2008-11-11,"BC08MB0007",3.7,0.0278,0.006,"mg/L",52.072,-123.2614,"River/Stream"
"5341",2008-11-12,"AL05EF0003",1.81,0.015,0.248,"mg/L",53.6014,-110.0083,"River/Stream"
"5342",2008-11-12,"BC08FC0001",7.4,0.0745,0.008,"mg/L",52.4676,-125.2936,"River/Stream"
"5343",2008-11-12,"BC08LE0004",2.7,0.0536,0.03,"mg/L",50.6914,-119.3289,"River/Stream"
"5344",2008-11-12,"SA05FE0001",7.95,0.042,0.01,"mg/L",52.9403,-109.8733,"River/Stream"
"5345",2008-11-13,"AL06AD0001",12.3,0.036,0.054,"mg/L",54.3542,-110.2119,"River/Stream"
"5346",2008-11-13,"BC08MF0001",3.9,0.0899,0.071,"mg/L",49.3872,-121.4508,"River/Stream"
"5347",2008-11-13,"BC08NE0001",2.7,0.0112,0.087,"mg/L",49.0161,-117.6039,"River/Stream"
"5348",2008-11-13,"BC08NE0005",3,0.0062,0.094,"mg/L",49.1769,-117.7175,"River/Stream"
"5349",2008-11-16,"BC08EF0001",3.2,0.006,0.075,"mg/L",54.6344,-128.4092,"River/Stream"
"5350",2008-11-16,"BC08NK0004",1,0.0032,1.02,"mg/L",49.6643,-114.9041,"River/Stream"
"5351",2008-11-16,"BC08NM0001",4.2,0.0156,0.125,"mg/L",49.1144,-119.565,"River/Stream"
"5352",2008-11-17,"AL05BE0013",0.558,0.002,0.08,"mg/L",51.1228,-115.3867,"River/Stream"
"5353",2008-11-17,"BC08GA0010",1.1,0.008,0.089,"mg/L",50.058,-123.099,"River/Stream"
"5354",2008-11-17,"BC08HD0004",4.5,0.015,0.171,"mg/L",50.0267,-125.2967,"River/Stream"
"5355",2008-11-17,"BC08KA0007",1.5,0.002,0.063,"mg/L",52.9878,-119.0101,"River/Stream"
"5356",2008-11-17,"BC08KH0012",3.9,0.008,0.041,"mg/L",52.4033,-121.4342,"River/Stream"
"5357",2008-11-17,"BC08NA0033",0.5,0.002,0.127,"mg/L",51.4192,-116.4378,"River/Stream"
"5358",2008-11-17,"BC08NG0009",1,0.0034,0.081,"mg/L",49.5279,-115.5492,"River/Stream"
"5359",2008-11-17,"BC08NK0003",0.9,0.0081,0.704,"mg/L",49.1797,-115.167,"River/Stream"
"5360",2008-11-17,"MA05OC0001",12.7,0.335,0.704,"mg/L",49.0081,-97.2108,"River/Stream"
"5361",2008-11-17,"YT09DD0008",2.9,0.0062,0.069,"mg/L",63.9141,-135.7232,"River/Stream"
"5362",2008-11-18,"AL05BA0011",0.561,0.002,0.082,"mg/L",51.4433,-116.2117,"River/Stream"
"5363",2008-11-18,"AL07AA0015",0.335,0.002,0.092,"mg/L",52.6644,-117.8808,"River/Stream"
"5364",2008-11-18,"AL07AA0023",0.422,0.002,0.087,"mg/L",53.0417,-118.0872,"River/Stream"
"5365",2008-11-18,"BC08HB0019",3,0.0068,0.038,"mg/L",49.3011,-124.2756,"River/Stream"
"5366",2008-11-18,"BC08NL0001",3.3,0.0039,0.027,"mg/L",49.4586,-120.504,"River/Stream"
"5367",2008-11-18,"BC08NL0005",3.6,0.0094,0.017,"mg/L",49.0788,-119.7098,"River/Stream"
"5368",2008-11-18,"SA05JM0014",8.62,0.181,0.066,"mg/L",50.4839,-101.5431,"River/Stream"
"5369",2008-11-18,"YT09AB0006",0.5,0.0029,0.007,"mg/L",60.5792,-134.6865,"River/Stream"
"5370",2008-11-18,"YT09AB0008",0.6,0.0037,0.01,"mg/L",60.8353,-135.1803,"River/Stream"
"5371",2008-11-19,"AL05DA0001",0.252,0.002,0.106,"mg/L",52.0028,-116.4719,"River/Stream"
"5372",2008-11-19,"BC08LF0001",2.5,0.0068,0.089,"mg/L",50.4208,-121.3414,"River/Stream"
"5373",2008-11-19,"BC08NE0001",1.7,0.0102,0.1,"mg/L",49.0161,-117.6039,"River/Stream"
"5374",2008-11-19,"YT08AA0010",0.8,0.01,0.035,"mg/L",60.7478,-137.5036,"River/Stream"
"5375",2008-11-20,"BC08MH0027",5.1,0.116,2.86,"mg/L",49.0024,-122.2323,"River/Stream"
"5376",2008-11-20,"BC08MH0269",2.5,0.0021,0.152,"mg/L",49.2421,-122.5961,"River/Stream"
"5377",2008-11-21,"MA05PF0022",9.58,0.028,0.062,"mg/L",50.3008,-95.5556,"River/Stream"
"5378",2008-11-22,"YT10AA0001",0.5,0.005,0.07,"mg/L",60.0477,-128.9018,"River/Stream"
"5379",2008-11-23,"BC08NM0001",4,0.0153,0.124,"mg/L",49.1144,-119.565,"River/Stream"
"5380",2008-11-23,"YT09BC0021",1,0.0026,0.144,"mg/L",62.3751,-133.5437,"River/Stream"
"5381",2008-11-24,"BC08NB0002",0.5,0.002,0.154,"mg/L",51.3834,-117.4504,"River/Stream"
"5382",2008-11-24,"BC08ND0003",0.5,0.003,0.151,"mg/L",51.2138,-117.6958,"River/Stream"
"5383",2008-11-24,"BC08NH0005",2,0.0066,0.187,"mg/L",49.1169,-116.5794,"River/Stream"
"5384",2008-11-24,"MA05OC0001",12.4,0.275,0.77,"mg/L",49.0081,-97.2108,"River/Stream"
"5385",2008-11-24,"SA05MD0002",14.45,0.0695,0.027,"mg/L",51.5331,-101.8889,"River/Stream"
"5386",2008-11-25,"BC08LE0004",2.5,0.043,0.041,"mg/L",50.6914,-119.3289,"River/Stream"
"5387",2008-11-25,"BC08LF0001",2.2,0.0065,0.104,"mg/L",50.4208,-121.3414,"River/Stream"
"5388",2008-11-25,"BC08LG0001",2.5,0.0085,0.046,"mg/L",50.425,-121.3164,"River/Stream"
"5389",2008-11-25,"BC08MB0007",1,0.0205,0.002,"mg/L",52.072,-123.2614,"River/Stream"
"5390",2008-11-25,"BC08MF0001",3.6,0.0357,0.067,"mg/L",49.3872,-121.4508,"River/Stream"
"5391",2008-11-25,"SA05KH0002",12.4,0.046,0.025,"mg/L",53.6,-102.1167,"River/Stream"
"5392",2008-11-25,"SA05LC0001",14.8,0.021,0.01,"mg/L",52.8667,-102.1831,"River/Stream"
"5393",2008-11-26,"BC08FC0001",8,0.0442,0.016,"mg/L",52.4676,-125.2936,"River/Stream"
"5394",2008-11-26,"BC08MH0453",2.7,0.0292,0.106,"mg/L",49.1485,-123.0387,"River/Stream"
"5395",2008-11-26,"BC08NE0001",1.5,0.0061,0.098,"mg/L",49.0161,-117.6039,"River/Stream"
"5396",2008-11-26,"BC08NE0005",0.5,0.0054,0.092,"mg/L",49.1769,-117.7175,"River/Stream"
"5397",2008-11-26,"BC08NF0001",0.5,0.002,0.093,"mg/L",50.8856,-116.0431,"River/Stream"
"5398",2008-11-26,"US05NF0001",32.9,0.821,0.016,"mg/L",48.9997,-100.9,"River/Stream"
"5399",2008-11-26,"YT09FB0003",5.3,0.152,0.156,"mg/L",67.58,-139.78,"River/Stream"
"5400",2008-11-26,"YT09FC0002",13.8,0.022,0.118,"mg/L",67.634,-139.7,"River/Stream"
"5401",2008-11-30,"BC08EF0001",3.1,0.009,0.066,"mg/L",54.6344,-128.4092,"River/Stream"
"5402",2008-11-30,"BC08NG0009",0.6,0.0096,0.126,"mg/L",49.5279,-115.5492,"River/Stream"
"5403",2008-11-30,"BC08NK0003",0.8,0.0026,0.668,"mg/L",49.1797,-115.167,"River/Stream"
"5404",2008-11-30,"BC08NK0004",0.7,0.0056,1.19,"mg/L",49.6643,-114.9041,"River/Stream"
"5405",2008-12-01,"AL05BE0013",0.623,0.005,0.077,"mg/L",51.1228,-115.3867,"River/Stream"
"5406",2008-12-01,"BC08KA0007",0.5,0.0014,0.064,"mg/L",52.9878,-119.0101,"River/Stream"
"5407",2008-12-01,"BC08LF0001",2,0.0061,0.121,"mg/L",50.4208,-121.3414,"River/Stream"
"5408",2008-12-02,"AL05BA0011",0.584,0.002,0.083,"mg/L",51.4433,-116.2117,"River/Stream"
"5409",2008-12-02,"AL05DA0001",0.3175,0.0045,0.1085,"mg/L",52.0028,-116.4719,"River/Stream"
"5410",2008-12-02,"BC08HB0019",2.6,0.0056,0.017,"mg/L",49.3011,-124.2756,"River/Stream"
"5411",2008-12-02,"BC08HD0004",4.5,0.0133,0.068,"mg/L",50.0267,-125.2967,"River/Stream"
"5412",2008-12-02,"BC08KH0012",3.7,0.0068,0.047,"mg/L",52.4033,-121.4342,"River/Stream"
"5413",2008-12-02,"BC08NE0001",1.8,0.0051,0.103,"mg/L",49.0161,-117.6039,"River/Stream"
"5414",2008-12-02,"BC08NL0001",2.5,0.0045,0.014,"mg/L",49.4586,-120.504,"River/Stream"
"5415",2008-12-02,"MA05OB0001",7.96,0.143,0.295,"mg/L",49.0314,-98.2778,"River/Stream"
"5416",2008-12-03,"BC08MH0027",5.7,0.12,2.51,"mg/L",49.0024,-122.2323,"River/Stream"
"5417",2008-12-03,"BC08MH0269",2.9,0.0032,0.109,"mg/L",49.2421,-122.5961,"River/Stream"
"5418",2008-12-03,"BC08NL0005",1.5,0.0041,0.015,"mg/L",49.0788,-119.7098,"River/Stream"
"5419",2008-12-03,"MA05OC0001",13.3,0.194,0.786,"mg/L",49.0081,-97.2108,"River/Stream"
"5420",2008-12-03,"YT08AA0010",3.1,0.019,0.042,"mg/L",60.7478,-137.5036,"River/Stream"
"5421",2008-12-04,"BC08GA0010",0.9,0.0091,0.134,"mg/L",50.058,-123.099,"River/Stream"
"5422",2008-12-04,"BC08MH0453",2.5,0.0272,0.12,"mg/L",49.1485,-123.0387,"River/Stream"
"5423",2008-12-04,"MA05PF0022",9.38,0.027,0.063,"mg/L",50.3008,-95.5556,"River/Stream"
"5424",2008-12-04,"NW10KA0001",2.6,0.15,0.15,"mg/L",65.2817,-126.8492,"River/Stream"
"5425",2008-12-06,"YT10AA0001",2.3,0.003,0.079,"mg/L",60.0477,-128.9018,"River/Stream"
"5426",2008-12-07,"BC08NM0001",3.3,0.0146,0.194,"mg/L",49.1144,-119.565,"River/Stream"
"5427",2008-12-07,"YT09BC0021",2.4,0.0021,0.173,"mg/L",62.3751,-133.5437,"River/Stream"
"5428",2008-12-08,"AL05AK0001",1.61,0.011,1.09,"mg/L",50.7375,-110.0956,"River/Stream"
"5429",2008-12-08,"AL05CK0001",4.41,0.023,0.328,"mg/L",50.9028,-110.2969,"River/Stream"
"5430",2008-12-08,"BC08NB0002",1.5,0.005,0.167,"mg/L",51.3834,-117.4504,"River/Stream"
"5431",2008-12-08,"BC08ND0003",0.6,0.003,0.172,"mg/L",51.2138,-117.6958,"River/Stream"
"5432",2008-12-08,"BC08NE0001",0.7,0.0055,0.094,"mg/L",49.0161,-117.6039,"River/Stream"
"5433",2008-12-08,"BC08NE0005",0.9,0.0045,0.19,"mg/L",49.1769,-117.7175,"River/Stream"
"5434",2008-12-08,"BC08NE0029",1.2,0.0066,0.05,"mg/L",49.0031,-117.6167,"River/Stream"
"5435",2008-12-08,"BC08NH0005",0.8,0.0036,0.219,"mg/L",49.1169,-116.5794,"River/Stream"
"5436",2008-12-09,"AL11AA0002",3.21,0.009,0.499,"mg/L",49.0897,-112.4017,"River/Stream"
"5437",2008-12-09,"AL11AA0003",2.7,0.01,0.323,"mg/L",49.1242,-110.8942,"River/Stream"
"5438",2008-12-09,"BC08LF0001",2.5,0.0028,0.145,"mg/L",50.4208,-121.3414,"River/Stream"
"5439",2008-12-09,"BC08MF0001",1.9,0.0062,0.096,"mg/L",49.3872,-121.4508,"River/Stream"
"5440",2008-12-10,"AL05EF0003",1.85,0.008,0.432,"mg/L",53.6014,-110.0083,"River/Stream"
"5441",2008-12-10,"BC08FC0001",7.2,0.014,0.026,"mg/L",52.4676,-125.2936,"River/Stream"
"5442",2008-12-10,"MA05PF0022",9.11,0.026,0.066,"mg/L",50.3008,-95.5556,"River/Stream"
"5443",2008-12-10,"SA05FE0001",9.6,0.048,0.01,"mg/L",52.9403,-109.8733,"River/Stream"
"5444",2008-12-11,"AL06AD0001",13.1,0.041,0.233,"mg/L",54.3542,-110.2119,"River/Stream"
"5445",2008-12-14,"BC08EF0001",3.1,0.008,0.065,"mg/L",54.6344,-128.4092,"River/Stream"
"5446",2008-12-15,"BC08HD0004",3.8,0.0084,0.197,"mg/L",50.0267,-125.2967,"River/Stream"
"5447",2008-12-15,"BC08LG0001",1.4,0.0031,0.166,"mg/L",50.425,-121.3164,"River/Stream"
"5448",2008-12-15,"BC08NE0001",1,0.003,0.113,"mg/L",49.0161,-117.6039,"River/Stream"
"5449",2008-12-15,"BC08NE0005",1.1,0.0026,0.12,"mg/L",49.1769,-117.7175,"River/Stream"
"5450",2008-12-15,"BC08NM0001",1.8,0.0043,0.177,"mg/L",49.1144,-119.565,"River/Stream"
"5451",2008-12-15,"NW10ED0001",2.3,0.01,0.4,"mg/L",60.2431,-123.4792,"River/Stream"
"5452",2008-12-15,"SA05JM0014",8.9,0.175,0.074,"mg/L",50.4839,-101.5431,"River/Stream"
"5453",2008-12-16,"BC08HB0019",2,0.0061,0.065,"mg/L",49.3011,-124.2756,"River/Stream"
"5454",2008-12-16,"BC08NA0033",1.1,0.003,0.133,"mg/L",51.4192,-116.4378,"River/Stream"
"5455",2008-12-16,"BC08ND0003",0.9,0.077,0.184,"mg/L",51.2138,-117.6958,"River/Stream"
"5456",2008-12-16,"BC08NH0005",1.6,0.0068,0.175,"mg/L",49.1169,-116.5794,"River/Stream"
"5457",2008-12-16,"BC08NL0001",2,0.0029,0.04,"mg/L",49.4586,-120.504,"River/Stream"
"5458",2008-12-16,"SA05MD0002",13.2,0.066,0.081,"mg/L",51.5331,-101.8889,"River/Stream"
"5459",2008-12-16,"YT09AB0006",1.1,0.0019,0.004,"mg/L",60.5792,-134.6865,"River/Stream"
"5460",2008-12-16,"YT09AB0008",1.3,0.021,0.006,"mg/L",60.8353,-135.1803,"River/Stream"
"5461",2008-12-17,"MA05KH0001",3.95,0.0165,0.048,"mg/L",53.8417,-101.3344,"River/Stream"
"5462",2008-12-17,"SA05KH0002",11.5,0.036,0.06,"mg/L",53.6,-102.1167,"River/Stream"
"5463",2008-12-17,"SA05LC0001",16.3,0.019,0.078,"mg/L",52.8667,-102.1831,"River/Stream"
