SITE_NO,DATE_TIME_HEURE,FLAG_MARQUEUR,VALUE_VALEUR,SDL_LDE,MDL_LDM,VMV_CODE,UNIT_UNITÉ,VARIABLE,VARIABLE_FR,STATUS_STATUT
QU02LB9001,2016-07-11 10:30,,0.51,0.06,0.06,8260,MG/L,NITROGEN TOTAL,AZOTE TOTAL,P
QU02LB9001,2016-07-11 10:30,,0.006,0.002,0.002,1043,MG/L P,ORTHOPHOSPHATE DISSOLVED,ORTHOPHOSPHATE DISSOUS,P
QU02LB9001,2016-07-11 10:30,,0.025,0.002,0.002,1044,MG/L P,PHOSPHORUS TOTAL,PHOSPHORE TOTAL,P
QU02LB9001,2016-07-11 10:30,,0.011,0.002,0.002,1045,MG/L P,PHOSPHORUS TOTAL DISSOLVED,PHOSPHORUS TOTAL DISSOUS,P
QU02LB9001,2016-07-11 10:30,,3.6,0.2,0.2,4755,NTU,TURBIDITY,TURBIDITÉ,P
QU02LB9001,2016-08-17 10:20,,3.8,0.002,0.002,967,MG/L,CHLORIDE DISSOLVED,CHLORURES DISSOUS,P
QU02LB9001,2016-08-17 10:20,,0.156,0.001,0.001,970,MG/L N,DISSOLVED NITROGEN NITRATE,AZOTE DISSOUS NITRATES,P
QU02LB9001,2016-08-17 10:20,,0.018,0.001,0.001,968,MG/L N,NITROGEN DISSOLVED NITRITE,AZOTE DISSOUS NITRITES,P
QU02LB9001,2016-08-17 10:20,,5.16,0.002,0.002,969,MG/L,SULPHATE DISSOLVED,SULFATES DISSOUS,P
QU02LB9001,2016-08-17 10:20,,5.82,0.25,0.25,8258,MG/L,CARBON DISSOLVED ORGANIC,CARBONE ORGANIQUE DISSOUS,P
QU02LB9001,2016-08-17 10:20,,2.54,0.1,0.1,8250,µG/L,CHLOROPHYLL A,CHLOROPHYLLE A,P
QU02LB9001,2016-08-17 10:20,,0.54,0.06,0.06,977,MG/L,CARBON PARTICULATE ORGANIC,CARBONE ORGANIQUE PARTICULAIRE,P
QU02LB9001,2016-08-17 10:20,,0.07,0.02,0.02,8251,MG/L,NITROGEN PARTICULATE ORGANIC,AZOTE ORGANIQUE PARTICULAIRE,P
QU02LB9001,2016-08-17 10:20,<,0.09,0.09,0.09,4753,MG/L,SULPHUR PARTICULATE,SOUFRE PARTICULAIRE,P
QU02LB9001,2016-08-17 10:20,,0.66,0.03,0.03,1328,NG/L,MERCURY DISSOLVED,MERCURE DISSOUS,P
QU02LB9001,2016-08-17 10:20,,1.3,0.03,0.03,109747,NG/L,MERCURY TOTAL,MERCURE TOTAL,P
QU02LB9001,2016-08-17 10:20,,3,1,1,951,MG/L,TOTAL SUSPENDED SOLIDS (NON-FILTERABLE RESIDUES OR TOTAL SUSPENDED MATERIALS),SOLIDES TOTAUX EN SUSPENSION (OU RÉSIDUS NON FILTRABLES TOTAUX OU MATIÈRES EN SUSPENSION TOTALES),P
QU02LB9001,2016-08-17 10:20,,34.8,1.5,1.5,6207,µG/L,ALUMINUM DISSOLVED,ALUMINIUM DISSOUS,P
QU02LB9001,2016-08-17 10:20,,0.05,0.01,0.01,6208,µG/L,ANTIMONY DISSOLVED,ANTIMOINE DISSOUS,P
QU02LB9001,2016-08-17 10:20,,0.392,0.025,0.025,6209,µG/L,ARSENIC DISSOLVED,ARSENIC DISSOUS,P
QU02LB9001,2016-08-17 10:20,,11.9,0.07,0.07,6210,µG/L,BARIUM DISSOLVED,BARYUM DISSOUS,P
QU02LB9001,2016-08-17 10:20,,0.005,0.005,0.005,6214,µG/L,CADMIUM DISSOLVED,CADMIUM DISSOUS,P
QU02LB9001,2016-08-17 10:20,,0.205,0.015,0.015,6215,µG/L,CHROMIUM DISSOLVED,CHROME DISSOUS,P
QU02LB9001,2016-08-17 10:20,,0.02,0.01,0.01,6216,µG/L,COBALT DISSOLVED,COBALT DISSOUS,P
QU02LB9001,2016-08-17 10:20,,0.9,0.06,0.06,6217,µG/L,COPPER DISSOLVED,CUIVRE DISSOUS,P
QU02LB9001,2016-08-17 10:20,,91.7,0.25,0.25,6219,µG/L,IRON DISSOLVED,FER DISSOUS,P
QU02LB9001,2016-08-17 10:20,,0.06,0.01,0.01,6221,µG/L,LEAD DISSOLVED,PLOMB DISSOUS,P
QU02LB9001,2016-08-17 10:20,,0.5,0.1,0.1,6222,µG/L,LITHIUM DISSOLVED,LITHIUM DISSOUS,P
QU02LB9001,2016-08-17 10:20,,3.96,0.15,0.15,6223,µG/L,MANGANESE DISSOLVED,MANGANÈSE DISSOUS,P
QU02LB9001,2016-08-17 10:20,,0.2,0.05,0.05,6224,µG/L,MOLYBDENUM DISSOLVED,MOLYBDÈNE DISSOUS,P
QU02LB9001,2016-08-17 10:20,,0.387,0.025,0.025,6225,µG/L,NICKEL DISSOLVED,NICKEL  DISSOUS,P
QU02LB9001,2016-08-17 10:20,,0.068,0.025,0.025,6227,µG/L,SELENIUM DISSOLVED,SÉLÉNIUM DISSOUS,P
QU02LB9001,2016-08-17 10:20,<,0.002,0.002,0.002,6228,µG/L,SILVER DISSOLVED,ARGENT DISSOUS,P
QU02LB9001,2016-08-17 10:20,,45.8,0.15,0.15,6229,µG/L,STRONTIUM DISSOLVED,STRONTIUM DISSOUS,P
QU02LB9001,2016-08-17 10:20,,0.423,0.015,0.015,6234,µG/L,VANADIUM DISSOLVED,VANADIUM DISSOUS,P
QU02LB9001,2016-08-17 10:20,,0.77,0.07,0.07,6235,µG/L,ZINC DISSOLVED,ZINC DISSOUS,P
QU02LB9001,2016-08-17 10:20,,238,1.5,1.5,8222,µG/L,ALUMINUM TOTAL RECOVERABLE,ALUMINIUM TOTAL RÉCUPÉRABLE,P
QU02LB9001,2016-08-17 10:20,,0.05,0.02,0.02,8229,µG/L,ANTIMONY TOTAL RECOVERABLE,ANTIMOINE RÉCUPÉRABLE TOTAL,P
QU02LB9001,2016-08-17 10:20,,0.44,0.02,0.02,8230,µG/L,ARSENIC TOTAL RECOVERABLE,ARSENIC RÉCUPÉRABLE TOTAL,P
QU02LB9001,2016-08-17 10:20,,14.5,0.1,0.1,8223,µG/L,BARIUM TOTAL RECOVERABLE,BARYUM TOTAL RÉCUPÉRABLE,P
QU02LB9001,2016-08-17 10:20,,0.01,0.01,0.01,8231,µG/L,CADMIUM TOTAL RECOVERABLE,CADMIUM RÉCUPÉRABLE TOTAL,P
QU02LB9001,2016-08-17 10:20,,0.55,0.02,0.02,8232,µG/L,CHROMIUM TOTAL RECOVERABLE,CHROME  RÉCUPÉRABLE TOTAL,P
QU02LB9001,2016-08-17 10:20,,0.11,0.02,0.02,8233,µG/L,COBALT TOTAL RECOVERABLE,COBALT RÉCUPÉRABLE TOTAL,P
QU02LB9001,2016-08-17 10:20,,1.1,0.1,0.1,8224,µG/L,COPPER  TOTAL RECOVERABLE,CUIVRE RÉCUPÉRABLE TOTAL,P
QU02LB9001,2016-08-17 10:20,,329,0.5,0.5,8225,µG/L,IRON TOTAL RECOVERABLE,FER RÉCUPÉRABLE TOTAL,P
QU02LB9001,2016-08-17 10:20,,0.18,0.03,0.03,8236,µG/L,LEAD TOTAL RECOVERABLE,PLOMB RÉCUPÉRABLE TOTAL,P
QU02LB9001,2016-08-17 10:20,,0.7,0.1,0.1,8226,µG/L,LITHIUM TOTAL RECOVERABLE,LITHIUM RÉCUPÉRABLE TOTAL,P
QU02LB9001,2016-08-17 10:20,,26.2,0.2,0.2,8227,µG/L,MANGANESE TOTAL RECOVERABLE,MANGANÈSE RÉCUPÉRABLE TOTAL,P
QU02LB9001,2016-08-17 10:20,,0.21,0.02,0.02,8237,µG/L,MOLYBDENUM TOTAL RECOVERABLE,MOLYBDÈNE RÉCUPÉRABLE TOTAL,P
QU02LB9001,2016-08-17 10:20,,0.59,0.05,0.05,8238,µG/L,NICKEL  TOTAL RECOVERABLE,NICKEL  RÉCUPÉRABLE TOTAL,P
QU02LB9001,2016-08-17 10:20,,0.07,0.03,0.03,8240,µG/L,SELENIUM TOTAL RECOVERABLE,SÉLÉNIUM TOTAL RÉCUPÉRABLE,P
QU02LB9001,2016-08-17 10:20,<,0.005,0.005,0.005,8247,µG/L,SILVER TOTAL RECOVERABLE,ARGENT TOTAL RÉCUPÉRABLE,P
QU02LB9001,2016-08-17 10:20,,46.5,0.15,0.15,8241,µG/L,STRONTIUM TOTAL RECOVERABLE,STRONTIUM RÉCUPÉRABLE TOTAL,P
QU02LB9001,2016-08-17 10:20,,0.77,0.02,0.02,8244,µG/L,VANADIUM TOTAL RECOVERABLE,VANADIUM RÉCUPÉRABLE TOTAL,P
QU02LB9001,2016-08-17 10:20,,1.4,0.2,0.2,8228,µG/L,ZINC TOTAL RECOVERABLE,ZINC RÉCUPÉRABLE TOTAL,P
QU02LB9001,2016-08-17 10:20,,0.067,0.003,0.003,962,MG/L N,AMMONIA DISSOLVED,AZOTE AMMONIACAL DISSOUS,P
QU02LB9001,2016-08-17 10:20,,0.49,0.06,0.06,8260,MG/L,NITROGEN TOTAL,AZOTE TOTAL,P
QU02LB9001,2016-08-17 10:20,,0.006,0.002,0.002,1043,MG/L P,ORTHOPHOSPHATE DISSOLVED,ORTHOPHOSPHATE DISSOUS,P
QU02LB9001,2016-08-17 10:20,,0.021,0.002,0.002,1044,MG/L P,PHOSPHORUS TOTAL,PHOSPHORE TOTAL,P
QU02LB9001,2016-08-17 10:20,,0.012,0.002,0.002,1045,MG/L P,PHOSPHORUS TOTAL DISSOLVED,PHOSPHORUS TOTAL DISSOUS,P
QU02LB9001,2016-08-17 10:20,,3.3,0.2,0.2,4755,NTU,TURBIDITY,TURBIDITÉ,P
QU02LB9001,2016-11-22 09:50,,0.27,0.09,0.09,4753,MG/L,SULPHUR PARTICULATE,SOUFRE PARTICULAIRE,P
QU02LB9001,2016-12-13 10:00,<,0.09,0.09,0.09,4753,MG/L,SULPHUR PARTICULATE,SOUFRE PARTICULAIRE,P
QU02LB9001,2017-01-26 11:20,<,0.09,0.09,0.09,4753,MG/L,SULPHUR PARTICULATE,SOUFRE PARTICULAIRE,P
QU02LB9001,2017-02-23 10:30,<,0.09,0.09,0.09,4753,MG/L,SULPHUR PARTICULATE,SOUFRE PARTICULAIRE,P
QU02LB9001,2017-03-21 10:00,<,0.09,0.09,0.09,4753,MG/L,SULPHUR PARTICULATE,SOUFRE PARTICULAIRE,P
QU02LB9001,2016-11-22 09:50,,0.006,0.002,0.002,1043,MG/L P,ORTHOPHOSPHATE DISSOLVED,ORTHOPHOSPHATE DISSOUS,P
QU02LB9001,2016-12-13 10:00,,0.005,0.002,0.002,1043,MG/L P,ORTHOPHOSPHATE DISSOLVED,ORTHOPHOSPHATE DISSOUS,P
QU02LB9001,2017-01-26 11:20,,0.018,0.002,0.002,1043,MG/L P,ORTHOPHOSPHATE DISSOLVED,ORTHOPHOSPHATE DISSOUS,P
QU02LB9001,2017-02-23 10:30,,0.029,0.002,0.002,1043,MG/L P,ORTHOPHOSPHATE DISSOLVED,ORTHOPHOSPHATE DISSOUS,P
QU02LB9001,2017-03-21 10:00,,0.038,0.002,0.002,1043,MG/L P,ORTHOPHOSPHATE DISSOLVED,ORTHOPHOSPHATE DISSOUS,P
QU02LB9001,2016-11-22 09:50,,0.022,0.002,0.002,1044,MG/L P,PHOSPHORUS TOTAL,PHOSPHORE TOTAL,P
QU02LB9001,2016-12-13 10:00,,0.025,0.002,0.002,1044,MG/L P,PHOSPHORUS TOTAL,PHOSPHORE TOTAL,P
QU02LB9001,2017-01-26 11:20,,0.019,0.002,0.002,1044,MG/L P,PHOSPHORUS TOTAL,PHOSPHORE TOTAL,P
QU02LB9001,2017-02-23 10:30,,0.019,0.002,0.002,1044,MG/L P,PHOSPHORUS TOTAL,PHOSPHORE TOTAL,P
QU02LB9001,2017-03-21 10:00,,0.033,0.002,0.002,1044,MG/L P,PHOSPHORUS TOTAL,PHOSPHORE TOTAL,P
QU02LB9001,2016-11-22 09:50,,0.011,0.002,0.002,1045,MG/L P,PHOSPHORUS TOTAL DISSOLVED,PHOSPHORUS TOTAL DISSOUS,P
QU02LB9001,2016-12-13 10:00,,0.012,0.002,0.002,1045,MG/L P,PHOSPHORUS TOTAL DISSOLVED,PHOSPHORUS TOTAL DISSOUS,P
QU02LB9001,2017-01-26 11:20,,0.013,0.002,0.002,1045,MG/L P,PHOSPHORUS TOTAL DISSOLVED,PHOSPHORUS TOTAL DISSOUS,P
QU02LB9001,2017-02-23 10:30,,0.014,0.002,0.002,1045,MG/L P,PHOSPHORUS TOTAL DISSOLVED,PHOSPHORUS TOTAL DISSOUS,P
QU02LB9001,2017-03-21 10:00,,0.017,0.002,0.002,1045,MG/L P,PHOSPHORUS TOTAL DISSOLVED,PHOSPHORUS TOTAL DISSOUS,P
QU02LB9001,2016-11-22 09:50,,1.22,0.03,0.03,109747,NG/L,MERCURY TOTAL,MERCURE TOTAL,P
QU02LB9001,2016-12-13 10:00,,1.47,0.03,0.03,109747,NG/L,MERCURY TOTAL,MERCURE TOTAL,P
QU02LB9001,2017-01-26 11:20,,1.56,0.03,0.03,109747,NG/L,MERCURY TOTAL,MERCURE TOTAL,P
QU02LB9001,2017-02-23 10:30,,1.57,0.03,0.03,109747,NG/L,MERCURY TOTAL,MERCURE TOTAL,P
QU02LB9001,2017-03-21 10:00,,2.02,0.03,0.03,109747,NG/L,MERCURY TOTAL,MERCURE TOTAL,P
QU02LB9001,2016-11-22 09:50,,0.7,0.03,0.03,1328,NG/L,MERCURY DISSOLVED,MERCURE DISSOUS,P
QU02LB9001,2016-12-13 10:00,,0.91,0.03,0.03,1328,NG/L,MERCURY DISSOLVED,MERCURE DISSOUS,P
QU02LB9001,2017-01-26 11:20,,1.1,0.03,0.03,1328,NG/L,MERCURY DISSOLVED,MERCURE DISSOUS,P
QU02LB9001,2017-02-23 10:30,,1.06,0.03,0.03,1328,NG/L,MERCURY DISSOLVED,MERCURE DISSOUS,P
QU02LB9001,2017-03-21 10:00,,1.25,0.03,0.03,1328,NG/L,MERCURY DISSOLVED,MERCURE DISSOUS,P
QU02LB9001,2016-11-22 09:50,,4.7,0.2,0.2,4755,NTU,TURBIDITY,TURBIDITÉ,P
QU02LB9001,2016-12-13 10:00,,6.2,0.2,0.2,4755,NTU,TURBIDITY,TURBIDITÉ,P
QU02LB9001,2017-01-26 11:20,,2.6,0.2,0.2,4755,NTU,TURBIDITY,TURBIDITÉ,P
QU02LB9001,2017-02-23 10:30,,3.2,0.2,0.2,4755,NTU,TURBIDITY,TURBIDITÉ,P
QU02LB9001,2017-03-21 10:00,,4.3,0.2,0.2,4755,NTU,TURBIDITY,TURBIDITÉ,P
QU02LB9001,2016-11-22 09:50,,30,1.5,1.5,6207,µG/L,ALUMINUM DISSOLVED,ALUMINIUM DISSOUS,P
QU02LB9001,2016-12-13 10:00,,28.1,1.5,1.5,6207,µG/L,ALUMINUM DISSOLVED,ALUMINIUM DISSOUS,P
QU02LB9001,2017-01-26 11:20,,56.1,1.5,1.5,6207,µG/L,ALUMINUM DISSOLVED,ALUMINIUM DISSOUS,P
QU02LB9001,2017-02-23 10:30,,48.4,1.5,1.5,6207,µG/L,ALUMINUM DISSOLVED,ALUMINIUM DISSOUS,P
QU02LB9001,2017-03-21 10:00,,40.5,1.5,1.5,6207,µG/L,ALUMINUM DISSOLVED,ALUMINIUM DISSOUS,P
QU02LB9001,2016-11-22 09:50,,0.04,0.01,0.01,6208,µG/L,ANTIMONY DISSOLVED,ANTIMOINE DISSOUS,P
QU02LB9001,2016-12-13 10:00,,0.05,0.01,0.01,6208,µG/L,ANTIMONY DISSOLVED,ANTIMOINE DISSOUS,P
QU02LB9001,2017-01-26 11:20,,0.05,0.01,0.01,6208,µG/L,ANTIMONY DISSOLVED,ANTIMOINE DISSOUS,P
QU02LB9001,2017-02-23 10:30,,0.04,0.01,0.01,6208,µG/L,ANTIMONY DISSOLVED,ANTIMOINE DISSOUS,P
QU02LB9001,2017-03-21 10:00,,0.04,0.01,0.01,6208,µG/L,ANTIMONY DISSOLVED,ANTIMOINE DISSOUS,P
QU02LB9001,2016-11-22 09:50,,0.323,0.025,0.025,6209,µG/L,ARSENIC DISSOLVED,ARSENIC DISSOUS,P
QU02LB9001,2016-12-13 10:00,,0.333,0.025,0.025,6209,µG/L,ARSENIC DISSOLVED,ARSENIC DISSOUS,P
QU02LB9001,2017-01-26 11:20,,0.366,0.025,0.025,6209,µG/L,ARSENIC DISSOLVED,ARSENIC DISSOUS,P
QU02LB9001,2017-02-23 10:30,,0.383,0.025,0.025,6209,µG/L,ARSENIC DISSOLVED,ARSENIC DISSOUS,P
QU02LB9001,2017-03-21 10:00,,0.304,0.025,0.025,6209,µG/L,ARSENIC DISSOLVED,ARSENIC DISSOUS,P
QU02LB9001,2016-11-22 09:50,,12.5,0.07,0.07,6210,µG/L,BARIUM DISSOLVED,BARYUM DISSOUS,P
QU02LB9001,2016-12-13 10:00,,12.9,0.07,0.07,6210,µG/L,BARIUM DISSOLVED,BARYUM DISSOUS,P
QU02LB9001,2017-01-26 11:20,,13.7,0.07,0.07,6210,µG/L,BARIUM DISSOLVED,BARYUM DISSOUS,P
QU02LB9001,2017-02-23 10:30,,13,0.07,0.07,6210,µG/L,BARIUM DISSOLVED,BARYUM DISSOUS,P
QU02LB9001,2017-03-21 10:00,,13.9,0.07,0.07,6210,µG/L,BARIUM DISSOLVED,BARYUM DISSOUS,P
QU02LB9001,2016-11-22 09:50,,0.006,0.005,0.005,6214,µG/L,CADMIUM DISSOLVED,CADMIUM DISSOUS,P
QU02LB9001,2016-12-13 10:00,,0.007,0.005,0.005,6214,µG/L,CADMIUM DISSOLVED,CADMIUM DISSOUS,P
QU02LB9001,2017-01-26 11:20,,0.007,0.005,0.005,6214,µG/L,CADMIUM DISSOLVED,CADMIUM DISSOUS,P
QU02LB9001,2017-02-23 10:30,,0.008,0.005,0.005,6214,µG/L,CADMIUM DISSOLVED,CADMIUM DISSOUS,P
QU02LB9001,2017-03-21 10:00,,0.006,0.005,0.005,6214,µG/L,CADMIUM DISSOLVED,CADMIUM DISSOUS,P
QU02LB9001,2016-11-22 09:50,,0.282,0.015,0.015,6215,µG/L,CHROMIUM DISSOLVED,CHROME DISSOUS,P
QU02LB9001,2016-12-13 10:00,,0.244,0.015,0.015,6215,µG/L,CHROMIUM DISSOLVED,CHROME DISSOUS,P
QU02LB9001,2017-01-26 11:20,,0.314,0.015,0.015,6215,µG/L,CHROMIUM DISSOLVED,CHROME DISSOUS,P
QU02LB9001,2017-02-23 10:30,,0.297,0.015,0.015,6215,µG/L,CHROMIUM DISSOLVED,CHROME DISSOUS,P
QU02LB9001,2017-03-21 10:00,,0.229,0.015,0.015,6215,µG/L,CHROMIUM DISSOLVED,CHROME DISSOUS,P
QU02LB9001,2016-11-22 09:50,,0.03,0.01,0.01,6216,µG/L,COBALT DISSOLVED,COBALT DISSOUS,P
QU02LB9001,2016-12-13 10:00,,0.03,0.01,0.01,6216,µG/L,COBALT DISSOLVED,COBALT DISSOUS,P
QU02LB9001,2017-01-26 11:20,,0.04,0.01,0.01,6216,µG/L,COBALT DISSOLVED,COBALT DISSOUS,P
QU02LB9001,2017-02-23 10:30,,0.04,0.01,0.01,6216,µG/L,COBALT DISSOLVED,COBALT DISSOUS,P
QU02LB9001,2017-03-21 10:00,,0.04,0.01,0.01,6216,µG/L,COBALT DISSOLVED,COBALT DISSOUS,P
QU02LB9001,2016-11-22 09:50,,0.96,0.06,0.06,6217,µG/L,COPPER DISSOLVED,CUIVRE DISSOUS,P
QU02LB9001,2016-12-13 10:00,,1.02,0.06,0.06,6217,µG/L,COPPER DISSOLVED,CUIVRE DISSOUS,P
QU02LB9001,2017-01-26 11:20,,0.98,0.06,0.06,6217,µG/L,COPPER DISSOLVED,CUIVRE DISSOUS,P
QU02LB9001,2017-02-23 10:30,,0.99,0.06,0.06,6217,µG/L,COPPER DISSOLVED,CUIVRE DISSOUS,P
QU02LB9001,2017-03-21 10:00,,0.9,0.06,0.06,6217,µG/L,COPPER DISSOLVED,CUIVRE DISSOUS,P
QU02LB9001,2016-11-22 09:50,,107,0.25,0.25,6219,µG/L,IRON DISSOLVED,FER DISSOUS,P
QU02LB9001,2016-12-13 10:00,,73.8,0.25,0.25,6219,µG/L,IRON DISSOLVED,FER DISSOUS,P
QU02LB9001,2017-01-26 11:20,,121,0.25,0.25,6219,µG/L,IRON DISSOLVED,FER DISSOUS,P
QU02LB9001,2017-02-23 10:30,,112,0.25,0.25,6219,µG/L,IRON DISSOLVED,FER DISSOUS,P
QU02LB9001,2017-03-21 10:00,,83,0.25,0.25,6219,µG/L,IRON DISSOLVED,FER DISSOUS,P
QU02LB9001,2016-11-22 09:50,,0.05,0.01,0.01,6221,µG/L,LEAD DISSOLVED,PLOMB DISSOUS,P
QU02LB9001,2016-12-13 10:00,,0.03,0.01,0.01,6221,µG/L,LEAD DISSOLVED,PLOMB DISSOUS,P
QU02LB9001,2017-01-26 11:20,,0.05,0.01,0.01,6221,µG/L,LEAD DISSOLVED,PLOMB DISSOUS,P
QU02LB9001,2017-02-23 10:30,,0.04,0.01,0.01,6221,µG/L,LEAD DISSOLVED,PLOMB DISSOUS,P
QU02LB9001,2017-03-21 10:00,,0.03,0.01,0.01,6221,µG/L,LEAD DISSOLVED,PLOMB DISSOUS,P
QU02LB9001,2016-11-22 09:50,,0.6,0.1,0.1,6222,µG/L,LITHIUM DISSOLVED,LITHIUM DISSOUS,P
QU02LB9001,2016-12-13 10:00,,0.7,0.1,0.1,6222,µG/L,LITHIUM DISSOLVED,LITHIUM DISSOUS,P
QU02LB9001,2017-01-26 11:20,,0.6,0.1,0.1,6222,µG/L,LITHIUM DISSOLVED,LITHIUM DISSOUS,P
QU02LB9001,2017-02-23 10:30,,0.5,0.1,0.1,6222,µG/L,LITHIUM DISSOLVED,LITHIUM DISSOUS,P
QU02LB9001,2017-03-21 10:00,,0.5,0.1,0.1,6222,µG/L,LITHIUM DISSOLVED,LITHIUM DISSOUS,P
QU02LB9001,2016-11-22 09:50,,1.8,0.15,0.15,6223,µG/L,MANGANESE DISSOLVED,MANGANÈSE DISSOUS,P
QU02LB9001,2016-12-13 10:00,,2.32,0.15,0.15,6223,µG/L,MANGANESE DISSOLVED,MANGANÈSE DISSOUS,P
QU02LB9001,2017-01-26 11:20,,2.7,0.15,0.15,6223,µG/L,MANGANESE DISSOLVED,MANGANÈSE DISSOUS,P
QU02LB9001,2017-02-23 10:30,,2.5,0.15,0.15,6223,µG/L,MANGANESE DISSOLVED,MANGANÈSE DISSOUS,P
QU02LB9001,2017-03-21 10:00,,2.5,0.15,0.15,6223,µG/L,MANGANESE DISSOLVED,MANGANÈSE DISSOUS,P
QU02LB9001,2016-11-22 09:50,,0.24,0.05,0.05,6224,µG/L,MOLYBDENUM DISSOLVED,MOLYBDÈNE DISSOUS,P
QU02LB9001,2016-12-13 10:00,,0.27,0.05,0.05,6224,µG/L,MOLYBDENUM DISSOLVED,MOLYBDÈNE DISSOUS,P
QU02LB9001,2017-01-26 11:20,,0.23,0.05,0.05,6224,µG/L,MOLYBDENUM DISSOLVED,MOLYBDÈNE DISSOUS,P
QU02LB9001,2017-02-23 10:30,,0.21,0.05,0.05,6224,µG/L,MOLYBDENUM DISSOLVED,MOLYBDÈNE DISSOUS,P
QU02LB9001,2017-03-21 10:00,,0.2,0.05,0.05,6224,µG/L,MOLYBDENUM DISSOLVED,MOLYBDÈNE DISSOUS,P
QU02LB9001,2016-11-22 09:50,,0.577,0.025,0.025,6225,µG/L,NICKEL DISSOLVED,NICKEL  DISSOUS,P
QU02LB9001,2016-12-13 10:00,,0.57,0.025,0.025,6225,µG/L,NICKEL DISSOLVED,NICKEL  DISSOUS,P
QU02LB9001,2017-01-26 11:20,,0.557,0.025,0.025,6225,µG/L,NICKEL DISSOLVED,NICKEL  DISSOUS,P
QU02LB9001,2017-02-23 10:30,,0.568,0.025,0.025,6225,µG/L,NICKEL DISSOLVED,NICKEL  DISSOUS,P
QU02LB9001,2017-03-21 10:00,,0.519,0.025,0.025,6225,µG/L,NICKEL DISSOLVED,NICKEL  DISSOUS,P
QU02LB9001,2016-11-22 09:50,,0.072,0.025,0.025,6227,µG/L,SELENIUM DISSOLVED,SÉLÉNIUM DISSOUS,P
QU02LB9001,2016-12-13 10:00,,0.089,0.025,0.025,6227,µG/L,SELENIUM DISSOLVED,SÉLÉNIUM DISSOUS,P
QU02LB9001,2017-01-26 11:20,,0.089,0.025,0.025,6227,µG/L,SELENIUM DISSOLVED,SÉLÉNIUM DISSOUS,P
QU02LB9001,2017-02-23 10:30,,0.073,0.025,0.025,6227,µG/L,SELENIUM DISSOLVED,SÉLÉNIUM DISSOUS,P
QU02LB9001,2017-03-21 10:00,,0.069,0.025,0.025,6227,µG/L,SELENIUM DISSOLVED,SÉLÉNIUM DISSOUS,P
QU02LB9001,2016-11-22 09:50,<,0.002,0.002,0.002,6228,µG/L,SILVER DISSOLVED,ARGENT DISSOUS,P
QU02LB9001,2016-12-13 10:00,,0.002,0.002,0.002,6228,µG/L,SILVER DISSOLVED,ARGENT DISSOUS,P
QU02LB9001,2017-01-26 11:20,<,0.002,0.002,0.002,6228,µG/L,SILVER DISSOLVED,ARGENT DISSOUS,P
QU02LB9001,2017-02-23 10:30,<,0.002,0.002,0.002,6228,µG/L,SILVER DISSOLVED,ARGENT DISSOUS,P
QU02LB9001,2017-03-21 10:00,<,0.002,0.002,0.002,6228,µG/L,SILVER DISSOLVED,ARGENT DISSOUS,P
QU02LB9001,2016-11-22 09:50,,59,0.15,0.15,6229,µG/L,STRONTIUM DISSOLVED,STRONTIUM DISSOUS,P
QU02LB9001,2016-12-13 10:00,,66.7,0.15,0.15,6229,µG/L,STRONTIUM DISSOLVED,STRONTIUM DISSOUS,P
QU02LB9001,2017-01-26 11:20,,60,0.15,0.15,6229,µG/L,STRONTIUM DISSOLVED,STRONTIUM DISSOUS,P
QU02LB9001,2017-02-23 10:30,,53.5,0.15,0.15,6229,µG/L,STRONTIUM DISSOLVED,STRONTIUM DISSOUS,P
QU02LB9001,2017-03-21 10:00,,55.9,0.15,0.15,6229,µG/L,STRONTIUM DISSOLVED,STRONTIUM DISSOUS,P
QU02LB9001,2016-11-22 09:50,,0.271,0.015,0.015,6234,µG/L,VANADIUM DISSOLVED,VANADIUM DISSOUS,P
QU02LB9001,2016-12-13 10:00,,0.237,0.015,0.015,6234,µG/L,VANADIUM DISSOLVED,VANADIUM DISSOUS,P
QU02LB9001,2017-01-26 11:20,,0.249,0.015,0.015,6234,µG/L,VANADIUM DISSOLVED,VANADIUM DISSOUS,P
QU02LB9001,2017-02-23 10:30,,0.218,0.015,0.015,6234,µG/L,VANADIUM DISSOLVED,VANADIUM DISSOUS,P
QU02LB9001,2017-03-21 10:00,,0.195,0.015,0.015,6234,µG/L,VANADIUM DISSOLVED,VANADIUM DISSOUS,P
QU02LB9001,2016-11-22 09:50,,0.74,0.07,0.07,6235,µG/L,ZINC DISSOLVED,ZINC DISSOUS,P
QU02LB9001,2016-12-13 10:00,,0.73,0.07,0.07,6235,µG/L,ZINC DISSOLVED,ZINC DISSOUS,P
QU02LB9001,2017-01-26 11:20,,1.03,0.07,0.07,6235,µG/L,ZINC DISSOLVED,ZINC DISSOUS,P
QU02LB9001,2017-02-23 10:30,,1.6,0.07,0.07,6235,µG/L,ZINC DISSOLVED,ZINC DISSOUS,P
QU02LB9001,2017-03-21 10:00,,1.16,0.07,0.07,6235,µG/L,ZINC DISSOLVED,ZINC DISSOUS,P
QU02LB9001,2016-11-22 09:50,,214,1.5,1.5,8222,µG/L,ALUMINUM TOTAL RECOVERABLE,ALUMINIUM TOTAL RÉCUPÉRABLE,P
