"SITE_NO","DATE_TIME_HEURE","FLAG_MARQUEUR","VALUE_VALEUR","SDL_LDE","MDL_LDM","VMV_CODE","UNIT_UNITE","VARIABLE","VARIABLE_FR","STATUS_STATUT"
"MA05PF0022","2000-01-12 14:01","<","2.0000","","","36103","NO/100ML","FECAL STREPTOCOCCI","STREPTOCOQUES FÉCAUX","P"
"MA05PF0022","2000-01-12 14:01","",".0600","","","9117","MG/L","FLUORIDE DISSOLVED","FLUORURE DISSOUS","P"
"MA05PF0022","2000-01-12 14:01","","3.8480","","","10650","MG/L","HARDNESS NON-CARB. (CALCD.)","DURETÉ NON-CARB. (CALC.)","P"
"MA05PF0022","2000-01-12 14:01","","48.4480","","","10602","MG/L","HARDNESS TOTAL (CALCD.) CACO3","DURETÉ TOTALE (CALC.) CACO3","P"
"MA05PF0022","2000-01-12 14:01","",".0000","","","8501","MG/L","HYDROXIDE (CALCD.)","HYDROXYDE (CALC.)","P"
"MA05PF0022","2000-01-12 14:01","","3.5800","","","100432","MG/L","MAGNESIUM DISSOLVED","MAGNÉSIUM DISSOUS","P"
"MA05PF0022","2000-01-12 14:01","",".0650","","","7110","MG/L","NITROGEN DISSOLVED NO3 & NO2","AZOTE DISSOUS NO3 & NO2","P"
"MA05PF0022","2000-01-12 14:01","",".0190","","","7901","MG/L","NITROGEN PARTICULATE","AZOTE PARTICULAIRE","P"
"MA05PF0022","2000-01-12 14:01","",".4370","","","7603","MG/L","NITROGEN TOTAL (CALCD.)","AZOTE TOTAL (CALC.)","P"
"MA05PF0022","2000-01-12 14:01","",".4180","","","7657","MG/L","NITROGEN TOTAL DISSOLVED","AZOTE TOTAL DISSOUS","P"
"MA05PF0022","2000-01-12 14:01","",".0070","","","15265","MG/L","ORTHOPHOSPHORUS DISSOLVED","ORTHOPHOSPHORE DISSOUS","P"
"MA05PF0022","2000-01-12 14:01","","13.4000","","","8102","MG/L","OXYGEN DISSOLVED","OXYGÈNE DISSOUS","P"
"MA05PF0022","2000-01-12 14:01","","7.1800","","","109026","PH UNITS","PH","PH","P"
"MA05PF0022","2000-01-12 14:01","","7.6700","","","10301","PH UNITS","PH","PH","P"
"MA05PF0022","2000-01-12 14:01","",".0080","","","15901","MG/L","PHOSPHORUS PARTICULATE (CALCD.)","PHOSPHORE PARTICULAIRE (CALC.)","P"
"MA05PF0022","2000-01-12 14:01","",".0220","","","15423","MG/L","PHOSPHORUS TOTAL","PHOSPHORE TOTAL","P"
"MA05PF0022","2000-01-12 14:01","",".0140","","","15465","MG/L","PHOSPHORUS TOTAL DISSOLVED","PHOSPHORE TOTAL DISSOUS","P"
"MA05PF0022","2000-01-12 14:01","",".8600","","","100434","MG/L","POTASSIUM DISSOLVED/FILTERED","POTASSIUM DISSOUS/FILTRÉ","P"
"MA05PF0022","2000-01-12 14:01","","2.0000","","","10401","MG/L","RESIDUE NONFILTRABLE","RÉSIDU NON FILTRABLE","P"
"MA05PF0022","2000-01-12 14:01","","-2.1890","","","210","PH","SATURATION INDEX (CALCD.)","INDICE DE SATURATION (CALC.)","P"
"MA05PF0022","2000-01-12 14:01","","1.1500","","","14108","MG/L","SIO2","SIO2","P"
"MA05PF0022","2000-01-12 14:01","","2.5400","","","100433","MG/L","SODIUM DISSOLVED/FILTERED","SODIUM DISSOUS/FILTRÉ","P"
"MA05PF0022","2000-01-12 14:01","","10.0390","","","11250","%","SODIUM PERCENTAGE (CALCD.)","POURCENTAGE SODIUM (CALC.)","P"
"MA05PF0022","2000-01-12 14:01","","103.7000","","","109027","USIE/CM","SPECIFIC CONDUCTANCE","CONDUCTIVITÉ SPÉCIFIQUE","P"
"MA05PF0022","2000-01-12 14:01","","112.0000","","","2041","USIE/CM","SPECIFIC CONDUCTANCE","CONDUCTIVITÉ SPÉCIFIQUE","P"
"MA05PF0022","2000-01-12 14:01","","11.5570","","","211","PH","STABILITY INDEX (CALCD.)","INDICE DE STABILITÉ (CALC.)","P"
"MA05PF0022","2000-01-12 14:01","","5.4000","","","16306","MG/L","SULPHATE DISSOLVED","SULPHATES DISSOUS","P"
"MA05PF0022","2000-01-12 14:01","",".0000","","","109028","DEG C","TEMPERATURE WATER","TEMPÉRATURE DE L'EAU","P"
"MA05PF0022","2000-01-12 14:01","","25.0000","","","2061","DEG C","TEMPERATURE WATER","TEMPÉRATURE DE L'EAU","P"
"MA05PF0022","2000-01-12 14:01","","55.8680","","","202","MG/L","TOTAL DISSOLVED SOLIDS (CALCD.)","SOLIDES DISSOUS TOTAUX (CALC.)","P"
"MA05PF0022","2000-01-12 14:01","","4.1400","","","110001","NTU","TURBIDITY","TURBIDITÉ","P"
"MA05PF0022","2000-01-12 14:01","","4.6000","","","2081","NTU","TURBIDITY","TURBIDITÉ","P"
"MA05PF0022","2000-02-08 14:20","<","15.9000","","","102176","NG/L","2-(2,4-DICHLOROPHENOXY)-PROPIONIC ACID","ACIDE 2-(2,4-DICHLOROPHÉNOXY)PROPANOIQUE","P"
"MA05PF0022","2000-02-08 14:20","<","11.1000","","","102177","NG/L","2,3,6-TBA","2,3,6-TBA","P"
