"SITE_NO","DATE_TIME_HEURE","FLAG_MARQUEUR","VALUE_VALEUR","SDL_LDE","MDL_LDM","VMV_CODE","UNIT_UNITE","VARIABLE","VARIABLE_FR","STATUS_STATUT"
"NW06MA0001","2000-02-17 14:30","","7.2000","","","10111","MG/L","ALKALINITY TOTAL CACO3","ALCALINITÉ TOTALE CACO3","P"
"NW06MA0001","2000-02-17 14:30","<",".0500","","","100081","MG/L","ALUMINUM EXTRACTABLE","ALUMINIUM EXTRACTIBLE","P"
"NW06MA0001","2000-02-17 14:30","",".0080","","","100216","MG/L","ALUMINUM TOTAL","ALUMINIUM TOTAL","P"
"NW06MA0001","2000-02-17 14:30","",".0210","","","7557","MG/L","AMMONIA DISSOLVED","AMMONIAQUE DISSOUS","P"
"NW06MA0001","2000-02-17 14:30","",".0000","","","7570","MG/L","AMMONIA UN-IONIZED (CALCD.)","AZOTE AMMONIACAL NON IONISÉ (CALC.)","P"
"NW06MA0001","2000-02-17 14:30","",".0001","","","100253","MG/L","ARSENIC DISSOLVED","ARSENIC DISSOUS","P"
"NW06MA0001","2000-02-17 14:30","",".0200","","","100082","MG/L","BARIUM EXTRACTABLE","BARYUM EXTRACTIBLE","P"
"NW06MA0001","2000-02-17 14:30","",".0196","","","100217","MG/L","BARIUM TOTAL","BARYUM TOTAL","P"
"NW06MA0001","2000-02-17 14:30","<",".0010","","","100083","MG/L","BERYLLIUM EXTRACTABLE","BÉRYLLIUM EXTRACTIBLE","P"
"NW06MA0001","2000-02-17 14:30","<",".0500","","","100218","UG/L","BERYLLIUM TOTAL","BÉRYLLIUM TOTAL","P"
"NW06MA0001","2000-02-17 14:30","",".0100","","","100097","MG/L","BORON EXTRACTABLE","BORE EXTRACTIBLE","P"
"NW06MA0001","2000-02-17 14:30","<",".0050","","","100084","MG/L","CADMIUM EXTRACTABLE","CADMIUM EXTRACTIBLE","P"
"NW06MA0001","2000-02-17 14:30","<",".0001","","","100219","MG/L","CADMIUM TOTAL","CADMIUM TOTAL","P"
"NW06MA0001","2000-02-17 14:30","","2.1200","","","100431","MG/L","CALCIUM DISSOLVED","CALCIUM DISSOUS","P"
"NW06MA0001","2000-02-17 14:30","","2.3000","","","100098","MG/L","CALCIUM EXTRACTABLE/UNFILTERED","CALCIUM EXTRACTIBLE/NON FILTRÉ","P"
"NW06MA0001","2000-02-17 14:30","","2.2800","","","100232","MG/L","CALCIUM TOTAL","CALCIUM TOTAL","P"
"NW06MA0001","2000-02-17 14:30","","1.2720","","","6401","MG/L","CARBON DIOXIDE FREE (CALC)","DIOXYDE DE CARBONE LIBRE (CALC.)","P"
"NW06MA0001","2000-02-17 14:30","","1.2000","","","100300","MG/L","CARBON DISSOLVED INORGANIC","CARBONE INORGANIQUE DISSOUS","P"
"NW06MA0001","2000-02-17 14:30","","3.7000","","","6104","MG/L","CARBON DISSOLVED ORGANIC","CARBONE ORGANIQUE DISSOUS","P"
"NW06MA0001","2000-02-17 14:30","",".0460","","","6902","MG/L","CARBON PARTICULATE ORGANIC","CARBONE ORGANIQUE PARTICULAIRE","P"
"NW06MA0001","2000-02-17 14:30","","3.7460","","","6002","MG/L","CARBON TOTAL ORGANIC (CALCD.)","CARBONE ORGANIQUE TOTAL (CALC.)","P"
"NW06MA0001","2000-02-17 14:30","","1.6400","","","17206","MG/L","CHLORIDE DISSOLVED","CHLORURE DISSOUS","P"
"NW06MA0001","2000-02-17 14:30","<",".0050","","","100086","MG/L","CHROMIUM EXTRACTABLE","CHROME EXTRACTIBLE","P"
"NW06MA0001","2000-02-17 14:30","<",".0002","","","100221","MG/L","CHROMIUM TOTAL","CHROME TOTAL","P"
"NW06MA0001","2000-02-17 14:30","<",".0050","","","100085","MG/L","COBALT EXTRACTABLE","COBALT EXTRACTIBLE","P"
"NW06MA0001","2000-02-17 14:30","<",".0001","","","100220","MG/L","COBALT TOTAL","COBALT TOTAL","P"
"NW06MA0001","2000-02-17 14:30","","10.0000","","","2021","REL UNITS","COLOUR TRUE","COULEUR VRAIE","P"
"NW06MA0001","2000-02-17 14:30","<",".0050","","","100087","MG/L","COPPER EXTRACTABLE","CUIVRE EXTRACTIBLE","P"
"NW06MA0001","2000-02-17 14:30","",".0006","","","100222","MG/L","COPPER TOTAL","CUIVRE TOTAL","P"
"NW06MA0001","2000-02-17 14:30","",".0500","","","9117","MG/L","FLUORIDE DISSOLVED","FLUORURE DISSOUS","P"
"NW06MA0001","2000-02-17 14:30","","2.3750","","","10650","MG/L","HARDNESS NON-CARB. (CALCD.)","DURETÉ NON-CARB. (CALC.)","P"
"NW06MA0001","2000-02-17 14:30","","9.5750","","","10602","MG/L","HARDNESS TOTAL (CALCD.) CACO3","DURETÉ TOTALE (CALC.) CACO3","P"
"NW06MA0001","2000-02-17 14:30","",".0120","","","100088","MG/L","IRON EXTRACTABLE","FER EXTRACTIBLE","P"
"NW06MA0001","2000-02-17 14:30","",".0116","","","100223","MG/L","IRON TOTAL","FER TOTAL","P"
"NW06MA0001","2000-02-17 14:30","<",".0200","","","100093","MG/L","LEAD EXTRACTABLE","PLOMB EXTRACTIBLE","P"
"NW06MA0001","2000-02-17 14:30","<",".0002","","","100228","MG/L","LEAD TOTAL","PLOMB TOTAL","P"
"NW06MA0001","2000-02-17 14:30","<",".0050","","","100089","MG/L","LITHIUM EXTRACTABLE","LITHIUM EXTRACTIBLE","P"
"NW06MA0001","2000-02-17 14:30","",".0009","","","100224","MG/L","LITHIUM TOTAL","LITHIUM TOTAL","P"
"NW06MA0001","2000-02-17 14:30","","1.0400","","","100432","MG/L","MAGNESIUM DISSOLVED","MAGNÉSIUM DISSOUS","P"
"NW06MA0001","2000-02-17 14:30","","1.1000","","","100099","MG/L","MAGNESIUM EXTRACTABLE/UNFILTERED","MAGNÉSIUM EXTRACTIBLE/NON FILTRÉ","P"
"NW06MA0001","2000-02-17 14:30","","1.0200","","","100233","MG/L","MAGNESIUM TOTAL","MAGNÉSIUM TOTAL","P"
"NW06MA0001","2000-02-17 14:30","",".0020","","","100090","MG/L","MANGANESE EXTRACTABLE","MANGANÈSE EXTRACTIBLE","P"
"NW06MA0001","2000-02-17 14:30","",".0016","","","100225","MG/L","MANGANESE TOTAL","MANGANÈSE TOTAL","P"
"NW06MA0001","2000-02-17 14:30","<",".0050","","","100091","MG/L","MOLYBDENUM EXTRACTABLE","MOLYBDÈNE EXTRACTIBLE","P"
"NW06MA0001","2000-02-17 14:30","<",".0001","","","100226","MG/L","MOLYBDENUM TOTAL","MOLYBDÈNE TOTAL","P"
"NW06MA0001","2000-02-17 14:30","<",".0100","","","100092","MG/L","NICKEL EXTRACTABLE","NICKEL EXTRACTIBLE","P"
"NW06MA0001","2000-02-17 14:30","<",".0002","","","100227","MG/L","NICKEL TOTAL","NICKEL TOTAL","P"
"NW06MA0001","2000-02-17 14:30","",".0240","","","7110","MG/L","NITROGEN DISSOLVED NO3 & NO2","AZOTE DISSOUS NO3 & NO2","P"
"NW06MA0001","2000-02-17 14:30","",".0180","","","7902","MG/L","NITROGEN PARTICULATE","AZOTE PARTICULAIRE","P"
"NW06MA0001","2000-02-17 14:30","",".2110","","","7603","MG/L","NITROGEN TOTAL (CALCD.)","AZOTE TOTAL (CALC.)","P"
"NW06MA0001","2000-02-17 14:30","",".1930","","","7657","MG/L","NITROGEN TOTAL DISSOLVED","AZOTE TOTAL DISSOUS","P"
"NW06MA0001","2000-02-17 14:30","","6.9800","","","109026","PH UNITS","PH","PH","P"
"NW06MA0001","2000-02-17 14:30","","7.0400","","","10301","PH UNITS","PH","PH","P"
"NW06MA0001","2000-02-17 14:30","",".0150","","","15901","MG/L","PHOSPHORUS PARTICULATE (CALCD.)","PHOSPHORE PARTICULAIRE (CALC.)","P"
"NW06MA0001","2000-02-17 14:30","",".0210","","","15411","MG/L","PHOSPHORUS TOTAL","PHOSPHORE TOTAL","P"
"NW06MA0001","2000-02-17 14:30","",".0060","","","15104","MG/L","PHOSPHORUS TOTAL DISSOLVED","PHOSPHORE TOTAL DISSOUS","P"
"NW06MA0001","2000-02-17 14:30","",".3900","","","100434","MG/L","POTASSIUM DISSOLVED/FILTERED","POTASSIUM DISSOUS/FILTRÉ","P"
"NW06MA0001","2000-02-17 14:30","<","2.0000","","","100101","MG/L","POTASSIUM EXTRACTABLE/UNFILTERED","POTASSIUM EXTRACTIBLE/NON FILTRÉ","P"
"NW06MA0001","2000-02-17 14:30","",".3700","","","100235","MG/L","POTASSIUM TOTAL","POTASSIUM TOTAL","P"
"NW06MA0001","2000-02-17 14:30","","20.0000","","","10451","MG/L","RESIDUE FILTERABLE","RÉSIDU FILTRABLE","P"
"NW06MA0001","2000-02-17 14:30","<","3.0000","","","10406","MG/L","RESIDUE NONFILTRABLE","RÉSIDUS NON-FILTRABLES","P"
"NW06MA0001","2000-02-17 14:30","","-3.8860","","","210","PH","SATURATION INDEX (CALCD.)","INDICE DE SATURATION (CALC.)","P"
"NW06MA0001","2000-02-17 14:30","",".0001","","","100254","MG/L","SELENIUM DISSOLVED","SÉLÉNIUM DISSOUS","P"
"NW06MA0001","2000-02-17 14:30","<",".0001","","","100324","MG/L","SILVER TOTAL","ARGENT TOTAL","P"
"NW06MA0001","2000-02-17 14:30","",".2100","","","14108","MG/L","SIO2","SIO2","P"
"NW06MA0001","2000-02-17 14:30","",".5500","","","100433","MG/L","SODIUM DISSOLVED/FILTERED","SODIUM DISSOUS/FILTRÉ","P"
"NW06MA0001","2000-02-17 14:30","<","2.0000","","","100100","MG/L","SODIUM EXTRACTABLE/UNFILTERED","SODIUM EXTRACTIBLE/NON FILTRÉ","P"
"NW06MA0001","2000-02-17 14:30","","10.6220","","","11250","%","SODIUM PERCENTAGE (CALCD.)","POURCENTAGE SODIUM (CALC.)","P"
"NW06MA0001","2000-02-17 14:30","",".4600","","","100234","MG/L","SODIUM TOTAL","SODIUM TOTAL","P"
"NW06MA0001","2000-02-17 14:30","","17.1000","","","109027","USIE/CM","SPECIFIC CONDUCTANCE","CONDUCTIVITÉ SPÉCIFIQUE","P"
"NW06MA0001","2000-02-17 14:30","","26.0000","","","2041","USIE/CM","SPECIFIC CONDUCTANCE","CONDUCTIVITÉ SPÉCIFIQUE","P"
"NW06MA0001","2000-02-17 14:30","","14.8120","","","211","PH","STABILITY INDEX (CALCD.)","INDICE DE STABILITÉ (CALC.)","P"
"NW06MA0001","2000-02-17 14:30","",".0170","","","100094","MG/L","STRONTIUM EXTRACTABLE","STRONTIUM EXTRACTIBLE","P"
"NW06MA0001","2000-02-17 14:30","",".0158","","","100229","MG/L","STRONTIUM TOTAL","STRONTIUM TOTAL","P"
"NW06MA0001","2000-02-17 14:30","","1.0000","","","16306","MG/L","SULPHATE DISSOLVED","SULPHATES DISSOUS","P"
"NW06MA0001","2000-02-17 14:30","",".0000","","","109028","DEG C","TEMPERATURE WATER","TEMPÉRATURE DE L'EAU","P"
"NW06MA0001","2000-02-17 14:30","","11.4260","","","202","MG/L","TOTAL DISSOLVED SOLIDS (CALCD.)","SOLIDES DISSOUS TOTAUX (CALC.)","P"
"NW06MA0001","2000-02-17 14:30","","2.1000","","","2081","NTU","TURBIDITY","TURBIDITÉ","P"
"NW06MA0001","2000-02-17 14:30","<",".0050","","","100095","MG/L","VANADIUM EXTRACTABLE","VANADIUM EXTRACTIBLE","P"
"NW06MA0001","2000-02-17 14:30","<",".0001","","","100230","MG/L","VANADIUM TOTAL","VANADIUM TOTAL","P"
"NW06MA0001","2000-02-17 14:30","<",".0050","","","100096","MG/L","ZINC EXTRACTABLE","ZINC EXTRACTIBLE","P"
"NW06MA0001","2000-02-17 14:30","",".0009","","","100231","MG/L","ZINC TOTAL","ZINC TOTAL","P"
"NW06MA0001","2000-05-12 14:15","","8.6000","","","10101","MG/L","ALKALINITY TOTAL CACO3","ALCALINITÉ TOTALE CACO3","P"
"NW06MA0001","2000-05-12 14:15","<",".0500","","","100081","MG/L","ALUMINUM EXTRACTABLE","ALUMINIUM EXTRACTIBLE","P"
"NW06MA0001","2000-05-12 14:15","",".0070","","","100216","MG/L","ALUMINUM TOTAL","ALUMINIUM TOTAL","P"
"NW06MA0001","2000-05-12 14:15","",".0060","","","7562","MG/L","AMMONIA DISSOLVED","AZOTE AMMONIACAL DISSOUS","P"
"NW06MA0001","2000-05-12 14:15","<",".0001","","","100253","MG/L","ARSENIC DISSOLVED","ARSENIC DISSOUS","P"
"NW06MA0001","2000-05-12 14:15","",".0210","","","100082","MG/L","BARIUM EXTRACTABLE","BARYUM EXTRACTIBLE","P"
"NW06MA0001","2000-05-12 14:15","",".0213","","","100217","MG/L","BARIUM TOTAL","BARYUM TOTAL","P"
"NW06MA0001","2000-05-12 14:15","<",".0010","","","100083","MG/L","BERYLLIUM EXTRACTABLE","BÉRYLLIUM EXTRACTIBLE","P"
"NW06MA0001","2000-05-12 14:15","<",".0500","","","100218","UG/L","BERYLLIUM TOTAL","BÉRYLLIUM TOTAL","P"
"NW06MA0001","2000-05-12 14:15","",".0200","","","100097","MG/L","BORON EXTRACTABLE","BORE EXTRACTIBLE","P"
"NW06MA0001","2000-05-12 14:15","<",".0050","","","100084","MG/L","CADMIUM EXTRACTABLE","CADMIUM EXTRACTIBLE","P"
"NW06MA0001","2000-05-12 14:15","<",".0001","","","100219","MG/L","CADMIUM TOTAL","CADMIUM TOTAL","P"
"NW06MA0001","2000-05-12 14:15","","2.4600","","","20103","MG/L","CALCIUM DISSOLVED","CALCIUM DISSOUS","P"
"NW06MA0001","2000-05-12 14:15","","2.4000","","","100098","MG/L","CALCIUM EXTRACTABLE/UNFILTERED","CALCIUM EXTRACTIBLE/NON FILTRÉ","P"
"NW06MA0001","2000-05-12 14:15","","2.4800","","","100232","MG/L","CALCIUM TOTAL","CALCIUM TOTAL","P"
"NW06MA0001","2000-05-12 14:15","","2.5840","","","6401","MG/L","CARBON DIOXIDE FREE (CALC)","DIOXYDE DE CARBONE LIBRE (CALC.)","P"
"NW06MA0001","2000-05-12 14:15","","3.8000","","","6101","MG/L","CARBON DISSOLVED ORGANIC","CARBONE ORGANIQUE DISSOUS","P"
"NW06MA0001","2000-05-12 14:15","",".1180","","","6902","MG/L","CARBON PARTICULATE ORGANIC","CARBONE ORGANIQUE PARTICULAIRE","P"
"NW06MA0001","2000-05-12 14:15","","3.9180","","","6002","MG/L","CARBON TOTAL ORGANIC (CALCD.)","CARBONE ORGANIQUE TOTAL (CALC.)","P"
"NW06MA0001","2000-05-12 14:15","","1.8500","","","17206","MG/L","CHLORIDE DISSOLVED","CHLORURE DISSOUS","P"
"NW06MA0001","2000-05-12 14:15","<",".0050","","","100086","MG/L","CHROMIUM EXTRACTABLE","CHROME EXTRACTIBLE","P"
"NW06MA0001","2000-05-12 14:15","<",".0002","","","100221","MG/L","CHROMIUM TOTAL","CHROME TOTAL","P"
"NW06MA0001","2000-05-12 14:15","<",".0050","","","100085","MG/L","COBALT EXTRACTABLE","COBALT EXTRACTIBLE","P"
"NW06MA0001","2000-05-12 14:15","<",".0001","","","100220","MG/L","COBALT TOTAL","COBALT TOTAL","P"
"NW06MA0001","2000-05-12 14:15","","10.0000","","","2021","REL UNITS","COLOUR TRUE","COULEUR VRAIE","P"
"NW06MA0001","2000-05-12 14:15","<",".0050","","","100087","MG/L","COPPER EXTRACTABLE","CUIVRE EXTRACTIBLE","P"
"NW06MA0001","2000-05-12 14:15","",".0003","","","100222","MG/L","COPPER TOTAL","CUIVRE TOTAL","P"
"NW06MA0001","2000-05-12 14:15","<",".0020","","","6612","MG/L","CYANIDE TOTAL","CYANURE TOTAL","P"
"NW06MA0001","2000-05-12 14:15","",".0500","","","9117","MG/L","FLUORIDE DISSOLVED","FLUORURE DISSOUS","P"
"NW06MA0001","2000-05-12 14:15","","2.2770","","","10650","MG/L","HARDNESS NON-CARB. (CALCD.)","DURETÉ NON-CARB. (CALC.)","P"
"NW06MA0001","2000-05-12 14:15","","10.8770","","","10602","MG/L","HARDNESS TOTAL (CALCD.) CACO3","DURETÉ TOTALE (CALC.) CACO3","P"
"NW06MA0001","2000-05-12 14:15","",".0100","","","100088","MG/L","IRON EXTRACTABLE","FER EXTRACTIBLE","P"
"NW06MA0001","2000-05-12 14:15","",".0111","","","100223","MG/L","IRON TOTAL","FER TOTAL","P"
"NW06MA0001","2000-05-12 14:15","<",".0200","","","100093","MG/L","LEAD EXTRACTABLE","PLOMB EXTRACTIBLE","P"
"NW06MA0001","2000-05-12 14:15","<",".0002","","","100228","MG/L","LEAD TOTAL","PLOMB TOTAL","P"
"NW06MA0001","2000-05-12 14:15","<",".0050","","","100089","MG/L","LITHIUM EXTRACTABLE","LITHIUM EXTRACTIBLE","P"
"NW06MA0001","2000-05-12 14:15","",".0006","","","100224","MG/L","LITHIUM TOTAL","LITHIUM TOTAL","P"
"NW06MA0001","2000-05-12 14:15","","1.1500","","","12102","MG/L","MAGNESIUM DISSOLVED","MAGNÉSIUM DISSOUS","P"
"NW06MA0001","2000-05-12 14:15","","1.2000","","","100099","MG/L","MAGNESIUM EXTRACTABLE/UNFILTERED","MAGNÉSIUM EXTRACTIBLE/NON FILTRÉ","P"
"NW06MA0001","2000-05-12 14:15","","1.0800","","","100233","MG/L","MAGNESIUM TOTAL","MAGNÉSIUM TOTAL","P"
"NW06MA0001","2000-05-12 14:15","<",".0020","","","100090","MG/L","MANGANESE EXTRACTABLE","MANGANÈSE EXTRACTIBLE","P"
"NW06MA0001","2000-05-12 14:15","",".0012","","","100225","MG/L","MANGANESE TOTAL","MANGANÈSE TOTAL","P"
"NW06MA0001","2000-05-12 14:15","<",".0050","","","100091","MG/L","MOLYBDENUM EXTRACTABLE","MOLYBDÈNE EXTRACTIBLE","P"
"NW06MA0001","2000-05-12 14:15","<",".0001","","","100226","MG/L","MOLYBDENUM TOTAL","MOLYBDÈNE TOTAL","P"
"NW06MA0001","2000-05-12 14:15","<",".0100","","","100092","MG/L","NICKEL EXTRACTABLE","NICKEL EXTRACTIBLE","P"
"NW06MA0001","2000-05-12 14:15","",".0003","","","100227","MG/L","NICKEL TOTAL","NICKEL TOTAL","P"
"NW06MA0001","2000-05-12 14:15","<",".0080","","","7110","MG/L","NITROGEN DISSOLVED NO3 & NO2","AZOTE DISSOUS NO3 & NO2","P"
"NW06MA0001","2000-05-12 14:15","",".0250","","","7902","MG/L","NITROGEN PARTICULATE","AZOTE PARTICULAIRE","P"
"NW06MA0001","2000-05-12 14:15","",".2910","","","7603","MG/L","NITROGEN TOTAL (CALCD.)","AZOTE TOTAL (CALC.)","P"
"NW06MA0001","2000-05-12 14:15","",".2660","","","7657","MG/L","NITROGEN TOTAL DISSOLVED","AZOTE TOTAL DISSOUS","P"
"NW06MA0001","2000-05-12 14:15","","7.2000","","","109026","PH UNITS","PH","PH","P"
"NW06MA0001","2000-05-12 14:15","","6.8100","","","10301","PH UNITS","PH","PH","P"
"NW06MA0001","2000-05-12 14:15","<",".0040","","","15901","MG/L","PHOSPHORUS PARTICULATE (CALCD.)","PHOSPHORE PARTICULAIRE (CALC.)","P"
"NW06MA0001","2000-05-12 14:15","",".0140","","","15411","MG/L","PHOSPHORUS TOTAL","PHOSPHORE TOTAL","P"
"NW06MA0001","2000-05-12 14:15","",".1130","","","15104","MG/L","PHOSPHORUS TOTAL DISSOLVED","PHOSPHORE TOTAL DISSOUS","P"
"NW06MA0001","2000-05-12 14:15","<","2.0000","","","100101","MG/L","POTASSIUM EXTRACTABLE/UNFILTERED","POTASSIUM EXTRACTIBLE/NON FILTRÉ","P"
"NW06MA0001","2000-05-12 14:15","",".3700","","","100235","MG/L","POTASSIUM TOTAL","POTASSIUM TOTAL","P"
"NW06MA0001","2000-05-12 14:15","",".4100","","","100499","MG/L","POTASSIUM, FILTERED","POTASSIUM, FILTRÉ","P"
"NW06MA0001","2000-05-12 14:15","","23.0000","","","10451","MG/L","RESIDUE FILTERABLE","RÉSIDU FILTRABLE","P"
"NW06MA0001","2000-05-12 14:15","","13.0000","","","10406","MG/L","RESIDUE NONFILTRABLE","RÉSIDUS NON-FILTRABLES","P"
"NW06MA0001","2000-05-12 14:15","","-3.9760","","","210","PH","SATURATION INDEX (CALCD.)","INDICE DE SATURATION (CALC.)","P"
"NW06MA0001","2000-05-12 14:15","<",".0001","","","100254","MG/L","SELENIUM DISSOLVED","SÉLÉNIUM DISSOUS","P"
"NW06MA0001","2000-05-12 14:15","<",".0001","","","100324","MG/L","SILVER TOTAL","ARGENT TOTAL","P"
"NW06MA0001","2000-05-12 14:15","",".2600","","","14108","MG/L","SIO2","SIO2","P"
"NW06MA0001","2000-05-12 14:15","<","2.0000","","","100100","MG/L","SODIUM EXTRACTABLE/UNFILTERED","SODIUM EXTRACTIBLE/NON FILTRÉ","P"
"NW06MA0001","2000-05-12 14:15","","10.8890","","","11250","%","SODIUM PERCENTAGE (CALCD.)","POURCENTAGE SODIUM (CALC.)","P"
"NW06MA0001","2000-05-12 14:15","",".4900","","","100234","MG/L","SODIUM TOTAL","SODIUM TOTAL","P"
"NW06MA0001","2000-05-12 14:15","",".6400","","","100500","MG/L","SODIUM, FILTERED","SODIUM, FILTRÉ","P"
"NW06MA0001","2000-05-12 14:15","","18.0000","","","109027","USIE/CM","SPECIFIC CONDUCTANCE","CONDUCTIVITÉ SPÉCIFIQUE","P"
"NW06MA0001","2000-05-12 14:15","","2690.0000","","","2041","USIE/CM","SPECIFIC CONDUCTANCE","CONDUCTIVITÉ SPÉCIFIQUE","P"
"NW06MA0001","2000-05-12 14:15","","14.7620","","","211","PH","STABILITY INDEX (CALCD.)","INDICE DE STABILITÉ (CALC.)","P"
"NW06MA0001","2000-05-12 14:15","",".0180","","","100094","MG/L","STRONTIUM EXTRACTABLE","STRONTIUM EXTRACTIBLE","P"
"NW06MA0001","2000-05-12 14:15","",".0171","","","100229","MG/L","STRONTIUM TOTAL","STRONTIUM TOTAL","P"
"NW06MA0001","2000-05-12 14:15","",".3000","","","16306","MG/L","SULPHATE DISSOLVED","SULPHATES DISSOUS","P"
"NW06MA0001","2000-05-12 14:15","",".0000","","","109028","DEG C","TEMPERATURE WATER","TEMPÉRATURE DE L'EAU","P"
"NW06MA0001","2000-05-12 14:15","","12.3150","","","202","MG/L","TOTAL DISSOLVED SOLIDS (CALCD.)","SOLIDES DISSOUS TOTAUX (CALC.)","P"
"NW06MA0001","2000-05-12 14:15","","1.2000","","","2081","NTU","TURBIDITY","TURBIDITÉ","P"
"NW06MA0001","2000-05-12 14:15","<",".0050","","","100095","MG/L","VANADIUM EXTRACTABLE","VANADIUM EXTRACTIBLE","P"
"NW06MA0001","2000-05-12 14:15","",".0001","","","100230","MG/L","VANADIUM TOTAL","VANADIUM TOTAL","P"
"NW06MA0001","2000-05-12 14:15","<",".0050","","","100096","MG/L","ZINC EXTRACTABLE","ZINC EXTRACTIBLE","P"
"NW06MA0001","2000-05-12 14:15","",".0005","","","100231","MG/L","ZINC TOTAL","ZINC TOTAL","P"
"NW06MA0001","2000-06-29 11:30","","8.3000","","","10101","MG/L","ALKALINITY TOTAL CACO3","ALCALINITÉ TOTALE CACO3","P"
"NW06MA0001","2000-06-29 11:30","<",".0500","","","100081","MG/L","ALUMINUM EXTRACTABLE","ALUMINIUM EXTRACTIBLE","P"
"NW06MA0001","2000-06-29 11:30","",".0130","","","100216","MG/L","ALUMINUM TOTAL","ALUMINIUM TOTAL","P"
"NW06MA0001","2000-06-29 11:30","<",".0050","","","7562","MG/L","AMMONIA DISSOLVED","AZOTE AMMONIACAL DISSOUS","P"
"NW06MA0001","2000-06-29 11:30","",".0001","","","100253","MG/L","ARSENIC DISSOLVED","ARSENIC DISSOUS","P"
"NW06MA0001","2000-06-29 11:30","",".0200","","","100082","MG/L","BARIUM EXTRACTABLE","BARYUM EXTRACTIBLE","P"
"NW06MA0001","2000-06-29 11:30","",".0181","","","100217","MG/L","BARIUM TOTAL","BARYUM TOTAL","P"
"NW06MA0001","2000-06-29 11:30","<",".0010","","","100083","MG/L","BERYLLIUM EXTRACTABLE","BÉRYLLIUM EXTRACTIBLE","P"
"NW06MA0001","2000-06-29 11:30","<",".0500","","","100218","UG/L","BERYLLIUM TOTAL","BÉRYLLIUM TOTAL","P"
"NW06MA0001","2000-06-29 11:30","",".0400","","","100097","MG/L","BORON EXTRACTABLE","BORE EXTRACTIBLE","P"
"NW06MA0001","2000-06-29 11:30","<",".0050","","","100084","MG/L","CADMIUM EXTRACTABLE","CADMIUM EXTRACTIBLE","P"
"NW06MA0001","2000-06-29 11:30","<",".0001","","","100219","MG/L","CADMIUM TOTAL","CADMIUM TOTAL","P"
"NW06MA0001","2000-06-29 11:30","","2.3200","","","20103","MG/L","CALCIUM DISSOLVED","CALCIUM DISSOUS","P"
"NW06MA0001","2000-06-29 11:30","","2.2000","","","100098","MG/L","CALCIUM EXTRACTABLE/UNFILTERED","CALCIUM EXTRACTIBLE/NON FILTRÉ","P"
"NW06MA0001","2000-06-29 11:30","","2.3000","","","100232","MG/L","CALCIUM TOTAL","CALCIUM TOTAL","P"
"NW06MA0001","2000-06-29 11:30","","3.2140","","","6401","MG/L","CARBON DIOXIDE FREE (CALC)","DIOXYDE DE CARBONE LIBRE (CALC.)","P"
"NW06MA0001","2000-06-29 11:30","","3.8000","","","6101","MG/L","CARBON DISSOLVED ORGANIC","CARBONE ORGANIQUE DISSOUS","P"
"NW06MA0001","2000-06-29 11:30","",".3080","","","6902","MG/L","CARBON PARTICULATE ORGANIC","CARBONE ORGANIQUE PARTICULAIRE","P"
"NW06MA0001","2000-06-29 11:30","","4.1080","","","6002","MG/L","CARBON TOTAL ORGANIC (CALCD.)","CARBONE ORGANIQUE TOTAL (CALC.)","P"
"NW06MA0001","2000-06-29 11:30","","1.5600","","","17206","MG/L","CHLORIDE DISSOLVED","CHLORURE DISSOUS","P"
"NW06MA0001","2000-06-29 11:30","<",".0050","","","100086","MG/L","CHROMIUM EXTRACTABLE","CHROME EXTRACTIBLE","P"
"NW06MA0001","2000-06-29 11:30","<",".0002","","","100221","MG/L","CHROMIUM TOTAL","CHROME TOTAL","P"
"NW06MA0001","2000-06-29 11:30","<",".0050","","","100085","MG/L","COBALT EXTRACTABLE","COBALT EXTRACTIBLE","P"
"NW06MA0001","2000-06-29 11:30","<",".0001","","","100220","MG/L","COBALT TOTAL","COBALT TOTAL","P"
"NW06MA0001","2000-06-29 11:30","","5.0000","","","2021","REL UNITS","COLOUR TRUE","COULEUR VRAIE","P"
"NW06MA0001","2000-06-29 11:30","<",".0050","","","100087","MG/L","COPPER EXTRACTABLE","CUIVRE EXTRACTIBLE","P"
"NW06MA0001","2000-06-29 11:30","",".0007","","","100222","MG/L","COPPER TOTAL","CUIVRE TOTAL","P"
"NW06MA0001","2000-06-29 11:30","",".0600","","","9117","MG/L","FLUORIDE DISSOLVED","FLUORURE DISSOUS","P"
"NW06MA0001","2000-06-29 11:30","","1.6100","","","10650","MG/L","HARDNESS NON-CARB. (CALCD.)","DURETÉ NON-CARB. (CALC.)","P"
"NW06MA0001","2000-06-29 11:30","","9.9100","","","10602","MG/L","HARDNESS TOTAL (CALCD.) CACO3","DURETÉ TOTALE (CALC.) CACO3","P"
"NW06MA0001","2000-06-29 11:30","",".0320","","","100088","MG/L","IRON EXTRACTABLE","FER EXTRACTIBLE","P"
"NW06MA0001","2000-06-29 11:30","",".0308","","","100223","MG/L","IRON TOTAL","FER TOTAL","P"
"NW06MA0001","2000-06-29 11:30","",".0230","","","100093","MG/L","LEAD EXTRACTABLE","PLOMB EXTRACTIBLE","P"
"NW06MA0001","2000-06-29 11:30","",".0003","","","100228","MG/L","LEAD TOTAL","PLOMB TOTAL","P"
